06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),18:28:61:9e:ab:5c(MMD),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),00:0f:f7:2e:0a:d0(ESOGU-WIFI),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),c4:6e:1f:58:40:d2(DLink_D01),00:26:5a:52:0b:8c(RFKON_115),4c:5e:0c:23:44:33(RFKON2014-Mesh),18:28:61:58:78:6a(Dlink_DAP-1360),1c:87:2c:7e:23:9c(EROGLU-PRI),1c:87:2c:7e:23:9d(EROGLU-PUB),REF_POINT
-58,-55,-51,-58,-44,-49,-65,-62,-31,-45,-57,-50,-71,-77,-65,-74,NaN,-80,-76,NaN,NaN,-86,9
-58,-58,-51,-48,-52,-51,-66,-62,-31,-61,-54,-50,-69,-76,-65,-73,-88,-77,-74,NaN,-88,NaN,9
-60,-58,-51,-48,-51,-51,-66,-64,-31,-61,-54,-50,-71,-74,-64,-73,-88,-77,-69,NaN,-88,NaN,9
-60,-56,-50,-48,-48,-50,-65,-62,-31,-59,-50,-55,-71,-74,-63,-72,NaN,-77,-69,NaN,NaN,NaN,9
-61,-56,-49,-51,-47,-50,-65,-64,-31,-57,-54,-49,-71,-74,-63,-73,-86,-78,-69,NaN,NaN,NaN,9
-61,-56,-49,-50,-48,-53,-65,-65,-31,-58,-54,-50,-71,-77,-63,-71,-86,-81,NaN,NaN,NaN,NaN,9
-61,-56,NaN,-50,-48,-50,-65,-65,-31,-57,-54,-49,-73,-75,-63,-72,NaN,-81,-70,NaN,NaN,NaN,9
-61,-59,-50,-49,-47,-50,-65,-68,-31,-57,-51,-49,-71,-73,-63,-72,NaN,NaN,-69,NaN,NaN,NaN,9
-61,-59,-84,-50,-47,-50,-65,-65,-31,-57,-54,-55,-71,-72,NaN,-72,NaN,NaN,-67,NaN,NaN,NaN,9
-61,-60,-49,-50,-43,-53,-64,-66,-31,-58,-54,-50,-72,-76,-65,-72,-85,-78,-69,NaN,-88,-88,9
-61,-56,-49,-50,-65,-49,-65,-65,-31,-58,-50,-49,-71,-78,-65,-72,-85,-78,-69,NaN,-88,-88,9
-61,-57,-49,-49,-47,-52,-69,-66,-31,-58,-54,-49,-72,-78,-65,-71,-86,-78,-67,-89,NaN,NaN,9
-61,-58,-48,-51,-47,-49,-64,-66,-31,-58,-54,-49,-71,-82,-64,-71,-74,-77,-68,-89,-88,-89,9
-61,-56,-50,-50,-48,-50,-65,-66,-31,-58,-54,-49,-71,-82,-64,-72,-74,-79,-68,NaN,-88,-89,9
-53,-49,-48,-42,-50,-45,-69,-67,-45,-61,-57,-58,-71,NaN,-62,-70,NaN,-71,-68,NaN,NaN,NaN,10
-53,-51,-47,-44,-47,-45,-56,-57,-45,-64,-57,-55,-77,-70,-64,-69,NaN,-70,-67,-79,NaN,NaN,10
-54,-50,-47,-44,-47,-44,-70,-56,-44,-68,-57,-59,-72,-70,-64,-72,NaN,-70,-67,-79,NaN,NaN,10
-54,-51,-47,-44,-47,-47,-70,-56,-45,-71,-57,-54,-72,-70,-62,-68,NaN,-70,-67,NaN,NaN,NaN,10
-54,-51,-46,-44,-48,-47,-68,-57,-45,-72,-57,-54,-72,-69,-64,-69,NaN,-69,-67,-77,NaN,NaN,10
-54,-50,-46,-44,-59,-44,-69,-56,-45,-71,-56,-54,-72,-70,-64,-70,NaN,-70,-66,-77,-87,NaN,10
-53,-51,-47,-44,-47,-47,-69,-56,-46,-70,-56,-54,-71,-71,-64,-68,-89,-70,-67,-78,-87,NaN,10
-54,-50,-47,-43,-48,-45,-68,-56,-45,-65,-55,-54,-71,-71,-64,-69,-89,-70,-67,-78,NaN,NaN,10
-54,-52,-47,-44,-48,-44,-70,-56,-44,-65,-56,-55,NaN,NaN,NaN,-71,-89,-68,-68,NaN,NaN,NaN,10
-54,-51,-48,-44,-48,-44,-72,-57,-48,NaN,-56,-55,-71,-67,-64,-70,NaN,-68,-68,-76,NaN,NaN,10
-54,-51,-47,-44,-47,-44,-68,-56,-45,NaN,-56,-54,-71,-70,-64,-71,-88,-70,-69,-75,-84,NaN,10
-54,-51,-47,-47,-48,-47,-68,-57,-41,NaN,-56,-59,-70,-69,-63,-71,-88,-72,-73,-75,-84,NaN,10
-53,-51,-49,-44,-48,-45,-72,-57,-46,-66,-56,-53,-71,-68,-65,-69,-89,-71,-69,-77,NaN,-88,10
-54,-50,-46,-44,-48,-44,-71,-57,-45,-68,-57,-55,-70,-69,-63,-69,-89,-70,-69,-77,-90,-72,10
-54,-50,-41,-44,-48,-44,-69,-54,-45,-68,-55,-61,-70,-70,-66,-68,NaN,-71,-69,NaN,-90,-72,10
-54,-50,-47,-42,-46,-45,-72,-57,-45,-66,-55,-54,-79,-70,-65,-70,NaN,-71,-70,NaN,NaN,NaN,10
-54,-50,-46,-44,-48,-45,-70,-57,-45,-66,-56,-53,-70,-72,-65,-70,NaN,-70,-70,-78,NaN,NaN,10
-54,-50,-47,-44,-47,-44,-70,-56,-45,-70,-56,-54,-70,-71,-65,-70,NaN,-71,-70,-78,NaN,NaN,10
-54,-50,-46,-44,-48,-45,-68,-56,-43,-70,-56,-54,-71,-70,-65,-70,NaN,-70,-69,-79,NaN,NaN,10
-54,-50,-46,-40,-48,-45,-68,-56,-45,-64,-55,-53,-69,-71,-65,-72,NaN,-70,-67,-79,NaN,NaN,10
-54,-50,-45,-44,-47,-44,-72,-56,-45,-68,-56,-54,-70,-71,-64,-71,NaN,-70,-68,NaN,NaN,NaN,10
-54,-49,-45,-44,-47,-46,-72,-56,-45,-66,-58,-58,-69,-71,-64,-71,NaN,-69,-67,-78,NaN,-82,10
-53,-50,-51,-41,-47,-44,NaN,-54,-45,-66,-56,-54,-69,-70,-64,NaN,NaN,-71,-67,-78,NaN,-82,10
-53,-51,-46,-42,-47,-46,-68,-57,-46,-66,-56,-54,-70,-69,-65,-70,NaN,-70,-69,-78,NaN,NaN,10
-53,-50,-43,-42,-47,-44,-70,-57,-45,-67,-56,-54,-69,-69,-65,-72,-93,-70,-69,-78,NaN,-83,10
-53,-50,-42,-43,-55,-45,-72,-56,-45,-67,-55,-54,-70,NaN,-65,-70,-93,-70,-69,NaN,NaN,-83,10
-53,-51,-46,-43,-48,-44,-72,-56,-45,-65,-55,-54,-75,-70,-65,-70,NaN,-70,-73,-78,-83,-83,10
-53,-50,-45,-43,-47,-49,-72,-56,-44,-68,-56,-54,-71,-69,-65,-71,NaN,-70,-68,-78,-83,-83,10
-53,-50,-46,-43,-47,-47,-68,-56,-43,-66,-56,-54,-53,-69,-58,-69,NaN,-68,-68,NaN,NaN,NaN,10
-53,-50,-45,-43,-48,-44,-71,-56,-78,-67,-55,-54,-71,-69,-65,-70,NaN,-70,-68,-78,NaN,NaN,10
-53,-50,-45,-43,-47,-45,-55,-56,-44,-64,-55,-54,-71,-72,-65,-71,-85,-68,-71,-78,NaN,NaN,10
-53,-50,-45,-42,-47,-44,-70,-57,-42,-66,-57,-54,-70,-71,-65,-71,-85,-68,-68,-78,NaN,-74,10
-53,-51,-45,-42,-64,-44,-70,-56,-44,-64,-55,-54,-72,-73,-64,-69,NaN,-69,-66,-78,NaN,-74,10
-54,-52,-43,-44,-49,-44,-66,-57,-45,-67,-55,-54,-71,-69,-66,-71,-92,-69,-66,-78,-86,-86,10
-54,-51,-45,-49,-64,-44,-70,-56,-45,-65,-55,-54,-71,-69,-64,-70,-92,-70,NaN,NaN,-82,-86,10
-54,-51,-44,-44,-48,-44,-70,-57,-45,-69,-55,-54,-72,-71,-64,-70,-89,-70,-68,NaN,-82,NaN,10
-54,-51,-44,-44,-49,-44,-67,-61,-45,-69,-55,-54,-70,-71,-64,-67,-89,-70,-69,NaN,NaN,NaN,10
-54,-51,-45,-43,-77,-47,-68,-57,-44,-69,-55,-55,-70,-69,-68,-70,-92,-69,-69,-78,NaN,NaN,10
-54,-50,-45,-44,-48,-46,-68,-55,-45,-69,-55,-55,-70,-69,-63,-69,-92,-70,-70,-79,NaN,NaN,10
-53,-50,-45,-79,-50,-44,-69,-57,-45,-70,-56,-55,-69,-70,-66,-71,NaN,-70,-70,-79,-81,-83,10
-53,-51,-45,-43,-49,-47,-69,-56,-44,-66,-56,-55,-69,-70,-65,-71,NaN,-68,-69,NaN,-81,-83,10
-53,-51,-45,-40,-49,-51,-67,-57,-45,-69,-55,-53,-70,-69,-65,-71,-94,-70,-72,-79,-83,-84,10
-54,-51,-45,-40,-49,-45,-66,-57,-44,-69,-55,-54,-71,-71,-70,-71,-94,-70,-71,-78,-83,-84,10
-53,-51,-46,-44,-48,-45,-68,-57,-45,-67,-56,-55,-71,-73,-65,-70,NaN,-71,-71,-78,NaN,NaN,10
-53,-51,-46,-44,-47,-44,-68,-57,-42,-57,-56,-54,-70,-70,-64,-70,NaN,-69,-67,-78,NaN,NaN,10
-54,-50,-45,-40,-48,-47,-68,-58,-45,-69,-56,-55,-69,-70,-65,-70,NaN,-70,-68,-78,NaN,NaN,10
-54,-51,-44,-44,-65,-45,-67,-57,-45,-68,-55,-54,-70,-67,-66,-71,NaN,-70,-68,-78,NaN,NaN,10
-54,-50,-45,-43,-44,-44,-68,-58,-44,-70,-57,-54,-70,-67,-68,-72,NaN,-70,-68,NaN,NaN,-83,10
-54,-50,-45,-42,-48,-45,-70,-57,-44,-70,-56,-54,-70,-69,-65,-71,NaN,-70,-71,-77,NaN,-83,10
-54,-52,-45,-44,-49,-44,-69,-57,-45,-72,-55,-54,-70,-69,-65,-71,NaN,-70,-69,-77,NaN,NaN,10
-54,-50,-44,-44,-58,-44,-70,-56,-45,-72,-55,-58,NaN,-70,-65,-71,NaN,-70,-69,NaN,NaN,NaN,10
-54,-50,-44,-42,-47,-44,-70,-58,-45,-70,-56,-54,-72,-70,NaN,-73,NaN,-70,-71,NaN,-72,NaN,10
-54,-51,-45,-44,-47,-45,-73,-57,-45,-70,-56,-54,-71,-69,-66,-74,NaN,-68,-71,-78,-72,NaN,10
-54,-50,-45,-44,-47,-48,-70,-57,-46,-70,-55,-54,-71,-70,-66,-72,NaN,-70,-67,-78,NaN,NaN,10
-54,-52,-45,-44,-48,-44,-70,-57,-46,NaN,-56,-54,-71,-69,NaN,-72,NaN,-70,-67,-78,NaN,NaN,10
-53,-50,-43,-43,-47,-44,NaN,-62,-44,NaN,-57,-54,-78,-67,NaN,-72,NaN,-69,-67,-78,NaN,NaN,10
-53,-51,-50,-80,-47,-44,-69,-56,-45,-68,-56,-54,-72,-70,-66,-73,NaN,-69,-68,NaN,NaN,NaN,10
-53,-52,-44,-43,-48,-44,-68,-57,-45,-68,-56,-54,-72,-70,-67,-72,NaN,-70,-67,-77,NaN,NaN,10
-54,-51,-46,-43,-58,-44,-69,-58,-45,-69,-55,-54,-72,-77,-67,-73,NaN,-70,-67,-80,-84,NaN,10
-54,-51,-45,-42,-49,-44,-72,-57,-44,-69,-55,-54,-72,-70,-66,-71,-88,-70,-67,-80,-88,NaN,10
-54,-51,-45,-44,-48,-44,-69,-57,-45,-67,-56,-54,-72,-69,-66,-72,-88,-71,-67,NaN,-88,NaN,10
-54,-51,-45,-44,-48,-44,-69,-57,-46,-72,-56,-54,-71,-72,-66,-73,NaN,-70,-67,-80,NaN,-71,10
-53,-51,-46,-42,-49,-44,-68,-58,-51,-71,-56,-54,-72,-68,-65,-73,NaN,-71,-67,-77,-83,-71,10
-54,-51,-44,-42,-49,-44,-67,-58,-45,-71,-56,-54,-71,-81,-66,-71,NaN,-71,-67,-78,-83,NaN,10
-54,-50,-46,-43,-48,-45,-69,-57,-44,-68,-56,-54,-72,-68,-66,-73,NaN,-70,-68,-78,-82,-71,10
-54,-50,-41,-43,-48,-45,-66,-57,-45,-69,-56,-54,-72,-68,-66,-73,NaN,-70,-68,-78,-82,-71,10
-53,-50,-46,-41,-48,-45,-68,-57,-45,-69,-56,-54,-79,-69,-66,-71,NaN,-70,NaN,-78,NaN,NaN,10
-54,-50,-45,-43,-48,-45,-68,-59,-44,-66,-56,-54,-72,-70,-66,-70,-90,-70,-67,NaN,NaN,NaN,10
-54,-50,-44,-44,-48,-45,-68,-59,-44,-70,-56,-54,-72,-70,-66,-74,-90,-70,-68,-76,NaN,-83,10
-54,-51,-45,-43,-47,-45,-69,-58,-45,-63,-56,-55,-72,-69,-65,-71,NaN,-71,-67,-77,-83,-70,10
-54,-50,-45,-44,-48,-44,-70,-58,-45,-68,-55,-55,-71,-66,-65,-70,NaN,-71,-67,-77,-83,-70,10
-54,-50,-45,-43,-48,-44,-69,-55,-45,-68,-55,-54,-73,-71,-66,-70,NaN,-70,-68,-78,-70,-83,10
-54,-51,-41,-44,-49,-45,-70,-58,-45,-67,-56,-54,-74,-69,-66,-71,-88,-71,-66,-79,-70,-83,10
-54,-50,-41,-44,-48,-45,-69,-58,-45,-66,-56,-59,-73,-68,-67,-70,-88,-71,-66,-80,NaN,NaN,10
-54,-50,-44,-41,-49,-43,-67,NaN,-48,-67,-53,-53,-73,-72,-67,-69,NaN,-71,-64,-79,NaN,NaN,10
-53,-50,-42,-44,-46,-44,-69,-57,-49,-63,-62,-56,-74,-70,-69,-67,NaN,-72,-67,-78,NaN,NaN,10
-56,-53,-42,-44,-48,-45,-69,-56,-45,-63,-55,-55,-71,-70,-66,-74,NaN,-70,-67,-76,NaN,NaN,10
-54,-50,-48,-44,-49,-45,-65,-56,-45,-67,-55,-54,-72,-70,-65,-72,NaN,-60,NaN,-79,-81,NaN,10
-54,-51,-46,-44,-47,-45,-67,-57,-45,-67,-55,-53,-71,-69,-65,-72,NaN,-70,NaN,-79,-81,NaN,10
-54,-51,-47,-38,-46,-45,-68,-55,-45,-66,-56,-54,-71,-69,-66,-72,NaN,-70,-69,NaN,NaN,NaN,10
-52,-55,-40,-47,-51,-49,-58,-46,-42,-47,-50,-58,-73,-70,-61,-64,NaN,-74,-59,-75,NaN,-71,11
-52,-60,-41,-45,-48,-48,-56,-48,-34,-45,-52,-58,-71,-71,-61,-67,NaN,-80,-66,-77,NaN,-71,11
-52,-48,-38,-43,-50,-49,-57,-48,-35,-48,-52,-58,-71,-72,-61,-66,NaN,-79,-67,-76,-83,-84,11
-52,-58,-38,-46,-50,-76,-57,-49,-34,-50,-52,-58,-72,-70,-58,-66,-86,-80,-67,-76,-83,-84,11
-52,-49,-38,-46,-50,-49,-57,-49,-35,-48,-52,-58,-71,-69,-59,-65,-84,-80,NaN,-76,NaN,NaN,11
-53,-48,-40,-45,-51,-48,-65,-49,-34,-50,-52,-58,-69,-70,-61,-67,-84,-79,-64,-76,-82,NaN,11
-52,-61,-39,-45,-50,-50,-57,-49,-35,-50,-52,-58,-69,-68,-57,-65,NaN,-80,-66,-76,-82,NaN,11
-52,-50,-40,-45,-49,-50,-56,-49,-34,-47,-52,-58,-76,-69,-50,-65,-88,-79,-65,-76,-83,-78,11
-52,-57,-37,-45,-50,-50,-57,-49,-35,-49,-53,-57,-71,-68,-60,-67,-88,-79,-65,NaN,-83,-78,11
-52,-56,-39,-45,-50,-48,-56,-49,-34,-49,-53,-58,-72,-68,-58,-66,-88,-79,NaN,NaN,-74,-75,11
-52,-48,-39,-45,-50,-53,-64,-49,-34,-49,-53,-57,-71,-72,-62,-66,-88,-79,-65,-74,-74,-75,11
-52,-48,-39,-45,-50,-55,-58,-49,-34,-46,-52,-67,-72,-72,-61,-65,-87,-80,-65,-74,NaN,NaN,11
-52,-57,-39,-45,-50,-48,-58,-45,-34,-46,-53,-57,-72,-72,-61,-65,-87,-79,-66,-74,NaN,NaN,11
-52,-48,-39,-46,-55,-55,-56,-48,-34,-50,-52,-58,-72,-72,NaN,-65,-87,-79,-66,NaN,NaN,-75,11
-52,-48,-39,-45,-49,-54,-58,-49,-34,-50,-52,-66,-71,-69,-65,-65,NaN,NaN,-65,NaN,NaN,-75,11
-52,-48,-38,-44,-49,-49,-58,-49,-34,-50,-52,-57,-70,-73,-62,-66,-85,-79,-65,-76,-72,-80,11
-52,-46,-39,-44,-49,-49,-57,-48,-34,-48,-52,-57,-72,-68,-62,-67,-85,-79,-64,-76,-72,-80,11
-52,-57,-38,-45,-49,-49,-57,-49,-34,-50,-52,-57,-71,-78,-64,-65,-86,-83,-66,-77,NaN,NaN,11
-53,-59,-39,-44,-50,-49,-57,-49,-33,-50,-52,-58,-71,-71,-65,-65,-86,-77,-64,-77,NaN,NaN,11
-52,-59,-39,-45,-49,-49,-58,-48,-34,-50,-52,-57,-72,-72,-62,-67,NaN,-78,-65,NaN,NaN,NaN,11
-52,-59,-40,-45,-49,-49,-57,-48,-34,-47,-52,-58,-71,-71,-62,-65,NaN,-78,-63,-77,NaN,NaN,11
-52,-58,-39,-45,-49,-49,-63,-48,-34,-50,-52,-57,-72,-71,-63,-67,NaN,-78,-65,-77,-80,-87,11
-52,-48,-39,-45,-50,-49,-59,-48,-34,-50,-51,-57,-71,-71,-62,-58,-85,-77,-63,NaN,-80,-87,11
-52,-59,-39,-45,-49,-49,-59,-48,-34,-47,-51,-58,-72,-70,-58,-66,-85,-78,-74,-77,NaN,NaN,11
-52,-48,-43,-45,-49,-49,-57,-48,-34,-48,-52,-58,-72,-69,-62,-67,NaN,-78,-63,-77,NaN,NaN,11
-52,-48,-39,-45,-49,-48,-57,-48,-34,-50,-51,-58,NaN,-71,-64,-71,-86,-77,-63,NaN,-74,-81,11
-52,-48,-42,-44,-50,-49,-63,-48,-34,-47,-51,-57,NaN,-67,-61,-71,-86,-77,NaN,NaN,-74,-81,11
-52,-57,-39,-45,-54,-49,-63,-48,-33,-48,-52,-57,-72,-83,-62,-67,NaN,-79,-66,-76,-80,NaN,11
-52,-49,-38,-45,-49,-49,-65,-48,-34,-46,-51,-67,-71,-76,-62,-71,NaN,-83,-63,-76,-80,NaN,11
-52,-59,-39,-65,-50,-53,-58,-48,-34,-49,-52,-57,-71,-69,-63,-68,NaN,-78,-65,-76,-82,NaN,11
-52,-47,-39,-45,-50,-49,-57,-48,-34,-47,-51,-66,-72,-68,-61,-67,NaN,-78,-65,-76,-82,NaN,11
-52,-48,-38,-45,-49,-49,-57,-48,-34,-49,-51,-57,-72,-71,-62,-67,-87,-77,-65,-76,-72,-73,11
-53,-48,-43,-44,-49,-48,-52,-48,-34,-47,-51,-57,-71,-72,-62,-68,-87,-80,-77,NaN,-72,-73,11
-53,-58,-38,-44,-50,-49,-58,-48,-72,-50,-52,-58,-72,-71,-62,-68,-88,-77,-74,NaN,NaN,NaN,11
-53,-49,-38,-45,-71,-49,-58,-48,-34,-46,-52,-57,-71,-70,-62,-67,-88,-77,-66,-75,NaN,NaN,11
-52,-46,-40,-44,-50,-75,-59,-48,-34,-49,-51,-58,-71,-70,-62,-67,NaN,-78,-73,-75,NaN,NaN,11
-52,-56,-39,-44,-50,-49,-57,-48,-32,-49,-52,-58,-71,-71,-61,-67,-80,-79,-72,-75,NaN,NaN,11
-52,-62,-38,-45,-50,-49,-57,-49,-34,-50,-52,-58,-71,-75,-60,-68,-80,-79,-64,-75,NaN,NaN,11
-53,-47,-39,-44,-54,-55,NaN,-48,-34,-50,-56,-59,-73,-75,-60,-68,-87,-79,-64,-75,NaN,NaN,11
-52,-47,-39,-43,-50,-49,-63,-48,-34,-48,-52,-58,-73,NaN,-61,-67,-87,-76,-76,-75,NaN,NaN,11
-52,-56,-39,-44,-50,-49,-59,-48,-35,-47,-52,-58,-69,-71,-62,-66,-87,-78,-68,-76,NaN,NaN,11
-52,-47,-37,-45,-50,-48,-58,-48,-34,-46,-51,-58,-73,-72,-59,-67,-87,-78,-66,-76,-73,-81,11
-52,-49,-39,-44,-50,-50,-58,-48,-34,-49,-89,-67,-71,-72,-61,-74,NaN,NaN,-66,-74,-73,-81,11
-52,-49,-41,-47,-55,-50,-59,-48,-35,-50,-51,-59,-72,-70,-61,-67,NaN,NaN,-65,-74,NaN,-81,11
-52,-60,-41,-45,-50,-53,-59,NaN,-34,-49,-52,-58,-65,-72,NaN,-67,NaN,NaN,-65,NaN,-81,-79,11
-53,-58,-38,-42,-49,-49,-51,-48,-34,-46,-52,-58,-72,-71,-61,-68,-87,-81,-65,NaN,-81,-79,11
-53,-48,-38,-44,-51,-54,-59,-45,-34,-49,-53,-58,-71,-72,-58,-70,-87,-77,-65,-76,NaN,NaN,11
-53,-48,-37,-45,-51,-48,-58,-48,-34,-49,-53,-58,-72,-71,-61,-75,NaN,-80,-65,-76,NaN,NaN,11
-53,-50,-37,-44,-51,-49,-59,-48,-34,-49,-53,-58,-72,-69,-60,-74,-88,-77,-66,-76,NaN,NaN,11
-53,-56,-38,-45,-50,-48,-58,NaN,-34,-46,-52,-67,-72,-72,-60,-70,-88,-76,-64,-76,NaN,NaN,11
-53,-47,-38,-45,-50,-49,-79,-48,-34,-49,-52,-58,-72,-69,-61,-68,-80,-81,-66,NaN,NaN,NaN,11
-52,-48,-38,-44,-50,-49,-59,-50,-33,-48,-52,-58,-71,-75,-61,-67,-88,-78,-66,-77,NaN,NaN,11
-51,-51,-71,-45,-49,-54,-59,-47,-33,-48,-52,-59,-72,-72,-61,-68,-88,-78,-62,-77,NaN,NaN,11
-51,-49,-38,-43,-47,-51,NaN,-44,-34,-49,-55,-56,-72,-72,-64,-66,NaN,-78,-67,-77,-82,NaN,11
-52,-47,-37,-48,-48,-46,-60,-50,-33,-50,-55,-58,-73,-64,-64,-68,NaN,NaN,-66,NaN,-82,NaN,11
-52,-59,-38,-45,-51,-49,-58,-50,-34,-49,-51,-57,-73,-69,-62,-66,NaN,-75,-75,NaN,NaN,NaN,11
-52,-47,-38,-44,-51,-49,-58,-48,-32,-47,-56,-58,-71,-71,-60,-66,NaN,-75,-75,NaN,NaN,NaN,11
-52,-48,-38,-45,-51,-54,-62,-48,-35,-54,-52,-68,-71,-68,-63,-66,NaN,-80,-75,NaN,NaN,NaN,11
-52,-47,-38,-45,-50,-49,-59,-48,-35,-49,-53,-57,-71,-67,-63,-67,NaN,-80,-66,NaN,NaN,NaN,11
-52,-48,-38,-44,-49,-48,-60,-48,-34,-50,-53,-57,-71,-70,-62,-68,NaN,-80,-66,NaN,NaN,NaN,11
-52,-58,-38,-45,-49,-58,-59,-48,-34,-47,-53,-68,-71,-71,-62,-66,NaN,-78,NaN,NaN,NaN,-81,11
-53,-47,-38,-48,-51,-48,-62,NaN,-34,-47,-52,-58,-71,-69,-64,-66,NaN,-79,NaN,-74,NaN,-80,11
-53,-47,-38,-45,-50,-48,-53,NaN,-34,-50,-52,-57,-72,-72,-62,-66,-89,-78,-65,-75,NaN,-83,11
-53,-58,-39,-45,-54,-49,-62,-49,-34,-50,-52,-68,-69,-74,-62,NaN,-89,-78,-63,-75,NaN,-83,11
-53,-58,-38,-45,-50,-48,-59,-48,-34,-49,-52,-59,-71,-74,-61,-71,-74,NaN,-63,-75,NaN,NaN,11
-53,-48,-38,-44,-49,-53,-58,-48,-34,-46,-53,-57,-70,-70,-62,-69,-74,NaN,-64,-75,NaN,NaN,11
-53,-47,-37,-45,-50,-54,-58,-46,-34,-50,-53,-58,-70,-70,-62,-68,NaN,-78,-64,-75,NaN,NaN,11
-53,-47,-38,-45,-50,-49,-60,-48,-34,-46,-52,-58,-71,-72,-62,-68,NaN,-77,-66,-75,NaN,NaN,11
-53,-60,-37,-44,-49,-54,-59,-49,-34,-50,-52,-58,-71,-72,-65,-68,NaN,-81,-66,-75,NaN,-71,11
-52,-57,-37,-45,-50,-49,-59,-48,-35,-49,-52,-57,-71,-69,-59,-67,-87,-79,-67,-75,-82,-82,11
-53,-47,-37,-45,-49,-51,-59,-48,-34,-47,-52,-59,-71,-71,-60,-69,-87,-79,-67,-75,-83,-82,11
-53,-59,-37,-45,-49,-49,-59,-48,-34,-49,-53,-58,NaN,-72,-61,-69,NaN,-79,-65,-76,-83,-82,11
-53,-49,-38,-45,-54,-50,-60,-48,-34,-47,-52,-66,NaN,-69,-61,-69,NaN,-79,-64,-76,NaN,-87,11
-52,-47,-38,-44,-49,-53,-61,-48,-34,-50,-53,-57,-71,-71,-61,-70,-90,-79,-64,-77,NaN,-87,11
-52,-48,-37,-44,-49,-50,-61,-48,-34,-47,-52,-58,-77,-69,-64,-67,-90,-77,-65,-77,NaN,NaN,11
-53,-48,-38,-45,-50,-49,-60,-48,-34,-50,-53,-59,-72,-68,-60,-68,-87,-78,-66,-75,NaN,NaN,11
-52,-48,-38,-44,-51,-49,-58,-47,-34,-50,-57,-60,-72,-68,-61,-67,-88,-79,-65,-76,-72,NaN,11
-53,-50,-39,-45,-51,-49,-58,-47,-34,-50,-53,-58,-72,-76,-60,-67,-88,-78,-64,-75,-72,NaN,11
-53,-49,-38,-45,-51,-50,-58,-48,-34,-46,-53,-58,-71,-70,-62,-67,NaN,-78,-66,-75,NaN,NaN,11
-53,-49,-38,-43,-51,-49,-58,-47,-34,-50,-53,-58,-72,-70,-62,-67,NaN,-78,-65,-75,NaN,NaN,11
-45,-44,-41,-43,-54,-51,-59,-49,-39,-50,-48,-58,-75,-59,-61,-61,NaN,-67,-62,-76,-71,NaN,12
-45,-44,-41,-38,-46,-56,-59,-51,-35,-48,-48,-56,-75,-69,-64,-63,-82,-81,-62,NaN,-71,NaN,12
-45,-48,-39,-40,-50,-56,-59,-52,-35,-47,-48,-56,NaN,-64,-63,-63,-82,-81,-57,NaN,NaN,-80,12
-45,-42,-38,-38,-49,-55,-58,-51,-35,-49,-48,-56,NaN,-68,-61,-63,NaN,-70,-49,NaN,NaN,-80,12
-45,-44,-38,-40,-49,-56,-58,-50,-36,-48,-48,-56,-70,-65,-58,-64,NaN,-69,-64,NaN,NaN,NaN,12
-45,-44,-34,-38,-50,-56,-59,-50,-75,-49,-48,-56,-71,-68,-58,-63,NaN,-72,-64,NaN,NaN,NaN,12
-45,-44,-38,-38,-49,-55,-58,-51,-35,-48,-48,-56,-71,-69,-60,-63,-82,-62,-61,-77,-80,NaN,12
-46,-40,-38,-40,-45,-56,-57,-51,-35,-48,-48,-56,-69,-60,-60,-63,-82,-69,-59,-77,-80,-72,12
-46,-44,-37,-38,-49,-56,-57,-50,-36,-49,-48,-57,-69,-64,-60,-64,NaN,-69,-61,-78,NaN,-72,12
-46,-42,-38,-40,-50,-55,-59,-50,-32,-48,-48,-56,-69,-63,-60,-64,NaN,-69,-60,-78,NaN,NaN,12
-45,-43,-38,-38,-50,-55,-59,-50,-31,-54,-48,-56,-69,-62,-60,-62,-80,-70,-61,NaN,NaN,NaN,12
-46,-48,-38,-38,-46,-56,-59,-51,-35,-48,-49,-56,-68,-64,-62,-61,-80,-69,-63,-74,NaN,NaN,12
-46,-45,-38,-38,-49,-56,-59,-51,-35,-49,-48,-56,-68,-67,-61,-64,-72,-69,-63,-74,-82,NaN,12
-46,-44,-38,-40,-49,-54,-59,-51,-35,-49,-48,-56,-70,-63,-62,-63,-72,-74,-59,NaN,-82,NaN,12
-46,-41,-38,-40,-48,-56,-57,-51,-35,-49,-48,-56,-70,-66,-62,-63,-81,-74,-59,NaN,-80,-85,12
-46,-45,-38,-38,-48,-55,-60,-51,-35,-49,-48,-56,-72,-69,NaN,-66,-81,NaN,-59,NaN,-80,-81,12
-45,-43,-38,-39,-45,-55,-59,-51,-35,-49,-48,-55,-70,-59,-63,-64,NaN,-70,-58,-79,NaN,-81,12
