@relation 'Sony_Xperia_Train_WiFi_MF-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-39,-32,-64,-51,-58,-70,-63,-55,-56,-49,-43,?,-62,-79,-72,?,?,-74,?,-51,?,?,?,-7.115364,-2.993011,-32.170105,8
-38,-32,-64,-51,-58,?,-62,-56,-55,-50,-43,?,-62,?,-71,?,?,?,?,-51,?,?,?,-6.761742,-3.083801,-31.988525,8
-39,-32,-63,-71,-59,-72,-63,-53,-55,-48,-43,-62,-62,?,-71,-83,-82,?,?,-51,?,-90,?,-6.319237,-3.62854,-32.170105,8
-39,-32,-64,-50,-59,-72,-63,-54,-55,-54,-43,-63,-62,-80,-70,-84,-82,-78,-81,-51,-90,-84,-87,-5.788422,-3.71933,-32.714844,8
-38,-32,-61,-50,-59,-72,-62,-56,-55,-48,-43,-62,-63,-82,-72,-83,-82,-76,-81,-51,-88,-84,-87,-6.761551,-3.81012,-31.897736,8
-39,-32,-63,-52,-58,-71,-61,-56,-56,-45,-43,-63,-67,-82,-71,-83,-82,-78,?,-51,-86,?,?,-7.203865,-3.991699,-30.989647,8
-38,-32,-63,-52,-59,-70,-61,-56,-56,-48,-43,-63,-67,-80,-71,?,-81,-75,?,-51,-89,?,?,-7.380676,-3.44696,-31.352806,8
-40,-32,-63,-49,-59,-70,-61,-57,-56,-49,-47,-63,-67,-72,-72,?,-81,-74,?,-51,-90,?,?,-6.230927,-3.53775,-32.170105,8
-38,-32,-65,-50,-59,-72,-60,-57,-56,-49,-43,-62,-62,-72,-72,-83,?,-75,?,-51,-90,?,?,-6.053925,-3.628731,-31.806946,8
-38,-32,-60,-49,-59,-72,-60,-56,-56,-47,-42,-62,-63,-77,?,-83,?,-75,?,-51,?,?,?,-6.495857,-3.900909,-31.897736,8
-46,-40,-47,-54,-62,?,-68,-58,-56,-47,-47,-68,-56,-74,?,-78,?,-71,?,-55,?,?,?,-7.646179,1.094055,-30.535889,9
-45,-70,-54,-51,-63,?,-63,-57,-58,-48,-46,?,-56,-74,-75,-78,?,-71,?,-55,?,?,?,-7.911682,1.548195,-30.535889,9
-46,-32,-52,-51,-62,?,-69,-59,-58,-48,-46,?,-55,?,-72,?,?,?,?,-52,?,?,?,-7.64637,1.184845,-30.535889,9
-45,-31,-55,-51,-63,?,-69,-60,-58,-47,?,-69,-55,?,-70,?,?,?,?,-54,?,?,?,-7.469177,1.003265,-30.535889,9
-43,-69,-54,-51,-63,-73,-69,-58,-59,-52,-47,-64,?,?,-72,?,?,?,?,-55,?,?,?,-7.911682,1.548004,-30.263519,9
-45,-31,-53,-51,-64,-73,-62,-59,-58,-46,-46,-64,?,-75,-72,?,?,?,?,-55,?,?,?,-7.911682,1.638794,-30.354309,9
-42,-31,-56,-50,-63,?,-62,-61,-57,-46,-46,?,?,-75,-73,?,?,?,?,-53,?,?,?,-8.088684,1.275635,-30.899048,9
-44,-31,-56,-52,-63,-71,-63,-58,-57,-48,-47,-66,-57,-75,-71,?,?,?,?,-52,?,?,?,-7.469368,1.184845,-30.444908,9
-45,-32,-54,-50,-63,-71,-70,-58,-58,-47,-48,-74,-61,-75,-71,?,?,?,?,-54,?,-89,?,-7.292366,1.366425,-29.990768,9
-45,-31,-52,-48,-61,-71,-64,-59,-58,-48,-48,-74,-57,?,-78,?,?,-71,?,-52,?,-87,-88,-7.73468,1.094055,-30.626488,9
-49,-33,-51,-45,-62,-71,-69,-56,-56,-62,-48,-64,-57,-73,-76,?,?,-71,?,-54,?,-87,-88,-7.73468,1.275635,-30.535698,9
-44,-31,-52,-49,-63,?,-69,-81,-56,-60,-46,-64,-56,-70,-74,?,?,-71,?,-54,?,?,?,-7.469177,1.457214,-29.899979,9
-46,-31,-55,-43,-63,?,?,-55,-55,-46,-46,-64,-56,-74,-74,?,?,-72,?,-54,?,?,?,-7.469177,1.094055,-30.263329,9
-44,-31,-52,-51,-64,-73,-62,-56,-58,-47,-46,-63,-56,-74,-72,?,?,-72,?,-54,?,?,?,-7.823181,1.275635,-30.081749,9
-44,-31,-57,-55,-65,-73,-70,-56,-57,-60,-48,-65,-56,-73,-73,?,?,-72,?,-53,?,?,?,-7.911682,1.094055,-30.08194,9
-45,-32,-56,-50,-66,?,-63,-56,-57,-47,-47,-64,-57,-73,-73,?,?,?,?,-53,?,?,?,-7.823181,1.003265,-30.626678,9
-46,-31,-55,-51,-62,?,-63,-56,-57,-59,-47,-64,-57,-73,-73,?,?,?,?,-53,?,-88,?,-8.177185,1.457214,-30.444908,9
-45,-69,-55,-51,-62,?,-63,-57,-58,-46,-44,-64,-56,-73,-78,-81,?,?,?,-54,?,-88,?,-8.177185,0.912476,-30.354118,9
-45,-36,-55,-50,-62,-73,-63,-57,-58,-65,-47,-64,-56,-76,-75,-81,-85,?,?,-55,?,?,?,-7.646179,1.275635,-30.172539,9
-45,-31,-56,-51,-61,-74,-61,-57,?,-48,-46,-63,-56,-76,-73,-81,-85,?,?,-51,?,?,?,-7.557678,1.366425,-30.444717,9
-45,-31,-55,-50,-60,-74,-74,-57,?,-49,-47,-64,-64,-76,-69,-81,?,?,?,-53,?,?,?,-7.292366,1.366425,-30.354118,9
-43,-32,-55,-51,-61,?,-63,-55,-57,-48,-46,-63,-55,-72,-72,?,?,-71,?,-54,?,?,?,-7.557869,1.366234,-30.626678,9
-46,-31,-55,-51,-60,?,-63,-55,-63,-46,-45,-64,-57,-73,-72,?,?,-71,?,-51,?,?,?,-8.088684,1.275444,-30.626488,9
-44,-34,-54,-49,-62,?,-64,-56,-59,-47,-46,-65,-56,-73,-75,?,?,?,?,-49,?,?,?,-7.73468,1.457405,-29.990768,9
-44,-31,-55,-49,-62,?,-64,-56,-59,-61,-47,-65,-56,-75,-75,?,?,?,?,-52,?,?,?,-7.823181,0.730896,-30.081749,9
-45,-31,-54,-51,-61,-71,-63,-58,-60,-45,-47,-70,-56,-74,-78,-79,?,-72,?,-52,?,?,?,-7.911682,0.730896,-29.990959,9
-47,-31,-54,-49,-63,-71,-66,-56,-60,-46,-49,-70,-56,-74,-78,-79,?,-72,?,-55,?,?,?,-8.000183,1.366425,-29.899979,9
-48,-35,-55,-50,-63,-73,-62,-56,-61,-46,-49,?,-55,?,?,?,?,-72,?,-54,?,?,?,-7.557678,1.638794,-29.990959,9
-48,-30,-55,-50,-62,-73,-63,-56,-60,-47,-45,-63,-56,?,-75,?,?,-72,?,-53,?,?,?,-7.646179,1.275635,-30.081749,9
-49,-30,-54,-48,-62,-73,-64,-56,-59,-46,-47,-63,-55,-75,-76,?,?,?,-84,-53,?,?,?,-8.088684,1.457214,-29.90036,9
-47,-31,-55,-49,-64,-74,-63,-55,-61,-45,-85,-63,-55,-75,-76,?,?,-73,-84,-54,?,?,?,-7.823181,1.366425,-29.990959,9
-45,-30,-54,-50,-64,-73,-63,-57,-56,-45,-47,-64,-56,-74,?,-78,?,-72,?,-53,?,?,?,-8.177185,1.729584,-30.172539,9
-50,-30,-53,-50,-63,-73,-63,-57,-59,-45,-45,-64,-56,-75,?,-78,?,-71,?,-54,?,?,?,-7.646179,1.184845,-30.535889,9
-50,-31,-54,-45,-63,?,-69,-56,-59,-47,-47,?,-58,-73,?,-83,?,-73,?,-54,?,?,-92,-7.911682,1.638794,-30.172539,9
-51,-30,-58,-49,-61,?,-64,-56,-56,-45,-46,-64,-58,-75,-75,-83,?,-78,?,-53,?,?,-92,-8.177185,1.366425,-29.80938,9
-47,-31,-54,-49,-62,?,-64,-56,-56,-47,-50,-64,-57,-74,-75,?,?,-78,?,-55,?,?,?,-7.292366,1.184845,-30.081749,9
-50,-30,-56,-48,-59,?,-64,-56,-56,-52,-45,-64,-55,-75,-77,-82,?,?,-84,-56,?,?,?,-7.557678,0.912476,-30.263329,9
-50,-31,-56,-48,-63,-74,-63,-56,-56,-46,-47,-64,-55,-73,-74,-82,?,?,-84,-54,?,?,?,-8.354187,1.094055,-29.899788,9
-50,-31,-52,-49,-63,-74,-64,-55,-56,-60,-49,-64,?,-75,-73,?,?,-71,?,-51,?,?,?,-8.265686,1.366425,-29.718208,9
-48,-31,-57,-51,-61,-69,-62,-56,-60,-47,-46,-65,?,-75,-73,?,?,-71,?,-56,?,-88,?,-8.088684,1.094055,-30.263519,9
-54,-37,-47,-45,-53,?,-58,-55,-56,-48,-35,-70,-54,?,-69,?,-74,?,?,-59,?,?,?,-7.026672,-1.812553,-24.905205,10
-53,-34,-46,-44,-53,?,-60,-59,-53,-49,-38,-60,-52,?,-72,?,-74,?,?,-63,?,?,?,-7.026863,-1.176643,-24.723434,10
-65,-34,-47,-48,-55,?,-59,-58,-55,-43,-38,-68,-53,?,-68,?,?,?,?,-61,?,?,?,-7.203865,-1.630783,-24.723434,10
-51,-35,-49,-48,-54,-65,-61,-57,-66,-44,-38,-61,-51,?,-68,?,?,?,?,-64,?,?,?,-7.469177,-1.539993,-24.541664,10
-55,-36,-47,-48,-54,-65,-62,-59,-54,-44,-37,-61,-51,?,-68,?,?,-70,?,-63,?,?,?,-7.203674,-1.449203,-24.905205,10
-53,-35,-50,-49,-55,?,-60,-59,-56,-45,-38,?,-53,?,-68,-73,-71,-70,?,-63,?,?,?,-7.823181,-1.630783,-25.177765,10
-52,-34,-47,-50,-54,?,-57,-59,-55,-47,-41,-60,-52,?,-68,-73,-71,-68,?,-63,?,-82,-84,-7.292366,-1.812744,-25.450134,10
-51,-35,-48,-51,-54,?,-59,-59,-54,-45,-40,-60,-51,-75,-67,-79,?,-70,-76,-60,?,-82,-84,-7.823181,-1.903343,-24.905014,10
-49,-35,-49,-51,-55,-65,-58,-55,-55,-48,-40,-61,-51,-70,-67,-79,-72,-73,-76,-62,?,?,?,-7.203674,-1.449203,-24.723434,10
-49,-35,-47,-72,-53,-65,-60,-58,-67,-48,-37,-61,-51,-73,-69,-79,-72,-73,?,-62,?,?,-82,-7.469177,-0.813293,-24.814415,10
-49,-35,-47,-52,-55,?,-59,-59,-54,-44,-37,-68,-52,-73,-69,?,?,?,?,-63,?,?,-82,-7.557678,-1.267624,-24.905205,10
-51,-36,-48,-49,-55,?,-60,-58,-54,-44,-37,-61,-57,-74,-74,?,?,?,?,-63,?,?,?,-7.469177,-2.084923,-24.632645,10
-50,-35,-47,-49,-54,-65,-60,-58,-54,-47,-37,-60,-52,-75,-67,?,?,?,?,-60,?,?,?,-6.938553,-1.903343,-24.814224,10
-65,-34,-51,-47,-54,-66,-60,-58,-53,-44,-39,-61,-51,-73,-67,?,?,-70,?,-62,?,?,-83,-6.761742,-1.812553,-24.723244,10
-71,-35,-47,-47,-54,-66,-57,-57,-53,-44,-39,-58,-52,-73,?,?,?,-70,?,-60,?,?,-83,-7.292366,-1.631165,-24.995613,10
-50,-33,-47,-46,-56,?,-64,-55,?,-43,-36,-59,-51,-75,?,?,?,?,?,-60,?,?,?,-6.849861,-1.267815,-25.177383,10
-46,-35,-46,-48,-54,-65,-64,-58,?,-44,-37,-60,-51,-75,-69,?,?,?,?,-64,?,?,?,-7.026863,-1.449394,-25.177574,10
-52,-35,-48,-47,-54,-65,-57,-57,-55,-45,-37,-61,-52,?,-69,-78,?,-72,-78,-59,?,?,-84,-7.026863,-1.449013,-24.905205,10
-52,-35,-48,-48,-54,-66,-59,-58,-55,-44,-37,-61,-57,-74,-68,-78,-70,-72,-79,-61,?,?,-84,-7.380867,-1.358414,-24.451065,10
-51,-35,-47,-50,-55,-66,-59,-58,-55,-43,-39,-61,-52,-74,-69,-80,-70,-72,-79,-61,?,?,?,-7.115173,-1.812744,-25.268555,10
-51,-35,-47,-48,-55,-66,-90,-59,-55,-45,-37,-61,-49,-75,-72,-80,?,-72,?,-60,?,?,?,-7.469177,-1.449394,-25.268364,10
-52,-35,-50,-85,-55,?,-90,-59,-55,-44,-37,-61,-53,-72,-72,?,-70,-72,?,-63,?,-83,?,-7.646179,-0.995064,-24.995995,10
-51,-35,-47,-48,-54,?,-58,-58,-56,-47,-37,?,-52,-74,-68,?,-70,-72,?,-62,?,-86,-85,-7.557678,-1.267242,-25.177765,10
-51,-35,-48,-47,-54,?,-60,-47,-65,-44,-36,-60,-51,-74,-68,?,?,?,?,-63,?,-86,-85,-7.380676,-2.084923,-25.086975,10
-53,-35,-48,-47,-55,?,-61,-57,-52,-47,-37,-67,-51,-74,?,?,?,?,?,-63,?,?,?,-7.292175,-1.630783,-25.359344,10
-52,-35,-48,-47,-55,-65,-59,-58,-55,-44,-37,-59,-53,-73,-67,?,?,-72,-77,-62,?,?,?,-7.646179,-1.176453,-25.177383,10
-52,-35,-49,-49,-54,-65,-60,-59,-54,-44,-38,-59,-55,-73,-68,?,-72,-72,-77,-63,?,?,?,-6.850052,-0.995064,-25.086594,10
-52,-43,-48,-46,-54,-65,-58,-60,-53,-44,-37,-61,-51,-73,-68,?,-72,?,?,-63,?,?,?,-6.67305,-1.449203,-25.359344,10
-52,-36,-48,-46,-55,-65,-63,-60,-53,-44,-37,-61,-51,-73,-67,-80,?,-71,?,-53,?,-76,-76,-7.115173,-0.813293,-25.813293,10
-49,-35,-47,-47,-54,-63,-59,-56,?,-43,-38,-62,-51,-73,-69,-80,-71,-71,?,-62,?,-76,-76,-7.380676,-1.267624,-24.995804,10
-58,-35,-48,-47,-54,-63,-57,-58,?,-44,-37,-62,-51,-74,-65,-79,-71,-71,?,-54,?,?,?,-7.115173,-1.176643,-24.451065,10
-52,-35,-48,-47,-54,-67,-60,-59,-54,-44,-37,-63,-51,-74,-68,-79,-71,-71,?,-62,?,?,?,-7.203674,-1.449013,-24.723625,10
-53,-35,-47,?,-55,-66,-59,-59,-54,-44,-37,-60,-51,?,-68,?,-71,?,?,-61,?,?,?,-7.646179,-1.903343,-24.814606,10
-52,-35,-47,-49,-54,-64,-58,-59,-54,-44,-37,-68,-52,?,-66,?,-70,?,?,-61,?,?,?,-7.469368,-1.176643,-25.177765,10
-52,-35,-47,-49,-54,-67,-57,-58,-54,-44,-37,-68,-52,-65,-65,-79,-70,-73,?,-62,?,-82,-84,-6.938362,-1.085854,-24.905396,10
-51,-35,-48,-50,-54,-67,-59,-58,-54,-43,-37,-60,-53,-73,-65,-80,?,-73,?,-63,?,-82,-87,-6.672668,-0.903893,-24.814606,10
-51,-35,-47,-50,-54,?,-58,-58,?,-43,-37,-60,-51,-90,-66,-80,?,?,?,-62,?,?,-87,-7.380676,-1.358414,-24.723625,10
-51,-35,-50,-51,-54,-65,-58,-58,-56,-44,-37,-67,-52,-73,-67,-80,-70,-71,?,-62,?,?,?,-7.115364,-1.721764,-25.540924,10
-51,-35,-48,-47,-55,-65,-59,-58,-56,-44,-37,-61,-51,-73,-65,-80,-70,-71,?,-62,?,?,?,-6.849861,-1.721764,-25.450134,10
-49,-35,-47,-49,-54,?,-59,-57,-56,-44,-37,-60,-51,-73,-65,?,-71,?,?,-62,?,?,?,-7.115746,-2.448273,-24.541855,10
-48,-39,-42,-47,-51,-74,-62,-51,-53,-46,-43,-67,-51,-69,-66,?,-81,-71,-74,-51,?,?,?,-9.770203,0.912476,-26.357841,11
-48,-34,-42,-47,-50,-74,-60,-53,-53,-47,-39,-64,-51,-71,-63,?,-81,?,-74,-51,?,?,?,-9.858704,0.821686,-26.358032,11
-46,-35,-45,-50,-48,-74,-64,-53,-53,-48,-41,-58,-49,-72,-66,?,?,-69,?,?,?,?,?,-9.858704,1.184845,-26.176453,11
-50,-33,-41,-44,-50,?,-69,-51,-55,-48,-40,-61,-52,-74,-64,?,?,-69,-74,?,?,?,?,-9.947205,1.457214,-26.358032,11
-43,-33,-44,-46,-50,-71,-59,-53,-55,-45,-45,-64,-60,-75,-59,?,?,-66,-74,-66,?,?,?,-9.593201,1.184845,-26.539612,11
-45,-33,-42,-48,-51,-73,-59,-52,-50,-47,-41,-63,-52,-70,-62,-80,?,-64,-72,-81,?,-80,-81,-9.593201,1.275635,-26.539612,11
-47,-33,-42,-46,-51,-73,-60,-43,-52,-46,-53,-63,-53,-70,-65,-80,?,-64,-72,-67,?,-80,-81,-9.858704,1.275635,-26.267242,11
-48,-33,-42,-47,-51,?,-66,-52,-50,-54,-43,-65,-52,-70,-65,-81,?,?,?,-68,?,?,?,-9.5047,1.184845,-26.358032,11
-46,-37,-43,-44,-52,?,-60,-49,-52,-48,-44,-65,-52,-73,-65,-81,?,?,?,-61,?,?,?,-9.593201,1.457214,-25.994873,11
-54,-36,-41,-44,-50,-74,-59,-54,-52,-48,-56,?,-51,-70,-67,?,-78,?,-75,-61,?,?,?,-10.124207,1.275635,-26.085663,11
-74,-36,-44,-51,-52,-74,-63,-53,?,-52,-39,-60,-58,-70,-67,?,-78,-69,-75,-66,?,?,?,-9.681702,1.094055,-26.267242,11
-58,-34,-41,-47,-50,?,-60,-54,-52,-46,-43,-60,-49,?,-61,?,?,-72,?,-60,?,?,?,-9.5047,1.184845,-26.902771,11
-56,-33,-43,-49,-50,?,-61,-52,-53,-49,-43,?,-51,-72,-62,?,?,-54,-75,-65,?,?,?,-9.858704,1.185036,-26.993561,11
-51,-33,-43,-49,-50,?,-57,-54,-53,-49,-41,-66,-54,-72,-61,?,?,-54,-75,-68,?,?,?,-10.124207,1.366615,-26.085663,11
-47,-33,-42,-45,-49,?,-62,-53,-50,-49,-41,-64,-54,?,-65,?,?,?,?,-64,?,?,?,-9.858704,1.366425,-26.448822,11
-50,-33,-44,-47,-49,?,-62,-53,-50,-48,?,-61,-54,-73,-61,?,?,?,?,-67,?,?,?,-9.593201,1.275635,-26.539612,11
-54,-33,-44,-50,-50,?,-61,-53,-52,-53,-39,-61,-52,-73,-61,?,?,?,?,-67,?,?,?,-10.212708,1.548004,-26.448822,11
-50,-35,-42,-47,-51,?,-60,-52,-53,-50,-44,-63,-50,?,-61,?,?,-69,?,-66,?,?,?,-10.124207,1.548004,-26.176453,11
-52,-33,-43,-49,-51,-72,-57,-53,-54,-49,-43,-63,-49,-72,-60,?,?,-69,?,-68,?,?,?,-9.858704,0.821686,-26.358032,11
-47,-34,-42,-46,-51,-72,-60,-54,-53,-51,-44,-64,-49,-72,-60,?,?,?,?,-68,?,?,?,-9.770203,1.184845,-26.539612,11
-47,-34,-44,-49,-46,-72,-57,-52,-54,-48,-43,-64,-46,-72,-60,?,?,?,?,?,?,?,-85,-10.212708,1.457214,-26.811981,11
-47,-36,-42,-49,-51,-72,-58,-52,-49,-51,-40,?,-46,-72,-59,?,?,-69,?,?,?,?,-85,-9.416199,2.183723,-26.176453,11
-73,-33,-40,-52,-51,?,-57,-53,-53,-50,-39,?,-54,-71,-59,?,?,-69,?,-67,?,?,?,-9.593201,1.366425,-25.994873,11
-47,-38,-42,-51,-51,?,-58,-52,-53,-51,-40,?,-48,-71,-59,?,?,?,?,-64,?,?,?,-9.5047,1.003075,-25.813103,11
-48,-38,-45,-49,-51,?,-57,-47,-53,-51,-38,-64,-60,?,-60,?,?,?,?,-64,?,?,?,-9.062195,1.548004,-25.994682,11
-50,-37,-42,-52,-51,?,-57,-49,-50,-50,-45,-61,-60,-69,-63,-77,?,?,?,?,?,?,-83,-9.416199,0.912285,-26.539612,11
-50,-37,-43,-52,-48,?,-60,-51,-52,-48,-45,-65,-52,-75,-59,-77,?,?,?,-65,?,?,-83,-9.062195,1.275635,-26.267242,11
-53,-36,-42,-45,-51,?,-60,-55,-52,-48,?,-68,-52,-75,-58,?,?,-67,?,-65,?,?,?,-9.150696,1.638985,-25.904083,11
-50,-35,-44,-54,-53,-72,-63,-51,-53,-48,-38,-60,-52,?,-71,?,?,-67,?,?,?,?,?,-9.858704,1.638985,-25.722313,11
-48,-35,-45,-51,-51,-74,-58,-53,-53,-48,-42,-60,-54,-72,-61,?,?,?,?,-74,?,?,?,-9.593201,1.275635,-26.539612,11
-49,-33,-44,-78,-49,-72,-58,-50,-54,-49,-42,-63,-53,-71,-61,?,-83,?,?,-74,?,?,?,-9.593201,1.184845,-26.539612,11
-50,-33,-42,-49,-52,-71,-59,-52,-51,-49,-41,-63,-53,-65,-62,?,-83,?,-73,?,?,?,-84,-9.416199,1.275635,-26.267242,11
-50,-33,-42,-49,-48,-71,-59,-51,-51,-49,-41,?,-54,-65,-65,?,?,?,-73,-67,?,?,-84,-9.327698,1.094055,-25.994873,11
-47,-33,-43,-62,-50,?,-57,-51,-53,-48,-43,?,-54,?,-65,?,?,-50,?,-66,?,?,?,-9.5047,2.183533,-26.630402,11
-47,-36,-42,-53,-51,?,-62,-54,-52,-49,-41,?,-53,-70,-65,?,-79,-64,-72,-64,?,?,?,-9.5047,1.457214,-26.993561,11
?,-33,-41,-51,-51,?,-59,-51,-53,-60,-43,-59,-53,-70,-65,?,-79,-64,-72,-65,?,?,?,-9.327698,1.003265,-26.358032,11
-48,-33,-43,-46,-51,?,-60,-52,-52,-49,-42,-63,-53,-71,-64,-80,-80,?,?,-64,?,?,?,-9.947014,0.821686,-26.358032,11
-49,-33,-42,-49,-51,?,-58,-53,-53,-50,-43,-64,-53,-70,-63,-80,-80,?,?,-64,?,?,?,-9.858513,1.003265,-26.448822,11
-50,-33,-43,-46,-50,-72,-58,-54,-53,-47,-55,-60,-52,-70,-61,?,?,?,?,-63,?,?,?,-9.681702,1.094055,-25.904083,11
-57,-33,-43,-50,-51,-72,-60,-51,-52,-59,-41,-60,-51,?,-60,?,?,?,?,-63,?,?,?,-9.770203,1.003265,-26.448822,11
-44,-43,-45,-46,-47,-73,-59,-58,-48,-57,-53,-60,-53,-70,-63,-78,-72,-59,-78,-63,?,-89,-89,-7.646179,-1.539993,-27.901649,12
-44,-43,-47,-43,-51,?,-62,-55,-40,-47,-40,?,-49,-75,-63,?,?,-65,?,-64,?,?,?,-7.115364,-1.994133,-27.62928,12
-70,-43,-38,-48,-44,?,-63,-55,-46,-48,-41,?,-47,-75,?,?,?,-65,?,-62,?,?,-84,-7.292366,-2.357483,-27.62928,12
-70,-45,-38,-46,-45,-71,-64,-54,-46,-47,-41,?,-48,?,-62,?,-76,?,?,-62,?,?,-84,-7.380676,-1.721764,-27.35672,12
-47,-45,-40,-46,-45,-71,-64,-54,-46,-53,-40,?,-47,?,-62,?,-76,-58,?,-62,?,?,?,-7.292175,-2.085114,-27.44751,12
-48,-44,-36,-44,-44,?,-76,-54,-45,-54,-42,-63,-47,?,-62,?,?,-58,?,?,?,?,?,-7.115173,-2.175903,-27.901649,12
-45,-44,-42,-44,-44,?,-63,-54,-42,-47,-40,-63,-46,?,-62,?,?,-60,?,?,?,?,?,-7.380676,-1.994324,-27.90184,12
-48,-47,-43,-46,-44,?,-62,-54,-47,-83,-38,?,-47,-76,-62,?,-76,-66,?,-62,?,?,?,-7.73468,-1.903534,-27.719879,12
-50,-45,-42,-44,-44,-73,-62,-54,-47,-49,-40,?,-47,-76,?,?,-75,-66,?,-66,?,?,?,-7.203674,-1.994133,-27.81086,12
-49,-39,-43,-44,-44,-71,-63,-53,-51,-49,-40,?,-45,-76,-61,?,-75,-69,?,-66,?,?,?,-7.292175,-2.175713,-28.083038,12
-48,-39,-42,-47,-49,-73,-68,-52,-46,-52,-39,?,-46,?,-61,-75,-73,-69,?,-59,?,?,?,-7.823181,-1.994324,-27.44751,12
-52,-46,-44,-40,-44,-73,-68,-54,-47,-49,-50,?,-48,?,?,-75,-73,-66,?,-59,?,?,-81,-8.177185,-1.630974,-27.5383,12
-43,-46,-42,-46,-44,-85,-61,-54,-47,-48,-50,?,-48,?,-60,?,?,-66,?,-60,?,?,-81,-7.292175,-1.721764,-28.173828,12
-46,-45,-41,-47,-44,-85,-63,-55,-45,-49,-38,-63,-48,?,-61,?,?,-70,?,-59,?,?,?,-7.203674,-1.903343,-27.901459,12
-46,-44,-41,-53,-45,-72,-62,-58,-46,-53,-40,-61,-47,?,-62,?,?,-70,?,-62,?,?,-83,-7.646179,-1.812363,-27.62928,12
-45,-37,-43,-50,-44,-74,-61,-49,-45,-49,-39,-63,-47,?,-61,?,?,-70,-75,-62,?,-86,-85,-7.646179,-2.175903,-28.446388,12
-46,-53,-42,-47,-44,-70,-60,-54,-47,-42,-39,-63,-46,?,-61,-79,?,?,-75,-66,?,-86,-85,-8.354187,-1.721764,-28.173828,12
-46,-42,-42,-49,-44,-71,-60,-54,-47,-48,-39,-61,-47,-75,?,-79,-75,?,?,-60,?,?,?,-7.823181,-2.084923,-27.72007,12
-45,-44,-41,-49,-44,-71,-60,-54,-47,-51,-39,-61,-47,-75,-62,?,-75,?,?,-61,?,?,?,-7.911682,-1.903343,-27.81105,12
-45,-44,-43,-48,-44,?,-61,-55,-47,-48,-40,?,-49,?,-63,?,?,-70,?,-61,?,?,?,-7.557869,-1.993942,-28.083229,12
-46,-44,-44,-47,-44,-73,-61,-54,-46,-50,-42,-63,-46,?,-63,?,?,-70,?,-58,?,?,?,-8.000183,-1.630974,-28.173828,12
-44,-44,-42,-46,-45,-73,-60,-54,-47,-48,-42,-63,-46,?,-63,?,?,?,?,-62,?,?,?,-7.469368,-1.903343,-29.173088,12
-44,-41,-42,-47,-45,?,-60,-54,-46,-54,-41,-63,-47,-76,-61,?,-72,?,?,-91,?,?,?,-7.64637,-2.266693,-28.264809,12
-44,-45,-42,-48,-45,?,-63,-49,-47,-48,-40,-63,-49,-76,-60,-76,-72,-60,-75,-63,?,?,?,-7.734871,-2.175903,-27.719879,12
-44,-45,-42,-46,-44,?,-64,-52,-47,-48,-41,-59,-47,-77,-61,-76,?,-60,-75,-62,?,?,?,-7.469177,-1.994133,-27.719879,12
-44,-45,-41,-47,-44,-72,-62,-55,-47,-48,-40,-61,-46,-77,-63,?,?,-60,?,-61,?,?,?,-7.115173,-2.084923,-28.355789,12
-44,-44,-42,-46,-44,-72,-62,-55,-47,-46,-40,-61,-45,?,-63,-76,?,-63,?,-62,?,?,?,-7.203674,-1.994133,-28.355789,12
-44,-44,-42,-46,-44,-72,-61,-54,-46,-48,-39,-61,-47,-71,-59,-74,?,-73,?,-62,?,?,?,-7.73468,-1.903343,-28.264809,12
-47,-45,-41,-48,-45,?,-62,-54,-44,-51,-39,-65,-46,-71,-59,-74,?,-65,?,-60,?,?,?,-7.380867,-1.994324,-28.446388,12
