06:18:d6:c2:98:24(inonet),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),4c:5e:0c:71:aa:15(RFKON2014-Mesh),18:28:61:1c:0b:69(EVOSOFT),dc:02:8e:c2:23:52(ILKSEM),e8:37:7a:6c:7f:55(PYR),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),00:26:5a:52:0b:8c(RFKON_115),18:28:61:13:0d:9d(EROGLU),REF_POINT
-55,-56,-49,-43,-56,-53,-48,-32,-55,-42,-65,-62,-52,-64,-83,-76,-64,-65,-59,-76,15
-55,-56,-47,-43,-52,-51,-55,-31,-54,-43,-69,-68,-53,-64,-76,-68,-62,-66,-58,-76,15
-55,NaN,-46,-43,-53,-69,-69,-75,-55,-43,-69,-63,-52,-64,-83,-69,-60,-67,-60,NaN,15
-55,NaN,-49,-43,-51,-50,-48,-32,-56,-43,-67,-61,-53,-64,-82,-70,-60,-67,-59,NaN,15
-55,-56,-48,-43,-51,-52,-52,-32,-55,-43,-67,-61,-52,-63,-81,-71,NaN,-64,-58,NaN,15
-59,-53,-38,-58,-55,-48,-51,-38,-77,-44,-68,-68,-52,-57,-87,-66,-56,-49,-54,-67,16
-58,-49,-36,-51,-60,-47,-57,-37,-77,-50,-67,-78,-51,-61,-87,-68,-53,-49,-53,-70,16
-58,-48,-35,-49,-50,-49,-54,-36,-69,-45,-72,-66,-53,-62,NaN,-70,-53,-49,-53,-68,16
-57,-49,-34,-48,-50,-49,-58,-37,-65,-44,-71,-66,-52,-63,-90,-70,-53,-50,-53,-67,16
-58,-49,-36,-48,NaN,-49,-58,-36,-63,-44,-72,-66,-51,-63,-90,-69,-53,-49,-53,-69,16
-58,NaN,-36,-48,-53,-49,-55,-36,-63,-44,-71,-66,-52,-61,NaN,-67,-54,-65,-54,-69,16
-59,-44,-36,-49,-52,-50,-56,-36,-63,-46,-71,-66,-52,-65,NaN,-67,-53,-51,-59,NaN,16
-59,-51,-36,-48,-52,-45,-55,-57,-64,-67,-72,-66,-52,-63,NaN,-67,-53,-49,-54,-67,16
-59,-48,-36,-49,-54,-45,-55,-37,-64,-45,-72,-62,-52,-63,NaN,-67,-53,-49,-53,-67,16
-59,-48,-33,-49,-57,-49,-54,-36,-64,-46,-72,-66,-51,-62,NaN,-67,-54,-52,-53,-69,16
-58,-49,-36,-48,-57,-49,-60,-35,NaN,-46,-72,-66,-52,-63,-89,-65,-51,-52,-53,-70,16
-58,-47,-35,-48,-52,-49,-55,-36,-57,-44,-72,-65,-49,-88,-90,-68,-54,-50,-53,-70,16
-58,-49,-35,-49,-52,-49,-55,-37,-64,-46,-71,-64,-52,-63,-90,-67,-53,-49,-53,-69,16
-58,-47,-36,-48,-56,-50,-67,-35,-64,-46,-72,-66,-51,-63,NaN,-67,-51,-51,-53,-69,16
-59,-55,-36,-49,-55,-50,-59,-35,-64,-45,-72,-63,-52,-61,-89,-67,-56,-54,-53,NaN,16
-58,-55,-36,-49,-52,-50,-59,-36,-57,-46,-72,-66,-56,-62,-90,-68,-52,-50,-54,NaN,16
-58,-48,-36,-48,-51,-49,-54,-36,-63,-46,-71,-66,-52,-63,-90,-67,-52,-49,-52,NaN,16
-58,-49,-35,-48,-55,-49,-55,-36,-64,-45,-70,-65,-51,-63,NaN,-68,-54,-49,-53,-68,16
-59,-61,-35,-48,-54,-50,-55,-36,-65,-45,-70,-66,-52,-64,-90,-69,-51,-49,-53,-70,16
-58,-54,-33,-48,-51,-49,-55,-36,-63,-46,-72,-66,-52,-60,-90,-68,-54,-49,-53,-70,16
-59,-52,-35,-48,-54,-48,-54,-36,-62,-67,-71,-65,-52,-61,NaN,-68,-53,-50,-52,-69,16
-59,-49,-35,-48,-51,-50,-53,-35,-63,-67,-71,-65,-50,-62,NaN,-66,-54,-51,-53,-69,16
-58,-48,-36,-48,-51,-49,-53,-35,-64,-47,-72,-66,-51,-57,NaN,-67,-54,-50,-54,-70,16
-59,-48,-36,-49,-54,-49,-55,-36,-64,-46,-73,-66,-52,-61,-90,-67,-54,-49,-53,-70,16
-59,-54,NaN,-48,-54,-51,-60,-39,-64,-43,-72,-64,-52,-61,-90,-67,-54,-51,-53,NaN,16
-59,-49,-36,-48,-51,-51,-55,-36,-63,-45,-72,-66,-51,-60,NaN,-68,-54,-50,-53,NaN,16
-59,-55,-36,-48,-51,-49,-55,-36,-63,-45,NaN,-66,-52,-62,-90,-66,-55,-49,-53,NaN,16
-59,-49,NaN,-49,-52,-49,-55,-36,-57,-46,-74,-56,-52,-60,-90,-66,-55,-50,-53,NaN,16
-59,-49,-36,-48,-55,-48,-55,-37,-64,-46,-73,-65,-52,-60,NaN,NaN,-53,-49,-53,NaN,16
-58,-49,-67,-48,-51,-49,-54,-37,-64,-46,-73,-65,-52,-60,-87,-67,-53,-50,-58,NaN,16
-58,-49,-35,-48,-51,-50,-58,-36,-57,-45,-71,-67,-52,-60,-90,-66,-54,-50,-53,NaN,16
-57,-50,-36,-48,-53,-49,-58,-36,-57,-46,-69,-66,-52,-61,-90,-66,-54,-50,-54,NaN,16
-57,-48,-35,-48,-56,-49,-47,-36,-63,-45,-70,-65,-52,-62,NaN,NaN,-53,-50,-53,NaN,16
-57,-46,-34,-48,-54,-67,-59,-36,-64,-43,-72,-66,-51,-62,NaN,-67,-53,-50,-53,NaN,16
-57,-51,-35,-49,-54,-49,-55,-36,-63,-45,-73,-66,-52,-61,NaN,-67,-55,-50,-55,NaN,16
-57,-51,-36,-49,-54,-48,-54,-37,-63,-46,-73,-64,-52,-61,NaN,-72,-58,-50,-53,-69,16
-57,NaN,-36,NaN,-52,-49,-54,-36,-64,-46,-73,-64,-52,-61,NaN,-72,-58,-50,-59,-69,16
-57,-48,-36,-48,-53,-49,-54,-36,-65,-43,-72,-65,-52,-61,-90,-67,-55,-50,-53,NaN,16
-56,-48,-36,-48,-56,-50,-54,-36,-57,-46,-71,-66,-52,-60,-90,-66,-55,-50,-54,NaN,16
-56,-47,-39,-48,-55,-50,-55,-36,-65,-46,-72,-66,-52,-63,NaN,-66,-55,-49,-54,-70,16
-56,-47,-35,-48,-51,-49,-55,-37,-64,-46,-72,-65,-52,-65,NaN,-66,-56,-50,-54,-70,16
-57,-48,-35,-48,-56,-50,-65,-36,-63,-46,-72,-65,-51,-60,NaN,-67,-56,-50,-53,-74,16
-57,-51,-35,-48,-53,-51,-55,-34,-64,-46,-72,-65,-51,-60,-91,-67,-57,-49,-53,-71,16
-57,-50,-36,-49,-52,-51,-55,-34,-64,-46,-71,-67,-51,-60,-89,-68,-50,-48,-54,-71,16
-57,-48,-36,-48,-55,NaN,-52,-37,-65,-45,-72,-65,-52,-60,-89,-69,-59,-50,-53,-69,16
-56,-48,-36,-48,-56,-47,-54,-36,-64,-46,-72,-64,-51,-63,NaN,-66,-50,-51,-53,-69,16
-57,-51,-36,-48,-53,-51,-54,-77,-64,-46,-74,-65,-51,-63,-87,-67,-55,-49,-53,-69,16
-56,-49,-37,-48,-52,-50,-54,-39,-64,-46,-72,-55,-51,-62,-89,-69,-53,-49,-54,-69,16
-57,-49,-37,-47,-53,-49,-65,-37,-66,-45,-72,-64,-51,-67,-89,-68,-53,-49,-54,-69,16
-57,-48,-37,-48,-51,-49,-60,-36,-65,-50,-72,-64,-51,-65,NaN,-68,-58,-50,-52,-73,16
-56,-52,-36,-49,-52,-44,-54,-36,-65,-46,-72,-65,-51,-66,NaN,-67,-53,-49,-53,-73,16
-56,-52,-36,-48,-53,-44,-55,-36,-63,-50,-73,-65,-52,-66,-91,-67,-53,-49,-53,NaN,16
-57,-48,-38,-48,-53,-50,-55,-37,-64,-49,-71,-65,-51,-63,-91,-69,-53,-50,-70,NaN,16
-57,-48,-35,-48,-56,-50,-54,-37,-64,-43,-71,NaN,-52,-63,NaN,-68,-54,-50,-54,-70,16
-57,-55,-36,-51,-52,-48,-54,-77,-64,-45,-72,-66,-50,-63,-89,-67,-90,-50,-53,-70,16
-57,-48,-36,-49,-52,-49,-55,-36,-64,-49,-72,-67,-52,-63,-89,-69,-54,-49,-53,NaN,16
-57,-49,-36,-48,-52,-49,-54,-37,-63,-46,-71,-63,-51,-64,NaN,-68,-54,-50,-53,NaN,16
-57,-49,-36,-48,-53,-49,-54,-36,-65,-46,-71,-63,-52,-61,NaN,-67,-54,-51,-53,NaN,16
-57,-49,-36,-48,-52,-48,-53,-39,-64,-46,-71,-65,-51,-63,NaN,-69,NaN,-50,-53,NaN,16
-57,-48,-36,-48,-52,-48,-55,-36,-66,-46,-73,-63,-52,-61,NaN,-67,-53,-52,-55,-75,16
-57,-49,-36,-49,-55,-45,-54,-36,-63,-44,-71,-63,-51,-61,-89,-68,-54,-52,-53,-69,16
-57,-49,-36,-48,-52,-47,-55,-36,-64,-45,-71,NaN,-52,-63,-89,-68,-54,-50,-53,-71,16
-57,-49,-35,-48,-54,-49,-59,-59,-64,-50,-72,-66,-52,-63,-84,-68,-53,-50,-53,-75,16
-57,-59,-35,-49,-52,-47,-55,-36,NaN,-45,-71,-64,-52,-63,-91,-68,-54,-49,-54,-70,16
-57,-48,-36,-48,-56,-48,-59,-36,-64,-66,-72,-64,-52,-63,-91,-67,-54,-49,-54,-70,16
-57,-47,-35,-48,-55,-48,-55,-36,-63,-46,-70,-62,-52,NaN,-88,-66,-54,-49,-53,NaN,16
-57,-48,-35,-48,-55,-49,-54,-37,-65,-45,-73,-62,-52,-63,-91,-66,-54,-50,-53,-69,16
-56,-48,-35,-48,-52,-49,-54,-36,-65,-46,-71,-65,-52,-64,-89,-65,-55,-50,-53,-67,16
-56,-47,-35,-48,-56,-50,-54,-36,-58,-45,-72,-64,-52,-63,-89,-65,-54,-50,-54,-67,16
-56,-49,-36,-49,-57,-52,-56,-39,-70,-47,-74,-64,-53,-61,NaN,NaN,-54,-49,-54,-84,16
-56,-48,-36,-48,-54,-52,-65,-37,-62,-47,-72,-63,-50,-62,NaN,-67,-53,-45,-53,-84,16
-56,-49,-36,-48,-55,-48,-65,-37,-63,-45,-71,-56,-51,-49,NaN,-69,-54,-50,-54,NaN,16
-57,-52,-35,-48,-52,-49,-54,NaN,-63,-45,-71,-56,-51,-62,NaN,-69,-50,-49,-54,NaN,16
-58,-47,-35,-48,-52,-47,-55,-36,-58,-46,-72,-63,-51,-63,NaN,-69,-55,-50,-54,NaN,16
-56,-48,-39,-49,-53,-48,-54,-37,-65,-46,-70,-55,-52,-64,-85,-68,-55,-49,-53,NaN,16
-56,-49,-36,-50,-53,-49,-63,-37,-64,-47,-72,-66,-52,-63,-85,-89,-55,-50,-55,-68,16
-56,-49,-35,-48,-52,-49,-63,-36,-64,-47,-71,-65,-52,-64,-90,-69,-54,-50,-53,-68,16
-56,-51,-35,-49,-53,-51,-60,-37,-64,-43,-71,-70,-52,-64,-90,-67,-55,-49,-54,NaN,16
-57,-46,-36,-49,-57,-51,-54,-37,-63,-49,-73,-70,-51,-67,NaN,-69,-56,-49,-52,-66,16
-57,-47,-35,-48,-53,-51,-53,-37,-63,-45,-73,-63,-50,-63,NaN,-66,-52,-50,-54,-66,16
-63,-49,-59,-66,-58,-47,-66,-43,-65,-51,-72,-54,-54,-63,NaN,-70,-49,-57,-67,-66,17
-60,NaN,-46,-68,-50,-48,-70,-42,-76,-52,-75,-55,-55,-63,NaN,-71,-48,-59,-62,-69,17
-60,-64,-48,-70,-57,-45,-57,-60,-70,-52,-73,-55,-57,-63,NaN,-74,-48,-58,-62,-69,17
-60,-63,-48,-68,-50,-70,-53,-45,-70,-51,-71,-55,-61,-63,NaN,-74,NaN,-57,-63,-68,17
-61,-62,-45,-65,-53,-70,-55,-45,-69,-52,-74,-55,-55,-62,NaN,-72,-51,-60,-62,-64,17
-60,-57,-46,-67,-56,-47,-56,-45,-69,-52,-73,-54,-57,-67,NaN,-72,-51,-68,-63,-67,17
-61,-57,-47,-63,-52,-46,-56,-45,-72,-50,-75,-55,-55,-67,NaN,NaN,-46,-56,-63,-68,17
-61,-62,-49,-68,-56,-46,-60,-84,-70,-51,-77,-55,-57,NaN,NaN,NaN,-46,-57,-63,-68,17
-61,-67,-48,-67,-50,-49,-60,-45,-72,-51,-74,-53,-56,-62,NaN,-72,-48,-59,-59,-67,17
-61,-64,-54,-72,-52,-47,-56,-44,-71,-50,-81,-54,-56,-61,NaN,-72,-51,-58,-66,-69,17
-60,-59,-50,-69,-50,-44,-55,-45,-70,-49,-73,-53,-56,-84,NaN,-69,-50,-57,-64,-67,17
-60,-64,-49,-64,-52,-44,-57,-46,-70,-52,-80,-57,-55,-63,NaN,-69,-50,-56,-65,-71,17
-60,-64,-47,-69,-57,-45,-54,-44,-73,-52,-68,-55,-58,-62,-84,-70,-50,-59,-66,-68,17
-61,NaN,-49,-68,-51,-45,-54,-45,-70,-52,-72,-53,-56,-60,-84,-70,-50,-64,-66,-68,17
-61,-59,-50,-64,-57,-43,-55,-45,-70,-50,-74,-54,-56,-60,-84,-73,-63,-57,-65,-63,17
-61,-66,-47,-60,-58,-46,-54,-43,NaN,-52,-77,-54,-56,-64,-84,-68,-71,-57,-58,-63,17
-61,-59,-49,-64,-53,-45,-56,-45,-72,-49,-71,-55,-55,-64,NaN,-68,-71,-59,-64,NaN,17
-60,-61,-56,-65,-51,-46,-55,-44,-67,-90,-71,-56,-57,-83,NaN,-73,NaN,-58,-64,-66,17
-61,-84,-49,-66,-51,-46,-55,-85,-73,-51,-71,-54,-54,-66,NaN,-70,-63,-57,-71,-67,17
-61,-63,-47,-68,-50,-45,-54,-47,-73,-50,-72,-53,-56,-61,NaN,-72,-57,-57,-64,-69,17
-61,-63,-48,-64,-56,-45,-56,-47,-78,-72,-76,-54,-56,-62,NaN,-71,-51,-58,-65,-69,17
-60,-58,-46,-66,-57,-45,-54,-45,-70,-52,-75,-55,-56,-62,NaN,-67,-51,-57,-80,-67,17
-61,-55,-47,-68,-56,-44,-54,-45,-70,-61,-72,-55,-58,-61,NaN,-71,-48,-56,-59,-67,17
-61,-60,-47,-68,-56,-43,-55,-45,-70,-51,-74,-55,-56,-60,-85,-73,-55,-60,-65,-67,17
-61,-61,-47,-68,-51,-44,-53,-44,-66,-52,-70,-55,-56,-60,-85,-72,-51,-57,-64,-68,17
-61,-61,-47,-64,-51,-46,-55,-45,-68,-54,-71,-54,-56,-60,NaN,-72,-50,-59,-65,-68,17
-61,-61,-47,-64,-51,-46,-54,-45,-70,-52,-73,-54,-55,-60,NaN,-71,-50,-59,-66,-64,17
-60,-61,-47,-67,-51,NaN,-55,-45,-68,-51,-70,-53,-55,-60,NaN,-72,-50,-57,-66,-64,17
-61,NaN,-47,-64,-57,-46,-55,-45,-68,-51,-69,-53,-56,-61,NaN,-72,-50,-58,NaN,NaN,17
-61,-61,-48,-68,-52,-47,-54,-45,-67,-51,-68,-53,-55,-61,NaN,NaN,-52,-58,NaN,NaN,17
-61,-62,-48,-66,-51,-47,-54,-45,-69,-53,-69,-54,-56,-61,NaN,NaN,-52,-58,-66,-67,17
-61,-63,-47,-66,-51,-49,-60,-45,-71,-50,-70,-52,-55,-61,NaN,NaN,NaN,-58,-66,-67,17
-61,-66,-47,-67,-51,-47,-56,-46,-71,-50,-70,-53,-55,-62,NaN,NaN,-51,-57,-59,NaN,17
-61,-59,-49,-65,-50,-47,-53,-45,-71,-52,-70,-54,-56,-62,NaN,NaN,-57,-56,-59,-68,17
-61,-60,-47,-66,-52,-46,-53,-46,-67,-51,-71,-55,-57,NaN,NaN,NaN,-56,-57,-65,-68,17
-61,-60,-47,-65,-57,-47,-55,-44,-71,-50,-73,-55,-58,-61,NaN,NaN,-64,-57,-57,NaN,17
-61,-62,-48,-65,-51,-46,-52,-45,-70,-49,-72,-54,-56,-61,NaN,NaN,-63,-57,-67,-68,17
-61,-62,-47,-64,-51,-46,-54,-45,-69,-50,-90,-54,-55,-61,NaN,NaN,-59,-91,-66,-68,17
-61,-61,-48,-66,-50,-47,-54,-46,-69,-50,-73,-53,-56,-61,NaN,-72,-57,-55,-65,-69,17
-62,-61,-47,-68,-50,-47,-55,-46,-70,-50,-74,-54,-60,-60,NaN,-72,-58,-58,-64,-67,17
-61,-59,-46,-66,-51,-46,-53,-42,-68,-51,-76,-53,-55,-60,NaN,NaN,-58,-58,-64,-68,17
-61,-63,-47,-65,-52,-47,-54,-48,-74,-47,-75,-54,-55,-61,NaN,NaN,-51,-58,-62,-71,17
-61,-63,-49,-65,-52,-46,-56,-47,-74,-47,-75,-54,-60,-60,NaN,NaN,-49,-56,-64,-71,17
-61,-59,-49,-65,-52,-46,-56,-45,-71,-47,-75,-54,-60,-60,NaN,-72,-49,-58,-59,-68,17
-61,-60,-48,-66,-58,-46,-55,-43,-71,-50,-73,-55,-55,-63,NaN,-72,-51,-59,-66,-72,17
-61,-60,-46,-66,-56,-45,-54,-46,-73,-50,-70,-55,-56,-63,NaN,NaN,-49,-58,-64,-69,17
-61,NaN,-49,-65,-51,-51,-54,-84,-71,-50,-74,-54,-59,-62,NaN,NaN,-49,-57,-64,-69,17
-61,-61,-48,-67,-51,-51,NaN,-45,-71,-50,-74,-53,-56,-60,NaN,NaN,-63,-57,-65,-68,17
-61,-63,-49,-67,-57,-51,NaN,-45,-71,-50,-73,-54,-56,-60,NaN,NaN,-56,-57,-65,-68,17
-61,-62,-49,-68,-52,NaN,NaN,-45,-69,-51,-72,-54,-60,-61,NaN,NaN,-66,-57,-65,NaN,17
-61,-62,-48,-67,-57,-47,-85,-58,-72,-51,-73,-54,-59,-62,NaN,NaN,-56,-58,-65,-67,17
-61,-61,-48,-67,-56,-46,-55,-47,-71,-50,-73,-53,-56,-61,NaN,NaN,-57,-56,-65,-67,17
-61,-60,-50,-68,-51,-46,-59,-46,-70,-50,-72,-53,-55,-61,NaN,NaN,-57,-57,-64,-67,17
-61,-62,-57,-66,-58,NaN,-55,-46,-70,-51,-69,-53,-58,-60,NaN,NaN,-74,-57,-64,-68,17
-61,-61,-57,-65,-57,NaN,-56,-45,-70,-51,-68,-54,-54,-61,NaN,NaN,-50,-57,-64,-68,17
-61,-61,-48,-66,-52,NaN,-60,-45,-69,-52,-73,-54,-57,-65,NaN,NaN,-50,-57,-64,NaN,17
-60,NaN,-48,-66,-57,-48,-55,-44,-69,-50,-77,-55,-56,-65,NaN,NaN,-49,-57,-64,-68,17
-60,-60,-50,-67,-56,-46,-56,-44,-71,-49,-71,-54,-55,-61,NaN,-72,-49,-57,-64,-68,17
-60,-60,-49,-66,-56,-48,-55,-45,-71,-50,-77,-54,-55,-60,NaN,-72,NaN,-58,-64,-72,17
-60,-59,-50,-66,-51,-49,-55,-45,-69,-50,-75,-54,-55,-61,NaN,NaN,-56,-57,-63,-68,17
-60,-59,-54,-68,-51,-49,-56,-45,-71,-50,-75,-54,-60,-60,-86,NaN,-47,-57,-64,-68,17
-60,-59,-50,-66,-56,-47,-55,-44,-73,-50,-72,-55,-57,-61,-86,NaN,-50,-57,-65,-68,17
-60,-62,-47,-65,-51,-47,-58,-44,-73,-51,-76,-53,-56,-61,NaN,NaN,-50,-59,-64,NaN,17
-61,-60,-47,-65,-56,-47,-56,NaN,NaN,-50,-76,-53,-55,-63,NaN,-76,-50,-60,-64,NaN,17
-60,-66,-47,-66,-55,-47,-56,NaN,-71,-51,-74,-54,-54,-61,NaN,-76,-50,-57,-64,-67,17
-61,-60,-47,-66,-51,-52,-55,-45,-71,-51,-74,-53,-55,-61,NaN,-71,-50,-57,-64,-68,17
-61,-60,-47,-66,-50,-52,-54,-45,-69,-50,-77,-54,-54,-60,NaN,-71,-49,-59,-64,-68,17
-61,-60,-47,-60,-50,-51,-55,-45,-69,-50,-77,-54,-56,-61,NaN,-72,-51,-58,-64,NaN,17
-61,-60,-47,-66,-51,-45,-60,-45,-77,-50,-77,-55,-56,-60,NaN,-72,-51,-58,-64,NaN,17
-61,-60,-46,-66,-52,-46,-56,-45,-69,-47,-74,-55,-62,-61,NaN,NaN,NaN,-58,-64,NaN,17
-61,-59,-46,-66,-51,-46,-56,-45,-69,-47,-76,-54,-57,-61,NaN,NaN,-65,-58,-64,NaN,17
-61,-59,-47,-66,-56,-46,-57,-45,-73,-50,-75,-54,-57,-61,NaN,NaN,-65,-58,-64,NaN,17
-60,-60,-46,-66,-55,-48,-55,-45,-72,-52,-73,-54,-56,-61,NaN,NaN,-64,-57,-65,-68,17
-61,-59,-48,-67,-51,-48,-55,-45,-70,-52,-72,-53,-59,-61,NaN,NaN,-64,-57,-65,-68,17
-60,-61,-48,-66,-51,-47,-54,-45,-70,-50,-69,-53,-58,-60,NaN,NaN,-56,-58,-65,NaN,17
-60,-60,-47,-66,-55,-51,-54,-42,NaN,-50,-69,-53,-56,-61,NaN,NaN,-49,-59,-64,-69,17
-60,-60,-52,-66,-50,-46,-55,-46,-70,-50,-69,-55,-56,-61,NaN,NaN,-49,-60,-64,-69,17
-59,-57,-47,-66,-53,-46,-55,-43,-70,-51,-71,-56,-56,-62,NaN,NaN,-49,-58,-64,-68,17
-60,-61,-47,-67,-53,-46,-72,-45,-75,-51,-70,-54,-56,-61,NaN,NaN,-50,-58,-57,-67,17
-60,-62,-47,-66,-57,-46,-56,-44,-71,-53,-70,-55,-55,-61,NaN,-71,-50,-58,-65,-67,17
-50,-55,-55,-51,-55,-49,-53,-33,-69,-49,-65,-63,-54,-57,-84,-71,-52,-49,-55,-68,18
-51,-53,-51,-48,-62,-70,-54,-36,-68,-48,-65,-63,-47,-59,NaN,-69,-53,-48,-57,NaN,18
-51,-53,-51,-49,-54,-50,-52,-36,-61,-50,-64,-66,-48,-59,NaN,-82,-82,-48,-58,NaN,18
-51,-53,-51,-49,-54,-50,-55,-36,-61,-45,-63,-67,-47,-60,NaN,-72,-82,-48,-58,NaN,18
-51,-53,-51,-55,-59,-51,-54,-36,NaN,-46,-65,-65,-48,-67,NaN,-70,NaN,-48,-58,NaN,18
-51,-52,-51,-49,-53,-50,-75,-36,-65,-48,-65,-62,-48,-67,NaN,-70,-48,-48,-58,NaN,18
-51,-53,-50,-48,-53,-54,-54,-36,-64,-46,-63,-63,-48,-60,NaN,-77,-54,-48,-58,NaN,18
-51,-54,-50,-48,-60,-81,-53,-36,-64,-46,-64,-64,-47,-60,NaN,-76,-53,-48,-57,-72,18
-51,-53,-51,-48,-60,-52,-91,-36,-64,-48,-65,-65,-47,-60,NaN,-76,-53,-49,-77,-74,18
-51,-52,-55,-49,-52,-52,-54,-36,-62,-48,-66,-52,-48,-61,NaN,-74,-54,-49,-57,-75,18
-51,-57,-55,-49,-60,-52,-54,-35,-66,-49,-64,-65,-45,-61,NaN,-74,-54,-48,-57,-75,18
-51,-53,-60,-48,-54,-50,-50,-35,-67,-49,-64,-65,-48,NaN,NaN,-72,-60,-48,-57,NaN,18
-51,-57,-51,-48,-52,-51,-54,-35,-67,-48,-63,-64,-48,-60,NaN,-68,-54,-48,-55,NaN,18
-51,-52,-50,-49,-59,-48,-53,-35,-68,-49,-64,-64,-48,-60,NaN,-49,-48,-48,-58,-72,18
-51,-58,-50,-49,-60,-49,-54,-38,-68,-48,-65,-64,-47,-60,NaN,-79,-57,-49,-56,-72,18
-51,-52,-49,-49,-60,-47,-53,-35,-68,-49,-64,-60,-48,-60,NaN,-79,-54,-49,-58,-72,18
-51,-49,-49,-49,-53,-48,-54,-36,NaN,-49,-63,-64,-48,-61,NaN,NaN,-49,-48,-60,-71,18
-51,-49,-43,-49,-55,-48,-54,-36,-63,-48,-65,-62,-48,-60,NaN,NaN,-49,-48,-57,-70,18
-51,-51,-46,-49,-58,-48,-54,-36,-62,-48,-65,-68,-48,-60,NaN,NaN,-45,-46,-58,-71,18
-51,-52,-48,-49,-62,-47,-53,-35,-67,-48,-65,-59,-47,-60,NaN,-73,-50,-48,-58,-71,18
-51,-52,-48,-49,-53,-47,-53,-36,-65,-49,-65,-58,-47,-60,NaN,-74,-82,-48,-75,-71,18
-51,-52,-49,-49,-57,-48,-52,-36,-64,-48,-65,-63,-48,-60,NaN,-75,-47,-47,-57,-71,18
-51,-50,-52,-49,-60,-48,-52,-78,-66,-48,-63,-61,-48,-60,NaN,-75,-48,-47,-57,-71,18
-51,-53,-52,-49,-60,-48,-52,-78,-67,-48,-65,-63,-48,-59,NaN,-72,-48,-48,-57,NaN,18
-51,-53,-49,-49,-60,-47,-52,-35,-59,-49,-63,-65,-48,-59,NaN,-71,-48,-48,-58,-73,18
-51,-56,-48,-50,-54,-51,-54,-36,-66,-52,-64,-66,-48,NaN,NaN,-66,-44,-51,-57,-73,18
-51,-54,-57,-49,-55,-51,-54,-36,-66,-54,-65,-64,-47,-60,NaN,-76,-84,-48,-56,-71,18
-51,-54,-50,-49,-61,-48,-56,-35,-64,-46,-64,-63,-48,-60,NaN,-69,-54,-50,-59,-71,18
-51,-56,-57,-49,-53,-50,-56,-36,-63,-48,-63,-64,-47,-60,-82,-69,-54,-48,-57,NaN,18
-51,-56,-57,-49,-57,-50,NaN,-36,-63,-48,-66,-63,-48,-60,-84,NaN,-45,-48,-58,-74,18
-51,-50,-82,-49,-55,-49,-55,-36,NaN,-48,-64,-66,-47,-60,-84,-72,-48,-48,-58,-74,18
-51,-50,-50,-49,-56,-50,-54,-36,-64,-47,-64,-66,-48,-59,NaN,-76,-48,-48,-58,NaN,18
-51,NaN,-56,-48,-56,-50,-57,-36,-67,-47,-64,-64,-48,-59,-82,-69,-50,-48,-58,NaN,18
-51,-82,-51,-49,-59,-51,-55,-36,-65,-49,-64,-66,-47,-60,-82,-76,-49,-49,-56,NaN,18
-50,-82,-82,-49,-53,-49,-75,-36,-69,-49,-66,-65,-47,-60,NaN,-76,-48,-48,-58,-72,18
-51,NaN,-82,-48,-53,-55,-62,-36,-62,-55,-63,-62,-48,-65,NaN,NaN,-85,-49,-58,-72,18
-51,-52,-51,-49,-55,-51,-53,-36,-66,-49,-64,-66,-47,-62,NaN,NaN,-54,-48,-57,-72,18
-51,-54,-46,-48,-58,-50,-73,-36,-61,-49,-65,-66,-48,-60,NaN,-74,-56,-47,-58,NaN,18
-51,-53,-47,-48,-59,-52,-52,-36,-66,-49,-64,-65,-48,-60,NaN,-74,-54,-49,-57,NaN,18
-51,-53,-48,-49,-59,-55,-54,-36,-59,-50,-63,-67,-47,NaN,NaN,-74,-48,-48,-57,NaN,18
-51,NaN,-47,-49,NaN,-51,-53,-36,-59,-50,-64,-65,-48,-61,-82,-74,-55,-48,-57,NaN,18
-51,-52,-52,NaN,-52,-49,-53,-36,-66,-50,-63,-57,-48,-60,-82,-74,-55,-49,-56,NaN,18
-51,-51,-47,-49,-52,-73,-54,-36,-66,-49,-63,-65,-48,-61,-82,NaN,-55,-49,-57,NaN,18
-51,-56,-43,-49,-55,-50,-71,-36,-63,-53,-64,-66,-47,-61,-82,-76,-60,-48,-57,-70,18
-50,-52,-44,-49,-55,-52,-54,-36,-63,-53,-64,-65,-48,-61,NaN,-70,-54,-49,-57,-70,18
-51,-82,-45,-48,-57,-51,-54,-36,NaN,-50,-66,-65,-48,NaN,NaN,-78,-60,-49,-77,NaN,18
-51,-54,-46,-48,-57,-51,-54,-36,NaN,-50,-65,-65,-48,NaN,NaN,-78,-86,-49,-58,NaN,18
