06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),64:66:b3:d0:4a:8d(DLINK_D04A8D),e4:8d:8c:20:4d:c1(UPLAT),00:0f:f7:2e:0a:d0(ESOGU-WIFI),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),00:26:5a:52:0b:8c(RFKON_115),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:13:0d:9d(EROGLU),REF_POINT
-53,-42,-37,-49,-50,-52,-42,-54,-48,-48,-64,-56,-69,NaN,NaN,-65,-71,NaN,NaN,-68,-83,NaN,12
-51,-41,-38,-50,-51,-55,-41,-47,-48,-48,-64,-56,NaN,-73,-79,-63,-68,NaN,NaN,NaN,NaN,-80,12
-54,-42,-34,-48,-48,-52,-40,-80,-52,-64,-62,-55,-63,-62,-79,-75,-71,NaN,-59,NaN,NaN,-80,12
-52,-42,-36,-46,-50,-52,-41,-48,-48,-49,-60,-55,-67,-62,NaN,-75,-68,NaN,-59,NaN,NaN,NaN,12
-52,-43,-38,-49,-48,-56,-43,-52,-48,-49,-60,-57,-67,NaN,NaN,-66,-76,-78,NaN,NaN,NaN,NaN,12
-53,-43,-77,-50,-49,-58,-41,-53,-47,-48,-62,-57,-64,-62,NaN,-66,-73,-77,-62,-71,-84,-78,12
-52,-44,-37,-51,-49,-57,-43,-51,-48,-48,-60,-56,-68,-61,-81,-67,-72,-80,-62,-70,-84,-80,12
-51,-43,-36,-50,-49,-57,-43,-51,-48,-48,-63,-57,-67,-61,-81,-67,-73,-79,-62,-80,-84,-80,12
-47,-44,-60,-61,-48,-55,-42,-54,-48,-48,-62,-53,-67,-61,-69,-65,-73,-79,-66,-71,NaN,NaN,12
-52,-43,-37,-67,-49,-56,-43,-49,-48,-61,-61,-57,-68,-63,-77,-66,-70,NaN,-67,-71,-85,NaN,12
-51,-43,-34,-48,-49,-60,-43,-58,-48,-48,-60,-57,-66,-61,-80,-63,-72,-81,-69,-73,-83,-77,12
-51,-44,-35,-48,-49,-56,-42,-55,-46,-48,-61,-57,-66,-61,-79,-63,-75,-77,-69,-69,-83,-77,12
-51,-41,-38,-52,-49,-58,-42,-54,-47,-48,-61,-57,-66,NaN,-80,-65,-72,-77,-69,-81,-86,-77,12
-52,-45,-36,-48,-49,-54,-42,-54,-48,-48,-61,-59,-66,-63,-80,-65,-73,NaN,-65,-81,-86,-77,12
-53,-46,-35,-78,-49,-57,-42,-54,-48,-48,-61,-58,-67,-62,-80,-64,-72,-77,-64,-70,-86,-76,12
-53,-44,-36,-48,-48,-55,-42,-54,-45,-48,-63,-58,-75,-61,-79,-65,-72,-77,-64,-73,-77,-77,12
-52,-45,-37,-66,-49,-57,-42,-55,-48,-48,-61,-57,-75,-61,-81,-65,-71,-78,-66,-73,-77,-77,12
-51,-48,-35,-50,-49,-55,-41,-48,-48,-48,-62,-58,-67,-62,-75,-71,-71,-78,-65,-83,-84,NaN,12
-51,-46,-36,-49,-48,-55,-42,-53,-48,-48,-60,-57,-66,-62,-79,-65,-71,-78,-64,-73,-86,NaN,12
-51,-44,-36,-48,-48,-57,-41,-53,-47,-47,-62,-57,-67,-62,-80,-49,-73,-76,-71,-74,-86,NaN,12
-52,-46,-37,-47,-48,-53,-42,-52,-45,-46,-82,-56,-67,-62,-80,-63,-72,-77,-65,-74,-83,-77,12
-50,-42,-37,-47,-53,-55,-42,-77,-48,-60,-59,-58,-69,-63,NaN,-64,-72,-77,-63,-78,-83,-77,12
-55,-45,-37,-48,-48,-53,-84,-46,-50,-59,-64,-56,-68,-63,-79,-65,-71,-78,-62,-73,NaN,NaN,12
-52,-45,-36,-48,-49,-54,-40,-47,-50,-48,-61,-56,-67,NaN,-79,-65,-70,-78,-62,-72,-77,-76,12
-52,-44,-36,-48,-46,-53,-63,-46,-50,-47,-62,-57,-67,-63,NaN,-63,-72,NaN,-64,-72,-77,-75,12
-53,-44,-36,-50,-48,-53,-39,-48,-49,-63,-62,-57,-66,-64,-78,-63,-73,NaN,-64,-68,-84,-77,12
-53,-45,-36,-50,-48,-54,-61,-48,-47,-47,-61,-57,-66,-74,-78,-66,-72,-80,-64,-73,-84,-77,12
-54,-46,-36,-49,-47,-54,-39,-59,-50,-47,-60,-56,-66,-61,NaN,-89,-74,-80,-64,-71,NaN,NaN,12
-53,-46,-33,-53,-46,-54,-78,-55,-51,-64,-62,-56,-66,-62,-79,-66,-72,-79,-62,-71,NaN,NaN,12
-52,-43,-36,-50,-47,-54,-41,-56,-50,-47,-60,-54,-67,-61,-79,-66,-71,-79,-62,-71,NaN,NaN,12
-53,-46,-35,-48,-47,-54,-39,-51,-49,-58,-59,-57,-66,-58,-78,-65,-71,-79,-62,-72,-79,-76,12
-52,-50,-37,-48,-49,-58,-39,-51,-46,-49,-66,-57,-66,-61,-78,-55,-72,-79,-60,-71,-85,-76,12
-52,-46,-37,-49,-51,-55,-42,-45,-48,-51,-63,-57,-65,-63,NaN,-66,-68,-80,-60,-72,-83,NaN,12
-54,-45,-36,-46,-47,-52,-42,-51,-47,-51,-61,-57,-66,-62,NaN,-64,-69,-79,-62,-75,-83,-80,12
-52,-45,-39,-51,-49,-56,-41,-51,-47,-47,-63,-56,-66,-60,NaN,-66,-70,-75,-60,-75,-83,-80,12
-53,-46,-34,-47,-49,-50,-42,-49,-47,-48,-61,-57,-68,-65,-82,-65,-71,-77,-60,-73,NaN,NaN,12
-52,-45,-36,-47,-48,-58,-40,-49,-48,-47,-63,-57,-68,-65,-82,-63,-74,-77,NaN,-73,NaN,NaN,12
-51,-45,-34,-47,-48,-54,-79,-49,-47,-47,-60,-57,NaN,-60,NaN,-66,-70,NaN,-63,-72,NaN,NaN,12
-51,-44,-34,-43,-47,-58,-42,-50,-47,-48,-62,-57,-68,-62,NaN,-66,-74,NaN,-62,-71,NaN,NaN,12
-56,-46,-35,-43,-48,-50,-41,-44,-49,-48,-65,-56,-66,-62,NaN,-64,-72,NaN,-63,-69,NaN,NaN,12
-58,-48,-37,-53,-49,-50,-43,-44,-54,-53,-57,-59,-72,-55,NaN,-59,-64,-78,-61,-66,-86,NaN,13
-59,-50,-33,-52,-46,-53,-42,-46,-57,-55,-57,-57,-72,-54,NaN,-61,-64,NaN,-62,-65,-86,NaN,13
-58,-48,-36,-54,-44,-49,-42,-40,-60,-51,-58,-53,-68,-56,-75,-62,-67,-71,-62,-70,-84,NaN,13
-58,-50,-33,-50,-46,-54,-41,-42,-59,-53,-55,-54,-68,-54,-75,-61,-66,-71,-56,-60,-87,-73,13
-59,-44,-33,-46,-44,-53,-42,-43,-59,-54,-54,-54,-78,-54,-75,-59,-64,-70,-64,-59,-83,-73,13
-59,-45,-33,-51,-46,-53,-43,-45,-60,-51,-54,-54,-68,-53,-76,-62,-65,-70,-64,-60,-83,NaN,13
-56,-43,-34,-48,-45,-53,-42,-45,-59,-53,-55,-53,-69,-53,-76,-59,-70,-70,-57,-68,-81,-73,13
-51,-43,-31,-50,-46,NaN,-42,-44,-59,-53,-56,-53,-69,-55,-72,-60,-64,-71,-59,-62,-87,-73,13
-57,-43,-33,-48,-46,-57,-46,-70,-57,-53,-55,-55,NaN,-52,-72,-61,-65,-71,-56,-65,-87,-73,13
-55,-43,-34,-46,-45,-54,-42,-70,-57,-54,-55,-53,NaN,-57,NaN,-61,-64,-70,-57,-65,-77,-73,13
-57,-44,-33,-48,-45,-53,-41,NaN,NaN,-54,-55,-53,-69,-54,-76,-62,-66,-71,-58,-63,-81,-73,13
-56,-45,-31,-50,-44,-53,-46,-44,NaN,-53,-58,-54,-69,-57,-87,-57,-66,-71,-55,-59,-81,-73,13
-57,-43,-33,-46,-44,-52,-39,-44,NaN,-51,-55,-54,-69,-57,-75,-62,-64,-71,-55,-62,NaN,NaN,13
-54,-46,-33,-47,-44,-48,-43,-43,NaN,-56,-56,-59,-69,-60,-75,-62,-65,NaN,-62,-62,NaN,NaN,13
-58,-43,-33,-48,-45,-54,-42,-41,NaN,-51,-56,-56,NaN,-60,NaN,-60,-65,-69,-56,-60,NaN,NaN,13
-55,-45,-34,-48,-46,-51,-41,-45,-61,-56,-55,-54,-68,-55,-77,-60,-64,-70,-56,-60,NaN,NaN,13
-56,-44,-34,-49,-45,-60,-41,-43,-57,-55,-56,-54,-67,-55,-77,-61,-65,-70,-58,-63,-86,NaN,13
-57,-44,-33,-48,-45,-60,-40,-41,-60,-53,-56,-54,-67,-55,NaN,-60,-67,-71,-57,-60,-75,NaN,13
-56,-45,-33,-47,-45,-52,-72,-42,-61,-53,-55,-54,-70,-55,-75,-60,-64,-69,-58,-65,-75,NaN,13
-58,-44,-33,-50,-44,-53,-72,-42,-58,-54,-57,-54,-68,-55,-76,-62,-68,-71,-63,-65,-86,-73,13
-57,-44,-33,-51,-45,-55,-42,-43,-56,-53,-55,-54,-68,-52,-75,-60,-65,-71,-63,-66,-82,-75,13
-57,-44,-33,-49,-45,-50,-42,-43,-57,-52,-55,-53,-67,-54,-77,-61,-67,-70,-60,-63,-82,-75,13
-53,-45,-33,-50,-45,-53,-42,-42,-59,-52,-55,-53,-72,-55,-75,-57,-66,-70,-65,-63,-87,-74,13
-57,-44,-33,-51,-45,-54,-40,-43,-59,-55,-56,-54,-67,-55,-75,-60,-67,-70,-64,NaN,-87,-74,13
-56,-45,-33,-49,-44,-53,-41,-42,NaN,-54,-55,-53,-66,-55,NaN,-60,-65,-70,-61,-61,NaN,NaN,13
-57,-46,-33,-51,-44,-53,-41,-43,-60,-55,-57,-53,-66,-56,NaN,-58,-65,-69,-59,-63,-86,NaN,13
-58,-43,-33,-51,-46,-53,-40,-44,-58,-54,-57,-60,-69,-55,-78,-58,-65,-70,-63,-60,-86,NaN,13
-57,-44,-33,-47,-45,-53,-41,-43,-61,-54,-55,-54,-69,-56,-72,-61,-65,-71,-61,-65,NaN,-75,13
-57,-44,-33,-48,-44,-53,-41,-43,-57,-54,-55,-60,-66,-56,-75,-61,-59,-71,-63,-60,-85,-75,13
-57,-44,-32,-53,-44,-54,-40,-42,-58,-54,-56,-60,-67,NaN,-75,-62,-67,-70,-63,-59,-80,-76,13
-57,-45,-33,-49,-45,-55,-41,-41,-61,-54,-55,-54,-77,-51,-75,-61,-67,-71,-62,-59,-87,-76,13
-56,-47,-33,-48,-45,-54,-42,-42,-59,-52,-56,-60,-68,-51,-75,-66,-61,-69,-63,-63,-87,NaN,13
-56,-44,-33,-50,-45,-53,-42,-42,-59,-53,-56,-54,-68,-54,-75,-60,-63,-69,-63,-60,-85,NaN,13
-56,-44,-33,-52,-46,-56,-62,-42,-57,-55,-55,-50,-68,-54,-74,-61,-65,-70,-64,-60,-85,-76,13
-48,-42,-33,-45,-45,-54,-42,-42,-60,-54,-55,-66,-70,-54,-74,-61,-66,-69,-61,-64,NaN,-77,13
-56,-44,-32,-48,-45,-55,-42,-69,-58,-53,-55,-54,-68,-54,-75,-61,-64,-70,-64,-65,-87,-77,13
-56,-44,-33,-49,-44,-61,-41,-42,-59,-51,-55,-54,-68,-54,-75,-61,-65,-70,-64,-66,-87,NaN,13
-48,-43,-33,-49,-46,-54,-40,-42,-59,-52,-56,-54,-69,-54,-76,-60,-64,-70,-64,-65,NaN,NaN,13
-56,-43,-33,-51,-45,-56,-41,-42,-57,-53,-56,-54,-69,-57,-65,-61,-67,-70,-64,-58,NaN,NaN,13
-56,-44,-33,-51,-46,-56,-84,-42,-60,-52,-57,-53,NaN,-58,-75,-60,-65,-69,-64,-65,-87,-72,13
-56,-44,-33,-50,-45,-56,-41,-43,-59,-53,-56,-52,NaN,-58,-74,-60,-65,-69,-64,-60,-87,-74,13
-56,-44,-33,-52,-46,-63,-42,-43,-60,-53,-55,-53,-68,-55,-76,-62,-65,-70,-62,-65,-88,-74,13
-55,-43,-33,-50,-45,-56,-42,-42,-59,-53,-54,-53,-68,-53,-75,-60,-65,-57,-58,-60,-88,NaN,13
-48,-43,-33,-50,-46,-54,-42,-45,-58,-53,-63,-54,-67,-53,-75,-60,-65,-70,-62,-64,-85,NaN,13
-56,-48,-33,-50,-45,-59,-42,-41,-58,-56,-58,-54,-69,-57,-77,-60,-65,-69,-57,-62,-85,-73,13
-56,-43,-33,-50,-45,-59,-42,-42,-59,-55,-56,-54,-70,-57,-73,-61,-65,-70,-57,-65,NaN,-73,13
-56,-44,-33,-50,-44,-59,-42,-42,-55,-54,-55,-54,-70,-53,-75,-63,-64,-70,NaN,-65,-88,-73,13
-52,-44,-33,-50,-46,-54,-41,-42,-59,-53,-53,-55,-70,-53,-76,-61,-65,-69,-60,-63,-88,-75,13
-56,-44,-33,-51,-46,-56,-41,-42,-57,-53,-53,-54,NaN,-55,-73,-61,-66,-69,-63,-64,NaN,-75,13
-56,-44,-33,-51,-45,-56,-41,-43,-59,-53,-55,-54,-71,-56,-75,-60,-65,-74,-63,-64,NaN,NaN,13
-56,-44,-33,-49,-46,-56,-41,-42,-58,-52,-56,-54,-71,-58,-76,-60,-65,-71,-57,-64,NaN,NaN,13
-56,-44,-33,-49,-46,-55,-42,-41,-58,-53,-56,-54,-71,-58,-75,-59,-65,-70,-62,NaN,NaN,NaN,13
-56,-43,-33,-50,-44,-57,-41,-41,-59,-52,-56,-53,-68,-56,-72,-61,-66,-71,-65,-64,NaN,NaN,13
-56,-44,-34,-46,-45,-55,-42,-42,-58,-54,-56,-53,-76,-55,-72,-61,-67,-70,-61,-64,NaN,-76,13
-56,-44,-33,-50,-45,-63,-41,-42,-55,-53,-56,-54,-67,-55,NaN,-60,-66,-70,-64,-63,NaN,-75,13
-56,-43,-34,-49,-45,-56,-67,-42,-58,-54,-54,-55,-67,NaN,NaN,-56,-68,-70,-60,-60,NaN,-75,13
-56,-44,-33,-48,-46,-56,-42,-42,-58,-53,-56,-54,NaN,-54,-66,-67,-66,-71,-62,-60,NaN,NaN,13
-56,-48,-33,-49,-46,-56,-41,-40,-58,-53,-55,-53,-68,-55,-76,-61,-66,-70,-62,-65,-83,-74,13
-56,-43,-33,-50,-45,-55,-41,-41,-58,-52,-55,-54,-69,-54,-76,-60,-64,-70,-59,-59,-83,-74,13
-56,-43,-33,-50,-46,-55,-42,-42,-58,-53,-62,-53,-69,-55,-76,-63,-66,-70,-57,-64,NaN,NaN,13
-53,-44,-34,-49,-46,-54,-42,-42,-59,-53,-54,-54,-70,-53,-75,-63,-64,-71,-58,-64,NaN,-76,13
-56,-43,-33,-49,-46,-54,-41,-42,-61,-52,-56,-54,-70,-53,-75,-63,-65,-70,-58,-63,NaN,-76,13
-56,-43,-32,-47,-44,-57,-71,-42,-59,-53,-56,-53,-68,-54,-78,-59,-65,-70,-57,-66,NaN,NaN,13
-56,-44,-34,-47,-45,-54,-41,-42,-58,-53,-56,-54,-72,-54,-78,-61,-67,-71,-62,-66,NaN,NaN,13
-56,-49,-34,-49,-46,-55,-42,-40,-73,-53,-56,-54,-72,-57,-76,-60,-65,-76,-59,-65,NaN,-73,13
-56,-44,-33,-50,-46,-55,-70,-41,-59,-53,-56,-54,-72,-57,-77,-58,-65,-70,-59,-65,NaN,-73,13
-56,-44,-33,-50,-45,-57,-58,-70,-58,-48,-55,-54,-70,-54,-76,-61,-65,-70,-58,-59,NaN,NaN,13
-56,-44,-33,-50,-45,-54,-41,-42,-59,-55,-54,-54,-69,-57,-75,-60,-66,-70,-58,-63,NaN,-71,13
-56,-44,-32,-50,-45,-56,-42,-41,-58,-53,-56,-53,-69,-55,-74,-62,-66,-71,-59,-64,NaN,-71,13
-56,-49,-33,-50,-45,-55,-43,-42,-62,-53,-56,-52,-70,-55,-75,-61,-65,-71,-58,-64,NaN,NaN,13
-57,-43,-33,-51,-45,-56,-41,-42,-58,-53,-56,-53,-68,-58,-75,-60,-64,-71,-59,-66,NaN,NaN,13
-55,-44,-33,-52,-44,-55,-41,-41,-59,-55,-55,-54,-70,-58,NaN,-63,-63,-70,-58,-66,NaN,NaN,13
-56,-44,-33,-50,-45,-54,-40,-42,-60,-54,-56,-53,-70,-55,NaN,-61,-65,-70,-57,-66,-89,NaN,13
-56,-43,-33,-51,-45,-54,-42,-42,-59,-53,-57,-53,-70,-55,NaN,-70,-64,-72,-57,-64,-89,NaN,13
-56,-44,-33,-51,-90,-63,-42,-43,-58,-57,-55,-53,-69,-55,-74,-61,-64,-72,-56,-65,-76,NaN,13
-56,-44,-33,-47,-46,-54,-42,-43,-60,-54,-55,-50,-69,-53,-74,-60,-64,-72,-58,-61,-76,NaN,13
-56,-44,-33,-49,-46,-55,-39,-42,-60,-53,-55,-54,NaN,-55,-75,-61,-65,-71,-57,-65,NaN,NaN,13
-56,-49,-33,-50,-46,-55,-40,-42,-59,-53,-55,-53,-70,-55,-75,-62,-65,-71,-63,-60,-88,NaN,13
-55,-44,-33,-50,-46,-55,-40,-40,-59,-54,-55,-54,-71,-55,-77,-56,-64,-70,-65,-66,-88,NaN,13
-57,-44,-79,-50,-45,-56,-41,-43,-59,-55,-55,-54,-71,-55,-77,-58,-66,-70,-64,-66,NaN,NaN,13
-65,-53,-34,-44,-45,-45,-44,-49,-59,-51,-59,-65,-70,-56,-70,-62,-62,-71,-62,-60,-81,-75,14
-64,-48,-33,-46,-48,-46,-40,-47,-72,-50,-57,-65,NaN,-56,-73,-58,-60,NaN,-51,-70,NaN,NaN,14
-64,-55,-33,-45,-50,-45,-42,-47,-60,-50,-56,-64,-69,NaN,-73,-59,-61,-74,-51,-70,NaN,NaN,14
-65,-55,-33,-45,-49,-45,-42,-51,-63,-49,-61,-64,-69,-61,NaN,-59,-61,-74,NaN,NaN,NaN,NaN,14
-63,-52,-33,-46,-49,-51,-42,-48,-60,-48,-57,-63,NaN,-63,-73,-58,-60,-70,NaN,-63,NaN,NaN,14
-64,-54,-34,-44,-50,-45,-42,-48,-61,-50,-57,-64,-68,-63,-73,-55,-61,-70,NaN,-63,NaN,NaN,14
-64,-55,-33,-43,-50,-45,-41,-48,-60,-51,-57,-64,-69,-62,NaN,-57,-59,-71,NaN,-63,NaN,-71,14
-64,-55,-33,-46,-49,-44,-41,-48,-60,-49,-56,-64,-70,-62,NaN,-58,-63,-73,-50,-63,NaN,-71,14
-63,-52,-33,-76,-49,-45,-38,-76,-60,-49,-56,-58,-69,-62,NaN,-57,-60,-75,-50,NaN,NaN,-69,14
-65,-54,-34,-46,-48,-45,-42,-49,-61,-48,-57,-64,-70,-62,-72,-61,-61,-74,NaN,-60,NaN,-69,14
-64,-55,-34,-45,-50,-45,-42,-48,-60,-48,-57,-87,-67,-62,-72,-57,-60,-74,-50,-60,-87,NaN,14
-64,-54,-33,-49,-49,-44,-41,-48,-61,-50,-56,-64,-68,-60,-76,-56,-60,-74,-51,-60,-87,NaN,14
-64,-54,-35,-46,-50,-46,-42,-48,-61,-47,-58,-64,-75,-60,-76,-57,-60,-74,-51,-60,NaN,NaN,14
-64,-54,-33,-52,-50,-45,-42,-47,-60,-50,-57,-64,-67,-61,NaN,-57,-60,NaN,-51,-62,NaN,NaN,14
-64,-55,-33,-47,-48,-45,-42,-51,-61,-50,-56,-64,-73,-57,NaN,-56,-62,-75,-50,-60,NaN,NaN,14
-65,-56,-32,-46,-50,-45,-50,-50,-59,-50,-57,-64,-69,-59,-72,-75,-60,-76,-50,-63,NaN,-71,14
-64,-55,-33,-46,-48,-46,-42,-49,-61,-50,-56,-64,-67,-62,-73,-57,-60,-74,-50,-63,-90,-71,14
-64,-57,-33,-45,-50,-45,-52,-50,-61,-44,-57,-88,-67,-64,-73,-57,-63,-73,-50,-62,-90,NaN,14
-64,-55,-34,-45,-49,-45,-40,-51,-60,-49,-57,-65,-67,-64,-73,-57,-61,-76,NaN,-63,NaN,NaN,14
-64,-54,-34,-45,-49,-45,-42,-50,-62,-50,-57,-64,-67,-62,-77,-57,-60,-74,-55,-59,NaN,NaN,14
-64,-56,-34,-44,-50,-45,-41,-50,-64,-50,-62,-64,NaN,-61,-77,-58,-59,-74,-56,-65,NaN,NaN,14
-63,-56,-33,-45,-50,-41,-42,-48,-59,-50,-57,-64,-68,-59,NaN,-57,-59,NaN,-52,-63,-85,NaN,14
-64,-57,-33,-50,-49,-45,-42,-47,-59,-50,-57,-63,-72,-59,NaN,-57,-59,NaN,-51,-62,-85,NaN,14
-65,-54,-33,-45,-48,-46,-41,-51,-61,-50,-56,-64,-67,-63,-74,-56,-59,-75,-56,-59,NaN,NaN,14
-65,-54,-33,-46,-48,-44,-40,-50,-60,-47,-56,-64,-67,-61,-74,-58,-60,-74,-56,-63,NaN,NaN,14
-64,-56,-34,-46,-50,-45,-40,-50,-61,-50,-57,-65,NaN,-62,NaN,-59,-59,-78,-50,-63,NaN,NaN,14
-64,-53,-34,-46,-50,-46,-41,-54,-61,-50,-57,-65,-67,-63,NaN,-57,-59,-78,-49,-63,NaN,NaN,14
-64,-55,-33,-46,-50,-45,-42,-54,-63,-50,-57,-64,-67,-63,-74,-58,-62,NaN,-49,-63,NaN,NaN,14
-64,-55,-35,-61,-50,-45,-41,-49,-61,-50,-57,-64,-67,-61,-72,-57,-61,-71,-49,-62,NaN,NaN,14
-64,-55,-33,-68,-50,-45,-40,-46,-60,-50,-57,-64,-67,-61,-73,-59,-60,-74,-49,-60,NaN,-73,14
-64,-55,-33,-46,-50,-45,-40,-48,-64,-49,-56,-60,-70,-64,-85,-59,-57,-74,-49,-63,NaN,-71,14
-64,-58,-33,-46,-49,-45,-41,-48,-61,-50,-57,-65,-69,-64,-72,-59,-59,NaN,-51,-59,NaN,-73,14
-64,-55,-33,-46,-48,-41,-42,-48,-61,-51,-58,-65,-69,-61,-76,-69,-63,-74,-56,-64,NaN,-71,14
-65,-55,-34,-46,-50,-43,-42,-49,-63,-51,-66,-65,-70,-65,-73,-58,-60,-76,-54,-60,NaN,-71,14
-65,-55,-32,-46,-50,-45,-41,-49,-60,-50,-57,-64,-69,-61,-73,-58,-60,-76,-54,-63,-88,NaN,14
-64,-57,-33,-42,-50,-45,-42,-49,-60,-50,-57,-64,-74,-59,-68,-56,-59,-77,-57,-63,-88,NaN,14
-64,-56,-33,-45,-49,-41,-41,-48,-62,-49,-57,-64,-74,-61,-74,-57,-60,-77,-54,-60,NaN,NaN,14
-65,-55,-34,-46,-50,-44,-41,-73,-64,-51,-57,-65,NaN,-64,-73,-58,-58,-73,-55,-60,-88,-68,14
-64,-56,-32,-47,-50,-45,-41,-47,-60,-49,-58,-64,-69,-63,-74,-57,-60,-73,-49,-60,-88,-68,14
-64,-57,-76,-46,-49,-44,-41,-47,-63,-50,-57,-64,-75,-63,-73,-57,-63,NaN,-48,-63,NaN,NaN,14
-64,-57,-33,-50,-50,-46,-42,-47,-63,-50,-57,-64,-68,-66,-74,-58,-62,-74,-48,-61,NaN,NaN,14
-64,-57,-34,-44,-50,-46,-42,-49,-62,-51,-57,-64,-67,-59,-75,-60,-59,-74,-50,-59,NaN,NaN,14
-64,-57,-34,-46,-49,-45,-37,-48,-62,-51,-56,-64,-69,-59,-74,-58,-59,-76,-49,-59,-89,-89,14
-64,-58,-32,-45,-50,-46,-42,-48,-63,-51,-56,-58,-73,-59,-74,-59,-59,-74,-49,-60,-89,-89,14
-64,-57,-33,-46,-49,-46,-42,-48,-60,-50,-57,-65,-73,-61,-74,-58,-59,-74,-50,-59,NaN,NaN,14
-64,-55,-34,-45,-49,-51,-42,-48,-60,-50,-56,-64,-69,-61,NaN,-58,-59,NaN,-55,-63,NaN,NaN,14
-64,-56,-34,-46,-50,-51,-44,-48,-63,-50,-56,-64,-68,NaN,-67,-58,-60,-74,-55,-63,NaN,NaN,14
-64,-56,-34,-46,-50,-45,-41,-48,-61,-50,-56,-64,-69,-61,-79,-57,-59,-74,NaN,-63,NaN,-70,14
-64,-58,-34,-46,-50,-45,-41,-48,-60,-49,-57,-64,-74,-62,-74,-57,-63,-74,-54,-60,-85,-70,14
-64,-56,-31,-46,-50,-45,-42,-48,-59,-49,-57,-64,-63,-62,-74,-59,-61,-73,-51,-59,-85,-70,14
-64,-67,-33,-46,-50,-45,-42,-48,-62,-50,-56,-66,-67,-63,NaN,-58,-59,-73,-51,-59,NaN,-71,14
-64,-58,-33,-44,-50,-45,-41,-47,-63,-50,-57,-64,-71,-64,NaN,-58,-60,NaN,-50,-60,NaN,-71,14
-64,-58,-34,-50,-50,-52,-42,-48,-61,-50,-56,-64,-66,-60,-75,-57,-62,-74,-50,-59,-87,-74,14
-65,-56,-33,-41,-50,-46,-41,-49,-64,-50,-57,-63,-68,-65,-74,-58,-60,-74,-50,-59,-86,-74,14
-65,-57,-33,-45,-50,-45,-41,-77,-65,-49,-57,-64,-69,-57,-68,-57,-59,-76,-50,-63,-86,-74,14
-64,-57,-33,-45,-50,-46,-41,-49,-62,-51,-57,-64,-68,-64,-73,-57,-59,-76,-50,-63,NaN,NaN,14
-64,-56,-33,-45,-50,-45,-42,-49,-64,-50,-57,-63,-67,-58,-74,-57,-58,-76,-54,-64,NaN,NaN,14
-62,-57,-34,-63,-50,-45,-41,-49,-63,-50,-57,-64,-66,-65,-74,-59,-60,-76,-54,-64,NaN,NaN,14
-64,-56,-33,-45,-50,-46,-40,-49,-62,-48,-57,-63,-66,-65,-73,-58,-59,-75,-49,-63,NaN,NaN,14
-64,-57,-34,-43,-50,-45,-42,-49,-60,-49,-57,-64,-68,-63,-74,-59,-58,-72,-51,-64,NaN,NaN,14
-64,-56,-34,-46,-50,-42,-42,-48,-62,-50,-56,-63,-67,-63,-73,-58,-62,-74,-51,-60,NaN,NaN,14
-64,-55,-32,-44,-50,-45,-42,-49,-64,-50,-55,-63,-67,-63,-74,-59,-60,-74,NaN,-64,NaN,NaN,14
-64,-56,-33,-45,-50,-45,-40,-50,-63,-50,-57,-65,-67,-63,-74,-57,-60,NaN,-49,-64,NaN,-73,14
-64,-56,-33,-44,-50,-45,-42,-49,-66,-50,-57,-65,-67,-60,-74,-59,-60,NaN,-51,-64,NaN,-74,14
-64,-57,-33,-45,-49,-45,-41,-44,-62,-50,-57,-63,-67,-62,-74,-58,-61,-73,-51,-64,-85,-74,14
-61,-56,-34,-45,-50,-45,-41,-49,-61,-51,-57,-64,-67,-62,-73,-58,-59,-73,-50,-72,-85,NaN,14
-64,-55,-33,-46,-48,-44,-75,-49,-65,-49,-57,-64,-68,-62,-73,-58,-60,-75,-50,-60,NaN,-72,14
-64,-56,-32,-46,-50,-46,-41,-49,-64,-50,-56,-64,-65,-64,-68,-59,-60,-75,-54,-64,NaN,-72,14
-65,-57,-33,-41,-50,-45,-40,-48,-64,-50,-56,-64,-67,-64,-73,-65,-60,NaN,-49,-60,NaN,-72,14
-64,-58,-34,-46,-49,-47,-42,-50,-61,-50,-57,-64,-68,-64,-73,-58,-60,-75,-50,-60,NaN,NaN,14
-65,-58,-34,-46,-50,-44,-42,-49,-61,-55,-57,-64,-68,-62,NaN,-57,-63,-75,-50,-60,NaN,NaN,14
-64,-58,-33,-47,-49,-44,-41,-49,NaN,-50,-56,-64,-68,-53,NaN,-59,-60,NaN,-52,-65,NaN,-67,14
-64,-57,-77,-44,-50,-44,-41,-49,-64,-50,-57,-63,-68,-53,-70,-58,-61,-72,-52,-61,NaN,-70,14
