04:18:d6:c1:98:24_inonet,e8:37:7a:6c:7f:55_PYR,18:28:61:1c:0b:69_EVOSOFT,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,REF_POINT
-41,-44,-64,-52,-38,-46,-47,-38,-54,NaN,-36,-60,-60,NaN,-46,NaN,NaN,-63,-67,11
-42,-46,-58,-55,-38,-45,-45,-38,-54,-65,-37,-49,-60,NaN,-46,NaN,NaN,-63,-66,11
-41,-43,-58,-50,-38,-45,-49,-38,-57,-65,-37,-49,NaN,NaN,-57,NaN,NaN,-63,-66,11
-39,-43,-56,-51,-37,-46,-42,-38,-56,-65,-42,-53,NaN,NaN,-47,-65,NaN,-64,-66,11
-40,-43,-59,-51,-37,-46,-47,-40,-53,-67,-36,-53,-63,NaN,-47,-77,NaN,-64,-66,11
-41,-46,-63,-54,-37,-46,-43,-38,-56,-67,-35,-53,-60,NaN,-45,-77,-77,-64,-66,11
-43,-46,-63,-54,-37,-46,-43,-38,-56,-67,-35,-53,-60,NaN,-45,-77,-77,-64,-66,11
-41,-43,-59,-50,-37,-44,-43,-38,-54,-65,-40,-53,-62,NaN,-45,-77,-77,-64,-66,11
-42,-54,-63,-50,-38,-43,-45,-38,-56,-66,-38,-53,-61,-78,-47,-67,-78,-63,-67,11
-41,-46,-57,-51,-38,-46,-46,-38,-53,-73,-36,-55,-64,-78,-47,-67,-78,-62,-67,11
-41,-51,-60,-52,-37,-46,-46,-38,-54,-73,-36,-62,-58,-78,-46,-67,-78,-62,-67,11
-42,-43,-58,-57,-38,-46,-47,-38,-55,-65,-36,-54,-60,-78,-46,-67,-78,-63,-67,11
-41,-42,-57,-53,-39,-46,-48,-38,-55,-65,-36,-54,-60,NaN,-46,NaN,NaN,-63,-67,11
-41,-43,-59,-52,-39,-47,-46,-39,-55,-65,-36,-52,-61,NaN,-57,-68,-73,-65,-67,11
-41,-42,-58,-52,-37,-46,-45,-39,-55,-65,-36,-52,-62,-81,-47,-66,-73,-64,-69,11
-43,-43,-59,-52,-38,-47,-46,-38,-55,-65,-37,-53,-62,-81,-46,-67,-73,-67,-69,11
-41,-43,-59,-51,-38,-46,-48,-38,-54,-65,-36,-53,-61,-81,-46,-73,-73,-67,-69,11
-42,-43,-54,-52,-38,-46,-47,-38,-54,-65,-36,-53,-68,-81,-45,-67,-78,-69,-69,11
-42,-44,-60,-49,-37,-46,-54,-39,-56,-65,-37,-53,-68,NaN,-45,-67,-78,-64,-69,11
-42,-43,-66,-52,-36,-46,-49,-38,-55,-65,-41,-53,-60,NaN,-46,-67,-78,-64,-66,11
-41,-46,-58,-51,-39,-46,-48,-38,-52,-65,-37,-53,-60,NaN,-46,-67,-76,-63,-68,11
-41,-43,-59,-53,-39,-47,-50,-39,-55,-65,-36,-53,-72,NaN,-46,NaN,-79,-66,-68,11
-41,-43,-57,-52,-37,-46,-49,-37,-55,-65,-36,-53,-70,NaN,-47,-66,-79,-66,-66,11
-41,-47,-58,-52,-38,-46,-48,-38,-51,-65,-37,-53,-60,NaN,-48,-71,-79,-64,-71,11
-41,-43,-57,-52,-37,-46,-49,-38,-56,-65,-37,-53,-60,NaN,-46,-71,-79,-65,-71,11
-42,-44,-58,-53,-38,-45,-49,-39,-55,-65,-37,-53,-68,NaN,-47,-71,NaN,-65,-71,11
-41,-43,-57,-53,-38,-45,-50,-38,-54,NaN,-34,-53,-58,NaN,-46,-71,NaN,-65,-66,11
-41,-43,-59,-51,-38,-46,-50,-38,-55,NaN,-36,-53,-58,NaN,-47,NaN,NaN,-65,-66,11
-42,-46,-58,-52,-39,-45,-49,-39,-54,NaN,-36,-53,-58,NaN,-48,NaN,NaN,NaN,-66,11
-42,-43,-58,-52,-38,-46,-56,-38,-55,NaN,-37,-53,-59,NaN,-47,NaN,NaN,-64,-66,11
-40,-46,-58,-53,-38,-45,-49,-38,-52,NaN,-36,-54,-62,NaN,-46,NaN,NaN,-69,-66,11
-43,-43,-59,-53,-39,-46,-49,-38,-54,-75,-36,-54,-59,NaN,-46,NaN,NaN,-69,-65,11
-41,-44,-59,-56,-38,-45,-49,-38,-55,-75,-31,-54,-60,NaN,-46,NaN,NaN,-69,-65,11
-41,-43,-58,-53,-38,-45,-50,-38,-55,-65,-37,-54,-60,NaN,-47,NaN,NaN,-66,-65,11
-42,-45,-58,-53,-38,-46,-49,-37,-52,-65,-38,-54,-69,NaN,-46,NaN,-79,-66,-71,11
-42,-49,-62,-53,-38,-46,-49,-38,-53,-65,-36,-54,-59,NaN,-46,NaN,-78,-65,-71,11
-42,-43,-59,-53,-39,-49,-57,-39,-60,-65,-40,-54,-58,NaN,-48,NaN,-78,-65,-65,11
-42,-43,-60,-53,-37,-46,-50,-38,-54,-75,-36,-60,-59,NaN,-46,NaN,-78,-64,-65,11
-41,-43,-57,-52,-37,-45,-55,-39,-55,-75,-36,-53,-58,NaN,-47,NaN,-79,-64,-65,11
-41,-46,-59,-53,-38,-45,-50,-38,-56,-66,-36,-53,-58,NaN,-48,NaN,-77,-64,-65,11
-48,-46,-66,-57,-38,-45,-50,-38,-56,-66,-36,-53,-58,NaN,-48,NaN,-77,-64,-65,11
-41,-43,-59,-52,-38,-46,-48,-38,-55,-65,-36,-52,-58,NaN,-54,-67,-77,-63,-64,11
-41,-43,-57,-52,-37,-46,-47,-38,-55,-65,-36,-53,-58,-83,-46,-65,-77,-71,-68,11
-42,-46,-60,-56,-37,-46,-48,-39,-55,-65,-36,-53,-60,-83,-45,-65,-77,-67,-66,11
-41,-43,-59,-53,-38,-45,-47,-38,-52,-65,-36,-61,-60,-83,-47,-65,NaN,-67,-66,11
-41,-43,-56,-53,-38,-45,-46,-38,-55,-73,-38,-60,-65,-83,-46,-65,NaN,-67,-66,11
-42,-43,-62,-53,-39,-46,-50,-38,-55,-73,-36,-53,-64,NaN,-47,NaN,NaN,-65,-66,11
-41,-43,-56,-53,-39,-45,-47,-38,-54,-73,-36,-54,-64,NaN,-47,NaN,NaN,-65,-67,11
-42,-43,-59,-52,-39,-45,-48,-39,-55,-73,-36,-54,-64,NaN,-46,NaN,NaN,-64,-67,11
-42,-43,-58,-57,-39,-49,-48,-38,-52,NaN,-42,-54,-65,NaN,-55,NaN,NaN,-64,-67,11
-42,-43,-60,-57,-38,-47,-49,-39,-55,NaN,-36,-54,-59,NaN,-46,NaN,NaN,-64,-67,11
-41,-46,-64,-53,-38,-46,-50,-38,-55,-65,-36,NaN,-64,NaN,-46,NaN,NaN,-65,NaN,11
-41,-43,-57,-52,-38,-46,-53,-38,-56,-68,-36,-53,-64,NaN,-47,NaN,NaN,-65,-65,11
-42,-43,-58,-57,-38,-46,-49,-38,-53,-74,-36,-53,-65,-83,-46,-68,NaN,-65,-65,11
-41,-43,-57,-57,-38,-46,-48,-37,-55,-74,-36,-54,-65,-83,-55,-68,NaN,-65,-67,11
-42,-46,-57,-52,-39,-46,-49,-38,-55,-75,-36,-54,-65,-83,-47,-63,NaN,-64,-67,11
-41,-43,-57,-52,-39,-44,-47,-38,-54,-75,-36,-54,-60,-83,-46,-63,NaN,-64,-67,11
-43,-43,-57,-54,-36,-45,-48,-38,-54,-75,-37,-55,-58,NaN,-47,-66,NaN,-64,-67,11
-42,-46,-59,-57,-39,-46,-48,-39,-55,-75,-41,-53,-58,NaN,-48,-66,NaN,-77,-66,11
-41,-43,-57,-56,-38,-46,-55,-38,-55,-65,-35,-53,-64,NaN,-46,-66,NaN,-77,-66,11
-42,-43,-59,-52,-39,-49,-53,-38,-55,-65,-37,-53,-64,NaN,-46,-66,NaN,-77,-66,11
-41,-47,-56,-44,-46,-38,-45,-46,-52,-63,-36,-59,-64,NaN,-43,NaN,NaN,-77,-61,12
-39,-49,-58,-44,-40,-38,-46,-44,-52,-63,-36,-59,-64,NaN,-45,-65,-72,NaN,-66,12
-40,-40,-60,-39,-39,-35,-46,-45,-55,-63,-39,-59,-56,-69,-45,-65,-72,-68,-61,12
-39,-43,-61,-38,-43,-35,-47,-45,-52,-63,-38,-57,-65,-69,-40,-66,-72,-58,-61,12
-38,-43,-56,-43,-48,-27,-45,-44,-50,-62,-38,-64,-65,-72,-40,-64,-72,-61,-63,12
-36,-44,-55,-43,-44,-35,-46,-44,-54,-65,-38,-58,-57,-75,-43,-64,NaN,-65,-61,12
-39,-44,-59,-44,-41,-26,-45,-49,-51,-65,-36,-58,-58,-75,-42,-64,NaN,-65,-62,12
-34,-47,-56,-37,-41,-34,-46,-45,-49,-65,-36,-58,-65,-75,-42,-61,NaN,-65,-62,12
-38,-46,-56,-40,-43,-36,-40,-45,-52,-67,-27,-58,-60,-75,-40,-65,NaN,-66,-62,12
-36,-49,-57,-44,-42,-36,-41,-44,-50,-67,-37,-58,-64,NaN,-47,-65,NaN,-60,-63,12
-42,-43,-58,-38,-43,-42,-48,-43,-51,-67,-37,-58,-64,NaN,-43,-65,NaN,-60,-62,12
-40,-42,-60,-42,-43,-34,-46,-43,-52,-62,-38,NaN,-59,NaN,-44,-65,NaN,-59,-62,12
-40,-42,-59,-42,-42,-34,-44,-45,-51,-62,-36,NaN,-58,NaN,-43,NaN,NaN,-61,-62,12
-40,-42,-54,-38,-42,-36,-49,-43,-52,-72,-38,NaN,-58,NaN,-43,NaN,NaN,-60,-61,12
-45,-49,-54,-43,-42,-36,-49,-43,-52,-72,-38,NaN,-58,NaN,-43,NaN,NaN,-60,-61,12
-40,-44,-60,-44,-40,-26,-48,-44,-50,-72,-38,NaN,-58,NaN,-44,NaN,NaN,-60,-61,12
-40,-43,-60,-44,-43,-27,-47,-44,-51,-72,-38,NaN,-58,-70,-42,-65,NaN,-59,-62,12
-39,-43,-59,-45,-43,-34,-47,-44,-51,-72,-38,NaN,-57,-73,-43,-65,NaN,-59,-62,12
-39,-43,-61,-45,-42,-37,-49,-44,-50,-63,-38,NaN,-58,-73,-43,-65,NaN,-59,-63,12
-40,-43,-58,-39,-43,-26,-46,-43,-51,-63,-36,NaN,-56,-73,-43,-65,NaN,-59,-61,12
-40,-43,-57,-38,-42,-27,-44,-43,-51,-63,-36,NaN,-57,-72,-43,-69,NaN,NaN,-61,12
-40,-43,-58,-39,-42,-27,-56,-44,-54,-63,-37,-57,-60,-70,-43,-64,NaN,NaN,-63,12
-41,-43,-59,-39,-41,-26,-42,-44,-51,NaN,-38,-63,-59,-70,-43,-64,NaN,NaN,-63,12
-40,-45,-59,-44,-42,-26,-42,-44,-51,NaN,-38,-60,-57,-70,-43,-64,NaN,-63,-61,12
-40,-50,-63,-43,-42,-27,-43,-44,-51,NaN,-36,-60,-56,-70,-42,-64,NaN,-63,-61,12
-41,-44,-58,-39,-42,-27,-42,-44,-52,-74,-38,-60,-56,-70,-43,-64,NaN,-63,-61,12
-39,-43,-61,-39,-42,-27,-43,-43,-52,-66,-38,-60,-59,-70,-42,-64,NaN,-63,-63,12
-41,-43,-58,-39,-43,-24,-45,-43,-51,-66,-38,-67,-58,-70,-43,-64,-72,NaN,-66,12
-39,-44,-58,-39,-50,-27,-43,-44,-52,-66,-38,-67,-58,NaN,-44,NaN,-72,-59,-61,12
-40,-44,-61,-38,-42,-27,-43,-44,-54,-73,-38,-67,-57,-70,-49,NaN,-72,-54,-61,12
-42,-44,-61,-40,-42,-27,-43,-43,-50,-64,-38,-58,-60,-70,-43,NaN,-72,-54,-57,12
-44,-44,-61,-40,-42,-27,-43,-43,-50,-64,-38,-58,-60,-70,-43,NaN,-72,-54,-57,12
-43,-43,-61,-39,-41,-34,-43,-44,-55,-64,-37,-58,-60,-70,-44,NaN,NaN,-54,-62,12
-42,-45,-63,-40,-41,-27,-45,-43,-50,-67,-37,-65,-51,-70,-44,NaN,NaN,-59,-61,12
-42,-45,-57,-44,-49,-27,-44,-43,-51,-64,-37,-56,-51,NaN,-43,NaN,NaN,-61,-61,12
-42,-44,-57,-39,-42,-26,-45,-44,-50,-65,-38,-57,-52,NaN,-42,-63,NaN,-59,-63,12
-41,-44,-57,-44,-42,-26,-51,-44,-52,-64,-38,-58,-53,NaN,-43,-63,NaN,-59,-63,12
-40,-44,-56,-39,-42,-27,-51,-43,-51,-65,-37,-66,-52,NaN,-45,-63,NaN,-59,-63,12
-47,-45,-59,-39,-42,-26,-44,-44,-51,-65,-38,-66,-60,NaN,-44,-61,NaN,-59,-63,12
-43,-43,-59,-45,-42,-20,-45,-44,-50,-65,-38,-57,-51,NaN,-44,-61,NaN,-59,-62,12
-43,-43,-57,-39,-41,-26,-44,-44,-51,-64,-38,-57,-52,NaN,-39,-70,NaN,-60,-61,12
-42,-44,-57,-39,-41,-27,-45,-43,-51,-65,-37,-57,-52,-71,-42,-70,NaN,-57,-63,12
-42,-43,-56,-44,-41,-36,-46,-43,-51,-65,-38,-57,-52,-71,-42,-70,NaN,-56,-63,12
-42,-46,-58,-44,-41,-27,-46,-43,-50,-65,-40,-57,-52,-71,-42,-62,NaN,-56,-62,12
-41,-44,-58,-38,-41,-27,-49,-44,-54,-65,-36,-57,-51,-71,-43,-62,NaN,-56,-62,12
-41,-43,-58,-38,-41,-27,-45,-43,-50,-64,-37,-57,-52,-71,-43,-62,NaN,-56,-62,12
-41,-50,-58,-39,-44,-27,-47,-44,-50,-73,-37,-59,-60,NaN,-43,-62,NaN,NaN,-62,12
-41,-43,NaN,-44,-41,-27,-46,-43,-50,-73,-37,-59,-53,NaN,-43,NaN,NaN,NaN,-62,12
-40,-43,NaN,-44,-49,-27,-49,-43,-50,-62,-37,-59,-54,NaN,-47,NaN,NaN,NaN,-61,12
-46,-43,NaN,-44,-49,-27,-49,-43,-50,-62,-37,-59,-54,NaN,-47,NaN,NaN,NaN,-61,12
-42,-43,-63,-39,-41,-27,-45,-42,-50,-62,-38,-57,-60,NaN,-43,NaN,NaN,NaN,-65,12
-41,-43,-63,-44,-40,-27,-47,-43,-51,-63,-37,-57,-51,NaN,-43,-62,NaN,-62,-65,12
-41,-45,-63,-44,-42,-23,-45,-44,-54,-74,-37,-65,-62,NaN,-43,-62,NaN,-60,-62,12
-41,-44,-63,-40,-41,-27,-46,-43,-50,-74,-38,-65,-52,NaN,-42,-60,NaN,-60,-62,12
-45,-43,-57,-39,-41,-37,-46,-44,-50,-62,-37,-65,-51,NaN,-42,-62,-71,-59,-62,12
-43,-43,-53,-39,-40,-27,-46,-43,-51,-62,-38,-65,-51,NaN,-43,-62,-71,-56,-62,12
-43,-50,-57,-39,-41,-34,-47,-44,-51,-62,-36,-59,-52,NaN,-42,-61,-70,-59,-63,12
-42,-43,-56,-44,-40,-27,-47,-43,-49,-62,-38,-58,-52,-71,-42,-63,-70,-59,-60,12
-43,-50,-58,-44,-43,-27,-47,-44,-53,NaN,-41,-58,-65,-70,-42,-60,-70,-58,-64,12
-42,-43,-57,-44,-40,-27,-46,-44,-50,-72,-36,-58,-64,-70,-43,-60,-70,-62,-64,12
-43,-45,-58,-39,-41,-27,-50,-44,-51,-65,-37,-58,-58,-71,-41,-62,-70,-62,-64,12
-41,-43,-57,-38,-42,-27,-48,-43,-52,-65,-37,-59,-58,-71,-44,-62,NaN,-62,-62,12
-41,-51,-59,-38,-50,-35,-49,-44,-51,-74,-44,-59,-58,-71,-44,-62,NaN,-62,-63,12
-41,-45,-57,-38,-42,-34,-48,-44,-51,-72,-37,-59,-58,-71,-42,-62,NaN,-60,-62,12
-40,-43,-57,-43,-42,-37,-50,-44,-50,-74,-37,-59,-58,-71,-42,NaN,NaN,-59,-61,12
-43,-43,-58,-44,-42,-34,-46,-44,-50,-74,-36,-58,-58,-71,-42,NaN,NaN,-59,-62,12
-40,-43,-59,-40,-40,-34,-46,-43,-54,-67,-37,-58,-58,-71,-45,NaN,NaN,-59,-62,12
-46,-43,-63,-43,-40,-34,-46,-43,-54,-67,-37,-58,-58,-71,-45,NaN,NaN,-59,-62,12
-39,-46,-57,-38,-42,-27,-46,-43,-51,-67,-37,-71,-58,-70,-43,NaN,NaN,-59,-62,12
-40,-48,-57,-38,-42,-34,-48,-43,-53,-66,-37,-58,NaN,-70,-43,NaN,NaN,NaN,-67,12
-42,-43,-60,-43,-41,-34,-47,-43,-50,-66,-37,-58,NaN,-72,-42,NaN,NaN,-59,-60,12
-42,-43,-57,-44,-41,-27,-47,-42,-52,-73,-36,-61,-59,-72,-43,NaN,NaN,-59,-65,12
-42,-43,-58,-38,-40,-27,-47,-42,-49,-65,-35,-61,-58,-72,-43,-75,NaN,-60,-64,12
-42,-51,-58,-43,-41,-24,-46,-43,-53,-65,-38,-61,-58,-72,-43,-62,-70,-60,-60,12
-41,-44,-58,-44,-41,-27,-48,-43,-50,-63,-38,-58,-58,-73,-43,-62,-70,-59,-62,12
-41,-43,-57,-39,-39,-38,-45,-43,-50,-67,-37,-58,-62,-73,-42,-61,-70,-58,-61,12
-42,-43,-61,-44,-42,-37,-50,-43,-49,-65,-37,-59,-57,-73,-49,-61,-70,-61,-61,12
-41,-43,-58,-38,-41,-34,-50,-44,-50,-65,-38,-65,-57,-73,-42,-61,NaN,-59,-63,12
-40,-50,-58,-39,-42,-27,-46,-43,-50,-63,-37,-65,-59,-73,-43,-64,NaN,-59,-64,12
-41,-41,-62,-44,-42,-27,-47,-43,-50,-72,-37,-59,-59,NaN,-42,-64,NaN,-61,-59,12
-40,-46,-69,-40,-55,-35,-44,-53,-50,-57,-36,-51,-59,NaN,-58,-61,NaN,-53,-55,13
-39,-51,-69,-39,-55,-35,-49,-52,-52,-57,-38,-48,NaN,NaN,-45,-58,NaN,-53,-54,13
-39,-46,-69,-45,-48,-35,-49,-59,-52,-62,-36,-46,-57,NaN,-45,-58,NaN,-51,-54,13
-39,-46,-69,-44,-48,-42,-47,-51,-51,-62,-36,-45,-57,-71,-47,-58,NaN,-52,-54,13
-38,-49,NaN,-40,-53,-42,-47,-54,-51,-62,-79,-45,-57,-71,-47,-58,-71,-52,-54,13
-37,-51,-61,-39,-46,-20,-47,-53,-51,-62,-37,-52,-57,-71,-47,-58,-71,-52,-54,13
-39,-44,-68,-45,-51,-21,-46,-55,-53,-61,-38,-52,-55,-74,-48,-59,-71,-52,-54,13
-40,-45,-68,-40,-46,-38,-47,-55,-51,-59,-36,-47,-55,-74,-48,-59,-70,-51,-54,13
-42,-45,-68,-40,-49,-20,-44,-54,-53,-59,-37,-47,-55,-74,-46,-58,-70,-52,-54,13
-39,-45,-68,-40,-47,-38,-46,-53,-52,-59,-39,-51,-53,-74,-51,-58,-70,-51,-54,13
-39,-51,-68,-40,-47,-38,-46,-53,-52,-59,-39,-51,-53,-74,-51,-58,-70,-51,-54,13
-38,-46,-62,-44,-48,-25,-46,-55,-53,-59,-40,-51,-53,NaN,-49,-57,-70,-53,-53,13
-39,-50,-62,-41,-48,-21,-49,-55,-53,NaN,-36,-46,-53,NaN,-50,-58,NaN,-52,-54,13
-38,-51,-62,-40,-48,-25,-47,-54,-53,-62,-40,-46,-55,NaN,-47,-55,NaN,-53,-55,13
-38,-50,-62,-40,-48,-26,-47,-53,-51,-62,-37,-47,-52,NaN,-47,-56,NaN,-52,-53,13
-38,-51,NaN,-40,-46,-26,-47,-53,-52,-62,-37,-47,-53,NaN,-45,-56,NaN,-52,-54,13
-37,-46,NaN,-40,-48,-26,-49,-56,-51,-62,-39,-48,-56,-73,-46,-58,-75,-52,-55,13
-38,-51,-66,-40,-51,-20,-49,-55,-51,NaN,-37,-47,-55,-73,-48,-60,-75,-52,-55,13
-39,-47,-66,-40,-49,-26,-49,-52,-52,NaN,-37,-47,-51,-66,-46,-60,-75,-54,-55,13
-37,-45,-66,-45,-48,-38,-46,-55,-51,-59,-37,-52,-52,-70,-45,-60,-75,-51,-55,13
-38,-51,-66,-40,-51,-25,-46,-56,-53,-60,-37,-52,-52,-74,-46,-59,NaN,-52,-54,13
-38,-51,-65,-40,-49,-26,-43,-54,-52,-59,-38,-52,-54,-74,-43,-59,NaN,-51,-54,13
-39,-45,-62,-45,-48,-20,-49,-55,-51,-58,-37,-52,-56,-74,-43,-59,-69,-53,-54,13
-39,-50,-62,-40,-55,-25,-46,-54,-51,-58,-37,-52,-54,-74,-42,-58,-72,-52,-54,13
-38,-44,-62,-40,-47,-25,-46,-54,-51,-58,-38,-46,-56,-73,-46,-58,-72,-54,-53,13
-38,-46,-63,-41,-47,-24,-46,-55,-49,-58,-37,-46,-56,-77,-46,-58,-72,-64,-53,13
-39,-58,-63,-45,-47,-24,-46,-55,-49,-58,-37,-46,-56,-77,-46,-58,-72,-64,-53,13
-37,-46,-64,-41,-46,-21,-45,-55,-52,-61,-34,-46,-56,-77,-47,-58,-72,-53,-56,13
-38,-49,-62,-39,-49,-27,-47,-56,-52,-60,-37,-46,-56,-77,-48,-56,NaN,-52,-52,13
-42,-49,-70,-41,-51,-36,-49,-58,-51,-60,-39,-46,NaN,-77,-46,-58,NaN,-51,-52,13
-40,-45,-63,-39,-50,-25,-45,-55,-58,-59,-36,-52,-56,NaN,-47,-58,-67,-51,-53,13
-39,-48,-63,-45,-51,-36,-45,-54,-53,-61,-36,-52,-56,NaN,-49,-58,-71,-53,-61,13
-40,-43,-60,-40,-48,-25,-51,-56,-49,-61,-39,-52,-56,-76,-49,-59,-71,-53,-54,13
-39,-46,-60,-45,-46,-25,-51,-54,-51,-58,-37,-52,-53,-74,-48,-56,-71,-53,-54,13
-40,-46,-63,-41,-47,-20,-47,-56,-51,-58,-36,-52,-53,-74,-48,-56,-71,-53,-54,13
-41,-49,-63,-39,-46,-25,-48,-56,-50,-58,-36,-52,-57,-74,-47,-58,NaN,-53,-54,13
-39,-46,-62,-44,-48,-25,-48,-56,-52,-61,-37,-47,-54,-74,-51,-58,NaN,-53,-54,13
-40,-46,-62,-41,-42,-37,-58,-54,-52,-58,-37,-47,-54,NaN,-48,-55,-70,-54,-53,13
-42,-43,-62,-46,-50,-37,-58,-55,-52,-58,-36,-47,-55,NaN,-46,-55,-70,-54,-55,13
-41,-45,-64,-40,-49,-25,-44,-57,-52,-62,-36,-52,-55,-70,-46,-55,-70,-52,-55,13
-40,-45,-63,-40,-47,-20,-50,-57,-56,-62,-37,-52,-55,-70,-50,-55,-67,-52,-54,13
-40,-45,-63,-39,-50,-25,-50,-58,-52,-62,-37,-47,-55,-70,-47,NaN,-67,-52,-53,13
-40,-45,-63,-40,-51,-37,-52,-57,-54,-62,-37,-47,-55,-70,-46,NaN,-67,-52,-53,13
-42,-49,-63,-40,-51,-37,-52,-57,-54,-62,-37,-47,-55,-70,-46,NaN,-67,-52,-53,13
-41,-44,-69,-39,-45,-20,-47,-58,-51,-62,-34,-53,-55,NaN,-45,-57,-67,-52,-55,13
-40,-43,-65,-41,-44,-21,-49,-58,-52,-62,-38,-52,-55,NaN,-47,-57,NaN,-52,-56,13
-38,-49,-68,-41,-51,-27,-47,-56,-52,-62,-39,-51,-55,NaN,-47,-57,NaN,-54,-62,13
-41,-45,-63,-40,-49,-25,-45,-59,-53,-63,-37,-51,-54,NaN,-46,-57,-68,-66,-55,13
-41,-46,-63,-40,-52,-19,-47,-56,-48,-63,-37,-51,-56,NaN,-46,-58,-68,-66,-61,13
-40,-45,-65,-45,-52,-25,-48,-56,-50,-63,-39,-52,-54,NaN,-49,-58,-72,-55,-54,13
-39,-46,-72,-40,-46,-26,-47,-55,-51,-63,-37,-47,-56,NaN,-45,-57,-72,-52,-54,13
-40,-45,-62,-40,-49,-25,-51,-55,-51,-62,-37,-51,-56,NaN,-46,-59,-72,-53,-53,13
-39,-46,-64,-41,-49,-25,-45,-55,-51,-60,-37,-51,-54,-74,-47,-59,-72,-51,-54,13
-39,-44,-63,-40,-49,-26,-45,-56,-51,-61,-37,-51,-55,-74,-46,-59,-72,-47,-54,13
-39,-46,-62,-41,-49,-20,-46,-56,-56,-58,-37,-48,-57,-74,-47,-59,-71,-52,-71,13
-40,-50,-73,-40,-56,-26,-47,-56,-51,-59,-37,-48,-57,-74,-46,-59,-71,-52,-56,13
-39,-50,-63,-42,-47,-22,-47,-55,-53,-61,-37,-48,-58,-73,-47,-56,-71,-52,-55,13
-39,-45,-63,-40,-47,-25,-48,-55,-53,-61,-36,-45,-58,-73,-47,-57,-71,-52,-62,13
-40,-46,-63,-45,-51,-22,-48,-57,-52,-61,-36,-52,-58,-73,-48,-57,NaN,-52,-56,13
-40,-46,-63,-40,-59,-25,-48,-57,-51,-61,-40,-47,-56,-73,-47,-57,-68,-52,-54,13
-42,-45,NaN,-41,-59,-20,-47,-55,-52,-62,-37,-53,-56,NaN,-48,-56,-68,-52,-53,13
-45,-45,NaN,-45,-59,-20,-47,-55,-52,-62,-37,-53,-56,NaN,-48,-56,-68,-52,-53,13
-41,-46,NaN,-40,-50,-24,-50,-56,-52,-62,-37,-46,-56,NaN,-50,-56,-68,-53,-54,13
-41,-46,-63,-40,-49,-26,-50,-57,-52,-62,-38,-46,-56,NaN,-47,-56,-68,-53,-54,13
-38,-46,-63,-41,-47,-20,-45,-57,-53,-62,-36,-53,NaN,NaN,-47,-57,NaN,-53,-62,13
-40,-45,-63,-41,-50,-20,-47,-55,-53,-61,-37,-46,NaN,NaN,-46,-57,NaN,-50,-54,13
-39,-45,-63,-40,-55,-25,-45,-56,-54,-61,-36,-46,NaN,NaN,-46,-57,NaN,-52,-55,13
-41,-44,-62,-41,-48,-21,-46,-55,-51,-59,-37,-47,-57,-73,-46,-60,NaN,-52,-54,13
-40,-44,-60,-41,-52,-22,-48,-56,-51,-58,-37,-46,-55,-74,-47,-56,NaN,-52,-55,13
-38,-45,-63,-45,-47,-21,-51,-52,-50,-58,-37,-52,-56,-71,-47,-56,-70,-52,-54,13
-38,-45,-63,-46,-47,-21,-51,-54,-52,-58,-38,-52,-55,-71,-47,-56,-70,-54,-54,13
-40,-49,-63,-41,-42,-25,-46,-54,-52,-58,-38,-52,-55,-71,-47,-56,-70,-53,-54,13
-39,-46,-63,-41,-51,-22,-46,-54,-54,-58,-40,-52,-55,-71,-46,-55,-70,-51,-56,13
-38,-45,NaN,-45,-45,-21,-44,-56,-52,-58,-38,-47,-55,-72,-46,-56,-70,-52,-65,13
-39,-45,NaN,-45,-45,-26,-45,-54,-50,-58,-38,-46,-55,-72,-46,-56,-70,-51,-54,13
-39,-44,NaN,-41,-44,-22,-47,-54,-52,-62,-37,-46,-55,-72,-51,-56,-70,-51,-54,13
-39,-46,NaN,-40,-45,-20,-45,-55,-52,-62,-41,-46,-53,-73,-45,-57,-65,-54,-53,13
-39,-44,NaN,-41,-45,-25,-45,-52,-51,-62,-38,-48,-53,-73,-47,-55,-65,-54,-54,13
-40,-44,NaN,-46,-45,-25,-45,-52,-51,-62,-38,-48,-53,-73,-47,-55,-65,-54,-54,13
-39,-45,-60,-40,-46,-24,-46,-53,-53,-62,-38,-49,-53,-71,-48,-55,-65,-51,-55,13
-39,-46,-61,-39,-47,-36,-40,-52,-50,-60,-37,-49,-50,NaN,-36,-53,NaN,-51,-63,14
-40,-45,-58,-37,-45,-39,-42,-54,-51,-60,-36,-46,-58,NaN,-36,-51,NaN,-51,-62,14
