4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,4c:5e:0c:67:ab:cf_evarobot,18:28:61:1c:0b:69_EVOSOFT,00:66:4b:1f:08:23_TeknoTAM,1c:87:2c:7e:23:9c_EROGLU-PRI,1c:87:2c:7e:23:9d_EROGLU-PUB,4e:0b:3a:ce:61:92_coskun,e4:8d:8c:95:5c:60_evarobot,4c:5e:0c:69:1c:51_evarobot,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:6f:20:2e_evarobot,REF_POINT
-41,-11,-58,-63,-57,-60,-61,-75,-60,-68,NaN,-71,-85,-71,NaN,-67,NaN,-84,-70,-56,-91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-46,-11,-60,-63,-59,-61,-62,-75,-62,-68,NaN,-71,NaN,-71,NaN,-67,NaN,-84,-70,-55,-91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-60,-75,-58,-61,-62,-75,-61,-68,NaN,-70,NaN,-71,NaN,-65,NaN,-84,-70,-55,-91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-59,-75,-58,-61,-63,-73,-60,NaN,NaN,-70,NaN,-71,NaN,-62,NaN,-84,-70,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-12,-58,-75,-61,-61,-61,-73,-67,NaN,NaN,-70,NaN,-69,NaN,-62,NaN,-84,-69,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-60,-75,-58,-61,-61,-73,-62,NaN,NaN,-70,NaN,-69,NaN,-65,NaN,NaN,-69,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-60,-75,-59,-58,-61,-73,-60,NaN,NaN,-71,NaN,-69,NaN,-65,NaN,NaN,-69,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-55,NaN,-64,-58,-61,-73,-60,NaN,NaN,-78,NaN,-69,NaN,-65,NaN,NaN,-69,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-55,NaN,-60,-58,-64,NaN,-61,NaN,NaN,-69,NaN,-73,NaN,-65,NaN,NaN,-69,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-11,-57,NaN,-60,-62,-60,-73,-61,NaN,NaN,-68,NaN,-73,NaN,-65,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-58,NaN,-59,-62,-60,-70,-60,NaN,NaN,-68,NaN,-73,NaN,NaN,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-11,-58,NaN,-57,-62,-60,-70,-60,NaN,NaN,-68,NaN,-74,NaN,NaN,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-10,-60,NaN,-57,-62,-61,-73,-71,NaN,NaN,-76,NaN,-77,NaN,NaN,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-57,NaN,-58,-57,-62,-73,-60,NaN,NaN,-76,NaN,-74,NaN,NaN,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-11,-55,-63,-59,-58,-62,-71,-61,-68,NaN,-76,NaN,-74,NaN,NaN,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-57,-70,-59,-60,-62,-71,-60,-68,NaN,-76,NaN,-74,NaN,-65,NaN,NaN,-75,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-57,-70,-58,-57,-62,-71,-61,-68,NaN,-69,NaN,-74,NaN,-65,NaN,NaN,-72,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-58,-70,-58,-59,-62,-71,-61,-68,NaN,-69,NaN,-74,-82,-65,NaN,NaN,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-57,-65,-59,-60,-61,-71,-61,-68,NaN,-69,NaN,NaN,-82,-65,NaN,NaN,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-11,-58,-65,-59,-60,-62,-71,-60,NaN,NaN,-69,NaN,-74,-82,-65,NaN,NaN,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-11,-58,-65,-59,-59,-62,-71,-61,NaN,NaN,-77,NaN,-76,-87,-66,NaN,NaN,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-12,-58,-65,-59,-59,-62,-71,-65,NaN,NaN,-70,-77,-76,-87,-66,NaN,-84,-69,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-12,-59,-64,-59,-66,-62,-71,-61,NaN,-84,-70,-77,-76,-87,-66,NaN,-84,-69,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-56,-64,-62,-59,-62,-74,-61,NaN,-84,-66,-77,-74,-80,-66,NaN,-84,-74,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-61,-68,-59,-62,-62,-71,-77,NaN,-84,-71,-77,-73,-80,-66,-86,-84,-72,-61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-13,-62,-68,-59,-60,-62,-72,-60,-70,-84,-71,-77,-73,-80,-65,-86,-86,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-12,-58,-68,-58,-60,-62,-72,-63,-70,-84,-71,NaN,-73,-80,-65,-86,-86,-72,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-58,-68,-60,-58,-61,-74,-62,-70,NaN,-71,NaN,-76,-80,-65,-86,-86,-74,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-12,-57,-68,-59,-59,-61,-74,-61,-70,NaN,-70,NaN,-78,NaN,-65,-87,-86,-72,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-55,NaN,-59,-58,-63,-72,-61,-70,NaN,-70,NaN,-78,NaN,-65,-87,-86,-72,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-44,-11,-54,NaN,-59,-58,-60,-72,-63,NaN,-85,-72,NaN,-75,NaN,-65,-87,NaN,-72,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-10,-56,NaN,-59,-61,-61,-72,-62,NaN,-85,-78,NaN,-75,NaN,-65,-87,NaN,-72,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-53,NaN,-59,-62,-62,-72,-61,NaN,-85,-78,NaN,-76,NaN,-65,-87,NaN,-72,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-53,NaN,-58,-57,-61,-72,-61,NaN,-85,-78,NaN,-76,NaN,-66,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-52,NaN,-59,-58,-61,-72,-60,NaN,-85,-78,NaN,-77,NaN,-66,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-12,-54,NaN,-59,-60,-60,-72,-60,NaN,NaN,-78,NaN,-76,NaN,-66,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-12,-53,NaN,-59,-61,-59,-74,-61,NaN,NaN,NaN,NaN,-76,NaN,-69,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-54,NaN,-59,-59,-60,-74,-61,NaN,NaN,-81,NaN,-76,NaN,-65,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-56,-63,-60,-57,-61,-74,-63,NaN,NaN,-81,NaN,-76,NaN,-65,NaN,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-58,-63,-60,-63,-61,-74,-62,NaN,NaN,-81,NaN,-76,NaN,-65,NaN,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-54,-65,-58,-57,-60,-74,-63,NaN,NaN,-74,NaN,NaN,-79,-65,NaN,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-56,-63,-59,-60,-60,-74,-62,-68,NaN,-74,NaN,NaN,-79,-65,NaN,NaN,-76,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-55,-71,-59,-60,-60,-71,-61,-67,NaN,-70,NaN,NaN,-79,-65,NaN,NaN,-72,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-58,-71,-59,-62,-61,-71,-62,-67,NaN,-74,NaN,-71,-85,-64,NaN,NaN,-72,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-58,-62,-59,-57,-61,-71,-61,-73,NaN,-74,NaN,-71,-80,-66,NaN,NaN,-76,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-57,-65,-59,-60,-61,-73,-61,-73,NaN,-74,NaN,-71,-80,-65,NaN,NaN,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-56,-65,-59,-61,-61,-73,-60,-73,NaN,-74,NaN,-71,-80,-65,NaN,NaN,-74,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-55,-65,-59,-59,-60,-73,-62,-73,NaN,-74,NaN,-71,-84,-66,NaN,NaN,-72,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-53,-65,-60,-62,-60,-73,-67,-73,NaN,NaN,NaN,-71,-81,-66,NaN,NaN,-72,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-54,-64,-60,-61,-61,-73,-65,NaN,NaN,-75,NaN,NaN,-81,-65,-91,NaN,-70,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-55,-64,-59,-59,-61,NaN,-65,NaN,NaN,-74,NaN,NaN,-84,-66,-91,-86,-75,-63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-53,-64,-60,-59,-61,-72,-62,-73,NaN,-67,NaN,NaN,-80,-68,-91,-86,-73,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-52,-73,-59,-60,-61,-71,-62,-74,NaN,-68,-76,NaN,-79,-66,-91,-84,-72,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-56,-68,-60,-59,-61,-71,-62,-75,NaN,-68,-76,-77,-79,-66,-91,-84,-67,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-54,-68,-60,-59,-59,-71,-61,-69,NaN,-70,-76,-78,-79,-65,NaN,-85,-67,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-11,-60,-63,-60,-59,-60,-71,-61,-69,NaN,-70,-77,-77,-85,-64,NaN,-81,-67,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-59,-66,-60,-61,-60,-72,-63,-69,NaN,-69,-77,-77,-81,-65,NaN,-81,-75,-61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-12,-55,-66,-59,-57,-60,-71,-60,-68,NaN,-69,-77,-77,-81,-65,NaN,-84,-75,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-38,-11,-56,-68,-61,-58,-61,-71,-62,-70,NaN,-67,-77,-77,-85,-64,NaN,-84,-75,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-36,-11,-58,-68,-62,-61,-60,-71,-62,-70,-84,-69,-77,-77,-80,-64,-86,-84,-74,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-58,-68,-60,-58,-60,-71,-62,-70,-84,-69,NaN,-71,-83,-66,-86,-84,-70,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-61,-69,-60,-61,-61,-71,-61,-70,-84,-69,NaN,-74,-83,-66,-86,-83,-70,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-12,-58,-69,-58,-57,-59,-71,-62,-70,-84,-69,NaN,-71,-81,-65,-86,-83,-69,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-42,-11,-63,-69,-58,-58,-61,-73,-58,NaN,-84,-68,-75,-71,-85,-65,-87,-83,-73,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-56,-69,-60,-59,-60,-73,-63,NaN,-84,-70,-75,-72,-80,-65,-87,-83,-69,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-39,-11,-57,-64,-58,-58,-60,-72,-62,NaN,-84,-69,-75,-72,-80,-65,-86,-83,-70,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-10,-56,-65,-63,-60,-61,-72,-61,NaN,-84,-69,-75,-72,-87,-65,-86,NaN,-70,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-11,-57,-65,-60,-60,-60,-72,-59,NaN,NaN,-73,-75,-69,-79,-65,-86,NaN,-70,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-57,-64,-60,-61,-61,-70,-66,-73,-87,-70,-75,-71,-79,-65,-86,-82,-70,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-11,-56,-64,-58,-58,-61,-71,-62,-73,-87,-70,-75,-73,-79,-65,-86,-82,-66,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-40,-12,-57,-65,-58,-57,-60,-71,-61,-73,-87,-70,-75,-73,-79,-62,NaN,-82,-70,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-41,-10,-57,-65,-58,-58,-60,-71,-61,-73,-87,-70,-75,-71,-84,-63,NaN,-85,-70,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
-37,-14,-51,-62,-53,-65,-57,-71,-61,-74,-87,-67,NaN,-73,-84,-70,NaN,-85,-70,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-13,-55,NaN,-53,-55,-57,NaN,-61,NaN,NaN,-74,NaN,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-43,-16,-53,NaN,-58,-56,-56,NaN,-59,NaN,NaN,-70,NaN,-70,NaN,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-44,-16,-53,NaN,-55,-56,-57,-73,-60,NaN,NaN,-69,NaN,-71,NaN,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-45,-17,-50,NaN,-51,-60,-52,-73,-60,NaN,NaN,-69,NaN,-71,NaN,NaN,NaN,NaN,-69,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-46,-19,-54,NaN,-51,-60,-55,-73,-65,NaN,NaN,-69,NaN,-70,NaN,NaN,NaN,NaN,-69,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-39,-15,-54,NaN,-54,-58,-57,-73,-69,NaN,NaN,-69,NaN,-70,NaN,NaN,NaN,NaN,-69,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-50,-17,-51,-61,-56,-59,-58,-73,-61,-72,NaN,-72,NaN,-70,NaN,NaN,NaN,NaN,NaN,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-46,-14,-52,-64,-56,-62,-66,NaN,-62,-69,NaN,-73,NaN,-70,NaN,NaN,NaN,NaN,-72,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-15,-51,-61,-56,-61,-57,-77,-58,-65,NaN,-73,NaN,-70,NaN,NaN,NaN,NaN,-72,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-36,-14,-52,-59,-61,-57,-58,-77,-60,-65,NaN,-71,NaN,-70,NaN,NaN,NaN,NaN,-72,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-39,-17,-54,-59,-61,-58,-54,-77,-62,-65,NaN,-72,NaN,-63,NaN,-70,NaN,NaN,-72,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-37,-14,-62,-63,-57,-61,-58,-73,-61,-64,NaN,-71,NaN,-71,NaN,-70,NaN,NaN,-72,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-14,-57,-63,-57,-59,-58,-73,-60,-64,NaN,-71,-71,-68,NaN,-70,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-33,-58,-65,-60,-58,-60,-71,-60,-69,NaN,-71,-71,-68,NaN,-70,NaN,NaN,-70,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-17,-54,-66,-60,-60,-56,-71,-62,-69,NaN,-74,-71,-69,NaN,-70,NaN,NaN,-70,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-17,-52,-64,-62,-60,-58,-71,-60,-68,NaN,-74,-71,-69,NaN,NaN,NaN,NaN,-70,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-44,-33,-53,-70,-56,-57,-56,-73,-62,-71,NaN,-74,-71,-67,NaN,NaN,NaN,NaN,-70,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-17,-53,-63,-56,-59,-58,-73,-60,-71,NaN,-70,-72,-67,-86,NaN,NaN,NaN,-70,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-19,-55,-62,-55,-61,-57,-73,-60,-71,NaN,-70,-72,-69,-86,NaN,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-48,-21,-54,-59,-55,-59,-58,-70,-62,-71,NaN,-70,-73,-66,-86,NaN,NaN,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-17,-50,-63,-49,-61,-56,-70,-59,-68,NaN,-70,-73,-65,-86,NaN,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-38,-19,-53,-65,-55,-58,-57,-70,-61,-68,NaN,-70,-76,-67,-86,NaN,NaN,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-38,-17,-52,-63,-56,-59,-58,-70,-61,-68,NaN,-70,-76,-68,NaN,NaN,NaN,NaN,NaN,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-21,-52,-64,-57,-65,-58,-77,-59,-68,NaN,-70,-76,-63,NaN,NaN,NaN,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-44,-19,-52,-68,-58,-60,-58,-77,-61,-68,NaN,-70,-76,-65,NaN,NaN,NaN,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-48,-21,-52,-68,-56,-60,-57,-73,-61,NaN,NaN,-70,-76,-65,NaN,NaN,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-38,-19,-55,-68,-55,-59,-57,-73,-60,NaN,NaN,-70,NaN,-65,NaN,NaN,NaN,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-18,-54,-61,-55,-48,-59,-73,-61,NaN,NaN,-70,NaN,-64,NaN,NaN,NaN,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-18,-54,-64,-61,-59,-59,-73,-62,NaN,NaN,-70,-77,-67,NaN,NaN,NaN,NaN,NaN,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-20,-56,-64,-60,-58,-59,-77,-62,NaN,NaN,-70,-77,-64,NaN,NaN,NaN,NaN,NaN,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-45,-13,-53,-61,-57,-59,-59,-74,-61,NaN,NaN,-80,-77,-69,NaN,-70,NaN,NaN,NaN,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-17,-54,-61,-57,-60,-58,-74,-62,NaN,NaN,-80,-77,-69,NaN,-66,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-46,-15,-54,-61,-57,-56,-61,-74,-67,NaN,NaN,-80,-77,-69,NaN,-66,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-14,-54,-61,-57,-63,-59,-72,-60,NaN,-87,-80,NaN,-65,NaN,-66,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-15,-56,-70,-59,-60,-58,-77,-63,NaN,-87,-80,NaN,-71,NaN,-66,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-14,-61,-62,-59,-62,-58,-77,-59,-65,-87,-77,NaN,-67,NaN,-66,NaN,NaN,-70,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-41,-14,-54,-60,-56,-64,-57,-77,-61,-67,-87,-77,NaN,-67,NaN,NaN,NaN,NaN,-77,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-38,-16,-44,-63,-56,-64,-58,-77,-61,-67,-87,-74,NaN,-69,NaN,-68,NaN,NaN,-77,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-39,-16,-59,-62,-62,-61,-59,-77,-60,-67,NaN,-71,NaN,-69,NaN,-68,NaN,NaN,-77,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-11,-59,-68,-62,-60,-61,-77,-66,-67,NaN,-71,NaN,-71,-81,-66,NaN,NaN,-79,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-39,-11,-58,-65,-56,-58,-58,-77,-66,-67,NaN,-71,NaN,-63,-81,-71,NaN,NaN,-79,-65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-37,-11,-56,-65,-54,-58,-57,-77,-71,NaN,NaN,-71,NaN,-63,-81,-71,NaN,NaN,-79,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-10,-58,-65,-54,-57,-60,-77,-68,NaN,NaN,-71,NaN,-74,-81,-71,NaN,NaN,-71,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-11,-55,-66,-56,-63,-61,NaN,-63,NaN,NaN,-71,NaN,-74,-82,-71,NaN,NaN,-71,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-11,-55,-63,-57,-58,-60,-72,-62,NaN,NaN,-71,NaN,-71,-82,-71,NaN,NaN,-71,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-43,-11,-55,-61,-57,-58,-60,-72,-63,-71,NaN,-71,NaN,-75,-82,NaN,NaN,NaN,-70,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-42,-11,-56,-61,-56,-60,-59,-72,-64,-68,NaN,-71,NaN,-71,-82,NaN,NaN,NaN,-64,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-43,-11,-56,-73,-56,-60,-59,-74,-63,-68,NaN,-71,-78,-71,-87,NaN,NaN,NaN,-74,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-34,-16,-49,-57,-55,-58,-61,-74,-67,NaN,NaN,-80,NaN,-69,NaN,-67,NaN,-82,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-36,-21,-53,-57,-53,-55,-67,-75,-62,-81,NaN,-80,NaN,-70,-78,-67,NaN,-82,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-35,-16,-53,-58,-56,-53,-67,-73,-63,-79,NaN,-80,NaN,-70,-78,-65,NaN,-82,NaN,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-38,-15,-55,-61,-55,-57,-63,-73,-64,-88,NaN,-70,NaN,-72,-78,-65,NaN,-82,NaN,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-40,-16,-55,-58,-55,-54,-71,-84,-65,-88,NaN,-70,NaN,-71,-77,-65,NaN,-82,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-36,-17,-52,-57,-56,-54,-68,-73,-65,-88,NaN,-71,NaN,-72,-84,-69,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-35,-16,-53,-58,-55,-58,-59,-73,-67,-88,NaN,-72,NaN,-71,-83,-67,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
-39,-15,-55,-58,-55,-59,-64,-73,-66,-88,NaN,-72,NaN,-71,-78,-79,NaN,-83,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
