04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,REF_POINT
-51,-44,NaN,-43,-75,-49,NaN,-46,-59,-50,-46,-42,-60,NaN,-59,NaN,-64,NaN,-64,11
-51,-43,-53,-43,-68,-50,-37,-47,-58,-51,-46,-42,-60,NaN,NaN,NaN,NaN,NaN,NaN,11
-51,-43,-52,-43,-66,-50,-54,-45,-56,-52,-46,-42,NaN,-66,-57,NaN,NaN,-73,-64,11
-51,-43,-51,-42,-64,-50,-38,-62,-58,-50,-47,-43,-61,-67,-57,NaN,-67,NaN,-59,11
-52,-43,-50,-41,NaN,-50,-40,-46,-60,-51,-46,-43,NaN,NaN,-61,NaN,-64,NaN,NaN,11
-52,-43,-51,-43,NaN,-50,-69,-46,-59,-49,-45,-43,-60,NaN,-50,NaN,-64,NaN,NaN,11
-53,-44,-84,-43,NaN,-50,-36,-47,NaN,-49,-44,-42,-77,-67,-57,NaN,-64,NaN,NaN,11
-52,-41,-54,-43,-64,-49,NaN,-46,-60,-49,-45,-53,NaN,NaN,-58,NaN,-64,NaN,NaN,11
-51,-43,-52,-44,NaN,-50,-37,-60,-62,-49,NaN,NaN,NaN,-67,-56,NaN,NaN,-85,NaN,11
-52,-44,-51,-83,-68,-50,NaN,-46,-60,-49,-47,-42,-63,NaN,NaN,NaN,-63,-70,-66,11
-52,-40,-51,-42,NaN,-49,-37,-45,-60,-50,-46,-42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-53,-42,-54,-42,-65,-49,NaN,-45,-58,-49,-45,-42,-61,-61,-58,-73,-64,NaN,-62,11
-53,-43,-54,-49,-68,-49,-42,-46,-61,-50,-44,-42,-62,-69,-56,NaN,-64,-75,-65,11
-52,-43,-52,-43,NaN,-47,-39,-46,-60,-50,-44,-42,-59,-68,-61,-74,-64,NaN,-59,11
-53,-41,-51,-44,NaN,-48,-38,-46,-60,-50,-45,-42,-61,NaN,NaN,-72,-63,NaN,-57,11
-52,-43,-52,-43,-67,-49,-38,-60,-62,-50,NaN,-41,-61,-66,-57,-75,-65,NaN,-57,11
-53,-43,-52,-44,-55,-49,-38,-46,-73,-50,-45,-42,NaN,-67,-58,NaN,-65,NaN,-62,11
-52,-43,-53,-44,NaN,-49,NaN,-47,-60,-49,-45,-40,-59,-66,-58,NaN,-71,NaN,NaN,11
-52,-44,-53,-43,-65,-50,-37,-45,-61,-50,-45,-41,-61,NaN,NaN,NaN,-64,NaN,-65,11
-52,-42,-52,-44,-65,-49,-36,-45,-60,-51,-44,-42,-61,-69,-59,NaN,-65,NaN,NaN,11
-53,-42,-50,-43,-65,-49,-38,-45,-66,-51,-45,-42,-59,-65,-58,NaN,-65,-75,NaN,11
-53,-42,-52,-46,-65,-49,-68,-45,-59,-46,-45,-42,-60,-80,-58,-74,-65,NaN,-64,11
-53,-43,-53,-43,-65,-49,NaN,-45,-60,-51,-47,-42,-59,-68,-58,NaN,-65,NaN,NaN,11
-53,-43,-51,-43,-65,-49,-38,-45,-59,-51,-46,-42,-65,-67,-58,NaN,-65,NaN,-64,11
-53,-42,-52,-43,-67,-50,-38,-43,-58,-52,-46,NaN,NaN,-68,-58,NaN,-65,NaN,NaN,11
-53,-43,-53,-43,NaN,-50,-38,NaN,-59,-46,-45,-42,-59,-67,-58,-74,-64,-73,NaN,11
-54,-43,-53,-43,-65,-49,NaN,-47,-61,-52,-45,-40,-60,-67,NaN,NaN,-64,NaN,-61,11
-53,-43,-51,-43,-66,-45,-38,-45,-61,-50,-46,-42,NaN,-67,-58,NaN,-65,-74,-62,11
-53,-44,-55,-43,NaN,-49,NaN,-45,-59,-50,-46,-42,-60,NaN,NaN,NaN,-65,NaN,NaN,11
-54,-43,-54,-43,NaN,NaN,-40,-45,-58,-46,-46,NaN,-60,NaN,NaN,NaN,-65,NaN,NaN,11
-53,-43,-54,-43,-85,-48,-39,-45,-59,-50,-46,-41,-61,NaN,-57,NaN,-65,NaN,NaN,11
-53,-43,-55,-43,-65,-49,-40,-46,-58,-51,-46,-42,-59,NaN,-57,NaN,-64,NaN,-65,11
-53,-44,-52,-43,-64,-50,-53,-43,-56,-48,-44,-42,NaN,-66,-59,NaN,-64,NaN,-64,11
-53,-44,-53,-43,-66,-46,-38,-42,-57,-48,-46,-42,-62,-66,-60,NaN,-64,NaN,NaN,11
-53,-43,-55,-45,-63,-50,-39,-45,-60,-48,-47,-43,-61,-66,-60,NaN,-64,NaN,-63,11
-53,-43,-60,-43,NaN,-50,-38,-45,-57,-49,-47,-43,-59,-68,-59,-73,-64,NaN,-58,11
-53,-44,NaN,-43,NaN,-49,-39,-57,NaN,-49,-45,-44,-57,NaN,-55,NaN,-64,NaN,NaN,11
-52,-42,-53,-44,-67,-49,NaN,-45,-57,-49,-46,-42,NaN,NaN,-58,NaN,-66,NaN,NaN,11
-54,-43,-56,-41,-64,-49,NaN,-45,-58,-49,-46,-43,NaN,-64,-57,NaN,NaN,NaN,-66,11
-53,-44,-53,-43,-64,-48,-36,-45,-64,-49,-46,-43,-61,-66,-58,NaN,-83,NaN,NaN,11
-52,-43,-55,-43,-65,-49,NaN,-45,-62,-47,-47,-43,-63,NaN,-58,NaN,-64,NaN,-66,11
-52,-43,-51,-44,-64,-50,-36,-44,-58,-48,-45,-43,-64,-68,-58,NaN,NaN,NaN,-64,11
-53,-41,-51,-43,-66,-49,-38,NaN,NaN,-48,-46,-43,-68,NaN,NaN,-74,-64,NaN,-60,11
-54,-42,-50,-43,-62,-49,-42,-58,-64,-49,-46,-43,-64,NaN,-65,NaN,NaN,-76,NaN,11
-53,-43,-49,-43,-64,-46,-36,-45,-59,-47,-45,NaN,NaN,-68,NaN,NaN,-64,-72,-61,11
-54,-42,-50,-43,NaN,-50,-38,-81,-60,-47,-47,-43,-69,-67,-73,-71,-64,NaN,-59,11
-55,-43,NaN,-42,-60,-49,NaN,-57,-58,-47,-44,-41,NaN,-66,-62,NaN,-61,NaN,-59,11
-54,-44,-49,-43,-62,-49,-38,-44,-60,-47,-46,-42,-58,NaN,-58,NaN,-59,NaN,NaN,11
-53,-43,NaN,-44,NaN,-49,-37,-46,-59,-47,-45,-42,-59,NaN,-64,NaN,-67,NaN,NaN,11
-55,-52,-49,-44,-67,-49,-39,-44,-59,-48,-46,-42,NaN,-61,-60,-74,-64,-73,-65,11
-55,-45,NaN,-44,-63,-51,NaN,-47,-60,-47,-47,-42,NaN,-65,-58,NaN,NaN,NaN,NaN,11
-55,-44,-59,-43,-66,-49,-42,-44,-56,-49,-45,-42,-60,-68,-64,NaN,-62,NaN,NaN,11
-47,-46,-54,-43,-63,-49,-40,-53,-62,-49,-50,-42,-58,NaN,-63,NaN,-64,NaN,NaN,11
-55,-44,-54,-43,-66,-49,-39,-45,-60,-47,-44,-41,-58,NaN,-59,NaN,-57,NaN,-60,11
-54,-44,-51,-44,-64,-49,-39,-45,-60,-47,-44,-42,-59,NaN,-58,-71,-65,NaN,NaN,11
-53,-43,-52,-72,-64,-49,-39,-42,-61,-50,-44,-42,-61,-66,-58,-74,-60,NaN,-62,11
-54,-43,-53,-43,-66,-50,-38,-45,-59,-48,-47,-42,-59,NaN,-59,NaN,-63,NaN,NaN,11
-55,-43,-51,-43,-65,-48,-40,-89,-59,-47,-46,-42,-61,-69,-58,-73,-57,-73,NaN,11
-54,-43,-50,-44,-64,-48,-42,-44,-59,-47,-47,-42,-62,-67,-58,NaN,-61,NaN,-63,11
-54,-44,-50,-43,-65,-49,-40,-44,-60,-48,-47,-42,-61,-68,-60,NaN,-63,NaN,-62,11
-53,-44,-50,-44,-64,-49,-38,-44,-60,-47,-46,-41,-59,-66,NaN,NaN,NaN,-73,NaN,11
-52,-43,-50,-44,-61,-50,-42,-46,-59,-47,-46,-42,-60,-68,NaN,NaN,-60,-73,-65,11
-54,-42,-48,-43,-60,-49,-42,-50,-58,-47,-48,-40,-64,-67,-59,-72,-63,NaN,-65,11
-54,-42,NaN,-42,NaN,-53,NaN,-42,-58,-47,-46,-41,NaN,NaN,NaN,NaN,-72,NaN,-58,11
-53,-44,-54,-43,NaN,-50,-40,-43,-59,-47,-48,-42,-61,-69,-63,NaN,-64,NaN,-60,11
-52,-41,-47,-44,-60,-49,NaN,-43,-59,-47,-46,-42,-68,NaN,-62,-72,-63,NaN,-63,11
-54,-43,-49,-42,NaN,-46,-39,-43,-57,-48,-46,-42,-61,-67,-58,NaN,-64,NaN,NaN,11
-54,-44,-49,-44,-62,-49,-40,-53,-63,-48,-46,-42,NaN,-69,-58,NaN,-63,NaN,NaN,11
-54,-44,-49,-45,-62,-50,-44,NaN,-60,-48,-44,NaN,-61,-67,-60,NaN,-63,NaN,NaN,11
-53,-44,-50,-43,-61,-49,-40,-43,-59,-47,-46,-41,-60,-65,-56,NaN,-63,NaN,-63,11
-53,-46,-54,-42,-80,-50,NaN,-43,-60,-47,-46,-42,-59,NaN,-58,NaN,-84,-72,NaN,11
-53,-43,-50,-43,-60,-50,-39,-43,-60,-47,-45,-42,-64,NaN,-59,NaN,-64,-72,NaN,11
-54,-46,-52,-45,-63,-49,-39,-60,-59,-49,-47,-42,-61,-66,-59,NaN,-63,NaN,NaN,11
-53,-43,-50,-43,NaN,-75,-40,-43,-58,-47,-46,-42,NaN,-65,-55,NaN,-64,NaN,NaN,11
-54,-43,-51,-43,-62,-49,-39,-43,-58,-47,-46,-41,-60,-67,-58,NaN,-59,NaN,NaN,11
-51,-38,-43,-37,-61,-58,-42,-45,-60,-49,-54,-42,-62,NaN,-57,NaN,NaN,NaN,-66,12
-51,-40,-43,-40,-67,-63,-41,-48,-58,-50,-46,-45,-54,-67,NaN,NaN,NaN,NaN,NaN,12
-55,-36,-43,-41,-59,-58,-38,-47,-51,-49,-45,NaN,-60,NaN,-55,NaN,NaN,NaN,NaN,12
-54,-34,-42,-40,-61,NaN,-42,NaN,-52,-45,-47,-46,NaN,NaN,-58,NaN,-60,-73,NaN,12
-50,-36,-43,-39,-62,-59,-39,-59,-54,-45,-48,-46,NaN,NaN,-52,-75,-62,NaN,-56,12
-49,-36,-42,-40,-60,-67,-38,-52,-55,-45,-48,-46,-60,-68,NaN,NaN,NaN,-74,-57,12
-51,-36,-43,-39,-60,-59,-39,-52,-54,-45,-48,-46,-60,-68,-54,NaN,-61,NaN,-80,12
-49,-36,-42,-40,-63,-60,-37,-51,-54,-45,-48,-46,-59,-68,NaN,-68,-60,-73,-65,12
-54,-34,NaN,-39,-64,-60,-37,-51,-64,-45,-49,-45,-61,NaN,NaN,NaN,-62,NaN,NaN,12
-50,NaN,-42,-40,-58,-61,-37,-48,-54,-45,-48,-46,-61,-69,NaN,NaN,-62,-73,-66,12
-50,-37,-42,-40,NaN,-61,NaN,-48,-54,-45,-48,-46,-60,NaN,-55,-75,-62,NaN,NaN,12
-50,NaN,NaN,-37,NaN,-60,-38,-49,-55,-45,-48,-44,-60,NaN,NaN,-74,-62,-74,-58,12
-51,-36,-68,-40,NaN,NaN,-37,-49,-54,-45,-49,-44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-54,NaN,-42,-38,-60,-61,-36,NaN,-54,-45,-48,-86,-60,NaN,NaN,NaN,-62,NaN,-65,12
-51,-43,-43,-39,-59,-62,NaN,-87,-53,-45,-50,-47,-59,NaN,NaN,-75,-62,NaN,-57,12
-50,-43,-41,-41,-63,-58,-38,-46,-53,-46,-46,-45,NaN,NaN,NaN,NaN,-63,NaN,NaN,12
-49,-35,-42,-45,-65,-60,-37,-50,-55,-44,-52,-46,NaN,NaN,-60,NaN,NaN,NaN,NaN,12
-50,NaN,-45,-39,-60,-61,NaN,-49,-53,-45,-49,-45,-61,NaN,NaN,NaN,-62,-74,NaN,12
-50,-36,-42,-39,-64,-52,-36,-50,-53,-44,NaN,NaN,NaN,NaN,-57,NaN,-48,-74,NaN,12
-50,-38,-42,-41,-63,-59,NaN,-50,-54,-42,-49,-44,-64,-80,-54,-75,-59,-73,-62,12
-51,-38,-41,-42,-66,-53,-74,-49,-53,-44,-48,-46,-63,-68,-54,NaN,-58,NaN,NaN,12
-52,-43,-42,-68,-62,-58,-40,-52,-53,-45,-49,-44,NaN,NaN,NaN,NaN,-61,NaN,-65,12
-50,-42,-44,-39,-62,NaN,NaN,-49,-53,-45,-47,-46,NaN,-68,-56,NaN,-60,-79,-57,12
-50,-37,-40,-39,-60,-65,-37,-53,-55,-44,-50,-44,-62,NaN,-54,NaN,NaN,NaN,-66,12
-52,-36,-41,-40,-62,-60,-38,-47,-64,-45,-47,-45,-61,-66,-53,NaN,-62,-73,-67,12
-52,-36,-42,-40,-64,NaN,-37,-49,-53,-45,-48,-45,-62,-67,NaN,NaN,-61,NaN,-60,12
-55,-37,-40,-40,-63,-62,-36,-48,-64,-45,-49,-44,-60,NaN,NaN,NaN,-61,NaN,-64,12
-51,-39,NaN,NaN,NaN,-54,NaN,-54,NaN,-44,-48,NaN,-62,NaN,NaN,NaN,-61,NaN,NaN,12
-52,-36,-41,-40,-62,-59,NaN,NaN,-64,-44,-49,-45,NaN,NaN,-54,NaN,-61,NaN,NaN,12
-54,-36,-41,-40,-64,-60,NaN,-49,-63,-44,-48,-45,NaN,NaN,NaN,NaN,-60,NaN,-59,12
-51,-36,-42,-40,-64,NaN,NaN,-49,-54,-45,-49,-44,-68,-68,NaN,NaN,-60,NaN,-66,12
-51,-34,-42,-38,-64,-60,NaN,-53,-54,-44,-48,-44,-59,-68,NaN,-76,-49,NaN,-59,12
-51,-36,-41,-40,NaN,-60,-37,-48,-55,-43,-48,-44,-60,NaN,-54,NaN,-61,-73,NaN,12
-50,-36,-41,NaN,-64,-49,-36,-49,-65,-44,-52,-44,-59,NaN,-54,NaN,-61,NaN,-66,12
-51,-36,-41,-40,-61,-57,-74,-48,-64,-45,-48,-45,-58,-68,-53,NaN,-62,-74,-58,12
-50,-36,-41,-40,-75,NaN,-36,-49,NaN,-44,-48,-45,-59,NaN,-53,NaN,NaN,NaN,-63,12
-50,-34,-42,-40,-64,-58,-37,-48,-55,-44,-48,-44,-66,-67,-56,NaN,-60,NaN,NaN,12
-50,-33,-41,-40,-64,NaN,-35,-53,-53,-44,-49,-44,-58,NaN,-54,-74,-61,-73,-64,12
-51,-38,-42,-39,-67,-60,-37,-48,-56,-46,-46,-45,-58,-69,NaN,NaN,-61,NaN,-67,12
-51,-41,-43,-40,-64,-55,-37,-50,-55,-44,-48,-44,-66,NaN,NaN,-74,-61,NaN,NaN,12
-54,-37,NaN,-41,-62,-60,NaN,-51,-64,-44,-49,-44,-60,-68,NaN,NaN,-61,NaN,-59,12
-51,-36,-41,-40,-61,-58,-38,-48,-53,-44,-48,-45,-58,NaN,NaN,NaN,-60,NaN,-68,12
-51,-36,-42,-40,-64,-61,-38,-48,-68,-44,-49,-46,-60,-70,-54,NaN,-61,NaN,NaN,12
-51,-36,-41,-40,-63,-49,-37,-48,-72,-44,-50,-44,-67,NaN,NaN,NaN,-60,NaN,NaN,12
-51,-36,-43,-40,-64,NaN,-39,NaN,-54,-44,-47,-45,-59,NaN,NaN,NaN,-62,-73,-57,12
-52,-36,-42,-40,NaN,-60,-38,-51,-54,-45,-48,-46,-58,-67,-54,NaN,-61,-75,-64,12
-49,-36,-42,-40,-63,-60,-37,-53,-71,-77,-48,-45,-60,-65,NaN,NaN,-62,NaN,-64,12
-50,-36,-47,-40,-63,NaN,-68,-49,-68,-44,-48,-45,-62,-66,-55,-75,-62,-74,-54,12
-51,-36,-44,-40,-63,-63,-38,-49,-64,-45,-49,-45,-58,-68,-55,-75,-61,NaN,-56,12
-49,-36,-41,-40,-60,-64,-36,-48,-67,-45,-48,-45,-59,NaN,NaN,NaN,-63,NaN,-58,12
-52,-36,-43,-40,NaN,-61,NaN,-50,-53,-47,-48,NaN,-60,NaN,NaN,NaN,-62,NaN,-60,12
-49,-36,-43,-39,NaN,-64,-38,-49,-72,-45,-48,-46,-62,NaN,-55,NaN,-61,NaN,-58,12
-51,-36,-41,-40,-62,-61,-37,-45,-58,-45,-49,-46,-62,-68,-55,-73,-61,NaN,-57,12
-51,-36,-42,-39,-60,-60,-38,-52,-70,-45,-48,-46,NaN,-67,NaN,NaN,-60,-73,-56,12
-50,-73,-42,-67,-72,NaN,-40,-54,-54,-45,-48,-46,-61,-67,NaN,NaN,-62,-72,-63,12
-49,-36,-46,-40,-63,-62,-39,-49,-55,-45,-48,-46,-59,NaN,-55,-74,-61,NaN,NaN,12
-50,-34,-42,-40,-90,NaN,-38,-49,-70,-44,-48,-46,-58,NaN,NaN,-75,-61,NaN,-64,12
-51,-36,-43,-40,-63,-60,-39,-48,-56,-46,-48,-45,NaN,-69,-55,NaN,-51,NaN,-56,12
-50,-36,-45,-40,-63,-55,-38,-47,-55,-45,-50,-46,-67,-63,-54,-74,-63,NaN,-57,12
-50,-36,NaN,-43,NaN,-59,-38,-48,-54,-44,-50,-43,-57,NaN,-55,NaN,-59,NaN,NaN,12
-50,-35,-42,-40,NaN,-58,-40,-52,-55,-44,-50,NaN,-59,NaN,NaN,NaN,-64,NaN,-63,12
-50,-36,-41,-40,-64,-59,-40,-50,-57,-44,-48,-45,-60,-67,-59,NaN,NaN,NaN,-65,12
-50,-36,-41,-41,-65,-52,-38,-48,-55,-45,-49,-45,-55,NaN,-56,NaN,-62,NaN,-62,12
-49,-38,-43,-41,-64,-57,NaN,-50,NaN,-45,-51,-42,-60,-67,NaN,-76,-66,-75,-56,12
-50,-41,NaN,-40,-62,NaN,-38,-47,-54,-44,-48,-44,-59,-67,-55,NaN,NaN,-71,-55,12
-51,-39,-74,-41,-63,-56,-40,-51,-63,-43,-48,-47,-59,NaN,-56,NaN,-63,NaN,-58,12
-50,-39,-43,-39,NaN,-61,-40,-49,-57,-45,-49,-45,-59,-69,-55,NaN,NaN,NaN,-55,12
-50,-37,-41,-40,-65,-65,-39,-50,-56,-44,-53,-45,-58,-66,-56,NaN,NaN,NaN,-61,12
-50,NaN,-45,NaN,-62,-62,-37,-50,-56,-45,-50,-45,-58,NaN,NaN,NaN,-61,NaN,NaN,12
-53,-37,-42,-41,-64,-57,-35,-50,-55,-45,-49,-44,-57,-68,-56,NaN,-67,-73,-62,12
-51,-37,-46,-42,-83,NaN,-39,-56,-65,-44,-48,-47,-57,-68,-56,-75,-55,-74,-59,12
-52,-36,-42,-43,-77,NaN,-41,-51,-55,-44,-51,-46,-60,-68,-55,-74,-60,NaN,-59,12
-55,-40,-42,-43,-65,-58,NaN,-52,NaN,-46,-55,-45,-60,-71,-54,-74,-60,NaN,-61,12
-54,-39,-43,-39,-61,-55,-40,-59,NaN,-45,-48,-44,NaN,NaN,-55,NaN,-58,NaN,-58,12
-49,-39,-39,-43,-65,-52,-36,-53,-54,-44,-45,-52,-59,NaN,NaN,NaN,-61,-77,-60,12
-50,-37,NaN,-38,-62,-55,-38,-50,-71,-44,-46,-51,-59,NaN,-54,NaN,-61,NaN,-58,12
-50,-38,-41,-40,NaN,NaN,-40,-51,-55,-44,-47,NaN,NaN,NaN,-56,NaN,-63,NaN,NaN,12
-51,-37,-42,-40,-61,NaN,-41,-50,-71,-44,-48,-45,-58,NaN,-55,NaN,-63,NaN,NaN,12
-50,-36,-43,-41,-61,NaN,-39,-50,-56,-44,-48,-46,-59,-66,-55,NaN,-61,NaN,-57,12
-53,-37,-41,-41,-63,NaN,-38,-51,-55,-44,-49,-45,-61,-67,-55,-66,-60,NaN,-57,12
-47,-43,-64,-34,NaN,-58,-42,NaN,-65,-55,-42,-38,-63,NaN,-57,NaN,-62,NaN,NaN,13
-46,-45,-52,-34,-59,-54,-42,-52,NaN,-50,-45,-38,NaN,NaN,-60,NaN,NaN,NaN,NaN,13
-47,-43,-69,-32,-57,-50,NaN,-51,-64,-50,-45,-38,NaN,NaN,-69,-70,-65,NaN,NaN,13
-46,-43,-53,-34,-57,-49,-43,-61,-62,-49,-48,-38,-66,-71,NaN,NaN,-57,-66,NaN,13
-47,-43,NaN,-32,-59,-48,NaN,-55,-62,-49,-44,-38,-57,NaN,NaN,NaN,-64,NaN,-66,13
-41,-42,-52,-32,-60,-50,-42,-52,-63,-51,-46,-38,-58,NaN,NaN,NaN,-51,NaN,-65,13
-47,-45,-55,-32,-56,-49,-41,-50,NaN,-50,-44,-38,-58,NaN,NaN,NaN,-57,NaN,NaN,13
-47,-45,-54,-32,NaN,-50,NaN,-57,-63,-50,-44,-38,NaN,NaN,-59,NaN,NaN,NaN,-66,13
-45,-42,-52,-31,-56,-48,-41,-48,-61,-49,-50,-41,-56,-67,-59,NaN,-66,NaN,-64,13
-47,-43,-51,-43,-57,-51,-42,-50,-61,-50,-47,-36,-60,NaN,NaN,NaN,NaN,NaN,NaN,13
-47,-44,-57,-32,-57,-43,-41,-49,-61,-50,NaN,-43,NaN,NaN,NaN,NaN,-58,NaN,-55,13
-47,-49,-55,-33,-60,-49,-43,-54,NaN,-50,-44,-38,NaN,NaN,NaN,NaN,-65,NaN,-52,13
-46,NaN,NaN,-68,-60,-50,NaN,-49,NaN,-50,NaN,-38,-54,NaN,NaN,NaN,-63,NaN,-56,13
-46,-44,-57,-32,-56,-51,-43,-50,-62,-50,-45,-38,NaN,NaN,NaN,NaN,-57,NaN,NaN,13
-47,-46,-52,NaN,-59,-49,-42,-50,-63,-50,-43,-38,NaN,NaN,-60,NaN,-65,NaN,-62,13
-46,NaN,-49,-34,-58,-51,-42,-50,-63,-50,-62,-38,-55,NaN,NaN,NaN,-66,NaN,-58,13
-47,NaN,-53,-32,-60,-44,-42,-51,-64,-50,-43,-38,-53,NaN,-57,NaN,NaN,NaN,NaN,13
-47,-44,-57,NaN,-59,-50,-41,-51,-70,-50,-43,-38,-56,NaN,NaN,NaN,-64,NaN,-63,13
-47,-44,-57,-33,-57,-51,-42,-51,-70,-50,NaN,-37,-54,NaN,-58,NaN,NaN,NaN,NaN,13
-46,-44,-57,-33,-60,-50,-42,-51,-65,-50,-43,-38,-54,-61,NaN,NaN,-66,-67,-63,13
-47,-45,-55,-32,-58,-50,-42,-51,-61,-50,-44,-38,-54,NaN,-60,NaN,NaN,-66,NaN,13
-47,-44,-58,-32,-57,-50,NaN,-51,-64,-50,-45,-37,-54,NaN,-55,NaN,NaN,NaN,-64,13
-48,-45,-56,-32,-59,-50,-42,-50,-55,-50,-45,-38,-55,NaN,NaN,NaN,-58,-66,NaN,13
-45,-44,-54,-32,-58,-44,-42,-51,-67,-50,-45,-38,-55,NaN,NaN,-62,-64,NaN,-64,13
-46,-44,NaN,-32,-62,-50,-46,-51,-71,-50,-45,-38,NaN,NaN,-58,NaN,NaN,NaN,-61,13
-46,-44,-54,-32,-59,-51,NaN,-51,-57,-50,-46,-59,-54,NaN,NaN,NaN,-65,-66,-61,13
-47,-44,-51,-32,-57,-49,-42,-51,-59,-50,-46,-38,-55,NaN,NaN,NaN,-60,-66,-64,13
-47,-44,-56,-32,-58,-51,-41,-51,-60,-50,-45,-38,-65,NaN,NaN,NaN,-66,NaN,-62,13
-47,-43,-54,-32,-56,-50,-41,-52,-59,-50,-45,-38,-61,-73,-59,NaN,-60,NaN,-64,13
-47,-44,-52,-32,-58,-50,-38,-50,-63,-50,-45,-38,-60,NaN,NaN,NaN,NaN,NaN,-54,13
-46,-45,-50,-32,-60,-50,NaN,-52,-61,-50,-45,-37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-47,-44,-49,-32,NaN,-50,-41,-51,-64,-50,-45,-37,-60,-68,NaN,NaN,NaN,NaN,NaN,13
-47,-45,-50,-32,-58,-48,-41,-53,-62,-50,-45,-38,NaN,NaN,NaN,NaN,-58,NaN,NaN,13
-46,-45,-51,-32,-57,-44,-41,-57,-64,-50,-45,-38,-62,-70,-60,NaN,-60,NaN,-66,13
-47,-45,-50,-69,-59,-50,NaN,-48,-69,-50,-44,-38,-61,NaN,NaN,NaN,-57,NaN,NaN,13
-47,-44,-51,-32,NaN,-50,-41,-51,-58,-50,-45,-38,-58,-72,-60,NaN,NaN,NaN,NaN,13
-48,-44,-50,-32,-57,-50,NaN,-51,-62,-50,-44,-38,-61,-68,-70,NaN,-57,NaN,-64,13
-46,-44,-50,-32,NaN,-50,-42,-58,-63,-50,-45,-39,-59,NaN,-60,NaN,-56,-66,-54,13
-47,-44,-51,-32,-60,-49,-42,-51,-62,-50,-47,-38,-56,NaN,-67,NaN,-57,NaN,-59,13
-47,-45,-52,-32,-66,-50,-42,-58,-64,-50,-44,-37,-63,NaN,-61,NaN,-50,-66,-57,13
-46,-44,-51,-32,-63,-50,-41,-51,-63,-50,-45,-39,-58,NaN,-69,NaN,NaN,NaN,-53,13
-47,-45,-49,-32,-64,-51,-42,-51,-63,-50,-45,-38,-53,NaN,-57,NaN,-63,NaN,-54,13
-46,-40,-49,-32,-67,-50,NaN,-51,-60,-50,-46,-38,-63,NaN,-57,NaN,NaN,NaN,-58,13
-46,-44,-49,-32,-60,-50,NaN,-49,-64,-50,-44,-37,-64,-66,NaN,NaN,-60,NaN,NaN,13
-47,-44,-50,-33,-60,-50,-41,-49,-62,-51,-44,-38,-53,NaN,-61,NaN,-57,NaN,-61,13
-47,-43,-50,-32,-58,-44,-45,-57,-64,-50,-44,-39,-64,NaN,NaN,NaN,-67,NaN,NaN,13
-47,-44,-52,-32,NaN,-50,-42,-51,-64,-50,-44,-38,-53,NaN,NaN,NaN,-57,NaN,NaN,13
-47,-44,-53,-32,-59,-51,-41,-53,-62,-50,-45,-37,-54,NaN,-61,NaN,-57,NaN,NaN,13
-46,-43,-50,-32,NaN,-50,-43,-50,-60,-50,-46,-37,NaN,-68,NaN,NaN,NaN,NaN,NaN,13
-46,-45,-52,-33,-61,-52,-42,-49,-55,-50,-44,-38,-56,NaN,-57,NaN,-67,NaN,-72,13
-47,-44,-50,-32,-61,-51,-42,-52,-64,-50,-44,-42,-53,-68,NaN,NaN,-57,NaN,-64,13
-47,-44,-52,-32,-61,-50,-40,-51,-64,-50,-47,-38,-54,-67,-68,NaN,-50,NaN,NaN,13
-47,-44,-52,-32,-61,-50,-41,-51,-61,-50,-47,-39,-53,NaN,NaN,NaN,NaN,NaN,NaN,13
-45,-44,-67,-32,-60,-50,-42,-51,-60,-50,-46,-38,NaN,-67,NaN,NaN,-64,-66,-68,13
-47,-44,-53,-32,-60,-45,-42,-51,-63,-50,-44,-38,-53,NaN,-60,NaN,-64,NaN,-68,13
-47,-44,-53,-32,-61,-50,-41,-52,-65,-50,-44,-39,-55,NaN,-60,NaN,-66,-67,NaN,13
-45,-48,-48,-32,-69,-49,-42,-55,-59,-50,-44,-38,-66,-68,-61,NaN,-59,-67,-63,13
-47,-46,-52,-32,-59,-44,-42,-52,-64,-50,-45,-38,-54,NaN,-60,NaN,NaN,-66,NaN,13
-47,-45,-52,-32,-60,-50,-42,-52,-64,-50,-45,-38,-53,-68,-59,NaN,-64,NaN,-64,13
