04:18:d6:c1:98:24_inonet,06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:13:0d:9d_EROGLU,REF_POINT
-55,-60,-44,-64,-50,-81,-52,-43,-65,-52,-51,-50,-46,-58,-53,-65,-57,-57,-70,NaN,16
-55,-60,-42,-61,-52,-78,-53,-38,-65,-52,-51,-51,-46,-58,-65,-65,-61,-57,-69,NaN,16
-55,-60,-43,-60,-52,-77,-52,-43,-60,-52,-51,-51,-47,-59,-59,NaN,-58,-58,-71,NaN,16
-57,-60,-44,-60,NaN,-77,-53,-42,-60,-49,-52,-51,-46,-59,-58,NaN,-58,-57,-70,NaN,16
-57,-60,-43,-64,-57,-77,-55,-43,-61,-49,-53,-50,-46,-58,-57,-63,-57,-57,-71,NaN,16
-56,-61,-44,-59,-56,-78,-56,-41,-62,-49,-52,-50,-45,-58,-58,-64,-58,-57,-69,NaN,16
-54,-60,-44,-65,-89,-79,-55,-43,-62,-50,-53,-50,-47,-58,-59,-62,-60,-57,-71,NaN,16
-55,-60,-44,-64,-89,-78,-52,-42,-66,-48,-52,-51,-47,-59,-58,-64,-57,-57,-70,NaN,16
-56,-60,-44,-63,-54,-78,-55,-42,-62,-47,-50,-51,-50,-58,-58,-64,-57,-57,-70,NaN,16
-57,-60,NaN,-63,-54,NaN,-49,NaN,-63,-49,-51,-51,-45,-58,-59,-63,-56,-64,-69,NaN,16
-60,-61,-47,-61,-54,NaN,-53,-39,-63,-50,-52,-51,-46,-58,-58,-64,-57,-57,-69,-73,16
-58,-61,-43,-60,-54,NaN,-53,-42,-63,-51,-51,-50,-46,-57,-59,-64,-57,-72,-66,-73,16
-56,-61,-43,-63,-54,-72,-54,-42,-62,-53,-52,-51,-45,-58,-59,-65,-59,-57,-69,NaN,16
-58,-61,-44,-59,-53,-74,-54,-42,-64,-52,-50,-51,-45,-58,-58,-63,-58,-57,-69,-73,16
-56,-60,-44,-60,-53,-73,-53,-38,-64,-50,-51,-50,-45,-58,-58,-64,-57,-57,-69,-65,16
-57,-61,-44,-60,-53,-83,-53,-42,NaN,-49,-51,-50,-50,-59,-59,-64,-57,-57,NaN,-65,16
-57,-61,-44,-63,-54,-78,-54,-42,-63,-48,-50,-50,-45,-62,-53,-64,-58,-56,-70,-71,16
-57,-60,-44,-53,-54,-76,-56,-43,-65,-48,-50,-51,-47,-59,-59,-65,-56,-58,-71,-71,16
-55,-61,-44,-53,-55,-77,-56,-43,-63,-48,-50,-50,-46,-59,-60,-62,-58,-57,-70,-71,16
-56,-61,-44,-59,-55,-77,-54,-69,-64,-48,-50,-52,-46,-58,-60,-63,-58,-57,-70,-73,16
-55,-60,-43,-59,-55,-77,-52,-42,-63,-50,-49,-51,-46,-59,-58,-63,-58,-57,-71,-72,16
-58,-60,-44,-59,-55,-76,-53,-41,-63,-49,-51,-51,-46,-59,-62,-64,-58,-56,-71,-72,16
-59,-60,-44,-65,-55,-76,-53,-42,-63,-50,-51,-51,-46,-59,-59,-63,NaN,-57,-71,NaN,16
-56,-60,-44,-63,-53,NaN,-55,-42,-63,-49,-51,-51,-46,-58,-60,-60,-56,-56,-60,-70,16
-57,-59,-44,-64,-53,-77,-53,-42,-63,-49,-51,-51,-47,-58,-59,-64,-59,-57,-70,-70,16
-57,-61,-44,-55,-52,-77,-57,-43,-65,-48,-51,-51,-46,-58,-59,-62,-57,-55,-71,-68,16
-59,-60,-68,-53,-52,-77,-55,-40,-58,-48,-49,-51,-47,-58,-59,-64,-56,-57,-70,-70,16
-56,-60,-44,-53,-53,-77,-55,-42,-60,-48,-52,-51,-46,-57,-59,-61,-54,-57,-71,-70,16
-60,-59,-44,-63,-52,-78,-52,-42,-64,-49,-50,-50,-47,-58,-59,-61,-54,-57,-71,-70,16
-56,-58,-44,-63,-52,-76,-54,-42,-62,-49,-52,-51,-45,-57,-63,NaN,-56,-57,NaN,NaN,16
-55,-59,-44,-64,-53,-72,-54,-43,-63,-49,-48,-51,-46,-57,-59,-65,-56,-56,-70,NaN,16
-57,-60,-57,-64,-53,-77,-54,-43,-63,-50,-50,-52,-46,-58,-61,-70,-56,-57,-71,-74,16
-55,-60,-44,-61,-53,-77,-58,-43,-62,-49,-51,-51,-45,-58,-50,-64,-57,-56,-72,-74,16
-56,-60,-43,-63,-54,-77,-55,-48,-60,-48,-50,-51,-46,-57,-60,-66,-57,-57,-69,NaN,16
-57,-60,-44,-63,-53,NaN,-55,-43,-62,-65,-50,NaN,-47,-58,-59,-65,-57,-58,-72,NaN,16
-56,-60,-44,-64,-53,NaN,-54,-43,-60,-47,-51,-51,-46,-58,-60,-65,-55,-56,-70,NaN,16
-59,-60,-44,-65,-53,NaN,-54,-43,-64,-47,-51,-52,-45,-57,-55,-65,-56,-57,-69,NaN,16
-55,-61,-43,-59,-53,NaN,-55,-42,-63,-47,-51,-52,-46,-57,-60,-66,-56,-57,-71,NaN,16
-59,-60,-42,-57,-53,NaN,-54,-43,-62,-47,-51,-51,-46,-56,-60,-63,-55,-57,-71,NaN,16
-55,-60,-42,-64,-54,NaN,-55,-44,-65,-47,-51,-55,-46,-57,-60,-63,-55,-57,-71,NaN,16
-60,-60,-43,-63,-54,NaN,-55,-42,-63,-48,-51,-51,-47,-58,-60,-64,-54,-56,-69,NaN,16
-57,-59,-44,-63,-54,-78,-54,-43,-61,-48,-52,-51,-45,-55,-60,-65,-56,-56,-69,NaN,16
-56,-60,-44,-63,-54,-76,-55,-40,-63,-47,-52,-52,-47,-56,-60,-64,-56,-62,NaN,NaN,16
-64,-60,-42,-62,-53,-79,-54,-42,-63,-48,-50,-52,-46,-61,-60,-64,-55,-57,-60,NaN,16
-57,-60,-44,-62,-54,-79,-54,-41,-63,-64,-51,-52,-48,-57,-60,-65,-55,-56,-71,NaN,16
-56,-60,-44,-63,-54,-75,-56,-40,-64,-47,-51,-52,-46,-57,-61,-65,-60,-56,-72,-73,16
-62,-60,-43,-55,-52,-75,-53,-41,-67,-48,-52,-52,-47,-62,-59,-65,-61,-58,-72,-73,16
-59,-59,-42,-62,-52,-78,-53,-44,-63,-47,-51,-52,-47,-57,-60,-65,-57,-56,-71,-73,16
-55,-60,-44,-63,NaN,-78,-55,-68,-63,-47,-51,-52,-47,-58,-61,-64,-56,-57,-72,-74,16
-55,-61,-52,-59,-59,NaN,-59,-40,-56,-44,-55,-57,-49,-63,-63,-70,-55,-70,-77,-74,17
-60,-61,-58,-59,-64,-60,-52,-43,-60,-45,-55,-49,-43,-65,-57,-70,-54,-68,-77,NaN,17
-54,-63,-52,-59,-58,-60,-53,-41,-58,-45,-55,-50,-43,-63,-57,NaN,-53,-70,NaN,NaN,17
-53,-63,-53,-58,-55,-61,-53,-43,-60,-46,-57,-50,-42,-65,-59,-64,-52,-70,-77,-71,17
-53,-63,-60,-56,-61,-61,-53,-42,-60,-46,-57,-50,-44,-67,-59,-69,-55,-68,-83,-71,17
-52,-63,-53,-58,-66,-78,-52,-42,-59,-46,-56,-53,-43,-67,-59,-65,-55,-72,-77,NaN,17
-58,-63,-53,-57,-59,-60,-53,-41,-58,-44,-56,-50,-42,-64,-60,-69,-54,-72,-76,-71,17
-53,-63,-53,-58,-60,-65,-53,-42,-59,-44,-57,-50,-43,-65,-61,-69,-56,-71,-79,-69,17
-60,-63,-53,-58,-62,-60,-53,-42,-58,-45,-57,NaN,-44,-65,-61,-65,-58,-71,-79,-71,17
-60,-63,-61,-58,-58,-60,-57,-41,-57,-45,-57,-50,-44,-65,-59,-64,-56,-71,NaN,-71,17
-59,-63,-61,-56,-58,-57,-52,-42,-58,-46,-57,-50,-43,-62,-59,-65,-57,-70,-76,NaN,17
-53,-64,-50,-58,-58,-57,-53,-42,-57,-55,-56,-60,-43,-63,-59,-63,-58,-71,-76,-70,17
-53,-64,-65,-58,-56,-60,-53,-41,-57,-46,-58,-50,-43,-63,-57,-64,-58,-71,-78,-69,17
-54,-63,-49,-56,-57,-60,-52,-43,-56,-45,-56,-50,-43,-64,-57,-65,-52,-71,-77,-69,17
-63,-63,-53,-58,-59,-60,-52,-42,-58,-44,-55,-50,-43,-64,-58,-65,-57,-80,-78,-71,17
-53,-64,-53,-58,-59,-61,-53,-43,-57,-45,-57,-50,-43,-64,-59,NaN,-57,-80,-78,-71,17
-53,-64,-53,-57,-60,-61,-53,-67,-57,-45,-57,-54,-43,NaN,-56,-65,NaN,NaN,-77,-66,17
-55,-64,-53,-57,-60,-58,-53,-39,-57,-46,-55,-49,-44,-64,-61,-67,NaN,-72,-78,-72,17
-53,-63,-52,-57,-58,-60,-52,-43,-58,-45,-57,-54,-44,-87,-60,-63,-55,-72,-78,-72,17
-56,-63,-53,-59,-59,-60,-52,-42,-57,-46,-57,-50,-44,-87,-60,-61,-55,NaN,-80,-72,17
-54,-63,-53,-60,-69,NaN,-53,-42,-59,-46,-57,-50,-43,-64,-58,-63,-55,-71,-80,-72,17
-55,-61,-52,-60,-61,-60,-53,-41,-60,-46,-56,-49,-43,-64,-61,-63,-60,-71,NaN,NaN,17
-54,-63,-52,-59,-65,-60,-52,-43,-59,-46,-56,-50,NaN,-64,-60,-65,-56,-64,NaN,NaN,17
-53,-63,NaN,-59,-57,-60,-52,-42,-59,-46,-56,-49,-44,-65,-60,-65,-58,-70,NaN,NaN,17
-53,-63,NaN,-58,-57,-60,-51,-43,-56,-45,-56,-51,-44,-66,-59,-67,-56,-69,-79,NaN,17
-53,-63,-51,-58,-67,-60,-52,-83,-58,-45,NaN,-50,-44,-66,-60,-63,-56,-69,-76,NaN,17
-53,-63,-53,-60,-59,-60,-52,-42,-58,-46,-56,-50,-44,NaN,-59,-67,-54,-70,-79,NaN,17
-53,-63,-53,-60,-59,-60,-51,-42,-60,-45,-56,-50,-44,-65,-59,-67,-56,-70,-77,NaN,17
-59,-62,-53,-58,-59,-60,-51,-43,-60,-45,-56,-48,-43,-64,-59,NaN,-56,-69,-77,NaN,17
-59,-63,-53,-58,-59,-61,-55,-51,NaN,NaN,-56,-50,-43,-64,-63,NaN,-55,-70,NaN,NaN,17
-53,-63,-52,-59,-58,-60,-52,-42,-59,-45,-55,-48,-44,-69,-60,-63,-59,-70,NaN,NaN,17
-52,-63,-52,-58,-60,-61,-51,-42,-58,-46,-55,-50,-44,-66,-60,-63,-59,-69,NaN,NaN,17
-59,-63,-53,-56,-63,-61,-52,-43,-59,-63,-63,-51,-43,-65,-59,-63,-55,-70,NaN,NaN,17
-54,-63,-51,-59,-59,-60,-52,-81,-58,-46,-63,-50,-42,-68,-59,-65,-55,-70,NaN,NaN,17
-55,-63,-66,-59,-58,-59,-50,-51,-57,-46,NaN,-50,-43,-68,-58,-63,-55,-69,NaN,-67,17
-53,-63,-52,-59,-57,-61,-52,-42,-59,-47,NaN,-50,-44,NaN,-60,-63,-53,-69,NaN,-67,17
-53,-63,-52,-59,-59,-58,-52,-42,-59,-47,-57,-50,-44,-67,-60,-63,-53,-66,NaN,NaN,17
-54,-63,-53,-58,-59,-59,-53,-43,-60,-47,-58,-50,-45,-67,-58,-66,-63,-66,NaN,NaN,17
-51,-62,-51,-59,NaN,-59,-53,-42,-58,-50,-58,-50,-43,-64,-58,-64,-63,-72,NaN,NaN,17
-53,-63,-55,-57,-64,-60,-52,-43,-59,-50,-58,-50,-43,-63,-57,-63,-56,-70,-79,NaN,17
-56,-63,-51,-58,-67,-60,-53,-42,-58,-48,-58,-50,-44,-63,-57,-65,-54,-71,-77,NaN,17
-57,-62,-51,-57,-67,-56,-53,-43,-59,-50,-54,-51,-44,NaN,-59,-65,-54,-90,-77,NaN,17
-55,-62,NaN,-57,-60,-60,-53,-43,-58,-65,-54,-51,-44,-67,-60,NaN,-56,-90,NaN,NaN,17
-57,-63,-50,-58,-61,-60,-53,-41,-58,-49,-59,NaN,-43,-64,-58,-64,-89,-71,-79,NaN,17
-60,-63,-51,-57,-65,-60,-53,-43,-59,-49,-57,-50,-43,-63,-58,-64,-89,-72,-78,NaN,17
-57,-63,-51,-58,-60,-59,-53,-42,-60,-49,-58,-50,-43,-63,-60,-63,-56,-71,-78,NaN,17
-53,-63,-52,-58,-60,-61,-53,-41,-59,-48,-57,-50,-44,-64,-59,-65,-56,-71,-79,-69,17
-53,-63,-51,-63,-60,-59,-53,-65,-58,-65,-59,-50,-44,-64,-59,-65,NaN,-70,-79,-69,17
-54,-63,-50,-63,NaN,-59,-52,-43,-60,-47,-57,-51,-43,NaN,-61,-64,-57,-70,NaN,NaN,17
-54,-62,-51,-58,-59,-59,-65,-43,-59,-47,-57,-51,-44,-60,-60,-63,-56,NaN,NaN,NaN,17
-54,-63,-51,-58,-64,-60,-52,-50,-59,-47,-59,-50,-43,-66,-59,-63,-53,NaN,-79,NaN,17
-54,-63,-51,-58,-64,-60,-53,-50,-59,-47,-59,-50,-43,-66,-60,-67,-56,-71,-79,NaN,17
-54,-63,-58,-57,NaN,-60,-52,-43,-60,-47,-57,-50,NaN,-66,-57,-65,-55,-71,NaN,NaN,17
-56,-63,-58,-57,-59,-60,-52,-43,-57,-47,-60,-49,-45,-69,-65,-58,-57,-71,NaN,NaN,17
-56,-61,-52,NaN,-60,-59,-51,-44,-60,-48,-60,-49,-44,-63,-59,-67,-57,-73,-77,-70,17
-56,-62,-52,-59,-59,-59,-52,-42,-58,-49,-59,-50,-47,-64,-59,-64,-55,-71,-77,-69,17
-54,-63,-52,-56,-59,-60,-51,-41,-58,-47,-58,-49,-47,-64,-58,-64,-54,-71,NaN,-69,17
-60,-63,-51,-56,NaN,-59,-52,-41,-61,-48,-57,-50,-43,-64,-63,-68,-55,NaN,NaN,NaN,17
-59,-63,-56,-60,-59,-61,-52,-42,-60,-49,-54,-49,-43,NaN,-59,-65,-56,-73,NaN,NaN,17
-55,-63,-51,-60,-61,-60,-51,-42,-61,-49,-56,-50,-43,NaN,-59,-65,-55,-73,NaN,-70,17
-59,-63,-50,-56,-60,-60,-52,-43,-60,-49,-56,-49,-43,-65,-86,-64,-58,-71,NaN,-70,17
-54,-64,-50,-58,-62,-60,-51,-42,-59,-49,-55,-49,-44,-65,-61,-62,-55,-70,-78,NaN,17
-53,-63,-50,-57,-62,-59,-51,-43,-60,-47,-56,-50,-44,-66,-61,-62,-55,-70,-77,NaN,17
-54,-63,-53,-57,-66,-60,-52,-43,-58,-48,-61,-50,-43,-65,-59,-62,-55,-70,-77,-74,17
-57,-62,-65,-58,-70,-60,-53,-42,-58,-48,-58,-50,-43,-65,-60,NaN,-55,-70,NaN,-74,17
-53,-62,-51,-56,-62,-59,-53,-41,-57,-48,-57,-50,-44,-65,-59,-65,-56,NaN,NaN,NaN,17
-54,-63,-52,-58,-63,-60,-52,-42,-58,-48,-57,-50,-43,-66,-60,-65,-56,-71,-83,NaN,17
-52,-63,-52,-57,-60,-59,-52,-40,-57,-47,-57,-50,-43,-71,-59,-63,-54,-71,-72,NaN,17
-54,-63,-51,-57,-60,-60,-52,-41,-57,-49,-57,-50,-44,-65,-59,-63,-54,NaN,-72,NaN,17
-51,-62,-51,-57,-60,-60,-52,-43,-57,-51,-57,-50,-44,-64,-60,NaN,-54,-71,NaN,NaN,17
-54,-63,-51,-58,-62,-60,-52,-49,-56,-51,-57,-50,-44,-69,-55,-66,-54,-71,NaN,NaN,17
-55,-63,-49,-57,-62,-60,-53,-42,-59,-47,-56,-50,-43,-64,-55,-66,-56,-77,NaN,NaN,17
-53,-62,-50,-58,-61,-60,-52,-42,-60,-51,-62,-48,-56,-64,-55,-66,-56,-77,NaN,NaN,17
-61,-61,-52,-58,-61,-60,-52,-41,-58,-48,-56,-50,-42,-64,-60,-66,-54,NaN,-78,NaN,17
-56,-62,-51,-58,-65,-59,-51,-43,-56,-46,-57,-50,-44,-61,-57,-65,-54,NaN,-78,NaN,17
-54,-62,-51,-57,-65,-60,-52,-43,-56,-48,-57,-50,-44,-65,-56,-66,-54,-71,NaN,NaN,17
-52,-61,-51,-57,-66,-60,-52,-42,-58,-47,-57,-50,-43,-65,-56,-65,-57,-71,NaN,NaN,17
-56,-63,NaN,-57,-64,-60,-52,-41,-59,-48,-57,-50,-43,NaN,NaN,-65,-54,-71,-77,NaN,17
-53,-62,-51,-58,-64,-59,-52,-40,-58,-44,-57,-50,-43,NaN,-57,NaN,-54,-70,-79,NaN,17
-53,-62,-51,-57,-63,-60,-53,-42,-58,-46,-58,-50,-43,NaN,-57,NaN,-54,-70,-79,NaN,17
-52,-54,-53,-70,-54,-63,-55,-49,-59,-52,-63,-46,-40,-56,-57,-58,-53,-63,-68,NaN,18
-53,-57,-55,-70,-64,-62,-52,-37,-62,-56,NaN,-50,-39,-60,-60,-62,-53,-62,-68,NaN,18
-50,-55,-50,NaN,-64,-62,-51,-35,-63,-56,NaN,-50,-39,-60,-59,-62,-54,-61,NaN,NaN,18
-52,-56,-53,NaN,-63,-62,-51,-34,-63,-56,-49,-48,NaN,-58,-58,-58,-54,-63,NaN,NaN,18
-51,-56,-50,-67,-63,-62,-51,-35,-62,-55,-49,-52,-38,-57,-55,-58,-54,-62,-70,NaN,18
-50,-55,-53,-67,NaN,-90,-51,-36,-60,-59,-51,-49,-39,-60,-56,-55,-54,-63,-70,NaN,18
-49,-55,-50,-68,NaN,-63,-51,-36,-62,-60,-51,-48,-39,-56,-59,-63,-59,-65,-70,NaN,18
-50,-55,-50,-51,NaN,-62,-52,-35,-62,-58,-47,-47,-39,-56,-58,-59,-55,-63,-70,NaN,18
-52,-54,-50,-51,-63,-62,-52,-35,-63,-69,-47,-48,-37,NaN,-58,-59,-55,-61,-71,NaN,18
-50,-56,-50,-62,-60,-63,-51,-35,-63,-69,-53,-48,-38,-57,-58,NaN,-53,-61,-71,NaN,18
-53,-56,-51,-62,-60,-60,-53,-35,-60,-61,-46,NaN,-38,-57,-56,NaN,-51,-65,-66,NaN,18
-52,-55,-51,-67,NaN,-62,-51,-37,-66,-55,-48,-49,-38,-57,-58,NaN,-53,-60,-68,-71,18
-68,-55,-51,-67,-56,-63,-51,-36,-62,-61,-52,-48,-39,-58,-57,-55,-54,-63,-70,-71,18
-51,-55,-51,-68,-63,-67,-52,-36,-67,-61,-51,-48,-39,-58,-58,-59,-54,-63,-71,NaN,18
-51,-55,-48,-68,-58,-61,-52,-36,-59,-57,-46,-48,-39,-58,-57,-59,-55,-63,-70,NaN,18
-52,-56,-58,NaN,-59,-62,-52,-36,-61,-52,-47,-48,-38,-58,-57,-58,-55,-69,-70,NaN,18
-50,-55,-58,-66,-59,-62,-52,-36,-59,-55,-47,-48,-39,NaN,-57,-60,-54,-69,-70,NaN,18
-52,-54,-51,-66,-58,-59,-51,-35,-61,-55,-53,-48,-38,-60,-57,-60,-55,-62,-71,-68,18
-58,-55,-51,-64,-58,-61,-52,-35,-60,-51,-52,-48,-38,-59,-57,-60,-55,-62,-71,-68,18
-55,-55,-51,-55,NaN,-61,-53,NaN,-63,-51,-53,-48,-38,-64,-57,-62,NaN,-63,NaN,NaN,18
-53,-54,-51,-55,NaN,-62,-52,-35,-67,-57,-46,-48,-38,-64,-58,-58,-55,-64,-68,NaN,18
-51,-55,-53,NaN,NaN,-60,-51,-35,-60,-55,-47,-48,-37,-60,-56,-58,-55,-65,-69,-71,18
-54,-55,-51,NaN,-55,-61,-52,-35,-62,-57,-51,-48,-39,-60,-59,-62,-59,-65,-69,-71,18
-54,-56,-51,-66,-55,-62,-52,-36,-64,-63,-54,-48,-38,-58,-56,-59,-59,-62,NaN,NaN,18
-66,-55,-51,-65,-56,-62,-51,-35,-65,-60,-48,-48,-38,-59,-59,-61,-53,-64,NaN,NaN,18
-51,-55,-50,-65,-56,-61,-51,-35,-62,-55,-48,-48,-38,-58,-59,-59,-53,-64,-71,-67,18
-51,-56,-50,-61,-60,-62,-51,-36,-61,-54,-49,-49,-38,-58,-58,-59,NaN,NaN,-71,-67,18
-55,-55,-51,-61,-60,-62,-51,-35,-60,-54,-48,-48,-90,NaN,-55,NaN,-54,NaN,NaN,NaN,18
-51,-56,-49,NaN,-55,-60,-52,-35,-63,-56,-48,-48,-38,-60,-58,-59,-54,-64,NaN,NaN,18
-51,-56,-50,NaN,-55,-62,-52,-35,-63,-57,-52,-49,-38,-60,-57,-57,NaN,-64,-68,NaN,18
-51,-55,-49,NaN,-55,-62,-51,-35,-64,-54,-51,-48,-38,-61,-59,-59,-54,-63,-68,NaN,18
-55,-56,-49,NaN,NaN,-62,-52,-35,-64,-57,-51,-47,-39,-61,-58,-58,-54,-64,NaN,NaN,18
-51,-56,-51,NaN,NaN,-62,-52,-36,-64,-55,-47,-48,-38,-60,-58,-60,-53,-64,NaN,NaN,18
-51,-55,-51,NaN,-60,-63,-52,-35,-66,-55,-46,-49,-38,-63,-58,-61,-53,NaN,-70,NaN,18
-51,-56,-51,NaN,-55,-63,-52,-35,-65,-55,-48,-48,-39,-60,-61,-61,NaN,-63,-70,NaN,18
-52,-55,-53,NaN,-55,-62,-52,-36,-65,-54,-44,-48,-38,-59,-58,-59,-54,-64,-67,NaN,18
-55,-55,-53,-69,-55,-62,-52,-36,-66,-53,-47,-48,-39,-60,-58,-59,-60,-65,-67,NaN,18
-51,-55,-51,-67,-55,-60,-52,-36,-64,-55,-47,-47,-37,-60,-57,-59,-60,-65,NaN,NaN,18
-51,-55,-50,-55,-56,-63,-52,-35,-64,-53,-52,-48,-37,-61,-57,-58,-60,-62,NaN,NaN,18
-51,-55,-51,-60,-54,-63,-52,-35,-64,-53,-52,-48,-38,-58,-60,-58,-60,-63,-71,-71,18
-51,-56,-51,-60,-60,-62,-50,-36,-64,-54,-53,-48,-37,-59,-60,-58,-54,-65,-71,-71,18
-56,-55,-51,NaN,-56,-54,-52,-35,-64,-59,-46,-48,-42,-59,-60,-57,-53,-65,-71,NaN,18
-51,-56,-50,-68,-57,-60,-51,-36,-64,-54,-47,-48,-39,-60,-60,-57,-52,-61,-71,NaN,18
-55,-56,-51,-68,-57,-61,-54,-35,-64,-54,-45,-48,-39,-60,-61,-59,-58,-61,NaN,NaN,18
-57,-56,-51,NaN,-57,-62,-52,-35,-65,-56,-47,-49,-38,-60,-56,-59,-58,NaN,NaN,NaN,18
-51,-56,-51,NaN,-57,-62,-51,-36,-65,-55,-47,-48,-39,-60,-58,-61,-54,-64,NaN,NaN,18
-56,-56,-51,-62,-57,-63,-53,-37,-63,-55,-51,-48,-38,-59,-58,-61,-55,-64,NaN,NaN,18
-52,-56,-51,-69,-56,-62,-51,-35,-62,-55,-51,-48,-38,-58,NaN,NaN,-54,-63,NaN,NaN,18
-52,-55,-51,-69,-58,-62,-51,-35,-64,-55,NaN,NaN,-38,-70,-57,NaN,-59,-63,-70,NaN,18
-52,-56,-55,-53,-60,-62,-52,-36,-64,-55,-47,-48,-37,-60,-58,-58,-59,-64,-70,NaN,18
-52,-56,-55,-52,-60,-62,-52,-36,-63,-61,-47,-88,-39,-60,-60,-58,-53,-65,-69,-70,18
-55,-55,-50,-52,-58,-61,-50,-36,-60,-56,-47,-48,-38,-59,-58,-59,-53,-65,-69,-70,18
-52,-55,-51,-67,-57,-62,-52,-36,-63,-57,-47,-50,-38,-60,-57,-60,-51,NaN,NaN,NaN,18
-55,-55,-53,-67,-59,-63,-52,-35,-64,-53,-52,-50,-38,-59,-54,-60,-54,-63,-68,NaN,18
-53,-56,-46,NaN,-59,-63,-90,-35,-64,-59,-51,-48,-38,-59,-59,-59,-63,-61,-68,NaN,18
-55,-56,-47,NaN,-57,-63,-52,-35,NaN,-62,-47,-48,-39,-59,-56,-60,-54,-65,NaN,NaN,18
-56,-55,-51,NaN,-57,-63,-51,-35,-63,-62,-47,-48,-41,-59,-58,-60,-56,-65,-66,NaN,18
-51,-56,-50,NaN,-57,-62,-52,-35,-64,-55,NaN,NaN,-39,-59,-56,-60,-56,-62,-69,NaN,18
-51,-55,-51,NaN,NaN,-61,-51,-36,-64,-61,-48,NaN,-38,-59,-55,-60,-54,-64,-69,NaN,18
-51,-55,-50,-69,NaN,-62,-51,-35,-67,-57,-49,-48,-38,-57,-55,-60,-55,-60,NaN,NaN,18
-52,-55,-50,-66,-57,-62,-51,-35,-65,-71,-48,-48,-37,-57,-57,-59,-54,-63,-64,NaN,18
-51,-56,-50,-66,-61,-62,-51,-35,-65,-56,-49,-52,-37,-58,-58,-59,-54,-66,-64,NaN,18
-54,-56,-50,NaN,-55,-62,-52,-35,-65,-58,-46,-52,-39,-58,-60,-59,-54,-64,NaN,NaN,18
-55,-55,-50,NaN,-59,-62,-51,-36,-64,-58,-46,-48,-38,-57,-57,-60,-54,-64,-64,NaN,18
-52,-56,-50,-55,-59,-62,-52,-36,-64,-59,-45,-48,-38,-60,-56,-60,-59,-63,-69,NaN,18
-52,-55,-51,-55,-57,-63,-54,-36,-65,-59,-51,-48,-39,-60,-58,-61,-56,-63,-73,NaN,18
-51,-55,-51,-63,-56,-63,-52,-36,-66,-59,-51,-49,-38,-58,-56,-59,-58,-63,-70,NaN,18
-53,-55,-51,-63,-56,-60,-51,-35,-64,-57,-51,-49,-39,-59,-61,-60,-54,-70,-70,NaN,18
-54,-55,-50,-66,-56,-62,-52,-36,-64,-63,-56,-48,-38,-59,-56,-58,-57,-65,NaN,NaN,18
-51,-56,-51,-66,-56,-60,-51,-35,-65,-63,-45,-49,-38,-57,-57,-59,-57,-65,NaN,NaN,18
-52,-56,-51,NaN,NaN,-62,-51,-35,-65,-64,-50,-48,NaN,-53,-58,-60,NaN,-63,NaN,NaN,18
-51,-56,-51,-68,-92,-62,-51,-36,-63,-63,-47,-48,-38,-61,-57,-59,-54,-65,-65,NaN,18
-52,-56,-51,-60,-92,-62,-51,-36,-63,-63,-48,-47,-39,-61,-57,-61,-53,-63,-71,NaN,18
-51,-56,-51,-60,NaN,-61,-50,-35,-63,NaN,-46,-47,-39,NaN,-58,-64,-54,-62,-70,NaN,18
-55,-56,-51,NaN,-56,-63,-51,-35,-64,-59,-45,-48,-39,NaN,-57,-58,-54,-63,-70,NaN,18
-52,-56,-51,NaN,-56,-62,-52,-35,-65,-60,-47,-48,-38,-60,-57,-58,-60,-70,NaN,NaN,18
-54,-56,-51,NaN,-59,-62,-51,-35,-64,-59,-51,-48,-38,-60,-57,NaN,-60,-62,-72,NaN,18
-52,-56,-51,NaN,-59,-62,-51,-35,-64,-60,-48,-49,-39,-59,-61,NaN,-54,-61,-69,NaN,18
-51,-56,-53,-62,NaN,-62,-51,-35,-64,-58,-46,-47,-39,-61,-58,-56,-54,-61,-67,-69,18
-52,-56,-53,-65,-56,-63,-50,-36,-66,-64,-46,-47,-39,-75,-59,-56,NaN,-62,-70,-81,18
-60,-70,-69,-64,-57,-62,-72,-44,-66,-56,-50,-69,-47,-60,-59,-76,-54,-48,-71,-81,19
-62,-66,-56,-76,-57,-72,-66,-44,-68,-66,-52,-64,-42,-64,-58,-63,-54,-43,-69,NaN,19
-62,-66,-55,-76,-54,-75,-66,-45,-68,-66,-52,-65,-45,-57,-58,-63,-54,-45,-69,-75,19
