04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,06:18:d6:c2:98:24_inonet,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:69:1c:51_evarobot,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:67:ab:cf_evarobot,e8:50:8b:6e:ec:95_Aksins,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:6f:20:2e_evarobot,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:66:4b:1f:08:23_TeknoTAM,18:28:61:58:78:6a_Dlink_DAP-1360,64:66:b3:d0:4a:8d_Cisco_KRD,00:26:5a:52:0b:8c_RFKON_115,18:28:61:13:0d:9d_EROGLU,1c:87:2c:7e:23:9d_EROGLU-PUB,1c:87:2c:7e:23:9c_EROGLU-PRI,66:9a:be:03:d1:e8_iPhone,08:62:66:03:0f:1a_My ASUS,REF_POINT
-55,-30,-50,-36,-58,-58,NaN,-48,-60,-62,NaN,NaN,NaN,-65,-78,NaN,NaN,-65,NaN,-73,NaN,-78,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,8
-54,-27,-46,-38,-59,-58,-52,-48,-61,NaN,-64,NaN,NaN,-66,NaN,-86,NaN,NaN,NaN,-71,NaN,-73,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,8
-56,-29,-46,-40,-58,-57,-53,-54,-56,NaN,-64,NaN,NaN,-65,NaN,NaN,NaN,-66,NaN,-70,NaN,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,8
-58,-29,-45,-38,-61,-60,-53,-48,-61,-65,NaN,-70,NaN,NaN,-75,NaN,NaN,NaN,NaN,-78,NaN,NaN,-86,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,8
-58,-26,-45,-40,-55,-59,-53,-48,-61,NaN,-64,-74,NaN,-66,-76,-86,NaN,-69,NaN,-78,NaN,-73,-84,NaN,-84,-78,NaN,NaN,NaN,NaN,NaN,8
-62,-41,-51,-32,-49,-55,-53,-50,-66,-63,-64,-69,NaN,-65,NaN,-83,NaN,-71,NaN,-71,NaN,-73,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-47,NaN,-46,-54,-54,-50,-59,NaN,-65,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-37,-48,-30,-48,-54,NaN,-53,-67,-68,-64,NaN,NaN,-69,NaN,NaN,NaN,-67,NaN,-72,NaN,NaN,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-36,-46,-28,-48,-54,-53,-49,-66,-64,-64,-71,NaN,NaN,NaN,-80,NaN,-67,NaN,-71,NaN,NaN,NaN,-87,-82,-81,NaN,NaN,NaN,NaN,NaN,9
-55,-36,-46,-30,-50,-51,-54,-44,-66,-66,-66,-72,NaN,-65,NaN,-78,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-46,-29,-51,-55,-52,-51,-67,-66,-64,-73,NaN,-65,-64,-82,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,9
-53,-35,-49,-30,-51,-56,-54,-49,-66,NaN,-63,NaN,NaN,-66,NaN,-83,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-36,-46,-34,-51,-54,-54,-54,-66,-68,NaN,NaN,NaN,-65,NaN,-82,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,9
-57,-35,-48,NaN,-50,-54,-53,-48,-66,NaN,-66,NaN,NaN,-65,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,-81,-81,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-47,-30,-49,-54,-54,-49,-66,-66,-66,-89,NaN,-64,NaN,NaN,NaN,-67,NaN,-70,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-47,-31,-50,-54,-54,-49,-67,-66,-66,-71,NaN,-64,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,9
-59,-35,-46,-30,-50,-51,-54,-49,-66,-66,-66,-73,NaN,-65,NaN,-82,NaN,-75,NaN,NaN,NaN,NaN,-86,NaN,-81,NaN,-79,NaN,NaN,NaN,NaN,9
-55,-40,-49,-45,-49,-54,-54,-49,-66,-65,-68,NaN,NaN,-64,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-59,-34,-47,-30,-49,-54,-53,-49,-66,NaN,-66,-73,NaN,-64,NaN,-82,NaN,-67,NaN,-70,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-32,-49,-30,-48,-54,-53,-50,-67,-66,-66,-72,NaN,NaN,NaN,NaN,NaN,-67,NaN,-69,NaN,-75,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,9
-56,-35,-48,-33,-50,-54,-56,-50,-66,-66,NaN,NaN,NaN,-64,NaN,-82,NaN,-67,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-34,-51,-30,-49,-54,-54,-49,-67,-67,-68,NaN,NaN,-64,-73,NaN,NaN,-66,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-34,-49,-29,-50,-55,-54,-50,-67,-68,-66,-74,NaN,-64,NaN,-78,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-48,-30,-49,-54,-53,-49,-61,-67,NaN,NaN,NaN,-63,NaN,-82,NaN,-66,NaN,NaN,NaN,-75,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-47,-33,-49,-54,-53,-49,-67,-68,-68,NaN,NaN,-64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-49,-30,-50,-54,-53,-50,-63,-69,-65,-73,NaN,-63,NaN,NaN,NaN,NaN,NaN,-70,NaN,-73,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-55,NaN,-46,-30,-55,NaN,-54,-49,-67,NaN,NaN,NaN,NaN,-64,-70,NaN,NaN,-75,NaN,-70,NaN,-75,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-49,-28,-50,-54,-54,-53,-66,NaN,-65,-74,NaN,-63,-73,-83,NaN,NaN,NaN,NaN,NaN,-75,NaN,-89,-81,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-46,-30,-49,-53,-54,-49,-66,-71,NaN,NaN,NaN,NaN,-74,-82,NaN,-67,NaN,-71,NaN,-76,NaN,NaN,-78,-71,-78,NaN,NaN,NaN,NaN,9
-55,-35,-49,-30,-49,-54,-54,-49,-65,NaN,NaN,NaN,NaN,-65,NaN,-76,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-36,-49,-29,-49,-54,-54,-49,-67,-69,NaN,NaN,NaN,-64,NaN,-85,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,-83,NaN,-80,NaN,NaN,NaN,NaN,9
-55,-34,-47,-30,-49,-55,-54,-49,-62,-66,-65,NaN,NaN,-62,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,9
-55,-34,-48,-30,-49,-54,-54,-54,-67,-69,-65,-73,NaN,-65,-73,-85,NaN,-66,NaN,-71,NaN,NaN,NaN,-89,-82,-81,NaN,NaN,NaN,NaN,NaN,9
-55,-90,-46,-30,-51,-51,-54,-49,-67,-69,-66,NaN,NaN,-64,-74,-80,NaN,NaN,NaN,-71,NaN,NaN,-88,NaN,-82,-81,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-46,-30,-50,-54,-54,-49,-67,-68,-65,NaN,NaN,-60,-71,-85,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-48,-30,-50,-54,-54,-50,-67,NaN,-65,-74,NaN,-69,NaN,-86,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-48,-30,-51,-54,-54,-49,-67,NaN,-66,NaN,NaN,-64,-74,-86,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,-80,-81,NaN,NaN,NaN,NaN,NaN,9
-56,-34,-49,-33,-50,-54,NaN,-49,-67,-68,-66,NaN,NaN,-69,NaN,-86,NaN,NaN,NaN,-71,NaN,-77,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-46,-30,-49,-54,-55,-50,-67,-67,-65,NaN,NaN,-64,NaN,NaN,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-47,-30,-50,-50,-54,-51,-61,-68,-69,NaN,NaN,-67,NaN,-84,NaN,-66,NaN,-70,NaN,-74,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,9
-56,-36,-48,-30,-54,-54,-55,-50,-67,-64,NaN,-72,NaN,-69,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-87,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-54,-35,-46,-30,-49,-51,-53,-49,-65,NaN,-67,NaN,NaN,-65,NaN,-78,NaN,-66,NaN,-70,NaN,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-46,-30,-49,-55,-54,-49,-68,-70,-64,-74,NaN,-66,-71,-81,NaN,-68,NaN,NaN,NaN,-76,-88,NaN,-82,-79,-75,NaN,NaN,NaN,NaN,9
-58,-35,-48,-30,-48,-55,-55,-49,-66,NaN,NaN,-73,NaN,-64,NaN,-82,NaN,-67,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-46,-29,-50,-52,-54,-50,-68,-68,-65,-72,NaN,-64,-63,NaN,NaN,-67,NaN,-70,NaN,-79,NaN,NaN,NaN,-81,-76,NaN,NaN,NaN,NaN,9
-55,-36,-48,-30,-46,-54,-54,-53,-66,NaN,-65,-74,NaN,-65,-75,-76,NaN,-67,NaN,NaN,NaN,-75,NaN,NaN,NaN,-81,-78,NaN,NaN,NaN,NaN,9
-55,-35,-46,-30,-50,-50,-55,-49,-66,-67,-64,NaN,NaN,-64,-75,-82,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-51,-30,-51,-54,-54,-53,-67,NaN,NaN,NaN,NaN,-67,-75,NaN,NaN,NaN,NaN,-70,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-46,-30,-49,-55,-54,-49,-68,NaN,-60,NaN,NaN,-65,NaN,-80,NaN,-66,NaN,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-58,-34,-47,-30,-49,-55,-54,-50,-68,-67,-66,-71,NaN,-64,-74,-81,NaN,NaN,NaN,-73,NaN,-75,-91,-86,-81,-79,-78,NaN,NaN,NaN,NaN,9
-53,-35,-46,-30,-48,-54,-55,-50,-68,-67,-68,-72,NaN,-68,NaN,NaN,NaN,-66,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-40,-47,-30,-50,-54,-55,-50,-67,NaN,-65,-72,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-34,-88,-30,-48,-54,-55,-49,-67,-64,-66,NaN,NaN,-65,NaN,NaN,NaN,-66,NaN,-69,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-49,-33,-49,-55,-54,-51,-67,-64,-66,-72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-49,-30,-50,-54,-54,-50,-66,-66,-65,NaN,NaN,-65,-75,-81,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,9
-54,-35,-47,-29,-50,-54,NaN,-49,-66,NaN,-66,NaN,NaN,-65,-76,NaN,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-52,-36,-47,-28,-67,-54,NaN,-50,-67,-67,-66,NaN,NaN,-66,NaN,NaN,NaN,-67,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-55,-35,-47,-30,-51,-53,-54,-50,-67,NaN,-66,NaN,NaN,-66,NaN,NaN,NaN,-67,NaN,-71,NaN,-75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-48,-30,-51,-55,-54,-49,-67,-66,-66,NaN,NaN,-75,NaN,NaN,NaN,-67,NaN,-71,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-49,-30,-51,-55,-55,-49,-67,-67,-66,NaN,NaN,-67,-73,-81,NaN,-67,NaN,-71,NaN,NaN,-87,NaN,-81,-80,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-49,-30,-51,-54,-54,-49,-68,-67,-66,-72,NaN,-66,-70,-82,NaN,-66,NaN,-71,NaN,NaN,-87,NaN,NaN,-80,-77,NaN,NaN,NaN,NaN,9
-55,-35,-47,-30,-52,-55,-54,-49,-67,-66,-66,-72,NaN,-66,-73,-79,NaN,-66,NaN,-69,NaN,-74,-91,NaN,-81,-80,-79,NaN,NaN,NaN,NaN,9
-58,-35,-48,-33,-53,-54,-56,-50,-67,-67,-65,NaN,NaN,-69,NaN,NaN,NaN,-67,NaN,-69,NaN,-74,-90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-49,-30,-52,-55,-54,-50,-67,NaN,-66,NaN,NaN,-67,NaN,-79,NaN,-66,NaN,-70,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-46,-33,-52,-48,-55,-50,-67,-67,NaN,-70,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,-74,NaN,NaN,NaN,NaN,NaN,9
-55,-36,-46,-28,-51,-54,-55,-53,-67,NaN,-66,NaN,NaN,-66,NaN,-87,NaN,-66,NaN,-69,NaN,-77,NaN,NaN,-82,-81,-76,NaN,NaN,NaN,NaN,9
-55,-36,-46,-30,NaN,-54,-54,-50,-67,-65,-69,-70,NaN,-65,-74,-79,NaN,-68,NaN,-69,NaN,-78,NaN,NaN,-82,-80,-79,NaN,NaN,NaN,NaN,9
-55,-35,-48,-30,-87,-57,-54,-50,-67,-67,-67,-71,NaN,-68,-72,-79,NaN,-67,NaN,-71,NaN,-84,NaN,-86,NaN,-72,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-48,-30,-52,-53,-54,-53,-67,-66,-67,-72,NaN,-71,NaN,-79,NaN,-66,NaN,-71,NaN,-80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-49,-31,-51,-53,-54,-50,-67,NaN,NaN,-72,NaN,-65,-75,-80,NaN,-67,NaN,-71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-47,-30,-52,-53,-54,-49,-68,-64,-66,-72,NaN,-68,-76,-80,NaN,-67,NaN,NaN,NaN,-77,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,9
-54,-72,-46,-30,-52,-54,-54,-53,-67,-60,-66,-71,NaN,-64,NaN,-80,NaN,NaN,NaN,-71,NaN,NaN,NaN,NaN,NaN,-79,-79,NaN,NaN,NaN,NaN,9
-55,-35,-49,-31,-51,-53,NaN,-53,-67,-66,-68,-71,NaN,-64,-74,-80,NaN,-66,NaN,-70,NaN,-79,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,9
-57,-78,-49,-30,-53,-53,-54,-50,-62,-67,-66,-72,NaN,-66,NaN,-80,NaN,-66,NaN,-70,NaN,-78,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-56,-35,-51,-30,-52,-54,-54,-49,-68,NaN,-65,NaN,NaN,-65,-73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-48,-30,-53,-54,-54,-50,-69,-70,-66,NaN,NaN,-67,-76,-78,NaN,-66,NaN,-68,NaN,-75,-87,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-46,-29,-52,-54,-54,-50,-68,-67,-63,-69,NaN,-67,-73,-81,NaN,-66,NaN,-70,NaN,-76,-87,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-57,-35,-46,-30,-51,-53,-54,-49,-68,NaN,-65,-72,NaN,-66,NaN,-77,NaN,-66,NaN,-69,NaN,NaN,-88,NaN,-82,-83,-77,NaN,NaN,NaN,NaN,9
-57,-35,-49,-30,-52,-54,-53,-50,-68,-67,-64,NaN,NaN,-67,NaN,-79,NaN,-67,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,9
-52,-35,-49,-30,-52,-54,-54,-54,-68,-67,-67,NaN,NaN,-67,NaN,NaN,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,9
-54,-35,-49,-30,-51,-54,-54,-49,-62,NaN,-62,NaN,NaN,-66,NaN,-79,NaN,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-52,-35,-46,-31,-50,-55,-54,-50,-67,NaN,-64,NaN,NaN,-66,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
-58,-35,-48,-29,-50,-54,-54,-50,-67,-69,-64,-71,NaN,-65,-75,-92,NaN,-66,NaN,-70,NaN,-78,NaN,NaN,-83,-81,NaN,NaN,NaN,NaN,NaN,9
-52,-35,-47,-31,-65,-55,-54,-50,-67,NaN,-64,-76,NaN,-63,NaN,-75,NaN,-66,NaN,-73,NaN,-75,NaN,NaN,-82,-67,NaN,NaN,NaN,NaN,NaN,9
-58,-35,-46,-30,-51,-55,-53,-50,-67,-64,-64,-71,NaN,-66,NaN,-79,NaN,-66,NaN,-70,NaN,NaN,-87,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,9
-52,-31,-49,-33,-50,-58,-65,-53,-66,-71,-69,-72,NaN,-76,NaN,-79,NaN,-67,NaN,-71,NaN,-74,-83,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,10
-56,-27,-49,-36,-45,-58,-60,-56,-67,-67,-67,-71,NaN,-63,-78,-84,NaN,-68,NaN,-71,NaN,-74,-84,NaN,-77,-79,-82,NaN,NaN,NaN,NaN,10
-53,-26,-49,-36,-49,-57,-58,-54,-68,-69,-67,NaN,NaN,-69,-79,-86,NaN,-69,NaN,-71,NaN,-73,NaN,NaN,-76,-79,NaN,NaN,NaN,NaN,NaN,10
-56,-28,-48,-35,-49,-57,-61,-54,-65,-70,-68,-71,NaN,-67,NaN,-88,NaN,NaN,NaN,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10
-54,-26,-47,-38,-49,-57,-62,-55,-67,-67,NaN,-71,NaN,-68,NaN,-88,NaN,-68,NaN,NaN,NaN,NaN,-83,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,10
-54,-26,-49,-38,-51,-57,-62,-54,-65,NaN,-66,NaN,NaN,-70,-79,-86,NaN,-69,NaN,-70,NaN,-75,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,10
-57,-26,-48,-40,NaN,-57,NaN,-56,-65,NaN,-68,NaN,NaN,-70,NaN,NaN,NaN,-69,NaN,-71,NaN,NaN,NaN,NaN,NaN,-78,NaN,NaN,NaN,NaN,NaN,10
-54,-27,-50,-39,-50,-57,-60,-54,-64,NaN,NaN,NaN,NaN,NaN,-80,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,10
-55,-28,-48,-38,-51,-56,-63,-54,-66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,10
-52,-27,-50,-38,-53,-56,-62,-55,-67,NaN,-68,NaN,NaN,-70,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10
-54,-26,-48,-38,-53,-57,-63,-57,-66,-69,-66,NaN,NaN,-71,-77,-88,NaN,-69,NaN,-70,NaN,-77,-86,NaN,NaN,-80,-78,NaN,NaN,NaN,NaN,10
-57,-26,-48,-38,-54,-54,-63,-56,-65,-69,-65,NaN,NaN,-69,-76,-83,NaN,-70,NaN,NaN,NaN,-74,NaN,NaN,-77,-80,-77,NaN,NaN,NaN,NaN,10
-54,-26,-47,-37,-52,-57,-63,-55,-66,-66,-68,NaN,NaN,-69,-80,-83,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,-77,-80,NaN,NaN,NaN,NaN,NaN,10
-54,-27,-48,-37,-51,-57,-62,-56,-67,-67,-69,-69,NaN,-71,NaN,-82,NaN,-69,NaN,-71,NaN,NaN,-83,NaN,-76,-80,-80,NaN,NaN,NaN,NaN,10
-53,-27,-49,-38,-50,-56,-60,-55,-66,-68,NaN,NaN,NaN,-69,-70,NaN,NaN,-69,NaN,-71,NaN,NaN,-85,-92,-77,-81,-79,NaN,NaN,NaN,NaN,10
-54,-26,-47,-38,-50,-54,-61,-56,-66,-69,-67,NaN,NaN,-69,NaN,-83,NaN,-70,NaN,-70,NaN,NaN,NaN,NaN,-77,-79,NaN,NaN,NaN,NaN,NaN,10
-54,-27,-50,-37,-51,-56,-62,-56,-66,-82,-68,NaN,NaN,-68,NaN,NaN,NaN,-68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,10
-56,-26,-50,-38,-49,-56,NaN,-55,-66,-70,-66,-72,NaN,NaN,-69,NaN,NaN,-70,NaN,-70,NaN,NaN,-84,NaN,-70,-81,NaN,NaN,NaN,NaN,NaN,10
-56,-26,-48,-38,-53,-56,-62,-56,-66,-68,-67,-74,NaN,-67,-82,-82,NaN,-69,NaN,-70,NaN,-74,NaN,NaN,-77,-80,NaN,NaN,NaN,NaN,NaN,10
-55,-26,-50,-38,-51,-44,-61,-56,-66,-69,-67,-74,NaN,-69,NaN,-83,NaN,-69,NaN,NaN,NaN,-75,NaN,NaN,-76,NaN,-82,NaN,NaN,NaN,NaN,10
-52,-26,-46,-38,-52,-57,-64,-56,-65,-66,-67,NaN,NaN,-71,NaN,-85,NaN,-70,NaN,-70,NaN,NaN,NaN,NaN,NaN,-81,-80,NaN,NaN,NaN,NaN,10
-53,-26,-49,-38,-51,-57,-67,-56,-66,-69,-67,-72,NaN,-70,-79,-83,NaN,-68,NaN,-70,NaN,NaN,-91,NaN,-78,NaN,NaN,NaN,NaN,NaN,NaN,10
-56,-25,-50,-38,-52,-52,-62,-54,-65,-70,-65,NaN,NaN,-68,NaN,NaN,NaN,-70,NaN,-70,NaN,NaN,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,NaN,10
-53,-26,-50,-38,-53,-57,-58,-55,-65,-70,-64,-71,NaN,-69,-80,NaN,NaN,NaN,NaN,-74,NaN,-76,-87,NaN,-65,-80,-80,NaN,NaN,NaN,NaN,10
-52,-26,-50,-38,-50,-55,-61,-55,-66,-70,-69,-72,NaN,-69,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,-84,-91,-76,-81,NaN,NaN,NaN,NaN,NaN,10
-53,-26,-50,-38,-89,-57,NaN,-55,-66,-71,-67,NaN,NaN,-71,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,-85,NaN,NaN,-78,-79,NaN,NaN,NaN,NaN,10
-53,NaN,-49,-38,-52,-57,NaN,-57,-67,-70,-67,NaN,NaN,-70,NaN,NaN,NaN,-67,NaN,NaN,NaN,-78,NaN,NaN,NaN,-80,NaN,NaN,NaN,NaN,NaN,10
-54,-26,-47,-57,-52,-56,-57,-54,-66,NaN,-66,NaN,NaN,-67,NaN,NaN,NaN,-68,NaN,-73,NaN,-75,NaN,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,10
-53,-27,-49,-38,-56,-56,-61,-55,-67,-70,-67,-72,NaN,-71,-81,-86,NaN,-69,NaN,NaN,NaN,-75,-85,NaN,NaN,-77,NaN,NaN,NaN,NaN,NaN,10
-54,-26,-50,-36,-56,-56,-63,-54,-67,-72,-66,-71,NaN,-69,-81,-86,NaN,-69,NaN,-73,NaN,-74,-85,NaN,-77,-77,NaN,-91,NaN,NaN,NaN,10
-57,-27,-48,-38,-54,-53,-61,-54,-60,-70,-67,-72,NaN,-66,-81,-86,NaN,-69,NaN,-71,NaN,-74,-83,NaN,-76,-78,NaN,NaN,NaN,NaN,NaN,10
-54,-27,-49,-38,-54,-57,-61,-54,-65,-71,-65,-72,NaN,-67,-81,-86,NaN,-69,NaN,-71,NaN,-74,-86,NaN,-76,-78,-79,NaN,NaN,NaN,NaN,10
-55,-27,-49,-38,-53,-54,-62,-55,-65,-70,-65,-72,NaN,-68,-79,-83,NaN,-69,NaN,-71,NaN,NaN,-84,-89,-76,NaN,NaN,NaN,NaN,NaN,NaN,10
-53,-26,-48,-38,-55,-56,-74,-55,-64,NaN,-66,NaN,NaN,-68,NaN,NaN,NaN,-69,NaN,NaN,NaN,NaN,NaN,NaN,-76,-77,NaN,NaN,NaN,NaN,NaN,10
-54,-26,-48,-38,-56,-57,-74,-55,-61,NaN,-65,NaN,NaN,-68,NaN,NaN,NaN,-70,NaN,NaN,NaN,NaN,NaN,NaN,-76,NaN,NaN,NaN,NaN,NaN,NaN,10
