06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,18:28:61:9e:ab:5c_MMD,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,c8:d7:19:bc:98:31_,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,REF_POINT
-68,-43,-48,-59,NaN,NaN,-29,-55,NaN,-54,-62,NaN,-63,-64,NaN,NaN,NaN,NaN,NaN,11
-68,-42,-48,-61,-64,NaN,-29,NaN,NaN,-54,-62,-73,NaN,-64,-62,-64,-70,NaN,-79,11
-69,-43,-45,-57,-89,NaN,-30,NaN,-89,-55,NaN,NaN,-64,-66,NaN,-71,-72,NaN,-79,11
-69,-44,-47,-55,-69,NaN,-30,-53,NaN,-54,NaN,NaN,-63,-67,-63,-70,-72,NaN,NaN,11
-69,-43,-45,-56,-67,-55,-29,-54,-88,-50,-62,-73,-63,-66,-62,-70,-74,-81,-80,11
-70,-43,-45,-54,-69,-55,-30,-54,NaN,-59,-63,-72,NaN,-66,-63,-69,-75,NaN,-80,11
-69,-44,-47,-55,-68,-46,-33,-55,NaN,-52,NaN,NaN,-69,-65,-63,NaN,-75,NaN,-67,11
-69,-43,-45,-55,NaN,-56,-30,NaN,NaN,-56,-61,-71,-65,NaN,-63,-69,-72,NaN,-79,11
-69,-44,-48,-54,-68,-57,-30,-53,-88,-56,-62,-72,NaN,NaN,NaN,NaN,NaN,NaN,-81,11
-70,-44,-46,-55,NaN,-65,-30,-52,NaN,-56,-61,NaN,-66,-66,-63,NaN,NaN,NaN,NaN,11
-70,-44,-47,-57,NaN,-56,-33,-53,NaN,-56,-62,NaN,-65,-65,-63,NaN,NaN,NaN,-75,11
-70,-43,-46,-54,NaN,-56,-30,-54,NaN,-57,-62,NaN,-63,-66,-60,NaN,-71,NaN,NaN,11
-69,-43,-45,-54,-66,-55,-30,-53,NaN,-50,-63,-71,-65,-67,-63,-69,-71,NaN,NaN,11
-65,-43,-46,-54,NaN,-56,-29,-53,NaN,-56,-62,-74,-64,-68,-63,-69,NaN,NaN,NaN,11
-69,-44,-48,-54,-67,-57,-30,-52,-85,-50,-62,-71,-64,-67,-64,-69,NaN,NaN,-78,11
-70,-42,-45,-55,NaN,-56,-29,-53,NaN,-52,NaN,-70,-61,-67,-61,NaN,-70,NaN,NaN,11
-60,-42,-45,-54,NaN,-43,-30,-53,NaN,-54,-62,NaN,-68,NaN,-67,NaN,NaN,NaN,-79,11
-69,-45,-48,-52,-67,-56,-30,-54,NaN,-55,NaN,NaN,NaN,-65,NaN,-73,-70,NaN,NaN,11
-58,-43,-48,-53,-64,-55,-30,-53,NaN,-56,NaN,-72,-66,NaN,-66,NaN,-71,-81,-78,11
-69,-43,-48,-53,-65,-56,-30,-52,NaN,-50,NaN,-71,-65,NaN,NaN,-71,-71,NaN,NaN,11
-69,-44,-48,-53,-65,-56,-30,-53,NaN,-56,-62,-71,-66,-65,NaN,-67,NaN,NaN,NaN,11
-69,-45,-48,-53,-64,-56,-30,-52,NaN,-55,-62,-91,-67,NaN,-62,-70,-71,NaN,NaN,11
-69,-43,-49,-59,-63,-44,-29,-52,NaN,-56,NaN,-71,-65,-66,-62,-70,-72,-81,-79,11
-69,-42,-45,-54,-65,-56,-30,-51,NaN,-50,-62,NaN,-66,-66,NaN,-70,-72,NaN,-79,11
-64,-45,-48,-54,NaN,-54,-29,-52,NaN,-55,-62,-71,NaN,-73,-66,NaN,-70,NaN,NaN,11
-70,-44,-48,-53,-65,-56,-30,-52,NaN,-52,-62,-73,-66,-66,-67,-71,-72,NaN,-79,11
-70,-44,-48,-52,NaN,-56,-29,-53,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,-71,NaN,-66,11
-69,-44,-47,NaN,NaN,-57,-30,-53,NaN,-51,NaN,NaN,-68,-66,NaN,NaN,-71,NaN,NaN,11
-70,-44,-48,-57,-66,-56,-30,-51,NaN,-57,-61,NaN,-88,NaN,-64,NaN,-71,NaN,-80,11
-71,-43,-46,-52,NaN,-62,-30,-50,NaN,-51,NaN,NaN,NaN,-66,NaN,NaN,-71,NaN,-79,11
-70,-43,-48,-53,NaN,-56,-30,NaN,NaN,-54,-62,NaN,-62,-66,-69,NaN,-73,NaN,-78,11
-69,-43,-48,-54,-63,-56,-30,-51,NaN,-50,-63,NaN,-64,-65,NaN,-72,NaN,-82,-78,11
-69,-42,-48,-52,NaN,-56,-30,-50,NaN,-59,NaN,NaN,-66,NaN,-63,NaN,-71,NaN,-78,11
-70,-43,-47,-55,NaN,-56,-30,-55,NaN,-55,NaN,NaN,-64,-64,-63,NaN,-74,NaN,NaN,11
-70,-43,-48,-52,NaN,-56,-30,-53,NaN,-51,NaN,NaN,-63,-66,-64,NaN,-73,NaN,-78,11
-69,-44,-47,-52,-64,-56,-30,-51,NaN,-50,-62,-73,-63,-65,NaN,-74,NaN,NaN,-79,11
-69,-44,-48,-52,NaN,NaN,-29,-52,NaN,-54,-62,NaN,-64,-67,-62,-71,-72,NaN,-74,11
-69,-45,-48,-54,NaN,-55,-30,-53,-90,-48,-60,NaN,-63,-65,-62,NaN,NaN,NaN,-78,11
-69,-44,-48,-52,-66,-58,-30,-54,NaN,-59,-61,-75,-63,-67,-68,NaN,-72,NaN,-78,11
-69,-44,-48,-52,-67,-54,-30,-53,NaN,-51,-62,-74,-66,-65,-60,-74,-72,NaN,NaN,11
-69,-44,-48,-53,NaN,-55,-30,-52,-90,-55,NaN,-74,-64,-66,-62,-72,NaN,-82,NaN,11
-70,-44,-48,-54,-63,-54,-30,-53,NaN,-54,-62,-73,-66,-71,-69,NaN,-72,NaN,NaN,11
-70,-44,-48,NaN,-64,-55,-30,-53,NaN,-58,NaN,NaN,NaN,-65,-69,NaN,NaN,NaN,-79,11
-70,-43,-48,NaN,NaN,-54,-30,-52,NaN,-54,NaN,NaN,-66,-66,-69,NaN,NaN,NaN,-78,11
-69,-44,-48,NaN,NaN,-55,-33,-53,NaN,-53,NaN,NaN,-68,-64,NaN,NaN,-71,NaN,NaN,11
-69,NaN,-46,-53,-67,-44,-30,-52,NaN,-51,NaN,NaN,NaN,-66,-63,NaN,NaN,NaN,NaN,11
-69,-44,-48,-52,-65,-46,-30,-53,NaN,-54,-63,NaN,-63,-65,-63,-74,-73,NaN,-76,11
-69,-65,-48,-53,-68,-55,-30,-52,NaN,-52,-61,-72,NaN,-66,NaN,NaN,-74,-80,NaN,11
-69,-44,-48,-53,-66,-55,-30,-53,NaN,-58,NaN,-72,NaN,NaN,-62,NaN,-73,NaN,-78,11
-69,-43,-48,-53,-65,-44,-30,-54,NaN,-53,-61,-73,-64,-66,-62,NaN,NaN,NaN,NaN,11
-70,-63,-49,-52,-68,-55,-29,-52,NaN,-53,-62,NaN,-66,-67,-63,NaN,NaN,-78,-77,11
-70,-44,-49,-53,NaN,-55,-30,-52,NaN,-53,NaN,NaN,-66,-66,-63,NaN,NaN,-76,-79,11
-56,-43,-49,-53,-63,-56,-30,NaN,NaN,-54,-63,-74,-63,-66,-63,-72,-72,NaN,NaN,11
-61,-44,-48,-53,NaN,-54,-30,-53,NaN,-49,-62,-74,-64,-67,-65,-73,NaN,NaN,NaN,11
-70,-44,-48,-53,-64,-56,-29,-54,NaN,-51,-62,NaN,-67,-68,-64,NaN,-73,-81,-78,11
-70,-44,-48,-53,-64,-56,-30,-52,NaN,-51,-62,-73,-65,-70,-62,NaN,NaN,-81,-78,11
-69,-44,-48,-53,-65,-55,-30,-54,NaN,-53,-63,-74,-65,-65,-60,-73,-74,-81,NaN,11
-70,-44,-48,-53,-64,-55,-29,-53,NaN,-51,-62,-74,-64,-65,-64,-72,NaN,NaN,-77,11
-71,-44,-48,-53,-66,-55,-30,-53,NaN,-52,NaN,NaN,-64,-65,-59,NaN,-73,NaN,-77,11
-71,-44,-48,-53,NaN,-55,-30,-53,-88,-51,-60,NaN,NaN,-66,-62,NaN,-74,NaN,-76,11
-70,-44,-49,-53,-65,-52,-30,-56,NaN,-51,-62,NaN,-65,-66,-62,-72,NaN,NaN,NaN,11
-70,-44,-48,-53,-64,-55,-32,-56,NaN,-53,-62,NaN,NaN,-65,-64,-72,-73,NaN,NaN,11
-70,-43,-48,-52,-67,-56,-29,-56,NaN,-53,-61,NaN,-64,-70,-63,-54,NaN,-81,-77,11
-69,-43,-46,-52,-64,-44,-29,-56,-80,-52,-60,-75,-60,-66,-63,NaN,NaN,-82,-79,11
-70,-45,-49,-57,NaN,-56,-29,-56,NaN,-51,-61,NaN,-61,-66,-63,-73,-74,NaN,-77,11
-70,-44,-46,-50,-63,-55,-30,-55,NaN,-50,-62,NaN,-64,-65,-63,-74,-75,-81,-78,11
-68,-44,-47,-53,-65,-55,-30,-52,NaN,-53,NaN,-74,-65,-65,-62,-73,NaN,NaN,NaN,11
-69,-45,-50,-52,-65,-54,-29,-58,NaN,-52,NaN,NaN,-66,NaN,-62,NaN,-71,NaN,NaN,11
-70,-44,-49,-59,NaN,-46,-29,-54,NaN,-51,NaN,-75,-64,-63,-62,NaN,-72,NaN,-79,11
-69,-44,-48,-52,-63,NaN,-30,-54,NaN,-51,NaN,NaN,-66,-64,-63,NaN,NaN,-73,NaN,11
-69,-45,-48,-54,-65,-53,-30,-54,NaN,-52,NaN,NaN,-66,NaN,-68,NaN,-71,NaN,NaN,11
-70,-43,-46,-52,-64,-52,-30,-53,NaN,-50,NaN,-73,-63,-62,-65,NaN,-70,NaN,NaN,11
-65,-41,-51,-55,-66,-61,-35,-47,NaN,-60,-69,NaN,-63,-75,-81,-69,-81,NaN,-75,12
-65,-42,-46,-56,-65,-64,-27,-50,NaN,-49,-70,-67,-57,-70,-68,-75,NaN,NaN,NaN,12
-65,-42,-50,-54,-69,-55,-29,-62,NaN,-50,-70,-72,-55,-69,NaN,-72,NaN,NaN,-75,12
-64,-43,-48,-60,-69,-63,-27,-49,NaN,-52,-69,NaN,-60,-68,-70,-72,NaN,NaN,NaN,12
-64,-45,-53,-57,NaN,-62,-26,-53,NaN,-49,-71,-70,-53,-69,-64,NaN,NaN,NaN,NaN,12
-65,-44,-51,-61,NaN,-62,-27,-50,NaN,-52,NaN,NaN,NaN,NaN,-84,-70,NaN,NaN,NaN,12
-65,-44,-51,-61,-68,-64,-27,NaN,NaN,-54,NaN,-69,-55,-68,NaN,-77,NaN,NaN,NaN,12
-65,-43,-50,-63,-67,-58,-27,-51,NaN,-53,NaN,-68,-55,-68,-65,-70,-73,NaN,-75,12
-65,-43,-51,-59,-67,-64,-27,-49,NaN,-51,NaN,-67,-55,-73,-66,-70,NaN,NaN,-74,12
-66,-43,-51,-59,-68,-65,-27,NaN,-89,-49,NaN,-73,-56,-68,-67,-70,-72,-88,NaN,12
-67,-44,-50,-59,-69,-65,-27,-48,-90,-51,-76,-67,NaN,-68,-68,-70,NaN,-86,NaN,12
-68,-42,-51,-58,NaN,-63,-28,-50,NaN,-48,NaN,-68,-55,-68,-67,-71,-73,NaN,NaN,12
-67,-43,-50,-58,-67,-65,-27,-49,NaN,-49,NaN,-68,-54,-74,-69,-69,NaN,NaN,-74,12
-67,-43,-50,-60,-67,NaN,-27,-49,NaN,-49,NaN,-69,-55,NaN,-67,NaN,-74,NaN,NaN,12
-68,-43,-50,-63,NaN,-59,-27,-50,NaN,-52,-72,-67,-55,-69,-67,NaN,-74,NaN,NaN,12
-67,-43,-50,-60,-67,-65,-27,-50,NaN,-49,-70,NaN,-55,-69,-68,NaN,NaN,NaN,NaN,12
-66,-42,-51,-58,-66,-59,-27,-50,NaN,-50,NaN,-69,NaN,NaN,-67,NaN,-74,NaN,-75,12
-65,-41,-51,-59,-68,-56,-27,-51,NaN,-52,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,12
-66,-40,-51,-58,NaN,-58,-27,-49,NaN,-48,-71,NaN,-55,-67,-66,NaN,-71,NaN,NaN,12
-67,-40,-51,-58,NaN,-63,-27,-49,NaN,-49,NaN,NaN,-55,-71,-67,-72,-71,NaN,-73,12
-67,-41,-51,-56,NaN,-54,-26,-50,NaN,-54,-70,NaN,-58,-71,-67,-73,NaN,NaN,-74,12
-67,-40,-50,-59,NaN,-60,-26,-50,NaN,-48,-71,-68,-56,-68,-68,-70,NaN,NaN,-77,12
-67,-39,-50,-59,NaN,-62,-27,-49,NaN,-48,NaN,NaN,-56,NaN,-67,-70,NaN,NaN,-75,12
-68,-38,-51,NaN,NaN,-62,-27,NaN,NaN,-48,NaN,-69,-55,NaN,NaN,-68,NaN,NaN,NaN,12
-67,-40,-55,-58,-65,-55,-27,-51,NaN,-52,NaN,-68,-56,-71,-65,-69,NaN,NaN,-75,12
-67,-39,-50,-56,NaN,-62,-27,-48,NaN,-49,NaN,NaN,-56,-70,-69,-70,NaN,NaN,NaN,12
-67,-40,-51,-57,-66,-62,-27,-47,NaN,-50,NaN,-68,-55,-71,-69,-69,NaN,NaN,-75,12
-67,-40,-50,-58,-68,-61,-27,-49,-90,-51,-72,NaN,-56,-70,-66,-70,NaN,-87,-76,12
-65,-39,-50,-59,-67,-64,-28,-49,NaN,-48,NaN,-67,-54,-68,-65,-71,NaN,NaN,-74,12
-67,-39,-50,-58,-65,-58,-27,-52,NaN,-48,-72,-58,-55,-67,-66,-72,NaN,NaN,NaN,12
-66,-39,-51,-60,-65,-55,-27,-49,NaN,-49,NaN,NaN,-55,-69,-65,NaN,NaN,NaN,NaN,12
-67,-40,-51,-59,-66,-55,-27,-51,NaN,-48,NaN,-69,NaN,-69,NaN,NaN,NaN,NaN,-75,12
-69,-40,-50,-63,-70,-60,-28,-51,NaN,-48,-71,-68,NaN,-70,-68,NaN,NaN,NaN,-76,12
-66,-40,-50,-57,-67,-61,NaN,NaN,NaN,-52,NaN,-69,NaN,-69,NaN,NaN,NaN,NaN,NaN,12
-65,-42,-50,-67,NaN,-59,-27,-52,NaN,-48,NaN,NaN,-55,NaN,-64,NaN,NaN,NaN,NaN,12
-67,-41,-54,-57,-67,-55,-27,NaN,NaN,-48,NaN,NaN,-56,-70,-68,NaN,NaN,NaN,NaN,12
-68,-41,-51,-59,-67,-54,-27,-52,NaN,-48,NaN,-71,-56,-68,-68,NaN,NaN,-86,NaN,12
-67,-40,-51,-58,-66,-60,-31,-51,NaN,-50,-74,-69,-57,-67,-66,NaN,NaN,NaN,NaN,12
-66,-41,-49,-58,-65,-61,-27,-50,NaN,-49,-72,NaN,-55,-68,-67,-68,-72,-83,-75,12
-67,-41,-50,NaN,NaN,-63,-29,-52,NaN,-48,-71,NaN,-56,-70,-67,NaN,-72,NaN,-76,12
-67,-40,-50,NaN,-63,-63,-74,-53,NaN,-48,NaN,NaN,-58,-70,-67,-69,NaN,NaN,NaN,12
-67,-41,-50,-57,-66,-61,-27,-52,-83,-49,-74,NaN,-57,NaN,-65,NaN,NaN,NaN,NaN,12
-68,-41,-51,-57,-67,-62,-27,NaN,NaN,-51,-75,-70,-57,-69,NaN,NaN,-73,NaN,-75,12
-66,-40,-51,-56,NaN,-55,-27,-50,NaN,-48,-74,-71,-55,-70,-68,NaN,-85,NaN,-74,12
-66,-39,-51,-59,NaN,-57,-27,-54,NaN,-52,-71,NaN,-55,-69,-67,NaN,NaN,NaN,-77,12
-66,-40,-50,-61,-66,-58,-27,-48,NaN,-52,NaN,-68,-54,-74,-70,-70,NaN,-87,NaN,12
-66,-40,-51,-60,NaN,-55,-27,-50,-87,-52,-72,-70,-55,-69,-66,-73,NaN,NaN,-76,12
-67,-40,-50,-59,-66,-55,-27,-53,NaN,-53,NaN,-69,-56,-69,-67,NaN,NaN,NaN,NaN,12
-67,-41,-51,-70,-67,-58,-30,-91,-88,-55,NaN,-70,-55,-66,-68,-66,NaN,NaN,-75,12
-65,-40,-51,-58,-67,-58,-27,-51,-83,-50,NaN,NaN,NaN,-69,NaN,-68,NaN,-84,-75,12
-64,-40,-51,-59,-69,-57,-27,-51,-88,-52,-72,-71,-54,-66,-70,-70,NaN,NaN,-74,12
-64,-43,-51,-57,-67,-58,-30,-52,NaN,-51,-72,NaN,-56,-69,-71,-70,NaN,NaN,NaN,12
-64,-40,-51,-70,-68,-53,-27,-52,NaN,-51,-70,NaN,NaN,NaN,NaN,-69,NaN,NaN,NaN,12
-65,-41,-50,-59,-66,-58,-30,-51,-87,-50,-72,-71,-56,-67,-67,NaN,NaN,NaN,-71,12
-66,-40,-50,-59,-65,-59,-27,-52,NaN,-51,-72,-73,-56,-67,-68,-70,NaN,NaN,NaN,12
-65,-41,-50,-59,-65,-55,-26,-53,NaN,-50,-72,-70,-55,-67,-68,-70,NaN,-84,-75,12
-60,-41,-50,-59,-63,-60,-26,-51,NaN,-49,NaN,NaN,NaN,NaN,-68,-70,NaN,NaN,-73,12
-64,-41,-51,NaN,NaN,-62,-27,-50,NaN,-53,-74,NaN,-56,NaN,-69,NaN,NaN,NaN,NaN,12
-65,-41,-50,-58,NaN,-58,-27,-48,-86,-52,NaN,NaN,-54,-70,-68,-62,-73,NaN,-75,12
NaN,-41,-51,-59,-65,-65,-27,-52,NaN,-54,-72,NaN,-56,-65,-69,NaN,NaN,NaN,-74,12
-54,-41,-50,-58,-64,-55,-26,-51,NaN,-50,NaN,-72,-55,NaN,-68,-70,-74,NaN,-75,12
-64,-41,-50,-57,-66,-63,-27,-49,NaN,-51,NaN,-71,-55,-69,-69,-72,-73,NaN,-74,12
-65,-39,-50,-58,-66,-61,-27,-48,-85,-52,NaN,-70,-55,-66,-69,-71,-74,NaN,-73,12
-65,-41,-50,-57,-65,-54,-27,-48,-86,-49,-72,-74,-56,-69,-68,-70,NaN,-86,NaN,12
-65,-40,-50,-57,-66,-61,-27,-49,NaN,-53,NaN,NaN,-56,-73,-68,-70,NaN,NaN,-73,12
-64,-41,-50,-57,-66,-65,-27,-47,NaN,-52,NaN,-71,-56,NaN,-70,-68,-72,NaN,NaN,12
-65,-42,-50,-57,-66,-64,-27,-48,-85,-49,NaN,NaN,-54,-70,-72,-72,-74,NaN,-77,12
-57,-42,-50,-57,-68,-55,-27,-47,NaN,-51,-69,-72,-55,-68,-71,-71,NaN,-85,NaN,12
-66,-41,-51,-58,-68,-53,-28,-47,-82,-49,-71,-71,-71,-68,-72,NaN,-73,NaN,-74,12
-66,-42,-51,-57,NaN,-65,-28,-47,NaN,-48,NaN,NaN,-56,NaN,NaN,NaN,-74,NaN,NaN,12
-67,-41,-50,-63,NaN,-63,-27,-47,NaN,-49,-65,NaN,NaN,-69,-70,NaN,NaN,NaN,-74,12
-66,-42,-51,-56,-66,-54,-28,-49,NaN,-49,-72,-71,NaN,-68,-72,-70,NaN,-85,NaN,12
-67,-42,-50,-57,-65,-53,-29,-47,-85,-49,-71,-70,-54,-69,-68,-71,-72,-84,-73,12
-67,-42,-51,-56,-66,-63,-27,-48,NaN,-56,-71,-70,-55,-69,-69,-70,-73,NaN,-73,12
-66,-42,-51,-56,-64,-63,-27,-48,NaN,-49,-72,-70,-55,-66,-69,NaN,NaN,NaN,NaN,12
-68,-41,-51,-58,-65,-58,-28,-47,-87,-48,-71,-69,-54,-69,-70,-72,NaN,NaN,-74,12
-67,-42,-51,-56,-66,-62,-28,-47,NaN,-51,-72,NaN,-56,NaN,NaN,-72,NaN,NaN,NaN,12
-66,-41,-51,-58,-65,-64,-27,-47,NaN,-53,NaN,NaN,-55,-73,-68,-70,NaN,NaN,-74,12
-66,-42,-50,-57,-66,-63,-31,-71,-86,-49,NaN,NaN,-55,-67,-70,NaN,-73,NaN,NaN,12
-67,-42,-50,-57,-64,-64,-29,-47,NaN,-49,NaN,-69,-55,-69,-69,NaN,NaN,NaN,-73,12
-66,-33,-51,-57,-65,-56,-32,-48,-83,-53,-70,-69,-66,-72,-66,-76,-73,NaN,-74,13
-67,-33,-51,NaN,NaN,-55,-37,-54,-84,-51,-72,NaN,NaN,-68,-63,NaN,NaN,NaN,-76,13
-65,-33,-52,-63,-66,-56,NaN,-52,NaN,-57,NaN,NaN,-60,-70,-64,NaN,NaN,NaN,-75,13
-64,-33,-51,-62,-65,-56,-33,-53,-83,-55,NaN,NaN,-62,NaN,-66,NaN,-73,NaN,NaN,13
-64,-33,-52,-58,-66,-56,-33,-52,-82,-53,NaN,-73,-62,-70,-66,NaN,-77,NaN,-76,13
-65,-33,-52,-58,-66,-56,-36,NaN,NaN,-51,NaN,-73,-63,-72,NaN,NaN,NaN,NaN,-76,13
-64,-33,-51,-59,NaN,-59,-33,-54,NaN,-57,NaN,NaN,NaN,-74,-65,-71,-72,NaN,NaN,13
-64,-33,-51,-57,-68,-55,-33,-54,NaN,-53,NaN,-73,NaN,NaN,-63,NaN,-72,NaN,-76,13
-64,-33,-51,-58,-69,-56,NaN,-53,-82,-52,NaN,NaN,-67,NaN,-65,NaN,NaN,NaN,NaN,13
-64,-33,-52,-57,-67,-47,-33,-55,NaN,-54,-77,-73,NaN,NaN,-63,-73,NaN,NaN,-75,13
-65,-33,-52,-64,-67,-58,-32,-55,-82,-54,NaN,NaN,NaN,NaN,-65,NaN,NaN,NaN,NaN,13
-64,-33,-51,-85,-66,-57,-32,-55,NaN,-54,NaN,-74,NaN,-70,-64,-70,-71,NaN,-75,13
-63,-33,-51,-62,NaN,-57,-32,-54,NaN,-59,-73,NaN,-63,-70,-63,NaN,NaN,NaN,-75,13
-64,-33,-52,-62,NaN,-48,-33,-55,NaN,-53,NaN,NaN,NaN,NaN,-63,-72,NaN,NaN,NaN,13
-63,-33,-51,-62,-67,-56,-32,-54,NaN,-53,-77,NaN,-62,-71,-66,NaN,NaN,NaN,NaN,13
-64,-33,-51,-63,-69,-47,-33,-52,NaN,-53,-73,NaN,NaN,NaN,-62,-72,NaN,NaN,-75,13
-64,-32,-51,-63,-66,-59,-32,-53,-83,-55,NaN,NaN,-61,-78,-65,NaN,-78,NaN,-73,13
-64,-33,-52,-63,NaN,-59,-66,-56,NaN,-54,NaN,NaN,NaN,-69,-64,-74,-77,NaN,-75,13
-63,-33,-51,-63,-65,-59,-32,-55,-83,-54,NaN,-74,-61,-76,NaN,-69,-80,NaN,NaN,13
-63,-33,-51,NaN,NaN,NaN,-32,-55,-84,-53,-72,NaN,-61,-71,-62,NaN,NaN,NaN,NaN,13
-63,-33,-52,-58,-65,-57,-32,-54,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-64,-32,-52,-63,NaN,-46,-29,-54,NaN,-53,NaN,-75,NaN,NaN,-66,NaN,-78,NaN,-75,13
-57,-33,-52,-64,-67,-57,NaN,NaN,-83,-51,NaN,-77,NaN,-70,NaN,NaN,NaN,NaN,NaN,13
-63,-33,-51,-63,-66,-57,-74,NaN,-81,-51,NaN,-74,-61,-69,-63,NaN,NaN,NaN,-73,13
-64,-33,-51,-57,-66,-57,-31,-55,NaN,-54,-73,-75,-61,-69,-63,NaN,-78,-84,-74,13
-63,-48,-52,-57,-64,-59,-33,-55,-78,-52,NaN,-75,-61,NaN,-63,NaN,NaN,NaN,NaN,13
-57,-33,-52,-58,-67,-57,-32,-54,NaN,-54,-73,-75,-62,-67,-62,-74,-81,NaN,NaN,13
-60,-33,-50,-58,-65,-57,-32,-54,-82,-53,-73,NaN,-60,-68,-64,NaN,NaN,NaN,NaN,13
-63,-32,-52,-57,-65,-48,-33,-54,NaN,-53,-74,NaN,NaN,NaN,-62,NaN,NaN,-74,-76,13
-64,-32,-52,-57,-64,-57,-33,-55,NaN,-54,-74,-75,-61,-69,-64,-74,-73,NaN,NaN,13
-64,-32,-52,-58,-66,-58,NaN,-55,NaN,-53,NaN,NaN,NaN,-67,NaN,NaN,NaN,NaN,NaN,13
-64,-33,-51,-60,NaN,-58,-33,-55,NaN,-53,NaN,NaN,-60,-67,-63,NaN,NaN,NaN,NaN,13
-64,-33,-52,-62,NaN,-57,-32,-57,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,-73,NaN,NaN,13
-64,-32,-52,-58,NaN,-57,-32,-55,-85,-52,NaN,NaN,NaN,-65,NaN,NaN,NaN,NaN,NaN,13
-63,-33,-52,-58,-64,-58,-33,-55,NaN,-54,-73,NaN,NaN,-69,-63,-72,-74,NaN,-76,13
-63,-32,-52,-57,-65,-58,-32,-55,-85,-53,-70,-73,-62,-69,-64,-71,NaN,NaN,NaN,13
-65,-33,-53,-58,NaN,-48,-33,-57,NaN,-54,NaN,NaN,NaN,-73,-64,NaN,-71,-85,-76,13
-65,-32,-52,-62,NaN,-68,-33,-54,NaN,-54,-72,NaN,-61,-67,-63,NaN,NaN,NaN,NaN,13
-65,-33,-52,NaN,NaN,-57,-33,-54,-83,-53,NaN,NaN,NaN,NaN,-64,-72,NaN,NaN,-75,13
-66,-33,-52,-61,-65,-57,-32,-55,NaN,-55,-78,-72,-61,-68,-66,-72,NaN,NaN,NaN,13
-65,-33,-52,-62,-65,-47,-32,-53,NaN,-53,NaN,-72,NaN,-71,NaN,-70,NaN,NaN,NaN,13
-65,-33,-52,-57,-65,-57,-32,-54,NaN,-57,NaN,-71,-63,-71,-62,-73,NaN,NaN,-75,13
-65,-33,-52,-58,-67,-58,-32,-52,NaN,-53,NaN,NaN,-60,-67,NaN,-68,NaN,NaN,-76,13
-65,-33,-52,-59,-66,-47,-36,-52,-81,-54,NaN,-73,-61,-63,-66,-75,NaN,NaN,NaN,13
-64,-32,-52,-59,NaN,-58,-33,-54,NaN,-55,NaN,NaN,NaN,NaN,-62,-72,NaN,NaN,NaN,13
-64,-33,-52,-62,-66,-57,-33,-53,-83,-53,NaN,NaN,NaN,-70,-63,-72,NaN,NaN,NaN,13
-64,-33,-52,-62,-65,-57,-34,-55,NaN,-53,-66,-71,NaN,-63,NaN,-71,-65,NaN,NaN,13
-65,NaN,-52,-61,-67,-58,NaN,-55,NaN,-56,NaN,-71,NaN,NaN,NaN,NaN,NaN,-85,NaN,13
-64,NaN,-52,-63,NaN,-59,NaN,-54,-83,-58,NaN,NaN,-63,NaN,NaN,-67,NaN,NaN,NaN,13
-64,-33,-50,-57,-66,-57,NaN,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-66,-33,-52,-58,-67,-47,-32,-52,NaN,-55,-76,NaN,NaN,NaN,-75,-74,NaN,NaN,NaN,13
-64,-33,-52,-62,-66,-58,-33,-52,NaN,-57,-73,-73,-63,NaN,-64,-68,NaN,NaN,-74,13
-63,-33,-52,-66,-66,-58,-32,-56,-85,-54,NaN,NaN,-62,-72,-63,-70,NaN,NaN,-74,13
-65,-33,-52,-61,-66,-59,-33,-55,-87,-54,NaN,-74,NaN,NaN,-61,-71,-75,-75,-68,13
-64,-33,-52,-64,NaN,-58,-34,-54,NaN,-58,NaN,NaN,-64,NaN,NaN,-72,NaN,NaN,NaN,13
-64,NaN,-52,-63,-67,-58,-37,-55,NaN,-55,NaN,NaN,-61,NaN,-62,-72,NaN,NaN,NaN,13
-65,NaN,-52,-62,-65,-46,-33,-54,NaN,-52,NaN,-74,-63,-73,-61,-72,NaN,NaN,NaN,13
-64,NaN,-52,-58,-67,-60,-33,NaN,-82,-55,NaN,-72,-74,-72,-62,-75,-72,NaN,NaN,13
