04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:67:ab:cf_evarobot,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:9e:ab:5c_MMD,18:28:61:13:0d:9d_EROGLU,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-44,-36,-42,-53,-49,-46,-53,-64,-55,-46,-69,-52,NaN,-60,NaN,-68,-69,NaN,-48,-74,NaN,10
-47,NaN,-42,-52,-37,-45,-54,-73,-55,-47,NaN,-53,NaN,-58,NaN,-71,-67,NaN,-89,NaN,NaN,10
-47,NaN,-42,-50,-37,-46,-52,-64,-54,-45,NaN,-54,NaN,-60,-64,-72,-69,-69,-44,NaN,NaN,10
-48,-37,-42,-52,-38,-54,-54,-68,-53,-45,NaN,-55,-66,-60,-64,NaN,NaN,-67,-48,-75,NaN,10
-45,-38,-41,-50,-37,NaN,-53,-68,-55,-46,-70,NaN,-69,-59,-64,NaN,-69,NaN,-47,-76,NaN,10
-44,-42,-42,-50,-38,-49,-52,NaN,-55,-46,NaN,-53,-67,-59,-63,-68,-68,NaN,-48,NaN,NaN,10
-45,-36,-42,-51,-38,-50,-52,-69,-55,-47,NaN,-53,NaN,-59,-86,NaN,-56,NaN,-49,NaN,NaN,10
-46,-36,-43,-52,-37,-49,-48,-64,-55,-46,-70,-54,-67,-58,-64,-72,-68,-68,-48,-76,NaN,10
-43,-35,NaN,-50,-37,-47,-52,-63,-54,-46,-70,-54,-68,NaN,-65,-71,-70,-69,-48,NaN,-77,10
-45,-36,-41,-50,-37,-52,-52,-65,-54,-46,NaN,-54,NaN,-58,NaN,NaN,NaN,NaN,-48,NaN,NaN,10
-44,-36,-39,-50,-46,-51,-53,-65,-54,-46,-68,-53,-68,NaN,NaN,NaN,NaN,NaN,-47,NaN,NaN,10
-44,-36,-43,-51,-46,-52,-52,-72,-54,-49,-71,-55,NaN,NaN,-64,-71,NaN,NaN,-47,NaN,NaN,10
-43,-36,-42,-50,-38,-51,-52,-65,-54,-48,-70,-54,-67,-59,-64,-72,-70,-51,-48,NaN,-77,10
-43,-36,-41,-50,-38,-49,-52,-73,-54,-46,-70,-54,NaN,-59,-60,-71,-68,-69,-48,NaN,NaN,10
-43,-36,-40,-50,-38,-49,-52,-65,-54,-46,NaN,-54,-69,-58,-65,-72,-68,-73,-47,-75,NaN,10
-45,-36,-42,-50,-37,-51,-53,-66,-55,-46,-71,-54,-69,-58,-64,-56,-57,-69,NaN,NaN,-78,10
-43,-36,-44,-52,-38,-50,-52,-66,-54,-47,-71,-54,-69,-58,-64,NaN,-68,NaN,-47,NaN,NaN,10
-44,-36,NaN,-50,-38,-51,-51,-67,-55,-46,NaN,-54,-71,-58,-65,-57,-69,-71,-47,NaN,NaN,10
-47,-36,NaN,-52,-37,-49,-52,-67,-54,-47,NaN,-54,-72,-58,-64,-72,-69,-69,-46,-72,NaN,10
-42,-36,-42,-51,-38,-49,-53,-67,-54,-47,NaN,-55,-71,NaN,NaN,-71,NaN,NaN,-48,NaN,NaN,10
-43,-36,-42,-50,-37,-52,-47,-66,-54,-47,NaN,-55,-70,-58,NaN,NaN,NaN,NaN,-47,NaN,NaN,10
-43,-36,-41,-50,-38,-48,-53,-65,-54,-47,NaN,-55,-71,NaN,-65,NaN,-70,NaN,-47,NaN,NaN,10
-44,-36,-42,-50,-38,-50,-52,-66,-54,-46,-70,-55,-70,NaN,-65,-72,NaN,NaN,-45,NaN,-79,10
-43,-35,-41,-50,-45,NaN,-52,-72,-54,-46,-71,-56,-71,NaN,-64,-70,-70,-74,-47,NaN,-77,10
-49,-36,-42,-53,-37,NaN,-52,-65,-55,-47,NaN,-55,NaN,-58,-61,NaN,NaN,NaN,-47,-75,NaN,10
-45,-36,-43,-51,-37,-47,-51,-67,-54,-47,-69,-56,-70,-59,-65,-71,-68,NaN,-44,NaN,-79,10
-44,-37,-42,-55,-37,-49,-52,-69,-54,-46,NaN,-55,NaN,-67,-58,-71,-67,NaN,-47,NaN,NaN,10
-43,-36,-43,-51,-38,-50,-51,-66,-55,-47,NaN,-55,-66,NaN,NaN,NaN,-69,-69,-47,NaN,NaN,10
-45,-35,-42,-51,-38,-51,-52,NaN,-54,-46,NaN,-55,-69,-58,NaN,-71,-67,-69,-48,NaN,NaN,10
-43,-36,-43,-51,-45,-51,-53,-65,-55,-47,-69,-55,-71,NaN,NaN,NaN,NaN,NaN,-47,NaN,NaN,10
-44,-36,-42,-51,-37,-51,-52,-71,-55,-47,NaN,-55,NaN,NaN,-64,-71,NaN,NaN,-45,-75,-77,10
-45,-36,-42,-51,-45,-52,-52,-70,-54,-46,NaN,-56,-70,-58,NaN,-72,-69,-69,-47,-77,NaN,10
-44,-36,-43,-49,-37,-48,-53,-65,-55,-49,-70,-56,-68,-57,NaN,-70,-67,-70,-47,NaN,NaN,10
-45,NaN,-43,-52,-37,-49,-53,-64,-54,-48,NaN,-53,NaN,NaN,-72,NaN,-66,NaN,-49,NaN,NaN,10
-43,-36,-41,-54,-40,-47,-52,NaN,-56,-53,-72,NaN,NaN,NaN,NaN,NaN,NaN,-63,-49,NaN,NaN,10
-44,-36,-42,-52,-38,-48,-51,-71,-55,-46,-69,-55,-70,-69,NaN,-72,-69,NaN,-47,NaN,NaN,10
-43,-36,-42,-50,-42,NaN,-52,-73,-54,-47,NaN,-56,NaN,NaN,NaN,-72,-71,-69,-43,NaN,NaN,10
-45,-37,-41,-48,-36,-51,-49,-67,-55,-47,NaN,-56,-67,NaN,NaN,NaN,NaN,-69,-47,NaN,-77,10
-44,-37,-42,-50,-37,NaN,-53,-69,-55,-47,-70,-56,-75,-59,NaN,NaN,-56,-69,-48,NaN,NaN,10
-46,-35,-43,-50,-38,-48,-55,-71,-53,-46,-71,-57,-64,-58,NaN,-76,-69,NaN,NaN,NaN,NaN,10
-43,-35,-42,-54,-38,NaN,-53,-66,-54,-46,-69,-59,-65,-57,-68,-71,-69,-69,NaN,NaN,-76,10
-44,-36,-42,-53,-40,-50,-54,-68,-54,-46,NaN,-55,-74,-59,NaN,-75,-72,NaN,-47,-76,-76,10
-44,-92,-42,-54,-42,NaN,-50,-70,-55,-74,-70,-57,-74,-58,-62,-72,NaN,NaN,-47,NaN,-75,10
-43,-37,-42,-52,-45,-50,-54,-66,-55,-47,NaN,-55,-68,-59,NaN,-72,-64,-70,-78,NaN,NaN,10
-47,-36,-42,-53,-44,-54,-54,-68,-55,-47,-70,-56,-67,NaN,-70,-72,NaN,-69,-47,NaN,NaN,10
-44,-37,NaN,-51,-38,NaN,-48,-64,-55,-47,NaN,-55,-67,-58,NaN,NaN,NaN,-69,-48,NaN,NaN,10
-43,-36,NaN,-53,-38,-47,-49,-67,-54,-47,NaN,-55,-66,NaN,NaN,-72,-75,NaN,-47,NaN,NaN,10
-44,-36,-42,-51,-37,NaN,-53,-69,-54,-47,-70,-56,-65,-59,NaN,-72,-68,NaN,-48,NaN,NaN,10
-44,-36,-42,-51,-38,-52,-47,-67,-55,-46,NaN,-55,NaN,-60,-72,-72,NaN,NaN,-47,NaN,-75,10
-44,-36,-42,-53,-38,-50,-53,NaN,-54,-44,-70,-55,-67,-58,-71,-72,-68,-69,-47,-73,-74,10
-47,-36,NaN,-53,-45,NaN,-48,-67,-55,-46,-70,-55,-66,NaN,NaN,-70,NaN,NaN,-48,NaN,NaN,10
-44,-36,-42,-51,-37,-53,-53,-67,-55,-46,-69,-55,NaN,-57,NaN,-73,NaN,NaN,-48,NaN,-77,10
-43,-36,-44,-51,-38,-51,-51,-66,-54,NaN,-68,-56,-69,-58,-72,-72,NaN,-69,-52,-71,NaN,10
-44,-36,-42,-53,-37,-51,-53,-68,-55,-46,NaN,-55,-70,-58,NaN,-72,-56,-70,-47,NaN,-77,10
-43,-36,-41,-51,-45,-49,-52,-68,-55,NaN,-69,-57,-71,-57,NaN,-72,-69,-69,-47,NaN,NaN,10
-43,-37,-42,-52,-38,-49,-53,-67,-55,-47,-69,-52,-68,-58,-71,-67,-68,-69,-48,NaN,NaN,10
-47,-36,-43,-55,-38,-46,-50,NaN,-56,-46,NaN,-55,NaN,-61,-69,-69,-69,-70,-48,NaN,NaN,10
-47,-36,-42,-53,-38,-50,-53,-73,-56,-46,NaN,-56,NaN,NaN,-70,NaN,-70,-69,-48,NaN,NaN,10
-44,-36,-42,-50,-37,-48,-54,-66,-55,-46,NaN,-55,-70,-58,-71,NaN,NaN,-68,-47,NaN,NaN,10
-44,-36,-43,-52,-44,-51,-53,NaN,-55,NaN,NaN,-55,NaN,NaN,-58,-70,NaN,NaN,-47,NaN,NaN,10
-44,-36,-42,-50,-37,-51,-51,NaN,-55,-46,NaN,-55,-69,-58,-70,-72,-69,-69,-48,NaN,NaN,10
-43,-36,-41,-48,-43,-49,-48,-68,-53,-46,-70,-55,-69,-58,NaN,-72,-72,-69,-48,NaN,NaN,10
-42,-35,-42,-50,-38,-49,-49,NaN,-55,-46,-71,-55,-71,NaN,-75,-72,-69,NaN,-48,NaN,NaN,10
-43,-35,-39,-50,-37,-46,-54,-68,-55,-45,-70,-56,-71,NaN,NaN,-73,-70,NaN,-48,NaN,NaN,10
-43,-36,-42,-51,-38,-51,-53,-66,-56,-46,NaN,-55,NaN,-57,NaN,-78,-70,-69,-46,NaN,NaN,10
-47,-35,-42,-51,-82,-40,-52,-68,-59,-45,NaN,-54,-68,-58,-62,-71,-66,NaN,NaN,NaN,NaN,10
-42,-38,-43,-64,-52,-42,-39,-61,-53,-45,-72,-52,-64,-50,-63,-65,-64,-74,-44,NaN,NaN,11
-46,-43,-43,NaN,-43,-47,-43,-56,-51,-37,NaN,-49,-61,NaN,NaN,-64,NaN,NaN,-43,NaN,NaN,11
-42,-39,-45,-59,-42,-48,-40,-63,-55,NaN,NaN,-52,NaN,-50,NaN,-64,-59,NaN,-43,NaN,NaN,11
-44,-40,-45,-60,-46,-50,-40,-56,-53,-36,-74,-51,NaN,-50,-66,-65,-60,NaN,-43,NaN,NaN,11
-44,-37,-43,NaN,-42,-48,-41,-56,-55,-37,NaN,-49,-63,-50,-67,NaN,-60,NaN,-44,NaN,NaN,11
-46,-38,-42,-61,-42,-50,-40,-56,-53,-37,NaN,-51,-64,NaN,NaN,-64,-59,NaN,-43,NaN,NaN,11
-41,-39,-43,-58,-41,-47,-40,-58,-54,-36,-77,-51,NaN,-55,-69,NaN,-59,-68,-44,NaN,NaN,11
-42,-41,-44,-64,-40,NaN,-40,-57,-52,-37,-70,-53,NaN,-58,-68,-69,-61,-75,-43,NaN,-75,11
-43,-40,-42,-59,-41,-45,-40,-63,-54,-37,-69,-51,-63,-50,NaN,-64,-57,-72,-44,NaN,NaN,11
-43,-39,-44,-59,-42,-46,-40,-57,-54,-36,-73,-51,-60,-50,-66,-65,-58,-74,-43,NaN,-74,11
-41,-40,-43,-62,-51,-46,-40,-57,-53,-37,NaN,-50,-61,-50,-68,-64,-59,-74,-43,NaN,NaN,11
-42,-39,-42,-61,-41,-48,-40,-64,-54,-37,NaN,-49,-60,-51,NaN,NaN,NaN,NaN,-45,NaN,NaN,11
-42,-40,-43,-60,-42,-48,-40,NaN,-53,-36,-80,-50,NaN,NaN,-64,-63,-58,NaN,-43,NaN,NaN,11
-42,-40,-44,-60,-42,-47,-40,-57,-54,-38,NaN,-50,-61,-50,-67,NaN,-57,NaN,-44,NaN,NaN,11
-41,-39,-44,-60,-43,-48,-40,-50,-54,-36,-71,-54,-59,-50,NaN,-65,-59,NaN,-43,-80,NaN,11
-41,-40,-45,-58,-42,-47,-40,-64,-54,-37,-70,-50,NaN,NaN,-70,-65,-59,NaN,-43,NaN,-73,11
-44,-39,-45,-58,-43,-48,-40,-56,-54,-37,-71,NaN,NaN,-48,-72,-66,-59,-74,-43,-78,NaN,11
-43,-40,-44,-60,-41,-49,-40,-57,-54,-37,NaN,-51,-67,-50,NaN,NaN,-59,NaN,-43,NaN,-74,11
-41,-39,-46,-59,-42,-44,-40,NaN,-54,-40,NaN,-49,NaN,-50,NaN,-64,NaN,NaN,-43,NaN,NaN,11
-41,-40,-46,-60,-43,-47,-40,NaN,-54,-37,NaN,-50,NaN,NaN,NaN,-65,-58,NaN,-43,NaN,NaN,11
-42,-39,-43,-57,-42,-46,-40,-57,-54,-36,-79,-51,-65,NaN,NaN,-65,-59,-76,-44,NaN,NaN,11
-42,-39,-47,-58,-42,-46,-40,-57,-55,-36,NaN,-50,NaN,NaN,NaN,-64,-59,NaN,-44,NaN,NaN,11
-42,-40,-43,NaN,-42,-71,-40,-63,-55,-36,-70,-51,NaN,-50,NaN,-65,-57,NaN,-43,NaN,NaN,11
-43,-39,-46,-60,-41,-45,-40,-56,-54,-36,NaN,-49,-61,-50,NaN,-65,-56,-76,-43,-76,-73,11
-41,-40,-43,-59,-43,-46,-40,-57,-53,-36,-79,-49,NaN,-50,-58,-65,-59,-75,-44,-78,NaN,11
-43,-40,-46,-60,-42,-85,-40,-50,-55,-40,-71,-50,-66,-49,-57,-65,-57,-68,-44,-75,NaN,11
-41,-39,-45,-60,-42,-47,-40,-57,-53,-37,-69,-49,-60,-48,-54,-64,-59,-75,NaN,-78,-78,11
-42,-39,-50,-58,-43,-46,-39,-57,-53,-36,-79,-50,-62,NaN,-59,-61,-58,-75,-44,NaN,-73,11
-41,-38,-45,-59,-42,-46,-40,-57,-54,-36,NaN,-50,-62,-50,-57,NaN,NaN,NaN,-44,NaN,-79,11
-45,-39,-45,NaN,-51,-49,-40,-52,-50,-36,NaN,-49,-60,NaN,-58,-64,-59,NaN,-45,NaN,NaN,11
-41,-39,-46,-61,-42,-45,-40,-57,-55,-37,-71,-54,NaN,-49,-55,-63,-59,NaN,-43,NaN,NaN,11
-42,-40,-45,-59,-43,-46,-39,-56,-54,-37,NaN,-50,-65,-51,-59,-65,-59,NaN,-42,NaN,-75,11
-41,-39,-45,-58,-41,-46,-40,-57,-51,-40,NaN,-51,-64,-50,-67,-63,-59,NaN,-43,NaN,-74,11
-43,-39,-43,-59,-41,-44,-40,-50,-52,-37,-73,-51,NaN,-50,-70,-59,-58,-74,-42,-76,NaN,11
-42,-38,-45,NaN,-41,NaN,-40,-57,-49,-37,-73,-51,-64,-49,NaN,-64,NaN,-74,-43,NaN,NaN,11
-43,-38,-45,-58,-42,-44,-40,-62,-54,NaN,NaN,-50,-64,-50,NaN,-64,-58,-74,-44,NaN,NaN,11
-42,-39,-46,-57,-43,-44,-40,-56,-53,-36,NaN,-50,-63,-50,NaN,-66,-59,NaN,-43,NaN,NaN,11
-46,-39,-45,-58,-42,-43,-39,-58,-54,-37,-72,-51,-64,-50,NaN,-64,-59,NaN,-43,NaN,-75,11
-42,-39,-44,-57,-51,-43,-40,-57,-54,NaN,NaN,-53,NaN,NaN,NaN,NaN,-57,NaN,-43,NaN,-80,11
-42,-39,-42,-57,-42,-45,-40,-56,-54,NaN,-72,NaN,NaN,-48,NaN,NaN,-59,NaN,-43,NaN,NaN,11
-42,-39,-45,-59,-42,-44,-40,-57,-54,-37,NaN,-51,-62,-55,-57,-68,-59,-74,-43,NaN,NaN,11
-42,-39,-45,-59,-51,-43,-40,-56,-54,-36,-70,-56,NaN,-52,NaN,-58,-58,-75,-43,-78,-76,11
-42,-39,-46,-58,-42,-45,-40,-57,-54,-37,NaN,-50,-63,-50,-57,-66,NaN,NaN,-43,NaN,-75,11
-42,-39,-45,-59,-41,-44,-40,-57,-54,-37,NaN,-50,NaN,-55,-58,-67,NaN,NaN,-43,NaN,NaN,11
-43,-38,-44,-58,-42,-45,-40,-57,-54,-37,-77,-51,NaN,-50,-58,-64,-59,-74,-43,-76,-76,11
-43,-39,-43,-58,-42,-44,-40,-57,-54,-37,NaN,-49,-66,-50,NaN,-60,-59,NaN,-44,-74,NaN,11
-46,-39,-44,-57,-43,-43,-40,-57,-54,-37,NaN,-49,-61,-50,NaN,-65,-59,NaN,-44,NaN,NaN,11
-43,-37,-44,-56,-41,-44,-40,-56,-54,-36,-71,-50,-62,-55,-70,-65,-59,NaN,-43,NaN,NaN,11
-42,-39,-42,-58,-42,-44,-40,-52,-54,-37,-78,-50,-61,-50,-69,-60,-59,NaN,-43,NaN,NaN,11
-43,-40,-44,-55,-42,-43,-41,NaN,-52,-36,NaN,-52,-61,-51,NaN,-66,NaN,-75,-44,-77,NaN,11
-41,-40,-43,-57,-42,-47,-40,-56,-54,-40,NaN,-52,-63,NaN,-73,-69,-57,NaN,-42,NaN,NaN,11
-42,-39,-42,-58,-41,-44,-40,-56,-54,-33,-74,-51,-61,-50,-68,-64,-59,-74,-43,-76,NaN,11
-42,-39,-43,-58,-42,-44,-40,-56,-54,-37,-73,-50,-68,-48,NaN,-64,-59,NaN,-42,NaN,NaN,11
-44,-39,-44,-58,-41,-44,-40,-56,-55,-37,-71,-50,-62,-48,NaN,-67,NaN,NaN,-43,NaN,NaN,11
-42,-39,-43,-56,-42,-45,-40,-56,-51,-36,-74,-50,-67,-51,-72,-66,-60,-75,-43,-79,NaN,11
-42,-51,-44,-55,-42,-44,-40,-56,-54,-37,NaN,-52,-59,NaN,NaN,NaN,NaN,NaN,-43,NaN,NaN,11
-43,-40,-46,-59,-43,NaN,-40,-56,-54,-37,NaN,-51,-62,NaN,NaN,NaN,-59,NaN,-43,NaN,NaN,11
-43,NaN,-44,NaN,-42,-45,-39,-56,-54,-37,-71,-51,-62,-50,-70,NaN,NaN,NaN,NaN,NaN,NaN,11
-42,-39,-45,-57,-42,-45,-39,-56,-54,-36,NaN,-51,NaN,-50,-69,-67,-59,NaN,-43,NaN,NaN,11
-42,-38,-47,-60,-42,-44,-40,-57,-54,-37,-79,-50,-61,-50,-71,-66,-58,-74,-43,NaN,NaN,11
-42,-39,-44,-58,-41,-45,-40,-56,-53,-37,-72,-51,-64,-50,NaN,-66,-57,-75,-43,NaN,-76,11
-42,-39,-74,-60,-42,-44,-40,-62,-54,-37,NaN,-51,NaN,NaN,-75,-69,-57,NaN,-43,NaN,NaN,11
-42,-39,-45,-61,-43,NaN,-39,-56,-55,-37,NaN,-51,-62,-50,-71,NaN,-57,-75,-43,NaN,NaN,11
-42,-39,-45,-61,-41,-43,-40,-57,-53,-37,NaN,-52,-61,-50,NaN,NaN,-59,NaN,-43,NaN,NaN,11
-43,-40,-45,-59,-42,NaN,-40,-56,-53,-37,NaN,-51,-63,-50,-65,-64,-59,NaN,-43,NaN,NaN,11
-42,-39,-45,-58,-42,-43,-40,-56,-53,-37,-70,-48,NaN,-50,-63,-66,-59,NaN,-43,NaN,NaN,11
-43,-38,-46,-61,-43,-44,-40,-50,-54,-37,NaN,-51,-63,-50,-74,NaN,-73,-74,-43,NaN,NaN,11
-44,-39,-45,-59,-41,-43,-40,-57,-54,-33,NaN,-51,-63,-50,-77,-64,-57,-74,-43,NaN,-77,11
-47,-39,-46,-59,-41,-44,-40,NaN,-54,-37,NaN,-52,NaN,NaN,-75,-63,NaN,NaN,NaN,NaN,NaN,11
-45,-40,-46,-56,-42,-43,-40,-57,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-42,NaN,NaN,11
-42,-39,-45,-59,-42,NaN,-40,NaN,-54,NaN,NaN,NaN,NaN,-50,NaN,-61,-58,NaN,-43,NaN,NaN,11
-42,-41,-45,-59,-43,-45,-40,-55,-55,-37,NaN,-51,-65,-55,NaN,NaN,-60,NaN,NaN,NaN,NaN,11
-45,-42,NaN,-71,-43,-50,-38,-55,-52,-39,NaN,-49,NaN,-51,-71,-64,NaN,NaN,-42,NaN,NaN,11
-45,-39,NaN,-56,-43,-45,-40,-59,-52,-39,NaN,-50,NaN,NaN,-68,-64,-60,NaN,-43,NaN,NaN,11
-43,-39,-46,-58,-42,-44,-41,-54,-54,-36,NaN,NaN,NaN,NaN,-65,-64,NaN,-74,-43,NaN,NaN,11
-44,-39,-44,-57,-41,-46,-40,-52,-54,NaN,-70,-53,NaN,-50,-72,NaN,-57,NaN,-43,NaN,NaN,11
-47,-39,-45,-59,-42,-44,-40,-57,-54,-36,-69,-51,NaN,-51,-73,-64,-59,NaN,-43,-77,NaN,11
-43,-40,-46,-60,-42,NaN,-40,-57,-54,-35,NaN,NaN,-66,-50,NaN,-69,-58,-71,-43,NaN,NaN,11
-41,-39,NaN,-61,-42,NaN,-40,NaN,-53,-36,NaN,-52,NaN,NaN,-71,-65,-59,-76,-43,-77,NaN,11
-41,-40,-45,-57,-42,-43,-40,-55,-55,-36,NaN,-51,-53,-49,-71,-62,NaN,NaN,-44,NaN,NaN,11
-45,-43,-51,-66,-44,-45,-51,-66,-47,-46,-67,-55,-61,-58,-60,-82,-58,-77,-42,-73,NaN,12
-43,-45,-47,-66,-45,-47,-49,-58,-46,-45,-65,-53,NaN,-55,NaN,-59,-56,-75,-44,NaN,NaN,12
-42,-48,-49,-64,-45,-48,-49,-57,-47,-46,-64,-51,NaN,-55,NaN,NaN,-55,NaN,-43,NaN,-75,12
-47,-50,-46,-62,-44,-42,-50,-57,-46,-46,NaN,-53,-62,-53,NaN,-59,-56,-71,-43,NaN,NaN,12
-43,-50,-47,-62,-44,-46,-49,-56,-46,-46,-66,-54,-66,NaN,NaN,-59,-57,-73,-43,NaN,NaN,12
-46,-46,-47,-60,-45,-49,-49,-57,-47,-45,NaN,-55,NaN,-55,-63,NaN,NaN,NaN,-43,NaN,NaN,12
-47,-47,-98,-57,-44,-51,-49,-58,-47,-45,NaN,NaN,-66,NaN,-62,-59,-57,NaN,-44,NaN,NaN,12
-43,-47,-47,-61,NaN,-49,-49,-57,-46,-46,NaN,-54,-64,-55,NaN,-59,-61,NaN,-43,NaN,NaN,12
-45,-47,-46,-62,-44,-49,-49,-57,-46,-47,NaN,-59,-66,-56,-62,-62,-59,NaN,-41,NaN,NaN,12
-43,-47,-46,NaN,-50,-49,-48,-56,-46,-46,-70,-59,NaN,-54,-64,-58,-56,NaN,-44,NaN,NaN,12
-42,-47,-48,-60,-44,-52,-49,-56,-47,NaN,NaN,-56,-63,-54,-64,-60,-57,NaN,-43,NaN,NaN,12
-42,-49,NaN,-61,-50,-56,-48,-56,-47,-45,NaN,-55,-58,-64,-65,-60,-57,NaN,-43,NaN,NaN,12
-48,-47,-47,-61,-39,-51,-49,-55,-47,-45,-66,-55,NaN,NaN,-64,-59,-55,-74,-43,NaN,NaN,12
-42,-50,-46,NaN,-44,-53,-49,-58,-47,-46,-65,-56,-62,-54,-63,-60,-54,NaN,-42,NaN,NaN,12
-42,-47,-47,-61,-50,-49,-49,-57,-47,-44,-65,NaN,-67,-61,-61,-60,-57,-75,-43,NaN,NaN,12
-42,-49,-54,-60,-44,-62,-49,-55,-48,-44,NaN,-55,-60,NaN,-55,-62,NaN,NaN,-44,NaN,-75,12
-45,-48,NaN,-61,-50,-51,-49,-56,-48,-45,-90,NaN,NaN,-54,-64,-59,-56,NaN,-43,NaN,-75,12
-43,-55,-46,-60,-44,-50,-49,-56,-47,-45,NaN,-56,NaN,-54,-64,-58,-56,-78,-43,NaN,-77,12
-42,-47,-46,-61,-49,-49,-49,-56,-47,-45,NaN,NaN,-66,-54,-61,-59,-56,-75,-43,NaN,NaN,12
-42,-47,-48,NaN,-45,-50,-50,-56,-48,-43,-66,-56,-66,NaN,-64,-60,-57,NaN,-43,NaN,NaN,12
-45,-48,-48,-59,-44,-50,-50,-56,-48,-46,-67,-54,NaN,-56,NaN,-58,-58,NaN,-43,NaN,NaN,12
-44,-47,-47,-59,-49,-52,-50,-56,-48,-45,NaN,-54,-65,NaN,-57,-59,-56,NaN,-43,NaN,NaN,12
-42,-47,-47,-58,-45,-52,-50,-56,-48,-44,NaN,-51,-64,NaN,NaN,-60,-55,NaN,-48,-73,NaN,12
-42,-46,-46,-61,-49,-51,-49,-55,-47,-44,-67,-56,NaN,-57,NaN,-59,-56,NaN,-43,NaN,NaN,12
-45,-46,-48,-61,-44,-52,-50,-54,-47,-44,NaN,-56,-64,-59,-54,-60,-57,NaN,-43,NaN,-72,12
-45,-46,-48,-62,-44,-51,-50,-55,-48,-41,-62,-56,NaN,-56,-61,-59,-56,NaN,-43,-73,-76,12
-44,-46,-47,-61,-44,-53,-49,-55,-43,-44,-66,-57,-64,-55,-63,-60,-57,-74,-43,-75,NaN,12
-41,-47,-48,-61,-44,-51,-49,-55,-48,-45,-66,-58,-64,-54,-63,-59,-56,NaN,-43,NaN,NaN,12
-42,-46,-47,-60,-44,-52,-50,-57,-47,-44,-65,-57,-63,NaN,NaN,NaN,NaN,NaN,-44,NaN,NaN,12
-46,-47,-48,-59,-44,-53,-49,-55,-47,-44,-65,-59,-64,-55,-64,-59,-56,-76,-44,-80,NaN,12
-42,-47,-47,-61,-44,-51,-49,-56,-48,-45,-66,-57,-60,-54,NaN,-59,-54,NaN,-43,NaN,NaN,12
-42,-47,-48,-60,-49,-50,-50,-56,-47,-44,NaN,-59,-65,NaN,NaN,-60,-56,NaN,-43,NaN,NaN,12
-46,-48,-47,-61,-40,NaN,-50,-56,-47,-44,NaN,-58,-59,NaN,-56,-59,-55,-72,-43,NaN,NaN,12
-46,-48,-47,-61,-44,-51,-50,-55,-48,-45,-64,-62,-68,-55,-74,-60,-55,-73,-44,-73,NaN,12
-42,-42,-45,-59,-45,-52,-50,-55,-48,-45,-66,-57,-63,-55,-61,-85,-55,-75,-43,NaN,-75,12
-42,-47,-47,-60,-44,-50,-49,-56,-47,-44,-65,-56,-67,NaN,-54,-61,-60,NaN,-44,NaN,NaN,12
-42,-46,-48,-60,-45,-51,-50,-55,-43,-46,-65,-52,NaN,NaN,-85,-60,-56,-75,-43,NaN,-73,12
-42,-47,-48,-56,-44,-48,-50,-56,-47,-45,-69,-60,-62,-55,-54,-59,-56,-78,-60,-74,-74,12
-42,-47,-48,-60,-44,-53,-49,-56,-47,-45,-74,NaN,NaN,-58,-62,-59,-56,-73,-43,-74,-74,12
-42,-48,-46,-60,-44,-50,-50,-56,-48,-45,NaN,-58,-60,NaN,-58,-59,-55,NaN,-43,NaN,NaN,12
-42,-48,-43,-60,-44,-51,-49,-56,-47,-44,NaN,-56,NaN,NaN,-58,-60,-56,-73,-43,NaN,NaN,12
-45,-48,-46,NaN,-45,-48,-49,-56,-47,-47,NaN,-57,-61,-59,-56,-60,-57,-75,-45,-76,NaN,12
-42,-89,-49,-60,-44,-50,-49,-55,-47,-45,-65,-57,-60,-53,-61,-60,-56,-79,-43,-74,-74,12
-47,-49,-48,-59,-45,-48,-47,-55,-46,-44,-68,-58,-65,NaN,-59,-60,-56,NaN,-43,NaN,NaN,12
-46,-46,-45,-59,-43,-46,-47,-56,-48,NaN,-65,-56,NaN,-89,-56,-61,-63,NaN,-44,NaN,-75,12
-46,-48,-46,-58,-45,-47,-47,-57,-47,-47,-65,-54,-64,-57,-63,-60,-60,NaN,-43,NaN,NaN,12
-42,-46,-45,-60,-44,-46,-47,-56,-48,-47,-66,-52,-61,-61,-63,-62,NaN,-73,-43,NaN,NaN,12
