4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,06:18:d6:c2:98:24_inonet,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,c0:4a:00:0f:03:51_BilTAY Teknoloji,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,REF_POINT
-48,-44,-36,-44,-44,NaN,-76,-54,-45,-54,-42,-63,-47,NaN,-62,NaN,NaN,-58,12
-45,-44,-42,-44,-44,NaN,-63,-54,-42,-47,-40,-63,-46,NaN,-62,NaN,NaN,-60,12
-48,-47,-43,-46,-44,NaN,-62,-54,-47,-83,-38,NaN,-47,-76,-62,NaN,-76,-66,12
-50,-45,-42,-44,-44,-73,-62,-54,-47,-49,-40,NaN,-47,-76,NaN,NaN,-75,-66,12
-49,-39,-43,-44,-44,-71,-63,-53,-51,-49,-40,NaN,-45,-76,-61,NaN,-75,-69,12
-48,-39,-42,-47,-49,-73,-68,-52,-46,-52,-39,NaN,-46,NaN,-61,-75,-73,-69,12
-52,-46,-44,-40,-44,-73,-68,-54,-47,-49,-50,NaN,-48,NaN,NaN,-75,-73,-66,12
-43,-46,-42,-46,-44,-85,-61,-54,-47,-48,-50,NaN,-48,NaN,-60,NaN,NaN,-66,12
-46,-45,-41,-47,-44,-85,-63,-55,-45,-49,-38,-63,-48,NaN,-61,NaN,NaN,-70,12
-46,-44,-41,-53,-45,-72,-62,-58,-46,-53,-40,-61,-47,NaN,-62,NaN,NaN,-70,12
-45,-37,-43,-50,-44,-74,-61,-49,-45,-49,-39,-63,-47,NaN,-61,NaN,NaN,-70,12
-46,-53,-42,-47,-44,-70,-60,-54,-47,-42,-39,-63,-46,NaN,-61,-79,NaN,NaN,12
-46,-42,-42,-49,-44,-71,-60,-54,-47,-48,-39,-61,-47,-75,NaN,-79,-75,NaN,12
-45,-44,-41,-49,-44,-71,-60,-54,-47,-51,-39,-61,-47,-75,-62,NaN,-75,NaN,12
-45,-44,-43,-48,-44,NaN,-61,-55,-47,-48,-40,NaN,-49,NaN,-63,NaN,NaN,-70,12
-46,-44,-44,-47,-44,-73,-61,-54,-46,-50,-42,-63,-46,NaN,-63,NaN,NaN,-70,12
-44,-44,-42,-46,-45,-73,-60,-54,-47,-48,-42,-63,-46,NaN,-63,NaN,NaN,NaN,12
-44,-41,-42,-47,-45,NaN,-60,-54,-46,-54,-41,-63,-47,-76,-61,NaN,-72,NaN,12
-44,-45,-42,-48,-45,NaN,-63,-49,-47,-48,-40,-63,-49,-76,-60,-76,-72,-60,12
-44,-45,-42,-46,-44,NaN,-64,-52,-47,-48,-41,-59,-47,-77,-61,-76,NaN,-60,12
-44,-45,-41,-47,-44,-72,-62,-55,-47,-48,-40,-61,-46,-77,-63,NaN,NaN,-60,12
-44,-44,-42,-46,-44,-72,-62,-55,-47,-46,-40,-61,-45,NaN,-63,-76,NaN,-63,12
-44,-44,-42,-46,-44,-72,-61,-54,-46,-48,-39,-61,-47,-71,-59,-74,NaN,-73,12
-47,-45,-41,-48,-45,NaN,-62,-54,-44,-51,-39,-65,-46,-71,-59,-74,NaN,-65,12
-49,-39,-42,-48,-45,-72,-63,-54,-47,-49,-40,-65,-46,-75,-59,-77,NaN,-65,12
-44,-46,-42,-46,-44,-72,-63,-52,-52,-56,-44,-63,-48,-75,-59,-77,-77,NaN,12
-44,-44,-40,-49,-44,NaN,-60,-54,-45,-48,-40,-63,-46,-77,-60,NaN,-77,-59,12
-44,-44,-40,-48,-45,NaN,-59,-54,-48,-52,-40,-60,-46,-77,-60,NaN,NaN,-59,12
-44,-45,-42,-47,-45,NaN,-60,-54,-47,-51,-41,-61,-46,-78,-60,NaN,NaN,NaN,12
-43,-44,-42,-50,-44,NaN,-62,-54,-48,-48,-41,-61,-46,-76,-60,NaN,NaN,-69,12
-44,-44,-42,-46,-44,NaN,-62,-54,-48,-48,-39,-60,-46,-79,-61,NaN,NaN,-68,12
-44,-45,-43,-45,-44,NaN,-60,-83,-47,-48,-40,-66,-46,-79,-60,-76,NaN,-69,12
-41,-45,-42,-46,-43,NaN,-63,-54,-47,-45,-40,-66,-46,-78,-60,-76,NaN,-69,12
-45,-45,-40,-45,-44,-72,-61,-54,-47,-49,-41,-63,-47,-78,NaN,NaN,NaN,NaN,12
-46,-45,-40,-46,-45,-72,-63,-52,-47,-48,-39,-60,-47,NaN,-61,NaN,-76,-68,12
-46,-45,-40,-47,-44,NaN,-60,-55,-47,-51,-40,-60,-46,-78,-61,-78,-76,-68,12
-47,-51,-40,-52,-44,NaN,-63,-55,-46,-49,-38,-60,-46,-78,-60,-78,NaN,NaN,12
-45,-45,-42,-45,-44,-71,-67,-55,-47,-51,-38,NaN,-46,-74,-60,NaN,NaN,NaN,12
-45,-44,-43,-48,-44,-74,-63,-57,-45,-49,-40,-62,-47,-76,-60,NaN,NaN,NaN,12
-60,-46,-42,-43,-43,-74,-60,-55,-46,-53,-43,-61,-50,-75,-61,NaN,-75,-62,12
-60,-46,-41,-44,-44,NaN,-60,-55,-47,-53,-38,-66,-46,-75,-58,-76,-75,-62,12
-43,-45,-42,-45,-44,-70,-61,-56,-48,-51,-40,-62,-47,-76,-59,-76,NaN,NaN,12
-44,-44,-43,-44,-44,-73,-61,-55,-47,-47,-40,-59,-47,-71,-63,-75,NaN,-60,12
-47,-44,-43,-43,-44,-73,-58,-55,-45,-51,-41,-59,-47,-71,-63,-75,-74,-64,12
-46,-76,-42,-49,-44,NaN,-59,-53,-47,-76,-40,-59,-46,NaN,NaN,NaN,-74,-64,12
-45,-43,-42,-44,-44,NaN,-64,-55,-47,-54,-39,-59,-47,NaN,-63,NaN,NaN,-69,12
-45,-45,-40,-45,-44,NaN,-60,-55,-48,-54,-40,NaN,-48,-73,-63,-77,NaN,-69,12
-45,-42,-43,-44,-52,-70,-65,-55,-48,-55,-38,-62,-49,-77,-72,-76,NaN,-58,12
-44,-45,-43,-46,-44,-73,-63,-54,-49,-50,-42,-64,-46,-74,-61,-76,-74,-58,12
-49,-41,-44,-43,-48,-74,-61,-55,-48,-50,-39,-58,-47,-74,-61,-76,-74,-68,12
-48,-41,-43,-46,-44,-74,-56,-53,-44,-53,-39,-60,-49,-74,-60,-76,NaN,-63,12
-47,-42,-41,-43,-43,NaN,-56,-58,-46,-48,-39,-60,-46,-80,-59,NaN,NaN,-63,12
-45,-40,-40,-42,-44,-70,-59,-58,-48,-64,-43,-62,-48,-69,-59,NaN,NaN,-63,12
-45,-55,-43,-45,-43,-70,-61,NaN,-48,-84,-36,-58,-44,-71,NaN,NaN,-74,-68,12
-45,-55,-43,-46,-43,NaN,-60,NaN,-47,-50,-36,-58,-46,-77,NaN,NaN,-74,-62,12
-43,-45,-42,-43,-43,NaN,-61,NaN,-47,-51,-41,NaN,-47,-77,-55,NaN,NaN,-63,12
-44,-45,-44,-44,-43,NaN,-61,-51,-47,-49,-40,NaN,-46,NaN,-61,-76,NaN,-63,12
-44,-43,-43,-86,-43,NaN,-58,-51,-48,-48,-40,-61,-46,-75,-61,-76,NaN,-65,12
-45,-45,-44,-44,-43,-73,-58,-51,-47,-48,-40,-62,-46,-75,-60,-76,NaN,-64,12
-45,-45,-43,-41,-43,-71,-58,-51,-46,-48,-42,-62,-46,NaN,-60,NaN,NaN,-60,12
-45,-44,-43,-48,-43,-71,-64,-51,-45,-51,-39,-61,-46,-82,-61,-79,NaN,-64,12
-45,-45,-43,-72,-43,NaN,-59,-52,-46,-51,-41,-61,-45,-82,-60,-79,NaN,-64,12
-45,-44,-44,-44,-43,NaN,-60,-52,-47,-47,-39,-60,-46,-72,-60,NaN,NaN,NaN,12
-45,-44,-43,-94,-43,NaN,-59,-52,-47,-49,-38,-60,-46,-72,-60,NaN,NaN,-64,12
-44,-45,-44,-44,-43,NaN,-60,-51,-47,-48,-36,-60,-46,-76,NaN,-78,NaN,-63,12
-45,-45,-43,-44,-43,NaN,-62,-51,-46,-48,-40,-60,-45,-76,NaN,-78,NaN,-63,12
-45,-45,-43,-44,-43,NaN,-58,-52,-47,-48,-40,-63,-46,-77,-61,-75,-75,NaN,12
NaN,-46,-42,-44,-43,NaN,-59,-52,-52,-48,-41,-63,-46,-76,-61,-75,-75,-60,12
-43,-74,-43,-39,-44,NaN,-57,-51,-45,-48,-40,NaN,-47,-76,NaN,NaN,NaN,-60,12
-43,-45,-44,-43,-43,NaN,-63,-51,-47,-51,-40,NaN,-82,NaN,-60,NaN,NaN,-64,12
-42,-45,-44,-43,-43,NaN,-60,-52,-47,-48,-39,NaN,-46,NaN,-72,NaN,NaN,-65,12
-44,-45,-44,-43,-43,NaN,-62,-51,-47,-51,-40,NaN,-47,NaN,-72,NaN,NaN,-65,12
-45,-44,-43,-44,-43,NaN,-62,-51,-49,-49,-41,-62,-46,-78,-60,NaN,NaN,-66,12
-44,-44,-41,-43,-43,NaN,-59,-52,-45,-48,-39,-63,-46,-74,-61,-77,-73,-66,12
-45,-45,-43,-43,-43,-72,-59,-52,-48,-51,-38,-63,-46,-76,-64,-75,-73,-61,12
-48,-43,-49,-46,-55,NaN,-50,-61,-45,-51,-32,-59,-45,-61,-55,NaN,-74,-62,13
-52,-40,-46,-46,-52,NaN,-55,-56,-45,-50,-33,NaN,-48,-61,-56,-70,-75,-65,13
-51,-38,-44,-44,-52,NaN,-53,-56,NaN,-49,-32,-63,-47,-59,-56,-73,-75,-62,13
-52,-36,-46,-45,-52,NaN,-50,-56,-46,-52,-32,-61,-48,-59,-56,-73,NaN,-62,13
-52,-36,-46,-45,-52,-74,-53,-46,-47,-50,-31,-61,-47,-60,-56,NaN,NaN,-64,13
-50,-36,-46,NaN,-52,-74,-64,-55,-47,-51,-32,NaN,-47,-59,NaN,NaN,NaN,-62,13
-50,-36,-45,NaN,-55,NaN,-55,-56,-46,-49,-32,NaN,-47,-58,-55,-65,NaN,-58,13
-50,-36,-46,-46,-52,NaN,-53,-54,-47,-44,-32,-60,-47,-58,-55,-69,NaN,-61,13
-49,-35,-49,-46,-52,NaN,-54,-57,-46,-51,-30,-60,-49,-66,-64,-69,NaN,-61,13
-52,-37,-46,NaN,-52,-74,-53,-55,-45,-44,-32,NaN,-47,-59,-55,NaN,NaN,-56,13
-50,-36,-46,NaN,-51,-74,-54,-52,-45,-48,-33,NaN,-47,-59,-55,NaN,NaN,-62,13
-52,-36,-45,-45,-51,NaN,-54,-54,-45,-49,-33,NaN,-46,-53,NaN,NaN,NaN,-62,13
-52,-36,-48,-45,-52,NaN,-54,-46,-46,-51,-31,NaN,-46,-59,-52,NaN,NaN,-63,13
NaN,-37,-46,-45,-52,NaN,-53,-46,-47,-47,-32,NaN,-46,-59,-53,NaN,NaN,-63,13
-50,-36,-48,-46,-52,NaN,-55,-55,-46,-48,-32,-66,-47,NaN,-54,-71,NaN,-60,13
-49,-35,-46,-45,-52,NaN,-54,-45,-49,-48,-30,-68,-47,NaN,-54,-71,-74,-62,13
-50,-36,-45,-45,-52,NaN,-52,-45,-46,-48,-31,-68,-47,-52,NaN,-69,-74,-60,13
-50,-36,-46,-45,-52,NaN,-53,-57,-47,-48,-69,NaN,-47,-58,-54,-67,NaN,-60,13
-50,-35,-46,-46,-52,-72,-54,-52,-46,-49,-32,NaN,-46,-59,-54,-67,NaN,-61,13
-51,-36,-46,-46,-52,-72,-53,-46,-46,-47,-32,-65,-47,-59,-52,-71,NaN,-63,13
-53,-36,-46,-45,-52,NaN,-53,-56,-46,-48,-32,-65,-47,-50,-64,-71,NaN,-63,13
-50,-36,-46,-75,-52,NaN,-53,-52,-46,-49,-31,-66,-47,-60,-64,-70,NaN,-62,13
-50,-36,-46,-45,-52,NaN,-52,-46,-44,-48,-32,-66,-47,-60,-63,-70,NaN,-61,13
-50,-36,-45,-46,-49,NaN,-52,-57,-46,-48,-32,-66,-47,-60,-55,NaN,NaN,-66,13
-49,-36,-45,-52,-52,-71,-52,-46,-45,-49,-32,-64,-46,-60,-56,NaN,NaN,-64,13
-50,-36,-48,-45,-52,-72,-54,-53,-44,-48,-31,-69,-47,-58,-55,NaN,NaN,-63,13
-51,-36,-45,-44,-52,-72,-54,-55,-45,-51,-32,-69,-47,-58,-63,NaN,NaN,-60,13
-50,-36,-49,-44,-50,NaN,-54,-56,-46,-48,-31,NaN,-46,-58,-63,NaN,NaN,-61,13
-50,-35,-46,-42,-52,-69,-52,-56,-46,-49,-32,NaN,-46,NaN,-63,NaN,-74,-62,13
-51,-36,-46,-43,-52,-69,-53,-52,-45,-52,-32,-70,-46,-60,-56,-74,-74,-65,13
-49,-36,-46,-75,-52,NaN,-53,-56,-46,-52,-32,-64,-46,-60,-54,-74,NaN,-61,13
-48,-35,-45,-44,-52,NaN,-53,-57,-49,-49,-32,-61,-46,-60,-54,NaN,NaN,-61,13
-51,-36,-45,-44,-52,-71,-53,-57,-44,-49,-32,-61,-46,-60,NaN,NaN,NaN,NaN,13
-50,-35,-46,-44,-52,-71,-53,-47,-45,-46,-31,-65,-47,-60,NaN,NaN,NaN,-58,13
-50,-36,-46,-45,-52,NaN,-54,-57,-47,-49,-32,-65,-47,-48,NaN,NaN,NaN,-63,13
-52,-36,-46,-44,-52,NaN,-52,-56,-46,-49,-31,-62,-47,-59,-53,NaN,NaN,-63,13
-49,-36,-46,-45,-55,NaN,-55,-57,-43,-47,-32,-66,-48,-59,-55,NaN,NaN,-61,13
-50,-36,-46,-44,-52,NaN,-54,-56,-44,-48,-31,-66,-47,-59,-54,NaN,NaN,-61,13
-50,-36,-46,-51,-52,-65,-53,-51,-44,-52,-32,NaN,-46,-59,-54,NaN,NaN,-63,13
-49,-36,-46,-44,-50,-65,-52,-56,-46,-48,-32,-64,-47,-58,NaN,NaN,NaN,-63,13
-50,-37,-46,-45,-52,NaN,-53,-47,-45,-48,-32,-65,-46,-58,NaN,-72,-74,-62,13
-49,-37,-49,-45,-52,NaN,-54,-56,-45,-49,-32,-67,-48,-59,NaN,-72,-75,-62,13
-50,-37,-46,-43,-52,NaN,-55,-61,-45,-50,-32,-67,-46,-59,NaN,NaN,-75,-62,13
-50,-38,-46,-45,-52,-69,-53,-57,-45,-48,-32,-66,-47,-52,-53,NaN,NaN,NaN,13
-50,-38,-46,-44,-52,-69,-54,-58,-45,-48,-32,-66,-47,-59,-53,NaN,NaN,NaN,13
-49,-37,-45,-44,-52,NaN,-54,-59,-45,-49,-32,-61,-47,-59,NaN,NaN,NaN,NaN,13
-53,-39,-46,-43,-54,NaN,-52,-59,-45,-55,-31,-61,-48,-59,-50,NaN,-72,-66,13
-49,-38,-45,-46,-56,NaN,-54,-60,-48,-47,-31,-61,-47,NaN,-55,NaN,-72,-63,13
-51,-37,-48,-46,-56,-68,-54,-59,-48,-51,-33,NaN,-47,-59,-55,NaN,NaN,-61,13
-50,-40,-44,-45,-54,-70,-53,-57,-42,-51,-31,-65,-50,-58,-55,NaN,NaN,-64,13
-48,-37,-46,-46,-55,-70,-53,-53,-46,-51,-32,-65,-48,-58,-55,NaN,NaN,-62,13
-61,-37,-45,-45,-56,NaN,-54,-60,-45,-51,-32,NaN,-48,-59,NaN,NaN,NaN,-62,13
-48,-36,-45,-45,-55,-69,-54,-61,-46,-50,-32,-67,-48,-59,-52,NaN,NaN,NaN,13
-48,-36,-45,-45,-56,-69,-54,-58,-47,-50,-69,-67,-49,-59,-52,NaN,NaN,NaN,13
-49,-36,-45,-45,-57,-68,-55,-62,-46,-51,-32,-60,-50,-59,NaN,NaN,NaN,NaN,13
-46,-36,-47,-45,-56,-68,-52,-46,-47,-48,-31,-63,-44,-60,-52,-88,NaN,-65,13
-50,-36,-47,-44,-56,NaN,-54,-59,-47,-48,-31,-63,-45,-60,-52,-71,NaN,-60,13
-50,-36,-47,-45,-56,NaN,-54,-48,-47,-48,-33,-64,-45,NaN,NaN,-71,NaN,-65,13
-51,-36,-47,-43,-56,NaN,-59,-58,-46,-46,-31,-64,-45,-60,-53,-73,NaN,-65,13
-51,-35,-45,-48,-56,NaN,-53,-45,-46,-50,-32,-64,-45,-60,-53,-70,NaN,-62,13
-51,-44,-45,-48,-53,NaN,-55,-63,-44,-51,-31,-64,-48,-60,-51,-70,NaN,-62,13
-51,-39,-44,-53,-52,NaN,-51,-60,-46,-63,-32,-62,-79,-59,-51,-75,NaN,-63,13
-51,-37,-48,-47,-53,-68,-53,-48,-46,-48,-33,-62,-46,-59,-52,-72,NaN,-64,13
-49,-38,-43,-46,-52,-69,-52,-63,-45,-52,-31,NaN,-44,-59,-54,-72,NaN,-64,13
-49,-35,-48,-46,-53,-69,-55,-57,-43,-50,-31,NaN,-46,-59,-54,NaN,NaN,NaN,13
-53,-37,-51,-54,-60,NaN,-54,-57,-44,-51,-30,NaN,-46,-62,-54,NaN,NaN,NaN,13
-54,-40,-52,-43,-54,NaN,-54,-57,-45,-53,-31,-66,-50,-60,-57,NaN,NaN,-65,13
-54,-48,-49,-43,-53,NaN,-54,-57,-45,-53,-31,-66,-50,-60,-57,NaN,NaN,-65,13
-52,-39,-50,-48,-51,-70,-53,-59,-42,-52,-33,NaN,-55,-60,-57,NaN,NaN,-62,13
-54,-38,-55,-46,-51,-70,-62,-57,-42,-52,-32,NaN,-53,-60,-61,-72,NaN,-65,13
-51,-38,-48,-48,-53,NaN,-56,-55,-42,-59,-31,NaN,-50,-60,-57,-77,NaN,-65,13
-52,-44,-50,-48,-52,NaN,-62,-63,-41,-59,-33,-69,-47,-60,-57,-77,NaN,NaN,13
-52,-38,-47,NaN,-54,NaN,-52,-55,-41,-56,-29,-69,-52,-63,-56,NaN,NaN,-66,13
NaN,-39,-48,-45,-53,NaN,-52,-62,-41,-54,-30,-61,-52,-64,-55,NaN,NaN,-66,13
-49,-40,-46,-51,-56,NaN,-57,-54,-41,-54,-31,-61,-48,-62,-61,NaN,-80,-63,13
-51,-39,-46,-51,-51,NaN,-53,-59,-42,-51,-31,NaN,-54,-62,-57,NaN,-80,-69,13
-47,-41,-47,-48,-54,-70,-55,-57,-41,-53,-30,NaN,-49,-57,-57,NaN,NaN,-69,13
-48,-40,-52,-50,-54,-70,-54,-54,-41,-53,-30,-71,-53,-61,-63,NaN,NaN,-65,13
-50,-37,-47,-47,-52,NaN,-53,-53,-41,-51,-30,-70,-53,-61,-63,NaN,NaN,-65,13
-49,-37,-46,-47,-55,-66,-56,-53,-44,-50,-31,-66,-52,-62,NaN,NaN,NaN,-66,13
-57,-52,-51,-55,-63,-66,-52,-64,-45,-54,-44,-57,-53,-56,-52,-70,-68,-62,14
-56,-46,-49,-54,-62,-65,-56,-57,-40,-50,-34,-57,-51,-54,-55,-70,-68,-60,14
-57,-45,-51,-53,-64,-64,-55,-59,-40,-50,-38,-56,-50,-53,-51,NaN,-67,-65,14
-52,-43,-52,-51,-65,-64,-52,-57,-39,-50,-38,-56,-49,-54,-52,-70,-67,-65,14
-53,-43,-50,-48,-65,NaN,-53,-64,-39,-51,-38,NaN,-50,-53,-52,-70,-67,NaN,14
-52,-43,-51,-51,-55,NaN,-56,-58,-43,-49,-38,-55,-49,-54,-54,NaN,-68,-64,14
-54,-42,-51,-47,-63,NaN,-58,-60,-40,-51,-38,-54,-49,-54,-53,NaN,-68,-64,14
-54,-43,-51,-48,-64,-67,-51,-61,-40,-51,-39,-55,-50,-51,-54,NaN,NaN,-77,14
-55,-45,-50,-47,-64,-67,-51,-51,-41,-52,-39,-52,-50,-54,-55,NaN,-66,-77,14
-53,-42,-50,-47,-63,NaN,-54,-60,-40,-51,-38,-55,-49,-62,-55,-75,-68,NaN,14
-50,-42,-50,-47,-63,-64,-53,-63,-39,-50,-39,-54,-49,-54,-51,-74,-68,-63,14
-52,-41,-50,-67,-64,-64,-53,-62,-40,-51,-39,-54,-51,-54,-51,-74,-67,-63,14
-55,-67,-50,-52,-63,-77,-46,-61,-40,-50,-40,-54,-49,-54,-51,NaN,-67,-64,14
-52,-43,-51,-47,-63,-68,-57,-57,-42,-49,-38,-55,-48,-63,-53,-70,-67,-57,14
-55,-42,-51,-50,-63,-70,-54,-59,-40,-50,-39,-52,-46,-55,-51,-70,-68,-63,14
-53,-40,-51,-51,-63,-67,-53,-58,-39,-50,-37,-59,-49,-54,-54,-69,-68,-64,14
-53,-42,-51,-48,-64,-67,-53,-59,-39,-51,-40,-59,-49,-53,-54,-69,NaN,-62,14
-53,-41,-51,-49,-63,-68,-52,-59,-40,-50,-39,-54,-49,-54,-55,-71,NaN,-62,14
-53,-42,-50,-50,-63,-68,-57,-57,-39,-50,-39,-54,-49,-54,-55,-69,-67,-59,14
-54,-42,-50,-50,-63,NaN,-53,-59,-40,-50,-39,-55,-49,-61,-55,-69,-67,-57,14
-53,-42,-51,-48,-63,NaN,-52,-60,-40,-50,-40,-54,-49,-54,-55,-71,-67,-59,14
-55,-42,-52,-50,-55,-68,-54,-60,-39,-50,-38,-58,-49,-54,-57,-70,-67,-59,14
-55,-41,-50,-52,-63,-67,-52,-60,-40,-44,-37,-55,-50,-55,-56,-64,NaN,-58,14
-58,-42,-50,-50,-63,-67,-52,-60,-40,-50,-37,-54,-49,-52,-69,-71,NaN,-58,14
-54,-43,-50,-47,NaN,NaN,-52,-58,-40,-50,-41,-54,-47,-60,-54,-65,NaN,-59,14
-51,-40,-49,-48,-55,NaN,-54,-49,-40,-50,-40,-55,-49,-53,-54,-65,NaN,-57,14
-51,-62,-51,-67,-63,NaN,-53,-57,-40,-59,-39,-55,-48,-52,-50,-71,-67,-59,14
-52,-42,-51,-48,-63,-67,-53,-59,-39,-49,-39,-55,-49,-54,-51,-71,-67,-59,14
-52,-42,-50,-49,-64,-70,-52,-59,-39,-50,-40,-58,-47,-54,-56,-64,-67,-58,14
-50,-42,-51,-48,-64,-69,-53,-59,-40,-50,-39,-56,-50,-54,-53,-64,NaN,-58,14
-50,-43,-51,-49,-63,-69,-52,-59,-40,-51,-38,-55,-48,-54,-55,NaN,-67,-57,14
NaN,-45,-49,-49,-63,NaN,-53,-60,-40,-51,-38,-55,-48,-54,-54,-70,-67,-51,14
-56,-45,-51,-68,-63,NaN,-54,-60,-42,-61,-36,-57,-50,-54,-55,-70,-67,-51,14
-54,-44,-51,-48,-63,NaN,-49,-59,-40,-50,-40,-56,-49,-54,-51,-75,-67,-61,14
-53,-41,-50,-49,-63,-66,-53,-59,-41,-50,-41,-60,-49,-50,-49,-67,-68,-66,14
-54,-41,-51,-48,-63,-68,-53,-59,-40,-50,-39,-57,-49,-54,-49,-67,-68,-66,14
-54,-41,-52,-48,-63,-68,-56,-58,-41,-49,-39,-60,-48,-54,-51,-65,NaN,NaN,14
-52,-42,-51,-47,-63,-67,-55,-56,-40,-50,-39,-57,-48,-54,-51,-65,-68,-59,14
-50,-42,-50,-48,-65,-66,-53,-56,-41,-50,-39,-56,-70,-51,-51,NaN,-68,-63,14
-52,-42,-51,-48,-63,-66,-52,-56,-40,-50,-40,-57,-70,-51,-55,NaN,-68,-62,14
-58,-42,-51,-68,-64,-66,-52,-59,-37,-50,-39,-57,-49,-54,-51,NaN,-67,-65,14
-54,-45,-51,-50,-63,-65,-53,-58,-41,-49,-37,NaN,-48,-51,-55,NaN,-67,-63,14
-56,-45,-51,-50,-64,-65,-53,-57,-40,-50,-40,NaN,-49,-53,-54,NaN,-68,-63,14
-56,-41,-51,-50,-64,NaN,-53,-59,-39,-50,-38,-56,-49,-54,-55,-71,-68,-64,14
-52,-42,-51,-49,-63,NaN,-55,-61,-41,-50,-37,-56,-48,-54,-55,-71,NaN,-64,14
-51,-41,-50,-49,-63,NaN,-53,-60,-41,-50,-40,-56,-49,-55,-55,NaN,NaN,NaN,14
-54,-42,-51,-48,-63,-66,-54,-56,-40,-49,-40,-56,-48,-54,-54,NaN,-67,-63,14
-55,-42,-51,-48,-63,-66,-53,-60,-40,-50,-40,-56,-49,-54,-56,-66,-67,-63,14
-54,-41,-53,-49,-63,-78,-53,-58,-41,-49,-40,-56,-49,-54,-54,-66,NaN,NaN,14
-53,-42,-51,-49,-64,-67,-54,-59,-41,-50,-74,-59,-49,-51,-55,NaN,-66,NaN,14
-53,-41,-47,-49,-63,-67,-53,-56,-41,-50,-40,-59,-50,-51,-55,NaN,-66,-62,14
-54,-41,-51,-52,-63,-69,-54,-51,-39,-50,-39,-57,-49,-52,-55,-65,-67,-63,14
-54,-42,-50,-50,-63,-67,-54,-56,-41,-51,-39,-56,-49,-54,-55,-76,-66,-66,14
-53,-42,-51,-50,-63,-67,-52,-59,-39,-50,-39,-56,-49,-54,-54,-65,-66,-62,14
-53,-42,-52,-50,-63,-68,-51,-56,-38,-51,-37,-56,-49,-54,-56,-66,-66,-63,14
-53,-42,-51,-50,-63,-68,-54,-60,-41,-50,-40,NaN,-49,-54,-54,-66,NaN,-63,14
-52,-41,-51,-49,NaN,NaN,-54,-55,-39,-49,-40,-55,-49,-58,-54,-66,NaN,-62,14
-52,-42,-51,-49,-64,NaN,-53,-59,-39,-50,-41,-53,-50,-54,-51,NaN,NaN,-64,14
-55,-38,-52,-49,-64,-69,-54,-58,-40,-51,-40,-55,-50,-54,-51,NaN,NaN,-64,14
-55,-40,-51,-48,-64,-66,-53,-58,-41,-51,-37,-58,-49,-54,-51,NaN,-67,-58,14
-52,-40,-51,-49,-64,-66,-54,-58,-40,-50,-39,-58,-49,-53,-51,NaN,-67,-57,14
-52,-41,-51,-52,-63,-64,-56,NaN,-40,-49,-39,-57,-50,-54,-51,NaN,-66,-57,14
-52,-41,-50,-68,-63,-64,-52,-57,-39,-50,-39,-56,-49,-54,-51,NaN,-66,-63,14
-53,-42,-51,-49,-63,-66,-54,-55,-39,-50,-40,-55,-48,-54,-51,-75,-67,-63,14
-53,-39,-50,-50,-63,-78,-52,-55,-42,-50,-40,-55,-48,-50,-51,-65,-67,-62,14
-54,-42,-50,-49,-63,-67,-54,-58,-39,-59,-40,-57,-49,-50,-51,-75,-67,-56,14
-53,-42,-50,-52,NaN,-64,-54,-50,-39,-50,-41,-57,-49,-53,-52,-70,NaN,-60,14
-63,-42,-50,-48,NaN,-65,-53,-60,-40,-50,-40,-59,-48,-54,-50,-65,-68,-63,14
-63,-42,-51,-68,-63,-65,-53,-51,-41,-50,-40,-56,-48,-54,-51,-76,-68,-61,14
NaN,-67,-50,-49,-57,-64,-53,-56,-40,-50,-39,-56,-48,-51,-50,-76,NaN,-61,14
-53,-42,-51,-49,-63,-64,-52,-59,-39,-50,-40,-55,-49,-50,-52,NaN,-68,NaN,14
-52,-67,-51,-50,-63,NaN,-53,-59,-41,-50,-41,-56,-49,-54,-51,-79,-68,-63,14
-53,-67,-51,-51,-63,-71,-53,-60,-40,-50,-70,-56,-49,-54,-51,-79,-68,-62,14
-53,-41,-51,-51,-54,-71,-51,-60,-41,-50,-40,-56,-50,-53,-52,-72,-68,-62,14
-52,-42,-50,-48,-54,NaN,-53,-58,-41,-51,-40,-56,-50,-50,-49,-72,NaN,NaN,14
-51,-57,-50,-49,NaN,-66,-53,-60,-40,-49,-39,-58,-49,-53,-51,NaN,-68,-62,14
-53,-57,-50,-49,-64,-66,-54,-57,-39,-60,-39,-55,-49,-50,-52,NaN,-68,-61,14
