@relation SamsungTablet_Train

@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
-70,-43,-45,-57,-66,-52,-30,100,100,-54,-61,-75,100,100,100,100,100,100,100,100,100,100,100,100,7
-70,-43,-46,100,100,100,-30,-53,100,-52,-62,100,-64,-66,100,100,-73,-74,100,100,100,100,100,100,7
-68,-43,-48,-59,100,100,-29,-55,100,-54,-62,100,-63,-64,100,100,100,100,100,100,100,100,100,100,7
-68,-42,-48,-61,-64,100,-29,100,100,-54,-62,-73,100,-64,-62,-64,-70,100,-79,100,100,100,100,100,7
-69,-43,-45,-57,-89,100,-30,100,-89,-55,100,100,-64,-66,100,-71,-72,100,-79,100,100,100,100,100,7
-69,-44,-47,-55,-69,100,-30,-53,100,-54,100,100,-63,-67,-63,-70,-72,100,100,100,100,100,100,100,7
-69,-43,-45,-56,-67,-55,-29,-54,-88,-50,-62,-73,-63,-66,-62,-70,-74,-81,-80,100,100,100,100,100,7
-70,-43,-45,-54,-69,-55,-30,-54,100,-59,-63,-72,100,-66,-63,-69,-75,100,-80,100,100,100,100,100,7
-69,-44,-47,-55,-68,-46,-33,-55,100,-52,100,100,-69,-65,-63,100,-75,100,-67,100,100,100,100,100,7
-69,-43,-45,-55,100,-56,-30,100,100,-56,-61,-71,-65,100,-63,-69,-72,100,-79,100,100,100,100,100,7
-69,-44,-48,-54,-68,-57,-30,-53,-88,-56,-62,-72,100,100,100,100,100,100,-81,100,100,100,100,100,7
-70,-44,-46,-55,100,-65,-30,-52,100,-56,-61,100,-66,-66,-63,100,100,100,100,100,100,100,100,100,7
-70,-44,-47,-57,100,-56,-33,-53,100,-56,-62,100,-65,-65,-63,100,100,100,-75,100,100,100,100,100,7
-70,-43,-46,-54,100,-56,-30,-54,100,-57,-62,100,-63,-66,-60,100,-71,100,100,100,100,100,100,100,7
-69,-43,-45,-54,-66,-55,-30,-53,100,-50,-63,-71,-65,-67,-63,-69,-71,100,100,100,100,100,100,100,7
-65,-43,-46,-54,100,-56,-29,-53,100,-56,-62,-74,-64,-68,-63,-69,100,100,100,100,100,100,100,100,7
-69,-44,-48,-54,-67,-57,-30,-52,-85,-50,-62,-71,-64,-67,-64,-69,100,100,-78,100,100,100,100,100,7
-70,-42,-45,-55,100,-56,-29,-53,100,-52,100,-70,-61,-67,-61,100,-70,100,100,100,100,100,100,100,7
-60,-42,-45,-54,100,-43,-30,-53,100,-54,-62,100,-68,100,-67,100,100,100,-79,100,100,100,100,100,7
-69,-45,-48,-52,-67,-56,-30,-54,100,-55,100,100,100,-65,100,-73,-70,100,100,100,100,100,100,100,7
-58,-43,-48,-53,-64,-55,-30,-53,100,-56,100,-72,-66,100,-66,100,-71,-81,-78,100,100,100,100,100,7
-69,-43,-48,-53,-65,-56,-30,-52,100,-50,100,-71,-65,100,100,-71,-71,100,100,100,100,100,100,100,7
-69,-44,-48,-53,-65,-56,-30,-53,100,-56,-62,-71,-66,-65,100,-67,100,100,100,100,100,100,100,100,7
-69,-45,-48,-53,-64,-56,-30,-52,100,-55,-62,-91,-67,100,-62,-70,-71,100,100,100,100,100,100,100,7
-69,-43,-49,-59,-63,-44,-29,-52,100,-56,100,-71,-65,-66,-62,-70,-72,-81,-79,100,100,100,100,100,7
-69,-42,-45,-54,-65,-56,-30,-51,100,-50,-62,100,-66,-66,100,-70,-72,100,-79,-89,100,100,100,100,7
-64,-45,-48,-54,100,-54,-29,-52,100,-55,-62,-71,100,-73,-66,100,-70,100,100,100,100,100,100,100,7
-70,-44,-48,-53,-65,-56,-30,-52,100,-52,-62,-73,-66,-66,-67,-71,-72,100,-79,100,100,100,100,100,7
-70,-44,-48,-52,100,-56,-29,-53,100,-54,100,100,100,100,100,100,-71,100,-66,100,100,100,100,100,7
-69,-44,-47,100,100,-57,-30,-53,100,-51,100,100,-68,-66,100,100,-71,100,100,-89,100,100,100,100,7
-70,-44,-48,-57,-66,-56,-30,-51,100,-57,-61,100,-88,100,-64,100,-71,100,-80,100,100,100,100,100,7
-71,-43,-46,-52,100,-62,-30,-50,100,-51,100,100,100,-66,100,100,-71,100,-79,100,100,100,100,100,7
-70,-43,-48,-53,100,-56,-30,100,100,-54,-62,100,-62,-66,-69,100,-73,100,-78,100,100,100,100,100,7
-69,-43,-48,-54,-63,-56,-30,-51,100,-50,-63,100,-64,-65,100,-72,100,-82,-78,100,100,100,100,100,7
-69,-42,-48,-52,100,-56,-30,-50,100,-59,100,100,-66,100,-63,100,-71,100,-78,100,100,100,100,100,7
-70,-43,-47,-55,100,-56,-30,-55,100,-55,100,100,-64,-64,-63,100,-74,100,100,100,100,100,100,100,7
-70,-43,-48,-52,100,-56,-30,-53,100,-51,100,100,-63,-66,-64,100,-73,100,-78,100,100,100,100,100,7
-69,-44,-47,-52,-64,-56,-30,-51,100,-50,-62,-73,-63,-65,100,-74,100,100,-79,100,100,100,100,100,7
-69,-44,-48,-52,100,100,-29,-52,100,-54,-62,100,-64,-67,-62,-71,-72,100,-74,100,100,100,100,100,7
-69,-45,-48,-54,100,-55,-30,-53,-90,-48,-60,100,-63,-65,-62,100,100,100,-78,100,100,100,100,100,7
-69,-44,-48,-52,-66,-58,-30,-54,100,-59,-61,-75,-63,-67,-68,100,-72,100,-78,100,100,100,100,100,7
-69,-44,-48,-52,-67,-54,-30,-53,100,-51,-62,-74,-66,-65,-60,-74,-72,100,100,100,100,100,100,100,7
-69,-44,-48,-53,100,-55,-30,-52,-90,-55,100,-74,-64,-66,-62,-72,100,-82,100,100,100,100,100,100,7
-70,-44,-48,-54,-63,-54,-30,-53,100,-54,-62,-73,-66,-71,-69,100,-72,100,100,100,100,100,100,100,7
-70,-44,-48,100,-64,-55,-30,-53,100,-58,100,100,100,-65,-69,100,100,100,-79,100,100,100,100,100,7
-70,-43,-48,100,100,-54,-30,-52,100,-54,100,100,-66,-66,-69,100,100,100,-78,100,100,100,100,100,7
-69,-44,-48,100,100,-55,-33,-53,100,-53,100,100,-68,-64,100,100,-71,100,100,100,100,100,100,100,7
-69,100,-46,-53,-67,-44,-30,-52,100,-51,100,100,100,-66,-63,100,100,100,100,100,100,100,100,100,7
-69,-44,-48,-52,-65,-46,-30,-53,100,-54,-63,100,-63,-65,-63,-74,-73,100,-76,100,100,100,100,100,7
-69,-65,-48,-53,-68,-55,-30,-52,100,-52,-61,-72,100,-66,100,100,-74,-80,100,100,100,100,100,100,7
-69,-44,-48,-53,-66,-55,-30,-53,100,-58,100,-72,100,100,-62,100,-73,100,-78,100,100,100,100,100,7
-69,-43,-48,-53,-65,-44,-30,-54,100,-53,-61,-73,-64,-66,-62,100,100,100,100,100,100,100,100,100,7
-70,-63,-49,-52,-68,-55,-29,-52,100,-53,-62,100,-66,-67,-63,100,100,-78,-77,100,100,100,100,100,7
-70,-44,-49,-53,100,-55,-30,-52,100,-53,100,100,-66,-66,-63,100,100,-76,-79,100,100,100,100,100,7
-56,-43,-49,-53,-63,-56,-30,100,100,-54,-63,-74,-63,-66,-63,-72,-72,100,100,100,100,100,100,100,7
-61,-44,-48,-53,100,-54,-30,-53,100,-49,-62,-74,-64,-67,-65,-73,100,100,100,100,100,100,100,100,7
-70,-44,-48,-53,-64,-56,-29,-54,100,-51,-62,100,-67,-68,-64,100,-73,-81,-78,-89,100,100,100,100,7
-70,-44,-48,-53,-64,-56,-30,-52,100,-51,-62,-73,-65,-70,-62,100,100,-81,-78,100,-88,100,100,100,7
-69,-44,-48,-53,-65,-55,-30,-54,100,-53,-63,-74,-65,-65,-60,-73,-74,-81,100,100,100,100,100,100,7
-70,-44,-48,-53,-64,-55,-29,-53,100,-51,-62,-74,-64,-65,-64,-72,100,100,-77,100,100,100,100,100,7
-71,-44,-48,-53,-66,-55,-30,-53,100,-52,100,100,-64,-65,-59,100,-73,100,-77,100,100,100,100,100,7
-71,-44,-48,-53,100,-55,-30,-53,-88,-51,-60,100,100,-66,-62,100,-74,100,-76,100,100,100,100,100,7
-70,-44,-49,-53,-65,-52,-30,-56,100,-51,-62,100,-65,-66,-62,-72,100,100,100,100,100,100,100,100,7
-70,-44,-48,-53,-64,-55,-32,-56,100,-53,-62,100,100,-65,-64,-72,-73,100,100,100,100,100,100,100,7
-70,-43,-48,-52,-67,-56,-29,-56,100,-53,-61,100,-64,-70,-63,-54,100,-81,-77,100,100,100,100,100,7
-69,-43,-46,-52,-64,-44,-29,-56,-80,-52,-60,-75,-60,-66,-63,100,100,-82,-79,-86,100,100,100,100,7
-70,-45,-49,-57,100,-56,-29,-56,100,-51,-61,100,-61,-66,-63,-73,-74,100,-77,100,100,100,100,100,7
-70,-44,-46,-50,-63,-55,-30,-55,100,-50,-62,100,-64,-65,-63,-74,-75,-81,-78,100,100,100,100,100,7
-68,-44,-47,-53,-65,-55,-30,-52,100,-53,100,-74,-65,-65,-62,-73,100,100,100,100,100,100,100,100,7
-69,-45,-50,-52,-65,-54,-29,-58,100,-52,100,100,-66,100,-62,100,-71,100,100,100,100,100,100,100,7
-70,-44,-49,-59,100,-46,-29,-54,100,-51,100,-75,-64,-63,-62,100,-72,100,-79,100,100,100,100,100,7
-69,-44,-48,-52,-63,100,-30,-54,100,-51,100,100,-66,-64,-63,100,100,-73,100,100,100,100,100,100,7
-69,-45,-48,-54,-65,-53,-30,-54,100,-52,100,100,-66,100,-68,100,-71,100,100,100,100,100,100,100,7
-70,-43,-46,-52,-64,-52,-30,-53,100,-50,100,-73,-63,-62,-65,100,-70,100,100,100,100,100,100,100,7
-65,-44,-51,-61,100,-62,-27,-50,100,-52,100,100,100,100,-84,-70,100,100,100,100,100,100,100,100,11
-65,-44,-51,-61,-68,-64,-27,100,100,-54,100,-69,-55,-68,100,-77,100,100,100,100,100,100,100,100,11
-65,-43,-50,-63,-67,-58,-27,-51,100,-53,100,-68,-55,-68,-65,-70,-73,100,-75,100,100,100,100,100,11
-65,-43,-51,-59,-67,-64,-27,-49,100,-51,100,-67,-55,-73,-66,-70,100,100,-74,100,-88,100,100,100,11
-66,-43,-51,-59,-68,-65,-27,100,-89,-49,100,-73,-56,-68,-67,-70,-72,-88,100,100,-88,100,100,100,11
-67,-44,-50,-59,-69,-65,-27,-48,-90,-51,-76,-67,100,-68,-68,-70,100,-86,100,100,100,100,100,100,11
-68,-42,-51,-58,100,-63,-28,-50,100,-48,100,-68,-55,-68,-67,-71,-73,100,100,100,-89,100,100,100,11
-67,-43,-50,-58,-67,-65,-27,-49,100,-49,100,-68,-54,-74,-69,-69,100,100,-74,100,100,100,100,100,11
-67,-43,-50,-60,-67,100,-27,-49,100,-49,100,-69,-55,100,-67,100,-74,100,100,100,100,100,100,100,11
-68,-43,-50,-63,100,-59,-27,-50,100,-52,-72,-67,-55,-69,-67,100,-74,100,100,100,100,100,100,100,11
-67,-43,-50,-60,-67,-65,-27,-50,100,-49,-70,100,-55,-69,-68,100,100,100,100,-84,100,100,100,100,11
-66,-42,-51,-58,-66,-59,-27,-50,100,-50,100,-69,100,100,-67,100,-74,100,-75,100,100,100,100,100,11
-65,-41,-51,-59,-68,-56,-27,-51,100,-52,100,100,-54,100,100,100,100,100,100,100,100,100,100,100,11
-66,-40,-51,-58,100,-58,-27,-49,100,-48,-71,100,-55,-67,-66,100,-71,100,100,100,100,100,100,100,11
-67,-40,-51,-58,100,-63,-27,-49,100,-49,100,100,-55,-71,-67,-72,-71,100,-73,100,100,100,100,100,11
-67,-41,-51,-56,100,-54,-26,-50,100,-54,-70,100,-58,-71,-67,-73,100,100,-74,100,-88,100,100,100,11
-67,-40,-50,-59,100,-60,-26,-50,100,-48,-71,-68,-56,-68,-68,-70,100,100,-77,100,-88,100,100,100,11
-67,-39,-50,-59,100,-62,-27,-49,100,-48,100,100,-56,100,-67,-70,100,100,-75,100,100,100,100,100,11
-68,-38,-51,100,100,-62,-27,100,100,-48,100,-69,-55,100,100,-68,100,100,100,100,100,100,100,100,11
-67,-40,-55,-58,-65,-55,-27,-51,100,-52,100,-68,-56,-71,-65,-69,100,100,-75,100,-89,100,100,100,11
-67,-39,-50,-56,100,-62,-27,-48,100,-49,100,100,-56,-70,-69,-70,100,100,100,100,100,100,100,100,11
-67,-40,-51,-57,-66,-62,-27,-47,100,-50,100,-68,-55,-71,-69,-69,100,100,-75,100,100,100,100,100,11
-67,-40,-50,-58,-68,-61,-27,-49,-90,-51,-72,100,-56,-70,-66,-70,100,-87,-76,100,100,100,100,100,11
-65,-39,-50,-59,-67,-64,-28,-49,100,-48,100,-67,-54,-68,-65,-71,100,100,-74,100,100,100,100,100,11
-67,-39,-50,-58,-65,-58,-27,-52,100,-48,-72,-58,-55,-67,-66,-72,100,100,100,100,100,100,100,100,11
-66,-39,-51,-60,-65,-55,-27,-49,100,-49,100,100,-55,-69,-65,100,100,100,100,100,100,100,100,100,11
-67,-40,-51,-59,-66,-55,-27,-51,100,-48,100,-69,100,-69,100,100,100,100,-75,100,100,100,100,100,11
-69,-40,-50,-63,-70,-60,-28,-51,100,-48,-71,-68,100,-70,-68,100,100,100,-76,100,100,100,100,100,11
-66,-40,-50,-57,-67,-61,100,100,100,-52,100,-69,100,-69,100,100,100,100,100,100,100,100,100,100,11
-65,-42,-50,-67,100,-59,-27,-52,100,-48,100,100,-55,100,-64,100,100,100,100,100,100,100,100,100,11
-67,-41,-54,-57,-67,-55,-27,100,100,-48,100,100,-56,-70,-68,100,100,100,100,100,100,100,100,100,11
-68,-41,-51,-59,-67,-54,-27,-52,100,-48,100,-71,-56,-68,-68,100,100,-86,100,100,100,100,100,100,11
-67,-40,-51,-58,-66,-60,-31,-51,100,-50,-74,-69,-57,-67,-66,100,100,100,100,100,-87,100,100,100,11
-66,-41,-49,-58,-65,-61,-27,-50,100,-49,-72,100,-55,-68,-67,-68,-72,-83,-75,100,100,100,100,100,11
-67,-41,-50,100,100,-63,-29,-52,100,-48,-71,100,-56,-70,-67,100,-72,100,-76,100,-88,100,100,100,11
-67,-40,-50,100,-63,-63,-74,-53,100,-48,100,100,-58,-70,-67,-69,100,100,100,100,100,100,100,100,11
-67,-41,-50,-57,-66,-61,-27,-52,-83,-49,-74,100,-57,100,-65,100,100,100,100,100,100,100,100,100,11
-68,-41,-51,-57,-67,-62,-27,100,100,-51,-75,-70,-57,-69,100,100,-73,100,-75,100,100,100,100,100,11
-66,-40,-51,-56,100,-55,-27,-50,100,-48,-74,-71,-55,-70,-68,100,-85,100,-74,100,100,100,100,100,11
-66,-39,-51,-59,100,-57,-27,-54,100,-52,-71,100,-55,-69,-67,100,100,100,-77,100,100,100,100,100,11
-66,-40,-50,-61,-66,-58,-27,-48,100,-52,100,-68,-54,-74,-70,-70,100,-87,100,100,-89,100,100,100,11
-66,-40,-51,-60,100,-55,-27,-50,-87,-52,-72,-70,-55,-69,-66,-73,100,100,-76,100,-87,100,100,100,11
-67,-40,-50,-59,-66,-55,-27,-53,100,-53,100,-69,-56,-69,-67,100,100,100,100,100,100,100,100,100,11
-67,-41,-51,-70,-67,-58,-30,-91,-88,-55,100,-70,-55,-66,-68,-66,100,100,-75,100,100,100,100,100,11
-65,-40,-51,-58,-67,-58,-27,-51,-83,-50,100,100,100,-69,100,-68,100,-84,-75,100,100,100,100,100,11
-64,-40,-51,-59,-69,-57,-27,-51,-88,-52,-72,-71,-54,-66,-70,-70,100,100,-74,100,100,100,100,100,11
-64,-43,-51,-57,-67,-58,-30,-52,100,-51,-72,100,-56,-69,-71,-70,100,100,100,-85,100,100,100,100,11
-64,-40,-51,-70,-68,-53,-27,-52,100,-51,-70,100,100,100,100,-69,100,100,100,100,100,100,100,100,11
-65,-41,-50,-59,-66,-58,-30,-51,-87,-50,-72,-71,-56,-67,-67,100,100,100,-71,100,100,100,100,100,11
-66,-40,-50,-59,-65,-59,-27,-52,100,-51,-72,-73,-56,-67,-68,-70,100,100,100,100,100,100,100,100,11
-65,-41,-50,-59,-65,-55,-26,-53,100,-50,-72,-70,-55,-67,-68,-70,100,-84,-75,100,-88,100,100,100,11
-60,-41,-50,-59,-63,-60,-26,-51,100,-49,100,100,100,100,-68,-70,100,100,-73,100,100,100,100,100,11
-64,-41,-51,100,100,-62,-27,-50,100,-53,-74,100,-56,100,-69,100,100,100,100,100,100,100,100,100,11
-65,-41,-50,-58,100,-58,-27,-48,-86,-52,100,100,-54,-70,-68,-62,-73,100,-75,100,100,100,100,100,11
100,-41,-51,-59,-65,-65,-27,-52,100,-54,-72,100,-56,-65,-69,100,100,100,-74,100,100,100,100,100,11
-54,-41,-50,-58,-64,-55,-26,-51,100,-50,100,-72,-55,100,-68,-70,-74,100,-75,100,100,100,100,100,11
-64,-41,-50,-57,-66,-63,-27,-49,100,-51,100,-71,-55,-69,-69,-72,-73,100,-74,100,100,100,100,100,11
-65,-39,-50,-58,-66,-61,-27,-48,-85,-52,100,-70,-55,-66,-69,-71,-74,100,-73,100,100,100,100,100,11
-65,-41,-50,-57,-65,-54,-27,-48,-86,-49,-72,-74,-56,-69,-68,-70,100,-86,100,100,100,100,100,100,11
-65,-40,-50,-57,-66,-61,-27,-49,100,-53,100,100,-56,-73,-68,-70,100,100,-73,100,-89,100,100,100,11
-64,-41,-50,-57,-66,-65,-27,-47,100,-52,100,-71,-56,100,-70,-68,-72,100,100,100,100,100,100,100,11
-65,-42,-50,-57,-66,-64,-27,-48,-85,-49,100,100,-54,-70,-72,-72,-74,100,-77,100,100,100,100,100,11
-57,-42,-50,-57,-68,-55,-27,-47,100,-51,-69,-72,-55,-68,-71,-71,100,-85,100,100,100,100,100,100,11
-66,-41,-51,-58,-68,-53,-28,-47,-82,-49,-71,-71,-71,-68,-72,100,-73,100,-74,100,100,100,100,100,11
-66,-42,-51,-57,100,-65,-28,-47,100,-48,100,100,-56,100,100,100,-74,100,100,100,100,100,100,100,11
-67,-41,-50,-63,100,-63,-27,-47,100,-49,-65,100,100,-69,-70,100,100,100,-74,100,100,100,100,100,11
-66,-42,-51,-56,-66,-54,-28,-49,100,-49,-72,-71,100,-68,-72,-70,100,-85,100,100,100,100,100,100,11
-67,-42,-50,-57,-65,-53,-29,-47,-85,-49,-71,-70,-54,-69,-68,-71,-72,-84,-73,100,100,100,100,100,11
-67,-42,-51,-56,-66,-63,-27,-48,100,-56,-71,-70,-55,-69,-69,-70,-73,100,-73,100,100,100,100,100,11
-66,-42,-51,-56,-64,-63,-27,-48,100,-49,-72,-70,-55,-66,-69,100,100,100,100,100,100,100,100,100,11
-68,-41,-51,-58,-65,-58,-28,-47,-87,-48,-71,-69,-54,-69,-70,-72,100,100,-74,100,100,100,100,100,11
-67,-42,-51,-56,-66,-62,-28,-47,100,-51,-72,100,-56,100,100,-72,100,100,100,100,100,100,100,100,11
-66,-41,-51,-58,-65,-64,-27,-47,100,-53,100,100,-55,-73,-68,-70,100,100,-74,100,100,100,100,100,11
-66,-42,-50,-57,-66,-63,-31,-71,-86,-49,100,100,-55,-67,-70,100,-73,100,100,100,100,100,100,100,11
-67,-42,-50,-57,-64,-64,-29,-47,100,-49,100,-69,-55,-69,-69,100,100,100,-73,100,-89,100,100,100,11
-65,-33,-52,-58,-66,-56,-36,100,100,-51,100,-73,-63,-72,100,100,100,100,-76,100,100,100,100,100,51
-64,-33,-51,-59,100,-59,-33,-54,100,-57,100,100,100,-74,-65,-71,-72,100,100,100,100,100,100,100,51
-64,-33,-51,-57,-68,-55,-33,-54,100,-53,100,-73,100,100,-63,100,-72,100,-76,100,100,100,100,100,51
-64,-33,-51,-58,-69,-56,100,-53,-82,-52,100,100,-67,100,-65,100,100,100,100,100,-83,100,100,100,51
-64,-33,-52,-57,-67,-47,-33,-55,100,-54,-77,-73,100,100,-63,-73,100,100,-75,100,100,100,100,100,51
-65,-33,-52,-64,-67,-58,-32,-55,-82,-54,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,51
-64,-33,-51,-85,-66,-57,-32,-55,100,-54,100,-74,100,-70,-64,-70,-71,100,-75,100,100,100,100,100,51
-63,-33,-51,-62,100,-57,-32,-54,100,-59,-73,100,-63,-70,-63,100,100,100,-75,100,100,100,100,100,51
-64,-33,-52,-62,100,-48,-33,-55,100,-53,100,100,100,100,-63,-72,100,100,100,100,100,100,100,100,51
-63,-33,-51,-62,-67,-56,-32,-54,100,-53,-77,100,-62,-71,-66,100,100,100,100,100,100,100,100,100,51
-64,-33,-51,-63,-69,-47,-33,-52,100,-53,-73,100,100,100,-62,-72,100,100,-75,100,100,100,100,100,51
-64,-32,-51,-63,-66,-59,-32,-53,-83,-55,100,100,-61,-78,-65,100,-78,100,-73,100,100,100,100,100,51
-64,-33,-52,-63,100,-59,-66,-56,100,-54,100,100,100,-69,-64,-74,-77,100,-75,100,100,100,100,100,51
-63,-33,-51,-63,-65,-59,-32,-55,-83,-54,100,-74,-61,-76,100,-69,-80,100,100,100,-83,100,100,100,51
-63,-33,-51,100,100,100,-32,-55,-84,-53,-72,100,-61,-71,-62,100,100,100,100,100,100,100,100,100,51
-63,-33,-52,-58,-65,-57,-32,-54,100,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,51
-64,-32,-52,-63,100,-46,-29,-54,100,-53,100,-75,100,100,-66,100,-78,100,-75,100,100,100,100,100,51
-57,-33,-52,-64,-67,-57,100,100,-83,-51,100,-77,100,-70,100,100,100,100,100,100,100,100,100,100,51
-63,-33,-51,-63,-66,-57,-74,100,-81,-51,100,-74,-61,-69,-63,100,100,100,-73,100,100,100,100,100,51
-64,-33,-51,-57,-66,-57,-31,-55,100,-54,-73,-75,-61,-69,-63,100,-78,-84,-74,100,100,100,100,100,51
-63,-48,-52,-57,-64,-59,-33,-55,-78,-52,100,-75,-61,100,-63,100,100,100,100,100,-85,100,100,100,51
-57,-33,-52,-58,-67,-57,-32,-54,100,-54,-73,-75,-62,-67,-62,-74,-81,100,100,100,100,100,100,100,51
-60,-33,-50,-58,-65,-57,-32,-54,-82,-53,-73,100,-60,-68,-64,100,100,100,100,100,100,100,100,100,51
-63,-32,-52,-57,-65,-48,-33,-54,100,-53,-74,100,100,100,-62,100,100,-74,-76,100,100,100,100,100,51
-64,-32,-52,-57,-64,-57,-33,-55,100,-54,-74,-75,-61,-69,-64,-74,-73,100,100,100,100,100,100,100,51
-64,-32,-52,-58,-66,-58,100,-55,100,-53,100,100,100,-67,100,100,100,100,100,100,100,100,100,100,51
-64,-33,-51,-60,100,-58,-33,-55,100,-53,100,100,-60,-67,-63,100,100,100,100,100,100,100,100,100,51
-64,-33,-52,-62,100,-57,-32,-57,100,-53,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,51
-64,-32,-52,-58,100,-57,-32,-55,-85,-52,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,51
-63,-33,-52,-58,-64,-58,-33,-55,100,-54,-73,100,100,-69,-63,-72,-74,100,-76,100,100,100,100,100,51
-63,-32,-52,-57,-65,-58,-32,-55,-85,-53,-70,-73,-62,-69,-64,-71,100,100,100,100,100,100,100,100,51
-65,-33,-53,-58,100,-48,-33,-57,100,-54,100,100,100,-73,-64,100,-71,-85,-76,100,-83,100,100,100,51
-65,-32,-52,-62,100,-68,-33,-54,100,-54,-72,100,-61,-67,-63,100,100,100,100,100,100,100,100,100,51
-65,-33,-52,100,100,-57,-33,-54,-83,-53,100,100,100,100,-64,-72,100,100,-75,100,100,100,100,100,51
-66,-33,-52,-61,-65,-57,-32,-55,100,-55,-78,-72,-61,-68,-66,-72,100,100,100,100,-82,100,100,100,51
-65,-33,-52,-62,-65,-47,-32,-53,100,-53,100,-72,100,-71,100,-70,100,100,100,100,100,100,100,100,51
-65,-33,-52,-57,-65,-57,-32,-54,100,-57,100,-71,-63,-71,-62,-73,100,100,-75,100,-82,100,100,100,51
-65,-33,-52,-58,-67,-58,-32,-52,100,-53,100,100,-60,-67,100,-68,100,100,-76,100,100,100,100,100,51
-65,-33,-52,-59,-66,-47,-36,-52,-81,-54,100,-73,-61,-63,-66,-75,100,100,100,100,100,100,100,100,51
-64,-32,-52,-59,100,-58,-33,-54,100,-55,100,100,100,100,-62,-72,100,100,100,100,100,100,100,100,51
-64,-33,-52,-62,-66,-57,-33,-53,-83,-53,100,100,100,-70,-63,-72,100,100,100,100,100,100,100,100,51
-64,-33,-52,-62,-65,-57,-34,-55,100,-53,-66,-71,100,-63,100,-71,-65,100,100,100,100,100,100,100,51
-65,100,-52,-61,-67,-58,100,-55,100,-56,100,-71,100,100,100,100,100,-85,100,100,100,100,100,100,51
-64,100,-52,-63,100,-59,100,-54,-83,-58,100,100,-63,100,100,-67,100,100,100,100,100,100,100,100,51
-64,-33,-50,-57,-66,-57,100,100,100,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,51
-66,-33,-52,-58,-67,-47,-32,-52,100,-55,-76,100,100,100,-75,-74,100,100,100,100,100,100,100,100,51
-64,-33,-52,-62,-66,-58,-33,-52,100,-57,-73,-73,-63,100,-64,-68,100,100,-74,100,100,100,100,100,51
-63,-33,-52,-66,-66,-58,-32,-56,-85,-54,100,100,-62,-72,-63,-70,100,100,-74,100,100,100,100,100,51
-65,-33,-52,-61,-66,-59,-33,-55,-87,-54,100,-74,100,100,-61,-71,-75,-75,-68,100,100,100,100,100,51
-64,-33,-52,-64,100,-58,-34,-54,100,-58,100,100,-64,100,100,-72,100,100,100,100,100,100,100,100,51
-64,100,-52,-63,-67,-58,-37,-55,100,-55,100,100,-61,100,-62,-72,100,100,100,100,100,100,100,100,51
-65,100,-52,-62,-65,-46,-33,-54,100,-52,100,-74,-63,-73,-61,-72,100,100,100,100,100,100,100,100,51
-64,100,-52,-58,-67,-60,-33,100,-82,-55,100,-72,-74,-72,-62,-75,-72,100,100,100,100,100,100,100,51
-64,-33,-52,-57,-67,-49,-34,-52,100,-54,100,-73,-64,-70,-66,-73,100,-82,100,100,100,100,100,100,51
-59,-33,-52,-57,-67,-60,-33,-53,-80,-53,100,-75,-63,100,-60,-72,100,-84,100,100,100,100,100,100,51
-64,100,-52,-57,-66,-48,-33,-54,-87,-53,100,100,100,-66,-64,-72,100,-84,100,100,100,100,100,100,51
-63,100,-50,-63,-65,-71,-68,-54,-75,-54,100,-74,-63,-69,-64,100,100,100,100,100,100,100,100,100,51
