@relation 'LogDosyasi_Samsung_Tablet_Train_WiFi_MF-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27'

@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-52,-43,-42,-68,-62,-58,-40,-52,-53,-45,-49,-44,?,?,?,?,?,-61,?,-65,?,?,-81,5.4,-23.039999,-35.459999,12
-50,-42,-44,-39,-62,?,?,-49,-53,-45,-47,-46,?,-68,-56,?,?,-60,-79,-57,?,?,?,5.76,-23.519999,-35.459999,12
-50,-37,-40,-39,-60,-65,-37,-53,-55,-44,-50,-44,-62,?,-54,?,?,?,?,-66,?,?,?,5.94,-23.459999,-34.5,12
-52,-36,-41,-40,-62,-60,-38,-47,-64,-45,-47,-45,-61,-66,-53,?,?,-62,-73,-67,?,?,?,5.4,-23.279999,-34.68,12
-52,-36,-42,-40,-64,?,-37,-49,-53,-45,-48,-45,-62,-67,?,?,?,-61,?,-60,?,?,?,5.28,-24.719999,-35.639999,12
-55,-37,-40,-40,-63,-62,-36,-48,-64,-45,-49,-44,-60,?,?,?,?,-61,?,-64,?,?,-83,5.22,-24.359999,-35.459999,12
-51,-39,?,?,?,-54,?,-54,?,-44,-48,?,-62,?,?,?,?,-61,?,?,?,?,?,5.28,-23.82,-35.52,12
-52,-36,-41,-40,-62,-59,?,?,-64,-44,-49,-45,?,?,-54,?,?,-61,?,?,?,?,?,5.22,-23.459999,-35.040001,12
-54,-36,-41,-40,-64,-60,?,-49,-63,-44,-48,-45,?,?,?,?,?,-60,?,-59,?,?,?,4.62,-24.299999,-34.68,12
-51,-36,-42,-40,-64,?,?,-49,-54,-45,-49,-44,-68,-68,?,?,?,-60,?,-66,?,?,?,5.1,-24.42,-34.799999,12
-51,-34,-42,-38,-64,-60,?,-53,-54,-44,-48,-44,-59,-68,?,-76,?,-49,?,-59,?,?,-83,5.1,-24.719999,-35.16,12
-51,-36,-41,-40,?,-60,-37,-48,-55,-43,-48,-44,-60,?,-54,?,?,-61,-73,?,?,?,?,4.98,-24.299999,-35.219997,12
-50,-36,-41,?,-64,-49,-36,-49,-65,-44,-52,-44,-59,?,-54,?,?,-61,?,-66,?,?,-84,5.34,-24.48,-34.5,12
-51,-36,-41,-40,-61,-57,-74,-48,-64,-45,-48,-45,-58,-68,-53,?,?,-62,-74,-58,?,?,?,4.62,-24.359999,-34.739998,12
-50,-36,-41,-40,-75,?,-36,-49,?,-44,-48,-45,-59,?,-53,?,?,?,?,-63,?,?,?,4.86,-24.42,-35.459999,12
-50,-34,-42,-40,-64,-58,-37,-48,-55,-44,-48,-44,-66,-67,-56,?,?,-60,?,?,?,?,-81,5.34,-24.48,-35.16,12
-50,-33,-41,-40,-64,?,-35,-53,-53,-44,-49,-44,-58,?,-54,-74,?,-61,-73,-64,?,?,-95,4.92,-24.18,-34.619999,12
-51,-38,-42,-39,-67,-60,-37,-48,-56,-46,-46,-45,-58,-69,?,?,?,-61,?,-67,?,?,?,4.8,-23.939999,-34.799999,12
-51,-41,-43,-40,-64,-55,-37,-50,-55,-44,-48,-44,-66,?,?,-74,?,-61,?,?,?,?,?,4.74,-24.539999,-35.040001,12
-47,-43,-64,-34,?,-58,-42,?,-65,-55,-42,-38,-63,?,-57,?,?,-62,?,?,?,?,?,8.4,-23.639999,-37.02,13
-46,-45,-52,-34,-59,-54,-42,-52,?,-50,-45,-38,?,?,-60,?,?,?,?,?,?,?,?,8.46,-23.519999,-37.079998,13
-47,-43,-69,-32,-57,-50,?,-51,-64,-50,-45,-38,?,?,-69,-70,?,-65,?,?,?,-78,-70,8.28,-23.34,-36.959999,13
-46,-43,-53,-34,-57,-49,-43,-61,-62,-49,-48,-38,-66,-71,?,?,?,-57,-66,?,?,?,?,8.82,-22.92,-36.959999,13
-47,-43,?,-32,-59,-48,?,-55,-62,-49,-44,-38,-57,?,?,?,-76,-64,?,-66,?,?,?,8.52,-23.039999,-37.079998,13
-41,-42,-52,-32,-60,-50,-42,-52,-63,-51,-46,-38,-58,?,?,?,?,-51,?,-65,?,?,?,8.52,-23.639999,-37.259998,13
-47,-45,-55,-32,-56,-49,-41,-50,?,-50,-44,-38,-58,?,?,?,?,-57,?,?,?,?,?,8.28,-22.92,-37.799999,13
-47,-45,-54,-32,?,-50,?,-57,-63,-50,-44,-38,?,?,-59,?,?,?,?,-66,?,-77,?,8.34,-22.799999,-37.139999,13
-45,-42,-52,-31,-56,-48,-41,-48,-61,-49,-50,-41,-56,-67,-59,?,?,-66,?,-64,?,?,?,8.52,-23.459999,-37.200001,13
-47,-43,-51,-43,-57,-51,-42,-50,-61,-50,-47,-36,-60,?,?,?,?,?,?,?,?,?,?,8.34,-23.639999,-37.079998,13
-47,-44,-57,-32,-57,-43,-41,-49,-61,-50,?,-43,?,?,?,?,-77,-58,?,-55,?,-78,?,8.34,-23.699999,-37.32,13
-47,-49,-55,-33,-60,-49,-43,-54,?,-50,-44,-38,?,?,?,?,?,-65,?,-52,?,?,?,8.639999,-23.459999,-37.079998,13
-46,?,?,-68,-60,-50,?,-49,?,-50,?,-38,-54,?,?,?,?,-63,?,-56,?,?,?,8.58,-23.16,-37.259998,13
-46,-44,-57,-32,-56,-51,-43,-50,-62,-50,-45,-38,?,?,?,?,?,-57,?,?,?,?,?,8.82,-22.439999,-37.02,13
-47,-46,-52,?,-59,-49,-42,-50,-63,-50,-43,-38,?,?,-60,?,?,-65,?,-62,?,?,?,8.34,-23.219999,-37.259998,13
-46,?,-49,-34,-58,-51,-42,-50,-63,-50,-62,-38,-55,?,?,?,?,-66,?,-58,?,-76,-76,9,-23.219999,-37.200001,13
-47,?,-53,-32,-60,-44,-42,-51,-64,-50,-43,-38,-53,?,-57,?,?,?,?,?,?,?,?,8.7,-22.92,-36.779999,13
-47,-44,-57,?,-59,-50,-41,-51,-70,-50,-43,-38,-56,?,?,?,?,-64,?,-63,?,?,?,8.639999,-22.92,-37.32,13
-47,-44,-57,-33,-57,-51,-42,-51,-70,-50,?,-37,-54,?,-58,?,?,?,?,?,?,?,?,8.4,-23.699999,-37.619999,13
-46,-44,-57,-33,-60,-50,-42,-51,-65,-50,-43,-38,-54,-61,?,?,?,-66,-67,-63,?,-76,-74,8.52,-23.82,-37.200001,13
-47,-45,-55,-32,-58,-50,-42,-51,-61,-50,-44,-38,-54,?,-60,?,?,?,-66,?,?,?,?,8.04,-23.699999,-37.259998,13
-47,-44,-58,-32,-57,-50,?,-51,-64,-50,-45,-37,-54,?,-55,?,?,?,?,-64,?,?,?,7.74,-23.939999,-37.439999,13
-48,-45,-56,-32,-59,-50,-42,-50,-55,-50,-45,-38,-55,?,?,?,?,-58,-66,?,?,?,-76,8.099999,-23.459999,-37.079998,13
-45,-44,-54,-32,-58,-44,-42,-51,-67,-50,-45,-38,-55,?,?,-62,?,-64,?,-64,?,?,?,8.58,-23.039999,-36.84,13
-46,-44,?,-32,-62,-50,-46,-51,-71,-50,-45,-38,?,?,-58,?,?,?,?,-61,?,?,?,8.52,-22.92,-37.200001,13
-46,-44,-54,-32,-59,-51,?,-51,-57,-50,-46,-59,-54,?,?,?,?,-65,-66,-61,?,?,?,8.46,-22.799999,-37.5,13
-47,-44,-51,-32,-57,-49,-42,-51,-59,-50,-46,-38,-55,?,?,?,?,-60,-66,-64,?,?,?,7.86,-23.699999,-37.259998,13
-47,-44,-56,-32,-58,-51,-41,-51,-60,-50,-45,-38,-65,?,?,?,?,-66,?,-62,?,?,?,7.74,-23.699999,-36.959999,13
-47,-43,-54,-32,-56,-50,-41,-52,-59,-50,-45,-38,-61,-73,-59,?,-76,-60,?,-64,?,?,-78,8.22,-23.58,-37.079998,13
-47,-44,-52,-32,-58,-50,-38,-50,-63,-50,-45,-38,-60,?,?,?,?,?,?,-54,?,?,?,8.52,-23.459999,-37.259998,13
-46,-45,-50,-32,-60,-50,?,-52,-61,-50,-45,-37,?,?,?,?,?,?,?,?,?,?,?,8.34,-23.76,-37.32,13
-47,-44,-49,-32,?,-50,-41,-51,-64,-50,-45,-37,-60,-68,?,?,?,?,?,?,?,?,?,7.92,-23.82,-37.259998,13
-47,-45,-50,-32,-58,-48,-41,-53,-62,-50,-45,-38,?,?,?,?,?,-58,?,?,?,?,?,8.52,-23.82,-37.02,13
-46,-45,-51,-32,-57,-44,-41,-57,-64,-50,-45,-38,-62,-70,-60,?,?,-60,?,-66,?,?,?,8.76,-23.4,-36.779999,13
-47,-45,-50,-69,-59,-50,?,-48,-69,-50,-44,-38,-61,?,?,?,?,-57,?,?,?,?,?,8.34,-23.279999,-36.719997,13
-47,-44,-51,-32,?,-50,-41,-51,-58,-50,-45,-38,-58,-72,-60,?,?,?,?,?,?,?,?,8.16,-23.76,-37.079998,13
-48,-44,-50,-32,-57,-50,?,-51,-62,-50,-44,-38,-61,-68,-70,?,?,-57,?,-64,?,?,?,8.34,-23.58,-37.5,13
-46,-44,-50,-32,?,-50,-42,-58,-63,-50,-45,-39,-59,?,-60,?,?,-56,-66,-54,?,?,?,8.28,-23.519999,-37.079998,13
-47,-44,-51,-32,-60,-49,-42,-51,-62,-50,-47,-38,-56,?,-67,?,?,-57,?,-59,-88,?,?,8.46,-23.219999,-37.380001,13
-47,-45,-52,-32,-66,-50,-42,-58,-64,-50,-44,-37,-63,?,-61,?,?,-50,-66,-57,?,-76,-76,8.58,-23.16,-37.380001,13
-48,-51,-49,-33,-61,-54,-44,-58,-43,-61,-39,-42,-49,-66,-50,?,?,-57,?,-58,-88,-77,-74,14.219999,-17.279999,-37.439999,14
-49,-49,-50,-33,-59,-57,-49,-48,-46,-53,-39,-40,-56,-68,-54,-62,?,-53,?,-48,?,-72,-72,14.04,-18.48,-37.02,14
-49,-47,-51,-32,-65,-55,-54,-58,-44,-62,-39,-41,-56,-68,-54,-68,?,-57,?,-50,?,?,-71,13.38,-20.34,-37.259998,14
-46,-45,-48,?,-64,-54,-54,-50,-46,-64,-38,?,?,-70,-52,?,?,-58,?,-50,?,?,?,13.559999,-19.799999,-36.719997,14
-48,-44,-49,-33,-63,-49,?,-49,-46,-62,-39,-42,-56,-68,-51,?,?,-57,-68,-50,?,-71,-71,13.679999,-19.799999,-36.599998,14
-47,-44,-49,-33,-63,-51,-49,-49,-44,-62,-38,-40,-55,-66,?,?,?,-58,?,-49,?,-73,-73,13.2,-20.4,-36.779999,14
-48,-45,-45,-33,-62,-48,-53,-50,-44,-62,-74,-41,?,-47,-55,?,?,-57,-66,-49,?,-72,-71,13.08,-19.859999,-36.48,14
-48,-44,-50,?,-63,-54,-51,-87,-45,-52,-75,-42,-57,?,?,?,?,-58,?,-49,?,-71,?,13.62,-19.68,-35.82,14
-47,-45,-50,-33,-64,-53,?,-50,-44,-62,-38,-41,-58,?,?,?,?,-59,?,-49,?,-72,-72,14.099999,-19.74,-36.239998,14
-47,-46,?,-37,?,-54,-48,?,-45,-62,-39,-42,-58,?,-48,?,?,-59,?,?,?,-72,?,13.86,-19.799999,-36.599998,14
-47,-44,-48,-33,?,-55,-50,?,-44,-62,-38,-41,-57,-74,-52,?,?,-58,-67,?,?,-71,-71,13.62,-19.439999,-36.540001,14
-45,-43,-47,-34,-64,-55,-51,-58,-44,-63,-39,-41,-58,-68,-54,-69,?,-59,-66,-50,?,?,-71,13.259999,-19.26,-35.939999,14
-49,-52,-67,-33,-65,-55,-59,-48,-45,-62,-39,-40,-58,-69,-51,?,?,-56,?,-50,?,-73,-73,13.44,-19.439999,-36,14
-51,-44,-48,-32,-64,-54,-50,-49,-45,-61,-39,-41,-56,-71,-50,?,?,-58,?,-50,?,?,?,13.86,-19.32,-36.18,14
-47,-44,?,?,-64,-53,-51,-49,-46,-61,-38,-42,-54,-69,-50,-68,?,-58,?,-49,?,?,-81,13.92,-19.08,-36.360001,14
-49,-43,-46,-33,-61,-53,-50,-51,-46,-61,-39,-40,-56,-69,-51,-69,?,-58,?,-50,?,-71,-71,13.74,-19.5,-36.719997,14
-48,-45,?,-34,-65,-55,?,-58,-46,-61,-38,-40,-58,-70,?,-64,?,-59,-66,-51,?,-72,-71,14.04,-19.139999,-36.540001,14
-47,-44,-47,-33,-63,-49,-49,-50,-46,-62,-37,-41,-56,-69,-54,-67,-77,-57,?,-49,?,-70,-71,14.04,-18.719999,-36.48,14
-46,-43,-49,-34,-73,-54,-51,-49,-46,-61,-38,-41,-52,-67,-52,?,?,-58,-67,-51,?,?,-75,14.46,-18.059999,-36.84,14
-46,-44,-48,-33,-64,-54,-52,-49,-46,-61,-39,-45,-53,-68,-52,?,-80,-56,-73,-49,?,-69,-70,14.28,-18.42,-36.540001,14
-46,-44,-47,-33,-64,-55,-50,-49,-45,-61,-39,-42,-55,-68,-52,-69,?,?,-68,-49,?,-73,-71,13.74,-19.92,-36.719997,14
-46,-44,-51,-33,-64,-54,-50,-50,-45,-62,-36,-41,-58,-69,-55,?,-81,-59,-68,-50,?,-72,-82,13.5,-19.98,-36.719997,14
-46,-41,-49,-33,-61,-49,-52,-49,-44,-62,-39,-41,-58,-68,-53,-63,?,-62,?,-49,?,-71,-82,13.92,-19.92,-36.48,14
-48,-43,-47,-33,-64,-54,-50,-57,-45,-62,-38,-42,-58,-68,?,-66,?,-58,?,-53,?,-71,-71,13.98,-19.859999,-36.540001,14
-46,-41,-47,-33,-64,-53,-51,-49,-45,-62,-38,?,-57,-67,-55,-59,?,-58,?,-56,?,-70,-72,13.559999,-19.859999,-36.719997,14
-48,-43,-49,-33,?,?,-50,-57,-45,-63,-39,-41,-60,?,-51,?,-77,-58,-70,-55,?,-69,-69,13.62,-19.559999,-36.719997,14
-48,-43,-48,?,-63,-55,-51,?,-45,-61,-38,-41,-59,?,-52,?,?,-57,?,-52,?,-72,?,13.38,-19.92,-36.959999,14
-48,-44,-47,-33,?,-50,-51,-49,-45,-61,-39,-41,-51,-67,-52,?,?,-54,-68,-50,?,-72,?,13.32,-19.98,-36.779999,14
-49,-43,-47,-33,-64,-49,-51,-49,-45,-62,-38,-41,?,-68,-52,?,?,-58,-68,-52,?,?,?,13.38,-19.02,-36.779999,14
-46,-44,-48,-34,-63,?,-51,-57,-44,-62,-38,-41,-58,?,?,-70,?,-60,?,-52,?,?,?,13.74,-19.26,-36.779999,14
-49,-43,-50,-34,?,?,-51,?,-44,-62,-38,-41,-58,-72,-52,?,?,-55,?,-47,?,-71,?,13.86,-19.619999,-36.360001,14
-47,-44,-47,-33,-63,-55,-50,?,-46,-62,-37,?,-58,-69,-53,?,?,-59,-69,-49,?,?,?,13.98,-19.5,-36.48,14
-47,-43,-48,-34,-64,-53,-51,-57,-45,-62,-38,-41,?,-69,?,-54,-80,-58,?,-49,?,-72,-73,13.799999,-19.559999,-36.599998,14
-54,-43,-48,-33,-63,-54,-49,-50,-45,-62,-38,-41,-65,-68,-52,-67,-76,-52,?,-51,?,-73,-71,13.74,-19.5,-36.239998,14
-49,-43,-48,-33,-61,-53,-53,-49,-44,-62,-39,-41,-58,-65,?,-71,?,-59,-67,-52,?,-68,-72,13.86,-19.08,-36.18,14
-47,-42,?,-33,-64,-53,-49,-49,-46,-61,-39,-42,-57,-65,-53,?,?,-59,-67,-51,?,?,-71,13.559999,-19.199999,-36.84,14
-45,-44,-49,-33,-65,-54,-51,-49,-45,-61,-39,-41,?,-70,-52,-68,?,-58,-68,-52,?,?,?,14.04,-19.74,-36.84,14
-48,-44,-48,-34,-64,-52,-50,-49,-44,-61,-39,-40,?,-68,-53,?,?,-62,?,-51,?,?,?,14.099999,-19.139999,-36.48,14
-47,-44,-48,-33,?,-54,-50,-49,-45,-62,-38,-41,-58,?,-52,-63,?,-51,?,-51,?,-72,?,13.92,-19.08,-36.419998,14
-47,?,-48,-33,-64,-50,-50,-49,-46,-62,?,-41,?,?,-52,?,?,-50,?,-50,?,-66,-72,13.799999,-19.379999,-36.48,14
-47,-43,-46,-40,-72,-57,-52,-49,-56,-47,-51,-50,-53,-65,-56,-68,?,-61,?,-51,?,-72,-83,6.3,-24.6,-39,15
-47,-43,-49,-41,-64,-56,-46,-49,-53,-47,?,-48,-49,-59,-49,-69,?,?,?,-47,?,-71,?,6.72,-25.859999,-38.759998,15
-48,-42,?,-38,-60,-58,-47,-45,-54,-48,-42,-52,-51,?,?,?,?,-65,?,-46,?,?,?,6.42,-26.16,-38.459999,15
-46,-43,-50,-39,-62,-53,-47,-46,-53,-48,-41,-51,?,?,?,-61,?,?,?,-47,?,?,?,5.82,-26.279999,-38.459999,15
-47,-45,-49,-38,-60,-54,-46,-50,-53,-48,-41,-52,-51,?,-51,-66,?,-64,-67,?,?,?,?,5.64,-26.519999,-38.52,15
-47,-43,-46,-36,-64,-58,-50,-45,-53,-48,-42,-52,?,?,-52,?,-68,-69,?,-45,?,?,?,5.64,-26.879999,-38.700001,15
-46,?,-46,-39,-61,-60,-50,-47,-52,-48,-41,-52,-48,?,?,?,?,-70,?,-48,?,-72,-72,5.7,-25.92,-38.52,15
-47,-43,-47,-39,-60,-57,-47,-46,-52,-48,-42,-53,?,?,?,-66,?,-69,?,-47,?,?,-71,5.4,-26.459999,-38.399998,15
-46,-47,-46,-39,-64,-61,-48,-46,-53,-48,-41,-53,?,-61,?,?,-66,-65,-65,-49,?,-71,?,5.52,-26.459999,-38.099998,15
-49,-43,?,-74,-64,-51,-48,-47,-53,-47,-41,-52,-51,-61,-48,-65,-67,-68,?,-47,?,-71,-71,5.88,-26.459999,-38.219997,15
-46,-44,-45,-93,-61,-58,?,-48,?,-48,-40,-47,-49,-63,-54,?,?,-65,?,-49,?,-70,-68,5.82,-26.16,-37.919998,15
-43,-42,-48,-37,-63,-58,-49,-46,-52,-48,-41,-52,-55,-64,-52,-67,?,-65,-71,-46,?,?,?,6.18,-25.439999,-37.799999,15
-44,-43,-50,-39,-62,-52,-51,-46,-52,-48,-42,-59,?,-61,-52,?,?,-77,-66,-46,?,?,?,6.18,-25.68,-38.579998,15
-45,-43,-49,-39,-64,-57,-47,-46,-52,-48,-42,-52,-60,?,-51,-65,?,?,-64,-44,?,?,-71,6.36,-25.619999,-38.399998,15
-44,-64,-64,-34,-65,?,-54,-56,?,-47,-41,-52,-56,-60,?,?,?,-68,?,-47,?,?,?,6.24,-26.279999,-38.219997,15
-45,-44,?,-39,-66,?,-46,-46,-52,-48,-42,-51,?,-61,?,?,?,-68,-67,-47,?,-72,-71,6.24,-26.16,-38.34,15
-44,-43,-47,-39,?,?,-48,-45,-48,-48,-38,-52,-60,?,-52,-66,?,-68,?,-45,?,-68,-68,6.54,-25.199999,-38.82,15
-45,-44,-48,-69,-62,-60,-48,-50,-52,-48,-41,-52,-60,-61,-61,-62,?,-73,?,-47,?,?,-72,6.12,-25.439999,-38.399998,15
-44,?,-47,?,-66,-57,-48,-45,-67,-48,-41,-52,-62,?,?,?,?,?,-66,-47,?,-72,-72,6.48,-26.16,-38.399998,15
-45,-42,-48,-39,-60,-58,-47,-50,-54,-48,-41,-52,-61,-61,?,-66,?,?,-67,-47,?,?,?,6.18,-25.859999,-38.639999,15
-43,-43,-48,-36,-61,-55,-65,-46,-53,-48,-42,-53,-58,?,-52,-65,?,-67,-66,-47,?,?,?,6.18,-25.74,-38.639999,15
-45,?,-48,?,-62,-61,-47,-51,-52,-48,-41,-53,-60,-60,?,-61,?,-71,?,-47,?,-69,-70,6.72,-26.099998,-38.82,15
-45,-43,-49,-39,-80,-57,-47,-46,-49,-48,-41,-51,-60,-64,-51,-67,?,-69,?,-46,?,?,?,6.78,-25.139999,-38.939999,15
-45,-43,-46,-37,-61,-56,-47,-45,-52,-48,-41,-52,?,-60,-52,-67,-67,-70,?,-47,?,?,?,6.72,-25.26,-38.52,15
-44,-44,-47,-38,-65,-55,-46,-45,-66,-48,-42,-52,-59,-61,-53,-64,-68,-64,-66,-47,?,-71,-71,6.6,-25.199999,-38.16,15
-47,-42,-44,-37,-66,-58,-48,-45,-52,-48,-42,-51,?,-64,-53,-66,-70,-65,-66,-47,?,-73,-71,6.36,-25.98,-37.98,15
-45,-43,-61,-38,-64,-62,-47,-45,-52,-48,-42,-52,-62,-61,-55,-66,-68,-66,?,-46,?,-75,?,6.24,-25.799999,-38.459999,15
-45,-43,-48,-39,-66,-59,-46,-46,-53,-48,-43,-52,-56,-60,-53,-65,?,-63,?,-49,?,?,?,5.58,-26.699999,-38.459999,15
-47,-45,-49,-37,-62,-59,-48,-45,-51,-50,-42,-52,-58,-61,-54,?,-67,-67,-66,-47,?,-70,-70,5.58,-25.799999,-38.219997,15
-46,-43,-46,-36,-68,-51,-46,-45,-51,-48,-41,-51,-56,-63,?,?,-66,-65,-66,-47,?,?,-70,5.52,-26.16,-38.399998,15
-46,-44,-48,-38,-65,-56,-47,-45,-52,-48,-42,-51,-58,-63,-52,?,?,?,-68,-46,?,-73,?,6.24,-26.639999,-38.939999,15
-45,-42,-48,-38,-66,-54,-47,-44,-53,-48,-41,-52,-60,-65,-54,-69,?,-69,-68,-46,?,-70,-71,6.06,-26.519999,-38.399998,15
-45,-44,-47,-38,-64,-55,-48,-50,-67,-47,-42,-52,?,?,-52,-66,?,-69,?,-47,?,?,-72,6.24,-26.519999,-38.459999,15
-45,-43,-49,-38,-60,-62,-48,-50,-53,-47,-42,-51,-61,-61,-52,-61,?,?,?,-53,?,-72,?,6,-25.74,-38.219997,15
-45,-44,-47,-38,-65,-60,-48,-50,-53,-47,-42,-50,-61,-61,-65,-65,?,-67,-66,-46,?,-72,-70,5.76,-26.16,-38.279999,15
-45,-43,-46,-42,-65,-56,-49,-45,-68,-48,-43,-51,-58,-62,?,-65,-66,-67,-68,-46,?,?,?,5.88,-26.279999,-38.52,15
-46,-43,-45,?,-62,?,-47,-45,-52,-48,-43,-52,?,-61,?,?,?,-66,-66,-47,?,?,?,5.88,-26.219999,-38.459999,15
-45,-43,-47,-38,-64,-62,-48,-45,-52,-48,-43,-52,-58,-64,-53,-66,?,-66,-66,-47,?,?,?,6.54,-25.92,-38.219997,15
-45,-43,-47,?,-61,-49,?,-46,-51,-47,-41,-51,?,-62,-51,?,?,-63,-65,-48,?,?,-72,5.94,-26.039999,-38.279999,15
-45,-45,-45,-37,-65,-56,-48,-46,-53,-48,-41,-51,-58,-61,-54,-65,-68,-66,-67,-47,?,?,-70,5.64,-26.34,-38.82,15
-50,-52,-49,-36,-61,-55,-51,-54,-62,-59,-41,-43,-50,-59,-47,-66,-67,-53,-70,-50,?,-76,?,10.62,-19.74,-37.200001,16
-54,-66,-45,-41,-64,-50,-48,-46,-55,-62,-39,-45,-48,?,-52,-64,?,-53,?,-50,?,?,?,9.719999,-21.42,-36.540001,16
-50,-50,?,-36,-60,-50,-69,-46,-57,-59,-40,-43,?,-58,-52,-64,?,-55,-69,-51,?,?,?,9.48,-21.42,-36.779999,16
-50,-46,-46,-36,-59,-50,-49,-46,-56,-61,-39,-42,-45,?,-50,-62,?,-54,?,-50,?,?,?,10.26,-20.279999,-37.200001,16
-51,-48,-45,-35,-59,-53,-52,-47,-55,-60,-40,-43,-47,?,-51,?,-69,-55,-67,-50,?,?,?,9.78,-21.119999,-37.559998,16
-52,-49,-46,-35,-58,-52,-50,-46,-59,-60,-81,-43,-47,-59,-51,-70,?,-54,-66,-51,?,-74,-73,9.599999,-21.9,-37.259998,16
-49,-49,-48,-35,-56,-52,-57,-46,-59,-60,-77,-44,-49,-59,-51,-60,?,-58,-67,-52,?,-73,-72,10.08,-21.539999,-36.84,16
-52,-50,-47,-36,-60,-48,?,-46,-56,-60,-39,?,-50,-63,-65,-60,?,-53,-69,-51,?,?,?,9.9,-21.42,-37.02,16
-53,-49,-47,-40,-58,-52,-53,-46,-56,-59,-39,-43,-48,-65,-51,-60,?,-54,-70,-53,?,-72,-75,9.36,-21.84,-37.139999,16
-50,-48,-45,-36,-58,-52,-52,-46,-55,-59,-40,-43,-50,-65,?,?,?,-55,-67,-55,?,-73,?,9.36,-21.719999,-36.48,16
-47,-49,-48,-35,-59,-52,-52,-47,-55,-59,-40,-46,-50,-58,?,-59,?,-54,?,-53,?,?,-73,9.66,-21.719999,-36.899998,16
-49,-49,-45,-36,-59,-52,-52,-46,-55,-59,-40,-43,-49,?,-49,-60,-70,-54,-66,-50,?,-74,-74,9.36,-21.42,-36.899998,16
-49,-47,-47,-36,-59,-52,-51,-46,-55,-59,-40,-43,-58,?,-48,-56,-69,-53,-69,-49,?,-73,-73,9.54,-21.6,-36.84,16
-49,-49,-48,-35,-57,-52,-51,-46,?,-59,-40,-43,-56,-65,-50,-60,?,-53,?,-50,?,-73,?,9.42,-21.779999,-36.779999,16
-49,-48,-46,-35,?,-52,-52,-46,-55,-59,-40,-43,-57,-60,-50,?,?,-53,-67,-52,?,-72,?,9.66,-22.26,-36.84,16
-52,-48,-47,-35,-59,-52,-52,-46,-55,-59,-40,-43,-54,-59,-53,-67,?,-54,-67,-51,?,-74,?,9.66,-22.08,-36.48,16
-49,-47,-47,-35,-56,-52,-52,-47,-56,-58,-38,-46,-62,-62,-52,-60,-70,-51,-67,-51,?,-73,-73,9.96,-21.299999,-36.84,16
-48,-48,-47,?,-57,-53,-53,-46,-58,-52,-39,-43,-55,-69,-52,-59,-69,-55,?,-50,?,-73,-73,9.78,-20.58,-36.84,16
-49,-52,-49,-38,-60,-53,-52,-48,-57,-58,-40,-43,-54,-61,-49,-66,?,-52,?,-51,?,?,?,9.48,-21.539999,-36.719997,16
-51,-49,-48,-34,-58,-52,-50,-46,-58,-59,-39,-44,-55,-68,-50,-59,?,-52,?,-58,?,?,?,9.66,-21.18,-36.84,16
-48,-48,-47,?,-56,-53,-51,-46,-55,-59,-40,-47,-51,-59,-50,-63,?,-53,-68,-49,?,?,?,9.54,-21.9,-36.599998,16
-48,-45,-48,-40,-52,-53,-52,-46,-57,-55,-39,-43,-52,-63,-46,-60,-70,-55,-67,-51,-89,-68,-69,9.78,-21.84,-36.599998,16
-49,?,?,-35,-54,-52,-52,-47,-55,-59,-40,-43,-49,?,-52,-59,?,-54,-70,-54,?,-73,?,9.78,-21.9,-36.599998,16
