4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,e4:8d:8c:20:4d:c1_UPLAT,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,64:66:b3:d0:4a:8d_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,18:28:61:9e:ab:5c_MMD,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,REF_POINT
-42,-45,-43,-66,-66,-58,-48,-52,-47,-45,-58,-76,-56,-67,-74,-67,NaN,-67,-54,NaN,NaN,10
-44,-48,-45,NaN,-68,-57,-48,-52,-47,-45,-57,-75,-57,-66,-73,-67,NaN,-67,-53,NaN,-75,10
-41,-44,-45,NaN,-68,-56,-44,-52,-48,-44,-55,-73,-57,-69,-72,-67,-69,-67,-52,NaN,-75,10
-43,-44,-52,NaN,-67,-57,-47,-51,-47,-44,-58,-75,-57,-67,-73,NaN,-69,NaN,-52,-81,NaN,10
-43,-45,-48,NaN,-68,-57,-46,-51,-47,-45,-57,-75,NaN,-67,-73,NaN,-69,-68,-54,-81,NaN,10
-66,-45,-44,-69,-69,-57,-46,-51,-48,-44,-57,-75,-58,NaN,-73,-66,-69,-68,-52,-81,NaN,10
-43,-44,-45,-62,-66,-57,-46,-51,-48,-44,-56,-75,-55,-66,-73,-67,-69,-75,-54,-81,-75,10
-80,-44,-45,-62,-66,-57,-47,-51,-47,-45,-57,-75,-56,-66,-73,-67,-70,-67,-52,-81,-75,10
-44,-44,-45,NaN,-68,-57,-46,-51,-67,-45,-57,-75,-57,-67,-72,-67,-69,-68,-52,-80,-72,10
-44,-88,-44,-69,-65,-57,-46,-51,-48,-45,-57,-75,-56,-67,-72,-67,-69,-66,-54,-80,-72,10
-41,-44,-44,-69,-66,-57,-43,-50,-47,-45,-57,-75,-56,-67,-73,-67,-71,-67,-55,NaN,-80,10
-42,-45,-45,-69,-67,-57,-46,-51,-48,-47,-57,-76,-56,-66,-73,-66,-74,-66,-52,-78,-82,10
-44,-44,-44,-69,-69,-57,-46,-51,-48,-45,-56,-74,-57,-66,-74,-66,-70,-68,-52,-80,-73,10
-43,-44,-45,-68,-67,-57,-46,-51,-47,-43,-58,-75,-56,-68,-75,-67,-70,-66,-52,-80,-73,10
-43,-44,-49,-68,-67,-57,-44,-51,-48,-45,-57,-75,-57,-68,-75,-67,-70,-66,-52,NaN,NaN,10
-43,-46,-43,-71,-67,-57,-44,-51,-48,-44,-56,-75,-59,NaN,NaN,-66,-70,-65,-52,NaN,NaN,10
-43,-45,-45,-70,NaN,-57,-46,-51,NaN,-44,-56,-76,-57,-66,-73,-66,-69,-67,-53,NaN,NaN,10
-43,-44,-44,-70,-70,-57,-46,-51,NaN,-44,-57,-75,-57,-66,-64,-66,-69,-67,-52,NaN,NaN,10
-43,-46,-45,NaN,-84,-56,-47,-51,-47,-44,-57,-75,NaN,-67,-64,-66,NaN,-67,-52,NaN,-76,10
-44,-45,-45,-68,-67,-57,-47,-50,-46,-44,-57,-76,-58,-63,-73,-66,-74,-67,-52,NaN,-74,10
-43,-42,-45,-70,-67,-57,-46,-50,-46,-44,-57,-75,-59,-66,-70,-66,-70,-67,-52,-82,-74,10
-43,-45,-45,-65,-67,-57,-46,-51,-47,-45,-57,-75,-58,-67,-73,-66,-71,-66,-49,-80,NaN,10
-44,-48,-44,-69,-67,-57,-51,-50,-47,-45,-57,-75,-58,-67,-81,-67,-71,-67,-54,-80,NaN,10
-41,-45,-44,-73,-71,-57,-43,-49,-47,-45,-49,-75,-59,-66,-73,-66,NaN,-67,-52,NaN,NaN,10
-44,-44,-44,-63,-71,-57,-46,-50,-47,-45,-57,-74,-59,-66,-73,-66,-72,-68,-54,NaN,NaN,10
-44,-44,-51,-63,-67,-57,-49,-51,-47,-44,-57,-74,-57,-67,-73,NaN,-72,-68,-54,-80,NaN,10
-43,-45,-56,-69,-67,-57,-46,-50,-47,-45,-50,-75,-57,-67,-73,NaN,NaN,-68,-50,-80,NaN,10
-43,-44,-43,-69,-70,-57,-43,-50,-47,-45,-56,-75,-58,NaN,-73,NaN,NaN,-67,-53,NaN,NaN,10
-40,-44,-44,-63,-70,-57,-46,-51,-47,-46,-57,-75,-58,-66,-73,-66,-71,-72,-54,-79,NaN,10
-43,-44,-44,-63,-69,-57,-46,-50,-47,-88,-56,NaN,NaN,-66,-73,-66,-71,-68,-54,-79,NaN,10
-43,-47,-50,-65,-68,-57,-46,-50,-47,-45,-57,NaN,-56,NaN,-73,-73,-71,-66,-47,NaN,NaN,10
-43,-48,-42,-65,-69,-57,-47,-45,-47,-45,-63,-81,-57,NaN,-73,-73,NaN,-67,-47,NaN,NaN,10
-43,-48,-51,-65,-69,-57,-47,-51,-47,-44,-56,-81,-57,NaN,-72,NaN,NaN,-67,-52,NaN,NaN,10
-43,-48,-43,-71,-69,-57,-46,-51,-47,-45,-56,NaN,-58,NaN,-71,NaN,NaN,-67,-52,-79,NaN,10
-43,-44,-43,-71,NaN,-57,-44,-50,-46,-48,-60,NaN,-57,NaN,-71,NaN,NaN,-67,-52,-79,-76,10
-42,-48,-51,-70,-69,-57,-46,-51,-47,-45,-60,NaN,-57,-68,NaN,NaN,-69,-67,-52,NaN,-76,10
-43,-46,-43,-66,-67,-57,-43,-51,-47,-45,-56,NaN,NaN,-66,-72,NaN,-69,-67,-53,NaN,NaN,10
-88,-46,-44,-65,-69,-57,-46,-51,-87,-45,-56,-75,-57,-66,-71,NaN,NaN,-67,-53,NaN,NaN,10
-42,-43,-44,-65,-69,-57,-43,-51,-47,-45,-56,-75,-57,-65,-71,-66,NaN,-67,-54,NaN,NaN,10
-39,-44,-44,-65,-68,-57,-43,-51,-47,-45,-56,-75,-58,-66,-73,-65,-75,-67,-52,-81,NaN,10
-43,-44,-44,-78,-71,-57,-45,-49,-46,-45,-57,-75,-57,-66,-73,-65,-70,-67,-52,-81,NaN,10
-43,-47,-43,-78,-70,-57,-43,-48,-47,-44,-56,NaN,-57,-66,NaN,NaN,-71,-68,-54,NaN,-74,10
-40,-45,-48,NaN,-69,-57,-45,-51,-47,-45,-55,NaN,-58,NaN,NaN,NaN,-71,-67,-52,NaN,-74,10
-41,-44,-44,NaN,-69,-57,-43,-51,-48,-45,-57,-82,-58,-67,-74,NaN,-69,-67,-53,NaN,-74,10
-43,-39,-44,-65,-68,-57,-46,-51,-45,-46,-55,-82,-57,-65,-73,-68,-69,-67,-53,NaN,-73,10
-42,-45,-44,-65,-68,-57,-47,-51,-48,-45,-54,-82,-58,-65,-73,-68,-70,-67,-52,NaN,-73,10
-39,-44,-44,-71,-67,-57,-47,-51,-48,-45,-55,-81,-59,-67,-72,-66,-70,-66,-60,NaN,-74,10
-42,-44,-43,-64,-68,-57,NaN,-51,-50,-45,-55,-81,-56,-67,-72,-66,-73,-67,-53,NaN,-74,10
-44,-45,-44,-64,-68,-57,-43,-51,-48,-45,-55,-76,-88,-66,-72,-66,-73,-67,-52,NaN,NaN,10
-43,-89,-43,NaN,-69,-57,-45,-52,-80,-45,-56,-76,-89,-67,-72,-66,NaN,-65,-52,NaN,NaN,10
-39,-36,-46,NaN,-63,-51,-43,-50,-46,-45,-68,-81,-54,-56,-75,-69,NaN,-67,-48,NaN,NaN,11
-41,-32,-49,NaN,-61,-51,-45,-48,-46,-44,-55,NaN,-61,-59,-75,-69,NaN,-67,-48,NaN,NaN,11
-46,-34,-52,-67,-60,-50,-45,-51,-41,-50,-53,-76,-55,-59,-74,NaN,-67,-69,-50,NaN,-80,11
-46,-34,-49,-67,-64,-51,-50,-49,-47,-51,-59,-79,-56,-56,-78,NaN,-66,-70,-47,NaN,-77,11
-40,-32,-49,-72,-63,-51,-46,-49,-53,-54,-57,-76,-55,-56,-72,-68,-66,-70,-47,NaN,-77,11
-68,-38,-61,-72,-63,-50,-54,-48,-51,-54,-60,-78,-55,-56,-72,-68,NaN,-70,NaN,NaN,NaN,11
-39,-33,-50,-73,-64,-51,-49,-48,-84,-46,-57,-78,-55,-56,-71,-68,-64,-69,-53,NaN,NaN,11
-39,-32,-50,-73,-64,-51,-46,-49,-45,-90,-56,NaN,-55,NaN,-71,NaN,-64,-69,-53,NaN,NaN,11
-40,-32,-49,-71,-62,-51,-46,-48,-46,-53,-56,-72,-55,-56,-71,NaN,NaN,-67,-45,NaN,-83,11
-39,-33,-49,-69,-62,-51,-45,-50,-46,-55,-56,-77,-55,-59,-75,NaN,-64,-69,-49,NaN,-83,11
-41,-33,-50,-66,NaN,-51,-48,-49,-79,-51,-56,-76,-56,-55,-71,-67,-65,-72,-48,-79,-80,11
-40,-36,-49,-66,-63,-51,-45,-49,-45,-54,-54,-76,-54,-57,-71,-67,-64,-66,-48,-79,-80,11
-39,-33,-49,-69,-62,-51,-47,-49,-46,-55,-56,-75,-57,-55,-70,-67,-65,-70,-48,-82,NaN,11
-40,-33,-54,-69,-64,-51,-48,-49,-45,-55,-57,-77,-55,-57,-71,-68,-67,-70,-47,-82,-81,11
-40,-33,-54,-73,-64,-51,-48,-49,-46,-54,-49,-76,-55,-58,-71,-67,-67,-70,-47,-82,-81,11
-37,-32,-50,-72,-64,-51,-45,-49,-46,-54,-55,-78,-56,-55,-73,-69,-66,-70,-48,NaN,-76,11
-41,-33,-49,-67,-64,-51,-45,-49,-46,-56,-55,-74,-54,-56,-70,-70,-66,-70,-48,NaN,-76,11
-40,-32,-54,-68,-63,-51,-45,-49,-46,-55,-57,-76,-55,-56,-70,-67,-66,-65,-48,-80,NaN,11
-41,-35,-58,-68,-62,-51,-48,-49,-46,-58,-55,-76,-55,-56,-70,-68,-66,-65,-48,-80,-78,11
-41,-33,-49,-70,-64,-51,-44,-49,-46,-55,-55,-76,-54,-56,-71,-68,-66,-71,-48,NaN,-78,11
-40,-32,-54,-74,-63,-51,-46,-49,-43,-55,-58,-77,-54,-56,-76,-68,-65,-69,-47,NaN,NaN,11
-40,-32,-49,-71,-64,-51,-47,-48,-46,-56,-58,-74,-55,-56,-71,-69,-65,-69,-48,NaN,-80,11
-40,-33,-50,-71,-63,-51,-47,-49,-45,-56,-54,-74,-54,-56,-71,-75,-66,-69,-48,NaN,-80,11
-39,-34,-50,NaN,-62,-51,-49,-49,-47,-57,-61,-79,-60,-57,-71,-75,-71,-66,-48,NaN,NaN,11
-41,-32,-49,-71,-63,-52,-46,-54,-48,-54,-60,-78,-55,-56,-70,NaN,-66,-70,-48,NaN,NaN,11
-41,-32,-49,-71,-65,-51,-50,-48,-45,-56,-54,-77,-54,-56,-71,-69,-66,-67,-47,NaN,-81,11
-40,-32,-48,-71,-63,-51,-44,-48,-44,-57,-55,-77,-56,-56,-71,-69,-67,-69,-47,NaN,-81,11
-40,-33,-49,-72,-65,-51,-45,-49,-45,-56,-56,-76,-55,-56,-71,NaN,-65,-69,-45,-83,-81,11
-40,-52,-48,-72,-63,-51,-44,-49,-44,-55,-58,-76,-62,-56,-69,-67,-65,-68,-47,-83,-81,11
-40,-32,-48,NaN,-65,-51,-43,-50,-44,-55,-60,-76,-56,-57,-71,-67,-65,-67,-47,NaN,NaN,11
-41,-34,-49,-76,-67,-51,-43,-48,-43,-52,-57,-74,-54,-56,-72,NaN,-67,-64,NaN,NaN,NaN,11
-43,-70,-50,-71,-63,-51,-49,-46,-43,-53,-57,-77,-55,-57,-72,-72,-67,-69,-47,NaN,-82,11
-70,-34,-50,-70,-63,-51,-44,-49,-45,-49,-57,-75,-60,-57,-70,-91,-65,-72,-44,NaN,-82,11
-40,-33,-50,-72,-62,-51,-43,-49,-45,-56,-54,-75,-55,-58,-70,-69,-68,-65,-47,NaN,NaN,11
-40,-32,-51,-71,-62,-52,-43,-50,-45,-55,-55,-74,-55,-56,-71,-69,-66,-70,-47,NaN,NaN,11
-45,-33,-54,-71,-64,-51,-43,-49,-44,-56,-57,-76,-55,-56,-70,-69,-68,-66,-47,NaN,-72,11
-39,-32,-53,-72,-64,-51,-43,-49,-44,-55,-57,-78,-55,-57,-71,-69,-68,-66,-47,NaN,-72,11
-40,-33,-53,-71,-64,-51,-43,-49,-44,-55,-55,-78,-55,-56,-72,-69,-67,-62,-48,NaN,NaN,11
-40,-32,-51,-71,-64,-51,-46,-49,-43,-58,-57,-76,-89,-57,-71,-69,-66,-69,-47,NaN,NaN,11
-40,-33,-50,-71,-63,-51,-48,-45,-43,-59,-55,-76,-53,-57,-71,-68,-66,-69,-84,-80,NaN,11
-39,-32,-51,NaN,-63,-51,-45,-49,-43,-58,-56,-76,-53,-57,-71,-68,-66,-65,-84,-80,NaN,11
-45,-32,-50,NaN,-64,-51,-68,-49,-44,-57,-56,-76,-63,-57,-74,-68,-65,-65,-47,NaN,NaN,11
-40,-33,-50,-72,-64,-51,-68,-49,-44,-56,-56,-75,-54,-57,-72,-67,-64,-69,-47,-80,-81,11
-40,-32,-50,-73,-63,-51,-48,-47,-44,-55,-56,-76,-55,-59,-71,-67,-64,-65,-49,-80,-81,11
-40,-32,-50,-73,-65,-51,-46,-49,-44,-51,-57,-76,-55,-60,-71,-67,-65,-70,-49,NaN,NaN,11
-40,-32,-49,-74,-64,-50,-46,-50,-44,-52,-55,NaN,-55,-56,-71,-68,-66,-68,-52,NaN,NaN,11
-38,-33,-51,-74,-65,-51,-48,-49,-44,-52,-57,-76,-55,-61,-69,-68,-66,-68,-47,NaN,NaN,11
-38,-32,-50,-72,-62,-51,-48,-49,-45,-53,-56,-75,-54,-57,-72,-68,-65,-69,-46,NaN,NaN,11
-39,-35,-50,-67,-64,-51,-48,-49,-44,-52,-60,-75,-54,-56,-68,-68,-68,-69,-47,NaN,NaN,11
-41,-32,-53,-70,-64,-50,-48,-49,-44,-65,-55,-75,-55,-55,-72,-67,-66,-65,-47,NaN,-80,11
-42,-32,-50,-71,-63,-51,-44,-48,-43,-53,-57,-72,-53,-60,-71,-67,-71,-69,NaN,-83,-79,11
-40,-31,-51,-71,-64,-51,-44,-49,-45,-57,-58,-75,-54,-57,-72,-67,-67,-68,-47,-83,-79,11
-41,-32,-49,-66,-66,-51,-46,-48,-45,-58,-54,-77,-54,-57,-72,-72,-69,-68,-47,NaN,NaN,11
-40,-33,-51,-67,-65,-51,-44,-49,NaN,-57,-55,-77,-59,-56,NaN,-72,-69,-68,-47,NaN,NaN,11
-41,-32,-50,-67,-65,-51,-45,-49,-45,-58,-57,-75,-55,-57,-71,-68,NaN,-68,-51,NaN,NaN,11
-42,-32,-49,-73,-63,-51,-44,-49,-45,-56,-56,-75,-57,-56,-75,-67,-67,-67,-49,NaN,-80,11
-42,-33,-46,-72,-64,-51,-47,-49,-45,-58,-55,-76,-55,-55,-91,-67,-67,-67,-48,NaN,-82,11
-41,-33,-50,-67,-65,-51,-44,-50,-43,-54,-55,-75,-55,-56,-72,-68,-65,-67,-48,-81,-78,11
-40,-32,-54,-73,-64,-51,-45,-49,-44,-59,-61,-76,-52,-56,-72,-69,-66,-66,-47,-83,-80,11
-40,-35,-54,-72,-63,-51,-48,-49,-46,-57,-63,-76,-55,-56,-71,-69,-67,-70,-47,-81,-80,11
-38,-36,-47,-72,-64,-51,-44,-50,-46,-52,-62,-76,-53,-57,-71,-70,-67,-66,-52,-81,NaN,11
-40,-33,-51,-67,-64,-51,-47,-50,-45,-46,-58,-76,-53,-58,-75,-70,-66,-73,-50,NaN,NaN,11
-46,-32,-49,-66,-64,-51,-55,-49,-44,-52,-58,-82,NaN,-58,-75,NaN,-64,-69,-49,-81,NaN,11
-39,-32,-49,-66,-65,-51,-44,-49,-44,-56,-57,-82,-53,-58,-72,-68,-65,-70,-49,-81,NaN,11
-39,-32,-50,-65,-63,-51,-48,-49,-45,-57,-56,-74,-53,-57,-72,-68,-64,-69,-47,NaN,NaN,11
-41,-32,-57,-67,-65,-51,-45,-49,-45,-56,-58,-77,-53,-56,-71,NaN,-65,-69,-47,NaN,NaN,11
-39,-33,-50,-67,-65,-51,-46,-49,-44,-59,-57,-76,-59,-56,-70,NaN,-65,-70,-48,NaN,NaN,11
-40,-32,-49,-72,-63,-51,-52,-49,-45,-56,-56,-77,-54,-57,-73,-67,-65,-70,-49,NaN,NaN,11
-39,-32,-49,-66,-62,-51,-47,-47,-48,-56,-57,-77,-53,-57,-72,-68,-65,-69,-47,NaN,NaN,11
-40,-32,-49,-66,-63,-51,-46,-49,-44,-57,-55,-77,-54,-57,-76,-67,-66,-70,-47,NaN,NaN,11
-40,-32,-49,NaN,-63,-51,-45,-48,-44,-57,-56,-76,-59,-57,-70,-68,-66,-69,-48,NaN,-79,11
-40,-32,-55,-67,-63,-51,-45,-49,-45,-54,-56,-78,-59,-57,-78,-68,-66,-69,-48,NaN,-79,11
-42,-32,-55,-72,-64,-51,-47,-49,-44,-56,-59,-77,-53,-57,-72,-68,-69,-70,-49,-90,NaN,11
-40,-35,-49,-67,-64,-51,-47,-49,-44,-57,-59,-77,-54,-56,-72,-68,-66,-69,-49,-83,-79,11
-39,-32,-55,-66,-64,-51,-44,-49,-45,-55,-58,-77,-53,-56,-72,-68,-65,-77,-49,-83,-78,11
-88,-31,-47,-66,-65,-51,-47,-49,-45,-55,-57,-74,-87,-56,-72,NaN,-65,-69,-48,NaN,-78,11
-36,-32,-47,-72,-64,-51,-43,-50,-44,-54,-58,-72,-54,-56,-72,-68,-66,-69,-49,NaN,NaN,11
-41,-32,-49,-72,-66,-51,-43,-49,-44,-55,-56,-75,-54,-61,-71,-67,-66,-70,-47,NaN,-84,11
-41,-32,-50,-65,-65,-52,-47,-49,-45,-55,-58,-76,-55,-60,-71,-79,-65,-69,-49,NaN,-84,11
-40,-32,-49,-67,-64,-51,-46,-49,-44,-50,-48,-77,-49,-56,-72,-68,-74,-69,-47,-87,NaN,11
-42,-35,-49,-71,-56,-47,-43,-50,-50,-40,-69,-69,-54,-56,-71,-68,-63,-60,-42,-87,-80,12
-38,-34,-51,-60,-56,-48,-41,-49,-49,-42,-63,-74,-52,-62,-78,-72,-64,-69,-45,-80,NaN,12
-38,-33,-57,-64,-57,-47,-43,-52,-50,-42,-63,-69,-52,-60,-76,-72,-64,-68,-45,-80,NaN,12
-40,-34,-47,-64,-56,-47,-41,-53,-51,-42,-63,-73,-50,-60,-79,-71,-63,-69,-44,-80,-78,12
-40,-33,-50,-61,-57,-48,-40,-53,-50,-41,-63,-72,-49,-63,-73,-71,-64,-68,-45,-78,-78,12
-49,-33,-50,-61,-56,-48,-44,-53,-49,-41,-60,-73,-49,-63,-82,NaN,-65,-69,-45,-78,NaN,12
-48,-34,-50,-64,-56,-47,-41,-54,-48,-41,-60,-73,-51,-73,-82,NaN,-65,-70,-46,-78,NaN,12
-54,-33,-50,-61,-56,-48,-45,-53,-51,-42,-68,-72,-51,-60,-79,NaN,NaN,-69,-45,NaN,-73,12
-54,-32,-56,-65,-56,-48,-41,-52,-50,-42,-64,-72,-51,-62,-78,-72,-65,-69,-45,-81,-73,12
-49,-33,-50,-65,-57,-48,-42,-52,-49,-42,-64,-72,-49,-58,-78,-71,-65,-74,-44,-81,-79,12
-48,-34,-55,-65,-58,-48,-43,-53,-49,-46,-62,-72,-50,-58,-77,-70,-67,-71,-46,NaN,-79,12
-51,-34,-51,-65,-57,-48,-47,-52,-50,-42,-62,-70,-53,-63,-71,-74,-70,-65,-46,NaN,NaN,12
-52,-34,-50,-65,-58,-47,-43,-52,-49,-42,-64,-73,-50,-63,-71,-74,-71,-70,-44,NaN,NaN,12
-51,-33,-51,NaN,-56,-48,-39,-53,-49,-41,-64,-74,-48,-69,-78,-72,-71,-70,-44,NaN,-79,12
-50,-34,-51,NaN,-56,-48,-43,-53,-50,-41,NaN,-73,-51,-63,-78,-72,NaN,-70,-45,NaN,-79,12
-53,-89,-52,-60,-56,-47,-43,-53,-50,-41,-63,-73,-49,-63,-78,-73,NaN,-70,-45,NaN,NaN,12
-73,-36,-47,-62,-57,-48,-44,-52,-48,-46,-63,-70,-51,-61,-78,-73,-64,-70,NaN,-77,NaN,12
-48,-34,-50,-60,-59,-48,-42,-53,-50,-42,-63,-71,-55,-70,-78,-74,-64,-69,-43,-76,-77,12
-46,-34,-51,-58,-58,-48,-43,-52,-51,-42,-63,-72,-52,-70,-77,-72,-63,-70,-45,-79,-77,12
-46,-34,-51,-64,-57,-48,-39,-53,-78,-42,-63,-68,-52,NaN,-79,-91,-63,-69,-45,-79,-75,12
-46,-33,-46,-64,-57,-48,-41,-54,-49,-41,-63,-69,-51,-64,-79,-72,NaN,-69,-46,-80,-75,12
-51,-34,-49,NaN,-57,-47,-42,-54,-52,-42,NaN,-74,-49,-59,-77,-74,-68,-69,-84,-80,NaN,12
-51,-33,-50,-63,-57,-47,-43,-54,-50,-41,-63,-74,-51,-59,-78,-74,-68,-70,-44,NaN,NaN,12
-52,-32,-54,-63,-57,-47,-41,-53,-50,-42,-63,-73,-51,-62,-75,NaN,NaN,-69,-45,NaN,NaN,12
-50,-33,-54,-66,-56,-47,-43,-54,-50,-41,-86,-72,-51,-63,-78,-72,-64,-70,-44,-79,-80,12
-49,-34,-55,-67,-57,-47,-40,-54,-50,-42,-67,-72,-52,-65,-78,-72,-64,-69,-44,-80,-80,12
-49,-34,-53,-67,-58,-47,-42,-54,-50,-42,-67,-72,-52,-60,-78,-72,-64,-69,-44,-84,NaN,12
-49,-33,-51,-60,-57,-48,-39,-55,-50,-42,NaN,-72,-51,-71,-78,-72,-64,-69,-45,-80,NaN,12
-50,-34,-54,-59,-57,-47,-43,-55,-50,-45,NaN,-72,-49,-71,-84,-76,-69,-78,-45,-80,NaN,12
-51,-33,-51,-65,-57,-47,-43,-67,-50,-45,-64,-73,-51,-71,-77,-74,-73,-70,NaN,-81,NaN,12
-49,-34,-50,-65,-57,-47,-43,-55,-50,-40,-64,-72,-51,-65,-77,-74,-73,-70,-44,-81,NaN,12
-47,-35,-50,-59,-57,-47,-41,-54,-51,-42,-63,-72,-52,-66,-81,NaN,-70,NaN,-44,NaN,NaN,12
-50,-33,-55,-63,-60,-47,-42,-56,-50,-40,-66,-74,-51,-64,-77,NaN,-71,-72,NaN,NaN,NaN,12
-43,-34,-56,-64,-57,-47,-42,-54,-50,-45,-63,-73,-53,-64,-77,-79,-72,-69,-43,NaN,NaN,12
-48,-33,-52,-64,-57,-48,-43,-54,-51,-40,-63,-73,-53,-63,-77,-79,-72,-69,-43,-81,-78,12
-49,-33,-51,-63,-56,-48,-45,-54,-49,-42,-60,-73,-50,-71,-76,NaN,-72,-69,-44,-81,-77,12
-49,-34,-51,-63,-57,-47,-42,-54,-50,-42,-60,-72,-52,-64,-77,NaN,-74,-69,-46,NaN,-77,12
-47,-33,-51,NaN,-57,-48,-42,-54,-50,-41,NaN,-73,-49,-64,-76,NaN,-71,-68,-45,NaN,NaN,12
-51,-34,-51,-64,-57,-47,-45,-54,-49,-41,-63,-72,-53,-64,-75,NaN,-77,-69,-44,NaN,NaN,12
-50,-33,-51,-64,-58,-48,-43,-54,-49,-44,-63,-73,-53,-64,-76,-76,-77,-70,-44,NaN,NaN,12
-49,-33,-52,-57,-58,-48,-50,-54,-48,-45,-63,-73,-53,-65,-75,-76,-73,-69,-46,-81,-78,12
-50,-72,-51,-64,-57,-48,-45,-54,-50,-41,-69,-74,-53,-63,-77,-75,-73,-70,-45,-81,-78,12
-52,-34,-88,-64,-57,-48,-41,-55,-50,-42,-63,-73,-53,-63,-78,-74,-70,-69,-45,-81,NaN,12
-51,-34,-56,NaN,-57,-48,-39,-54,-82,-41,-63,-73,-53,-63,-78,-74,-70,-69,-49,NaN,NaN,12
-50,-36,-51,-61,-56,-48,-42,-54,-50,-39,-65,-72,-53,NaN,-77,-75,-70,-72,-46,NaN,NaN,12
-49,-36,-51,-61,-57,-47,-46,-54,-50,-43,-65,-73,NaN,NaN,-77,-75,NaN,-68,-46,NaN,NaN,12
-54,-33,-52,NaN,-57,-48,-39,-51,-50,-41,-64,-72,-53,-74,NaN,NaN,-68,-68,-44,NaN,NaN,12
-46,-36,-51,-58,-55,-47,-44,-51,-60,-39,-64,-71,-53,-74,-76,-80,-68,-69,-49,NaN,NaN,12
-51,-34,-51,-63,-56,-48,-43,-51,-49,-40,-64,-69,-51,NaN,-77,-80,-71,-68,-49,NaN,-77,12
-51,-33,NaN,-62,-56,-48,-41,-52,-51,-40,-63,-72,-51,-64,-77,-74,-71,-68,-45,NaN,-77,12
-51,-34,-52,-59,-56,-48,-42,-52,-50,-39,-72,-70,-52,-64,-73,-74,-70,-68,-45,NaN,NaN,12
-51,-33,-51,-65,-56,-48,-39,-52,-50,-40,-72,-71,-53,NaN,-78,NaN,-70,-68,-46,NaN,-75,12
-51,-33,-47,-65,-56,-48,-45,-51,-49,-39,NaN,-71,-53,NaN,-78,-75,NaN,-68,-46,-81,-75,12
-51,-34,-51,NaN,-56,-48,-39,-51,-50,-40,-64,-72,-52,-63,-74,-75,-66,NaN,-46,-81,NaN,12
-51,-35,-51,-59,-57,-47,-43,-52,-51,-41,-63,-72,-57,-63,-80,NaN,-63,-70,-57,NaN,NaN,12
-49,-34,-53,-65,-57,-47,-42,-57,-85,-39,-63,-74,-87,NaN,-80,-75,-63,-69,-45,-82,NaN,12
-48,-34,-51,-64,-57,-50,-47,-51,-50,-40,-66,-78,-53,-63,-77,-72,NaN,-69,-45,-82,-78,12
-49,-82,-52,-65,-57,-47,-40,-55,-50,-38,-60,-72,-51,-64,-77,-72,NaN,-69,-44,NaN,-78,12
-48,-35,-50,-64,-57,-47,-42,-53,-49,-44,-62,-73,-51,-64,-77,-71,-63,-68,-46,-77,NaN,12
-49,-34,-55,-59,-57,-48,-42,-52,-49,-41,-62,-73,-51,NaN,NaN,-71,-63,-68,-46,-77,NaN,12
-60,-35,-60,-59,-58,-50,-44,-52,-48,-41,-61,NaN,-51,NaN,NaN,NaN,-63,-68,-45,NaN,NaN,12
-47,-35,-51,-59,-67,-52,-47,-54,-50,-43,-61,-76,-53,-65,NaN,NaN,-63,-69,-46,NaN,NaN,12
-50,-33,-51,NaN,-59,-50,-44,-55,-50,-43,-61,-76,-52,-63,-78,NaN,-63,-68,-45,NaN,NaN,12
-48,-91,-51,NaN,-58,-49,-45,-57,-48,-43,-63,-71,-51,-63,-76,NaN,-64,-68,-45,NaN,NaN,12
-48,-33,-52,-64,-57,-49,-45,-56,-51,-42,-60,-75,-51,-75,-78,NaN,-63,-69,-45,NaN,-78,12
-52,-33,-51,-59,-57,-48,-45,-55,-49,-41,-62,-74,-51,-75,-80,-71,-62,-69,-45,NaN,-78,12
-49,-33,-52,-64,-56,-48,-42,-54,-50,-41,-63,-73,-51,NaN,-79,-72,-63,-68,-46,NaN,-83,12
-47,-33,-51,-64,-57,-48,-42,-54,-83,-41,-63,-73,-52,-63,-79,-73,-62,-69,-45,NaN,-83,12
-48,-33,-51,NaN,-57,-48,-44,-53,-48,-42,-63,-76,-51,-63,NaN,-73,-66,-68,-46,-80,NaN,12
-53,-33,-47,NaN,-56,-48,-43,-53,-48,-41,-63,-72,-47,-69,-79,NaN,-65,-70,-44,-80,-81,12
-49,-33,-52,NaN,-57,-47,-45,-53,-48,-41,-63,-74,-51,-69,-80,NaN,-64,-68,-87,-81,-81,12
