@relation 'Sony_Xperia_Train_WiFi-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-51,-35,-47,-50,-54,?,-58,-58,?,-43,-37,-60,-51,-90,-66,-80,?,?,?,-62,?,?,-87,10
-51,-35,-50,-51,-54,-65,-58,-58,-56,-44,-37,-67,-52,-73,-67,-80,-70,-71,?,-62,?,?,?,10
-51,-35,-48,-47,-55,-65,-59,-58,-56,-44,-37,-61,-51,-73,-65,-80,-70,-71,?,-62,?,?,?,10
-49,-35,-47,-49,-54,?,-59,-57,-56,-44,-37,-60,-51,-73,-65,?,-71,?,?,-62,?,?,?,10
-51,-35,-49,-50,-54,?,-59,-58,-56,-44,-37,-67,-51,-73,-67,?,-71,?,?,-62,?,-83,-89,10
-51,-35,-47,-50,-54,?,-59,-57,-54,-44,-37,-62,-52,-72,-67,?,?,-69,?,-63,?,-83,-89,10
-51,-35,-49,-49,-54,-65,-59,-57,-55,-42,-37,-67,-53,-72,-67,?,-71,-69,-79,-60,?,?,?,10
-46,-33,-47,-46,-53,-65,-58,-57,-67,-51,-37,-63,-51,-71,-69,?,-71,-69,-79,-63,?,?,-84,10
-47,-34,-47,-46,-54,?,-60,-57,-55,-44,-38,-61,-51,-72,-68,?,?,?,?,-65,?,?,-84,10
-50,-34,-47,-50,-54,-64,-58,-58,-55,-45,-37,-61,-52,-73,-68,-78,?,-72,?,-59,?,?,?,10
-51,-71,-47,-71,-53,-64,-58,-57,-56,-44,-36,-61,-50,-72,-68,-78,?,-68,?,-57,?,?,?,10
-71,-38,-47,-45,-53,?,-60,-59,-71,-46,-39,-61,-53,-74,-69,?,-71,-69,?,-59,?,?,?,10
-52,-38,-49,-47,-54,-64,-58,-56,-56,-44,-37,-61,-51,-73,-66,?,-71,-69,-76,-62,?,-87,?,10
-50,-35,-49,-48,-54,-64,-60,-56,-56,-44,-37,-60,-51,-73,-74,?,-71,?,-76,-63,?,-88,?,10
-50,-35,-51,-48,-54,-64,-60,-53,-56,-44,-37,-60,-51,-72,-66,?,-71,?,?,-62,?,-88,?,10
-50,-35,-50,-47,-53,-65,-60,-56,-65,-43,-37,-61,-52,-73,-66,-79,-72,-70,?,-62,?,?,?,10
-49,-34,-51,-47,-54,-65,-62,-57,-65,-44,-34,-61,-51,-73,?,-78,-72,-70,?,-60,?,?,?,10
-50,-35,-48,-47,-54,?,-59,-56,-65,-44,-36,-61,-52,-73,-66,-80,?,-72,?,-60,?,-84,-85,10
-52,-34,-48,-47,?,-65,-59,-56,-66,-43,-36,-61,-51,-74,-68,-80,?,-70,?,-63,?,-83,-85,10
-52,-35,-49,-49,-54,-65,-61,-57,-54,-44,-38,-61,-50,-73,-67,-79,?,-72,?,-63,?,-83,?,10
-52,-33,-50,-48,-54,?,-62,-56,-53,-43,-37,-61,-51,-73,-67,-79,?,-73,?,-60,?,?,?,10
-52,-35,-49,-47,-54,-65,-59,-56,-56,-45,-37,-68,-54,-73,-67,?,-71,-73,?,-63,?,?,-88,10
-54,-34,-51,-48,?,-65,-58,-56,-54,-48,-37,-68,-54,-76,?,?,-72,-73,-77,-63,?,?,-87,10
-54,-35,-49,-52,-55,-65,-59,-56,-54,-43,-37,-67,-52,-76,-67,?,-71,?,-77,-63,?,?,-87,10
-57,-35,-48,-47,-55,-65,-59,-55,-65,-44,-37,-60,-52,-76,-67,-78,-71,?,?,-62,?,?,?,10
-53,-36,-51,-47,-55,?,-60,-56,-53,-47,-37,-60,-86,?,-68,-78,-71,?,?,-63,?,?,-87,10
-52,-35,-49,-48,-55,-67,-59,-56,-55,-77,-37,-67,-51,-74,-67,?,?,?,?,-63,?,?,-87,10
-52,-35,-51,-47,-55,-65,-59,-56,-55,-43,-37,-60,-51,-73,-67,?,?,?,?,-63,?,?,?,10
-55,-34,-49,-52,-55,-64,-59,-56,-54,-44,-37,-59,-52,-73,?,?,?,?,?,-64,?,-83,-81,10
-50,-35,-51,-47,-55,-64,-59,-56,-54,-44,-36,-60,-58,-74,-66,-78,?,?,-77,-63,?,-83,-81,10
-49,-34,-48,-48,-55,-67,-58,-56,-53,-43,-37,-60,-52,-76,-66,-78,?,-68,-77,-63,?,?,?,10
-50,-35,-50,-47,-55,-65,-59,-56,-54,-44,-37,-60,-52,-70,-70,-78,-72,-68,?,-63,?,?,?,10
-53,-35,-50,-48,-55,-65,-59,-54,-54,-44,-37,-60,-51,-71,-70,?,-72,?,?,-63,?,?,?,10
-54,-35,-47,-47,-55,?,-58,-55,-54,-43,-37,-59,-52,-71,?,?,?,?,?,-64,?,?,?,10
-55,-67,-49,-50,-55,-65,-58,-57,-54,-43,-37,-61,-51,-74,?,?,?,?,?,-66,?,?,?,10
-51,-35,-49,-48,-55,-65,-59,-57,-51,-44,-37,-67,-51,-71,-67,?,-70,?,?,-61,?,?,?,10
-52,-35,-49,-49,-54,?,-59,-55,-52,-44,-37,-67,-50,-74,-66,-79,-70,-72,?,-61,?,-84,-87,10
-52,-35,-48,-49,-54,?,-58,-57,-54,-44,-38,-67,-53,-74,-67,-79,?,-72,?,-61,?,-84,-87,10
-53,-35,-49,-53,-54,-65,-60,-58,-53,-44,-37,-67,-58,?,-67,?,?,?,?,-63,?,?,?,10
-53,-35,-49,-50,-55,-65,-59,-57,-53,-44,-36,-67,-51,?,?,?,?,?,?,-61,?,?,?,10
-54,-34,-49,-50,-54,-63,-58,-57,-54,-44,-37,-60,-51,?,-67,-79,?,?,?,-63,?,?,?,10
-58,-73,-48,-50,-55,-65,-58,-58,-53,-44,-37,-66,-53,?,-67,-71,-71,-67,?,-63,?,?,?,10
-55,-35,-48,-50,-55,-65,-58,-56,-51,-44,-37,-66,-51,-74,-68,-80,-71,-77,?,-63,?,?,?,10
-57,-35,-48,-50,-55,?,-63,-56,-53,-44,-37,?,-51,-71,-68,-80,-71,-77,?,-63,?,?,?,10
-48,-39,-42,-47,-51,-74,-62,-51,-53,-46,-43,-67,-51,-69,-66,?,-81,-71,-74,-51,?,?,?,11
-48,-34,-42,-47,-50,-74,-60,-53,-53,-47,-39,-64,-51,-71,-63,?,-81,?,-74,-51,?,?,?,11
-46,-35,-45,-50,-48,-74,-64,-53,-53,-48,-41,-58,-49,-72,-66,?,?,-69,?,?,?,?,?,11
-50,-33,-41,-44,-50,?,-69,-51,-55,-48,-40,-61,-52,-74,-64,?,?,-69,-74,?,?,?,?,11
-43,-33,-44,-46,-50,-71,-59,-53,-55,-45,-45,-64,-60,-75,-59,?,?,-66,-74,-66,?,?,?,11
-45,-33,-42,-48,-51,-73,-59,-52,-50,-47,-41,-63,-52,-70,-62,-80,?,-64,-72,-81,?,-80,-81,11
-47,-33,-42,-46,-51,-73,-60,-43,-52,-46,-53,-63,-53,-70,-65,-80,?,-64,-72,-67,?,-80,-81,11
-48,-33,-42,-47,-51,?,-66,-52,-50,-54,-43,-65,-52,-70,-65,-81,?,?,?,-68,?,?,?,11
-46,-37,-43,-44,-52,?,-60,-49,-52,-48,-44,-65,-52,-73,-65,-81,?,?,?,-61,?,?,?,11
-54,-36,-41,-44,-50,-74,-59,-54,-52,-48,-56,?,-51,-70,-67,?,-78,?,-75,-61,?,?,?,11
-74,-36,-44,-51,-52,-74,-63,-53,?,-52,-39,-60,-58,-70,-67,?,-78,-69,-75,-66,?,?,?,11
-58,-34,-41,-47,-50,?,-60,-54,-52,-46,-43,-60,-49,?,-61,?,?,-72,?,-60,?,?,?,11
-56,-33,-43,-49,-50,?,-61,-52,-53,-49,-43,?,-51,-72,-62,?,?,-54,-75,-65,?,?,?,11
-51,-33,-43,-49,-50,?,-57,-54,-53,-49,-41,-66,-54,-72,-61,?,?,-54,-75,-68,?,?,?,11
-47,-33,-42,-45,-49,?,-62,-53,-50,-49,-41,-64,-54,?,-65,?,?,?,?,-64,?,?,?,11
-50,-33,-44,-47,-49,?,-62,-53,-50,-48,?,-61,-54,-73,-61,?,?,?,?,-67,?,?,?,11
-54,-33,-44,-50,-50,?,-61,-53,-52,-53,-39,-61,-52,-73,-61,?,?,?,?,-67,?,?,?,11
-50,-35,-42,-47,-51,?,-60,-52,-53,-50,-44,-63,-50,?,-61,?,?,-69,?,-66,?,?,?,11
-52,-33,-43,-49,-51,-72,-57,-53,-54,-49,-43,-63,-49,-72,-60,?,?,-69,?,-68,?,?,?,11
-47,-34,-42,-46,-51,-72,-60,-54,-53,-51,-44,-64,-49,-72,-60,?,?,?,?,-68,?,?,?,11
-47,-34,-44,-49,-46,-72,-57,-52,-54,-48,-43,-64,-46,-72,-60,?,?,?,?,?,?,?,-85,11
-47,-36,-42,-49,-51,-72,-58,-52,-49,-51,-40,?,-46,-72,-59,?,?,-69,?,?,?,?,-85,11
-73,-33,-40,-52,-51,?,-57,-53,-53,-50,-39,?,-54,-71,-59,?,?,-69,?,-67,?,?,?,11
-47,-38,-42,-51,-51,?,-58,-52,-53,-51,-40,?,-48,-71,-59,?,?,?,?,-64,?,?,?,11
-48,-38,-45,-49,-51,?,-57,-47,-53,-51,-38,-64,-60,?,-60,?,?,?,?,-64,?,?,?,11
-50,-37,-42,-52,-51,?,-57,-49,-50,-50,-45,-61,-60,-69,-63,-77,?,?,?,?,?,?,-83,11
-50,-37,-43,-52,-48,?,-60,-51,-52,-48,-45,-65,-52,-75,-59,-77,?,?,?,-65,?,?,-83,11
-53,-36,-42,-45,-51,?,-60,-55,-52,-48,?,-68,-52,-75,-58,?,?,-67,?,-65,?,?,?,11
-50,-35,-44,-54,-53,-72,-63,-51,-53,-48,-38,-60,-52,?,-71,?,?,-67,?,?,?,?,?,11
-48,-35,-45,-51,-51,-74,-58,-53,-53,-48,-42,-60,-54,-72,-61,?,?,?,?,-74,?,?,?,11
-49,-33,-44,-78,-49,-72,-58,-50,-54,-49,-42,-63,-53,-71,-61,?,-83,?,?,-74,?,?,?,11
-50,-33,-42,-49,-52,-71,-59,-52,-51,-49,-41,-63,-53,-65,-62,?,-83,?,-73,?,?,?,-84,11
-50,-33,-42,-49,-48,-71,-59,-51,-51,-49,-41,?,-54,-65,-65,?,?,?,-73,-67,?,?,-84,11
-47,-33,-43,-62,-50,?,-57,-51,-53,-48,-43,?,-54,?,-65,?,?,-50,?,-66,?,?,?,11
-47,-36,-42,-53,-51,?,-62,-54,-52,-49,-41,?,-53,-70,-65,?,-79,-64,-72,-64,?,?,?,11
?,-33,-41,-51,-51,?,-59,-51,-53,-60,-43,-59,-53,-70,-65,?,-79,-64,-72,-65,?,?,?,11
-48,-33,-43,-46,-51,?,-60,-52,-52,-49,-42,-63,-53,-71,-64,-80,-80,?,?,-64,?,?,?,11
-49,-33,-42,-49,-51,?,-58,-53,-53,-50,-43,-64,-53,-70,-63,-80,-80,?,?,-64,?,?,?,11
-50,-33,-43,-46,-50,-72,-58,-54,-53,-47,-55,-60,-52,-70,-61,?,?,?,?,-63,?,?,?,11
-57,-33,-43,-50,-51,-72,-60,-51,-52,-59,-41,-60,-51,?,-60,?,?,?,?,-63,?,?,?,11
-56,-33,-43,-48,-52,-71,-59,-53,-52,-52,-54,-60,-53,?,-64,?,?,-72,?,-71,?,?,?,11
-48,-33,-42,-48,-51,-70,-58,-53,-54,-52,-54,-60,-54,?,-64,?,?,-51,-73,-71,?,-82,-83,11
-51,-33,-42,-47,-51,-70,-59,-51,-52,-47,-41,?,-52,-70,-66,-81,?,-64,-73,?,?,-82,-83,11
-47,-32,-42,-47,-50,?,-60,-53,-53,-52,-41,-64,-54,-70,-65,-81,?,-70,?,-69,?,?,?,11
-49,-31,-42,-46,-51,-71,-57,-53,-46,-59,-44,-64,-53,-70,-65,-79,?,-70,-75,-67,?,-83,-83,11
-49,-32,-43,-49,-51,-71,-58,-54,-51,-48,-40,-61,-54,-71,-50,-79,?,?,-75,-67,?,-83,-83,11
-57,-33,-43,-45,-51,?,-59,-52,-52,-59,-42,-61,-78,-69,-50,?,?,-68,?,-65,?,?,?,11
-50,-33,-42,-47,-51,-71,-60,-52,-52,-47,-41,-60,-53,-69,-60,?,?,-70,?,-67,?,?,?,11
-54,-32,-43,-48,-51,-71,-62,-54,-52,-47,-42,-60,-51,-70,-61,-81,?,-65,?,-67,?,?,?,11
-48,-34,-41,-47,-52,-71,-62,-53,-52,-47,-40,-61,-51,-70,-62,-81,?,-65,-74,?,?,?,?,11
-48,-33,-43,-47,-52,-72,-57,-54,-53,-50,-42,-61,-54,-69,-64,?,?,-69,-74,?,?,-81,?,11
-49,-33,-42,-47,-52,-72,-59,-52,-53,-48,-41,-62,-54,-69,-68,-79,?,-67,?,-68,?,-82,?,11
-50,-32,-44,-45,-52,?,-59,-53,-52,-48,-41,-62,-54,?,-66,-77,?,-69,?,-68,?,-82,?,11
-48,-34,-43,-52,-52,?,-58,-52,-52,-48,-42,-65,-54,-69,-65,-77,?,-65,?,-68,?,-82,-86,11
-47,-36,-43,-52,-52,?,-58,-53,-53,-49,-42,-63,-54,-69,-65,-77,?,-65,?,?,?,-82,-86,11
-52,-34,-43,-47,-51,-68,-57,-54,-53,-47,-43,-63,-55,?,-63,-77,?,-65,?,-68,?,?,?,11
-53,-36,-42,-55,-51,-70,-59,-52,-53,-48,-41,-63,-54,?,-61,?,?,-66,?,-68,?,-84,?,11
-50,-34,-43,-47,-51,-70,-61,-56,-52,-46,-41,-63,-52,-69,-61,?,?,-66,?,-58,?,-84,?,11
-45,-34,-42,-48,-53,?,-57,-53,-52,-52,-43,-60,-52,-69,-63,?,?,?,?,-79,?,?,?,11
-49,-37,-44,-49,-50,-71,-55,-55,-52,-46,-41,-59,-56,?,-63,?,-80,?,?,-73,?,?,?,11
-48,-34,-43,-48,-51,-73,-60,-55,-54,-48,-43,-59,-56,-70,-60,?,-80,?,?,-60,?,?,?,11
-49,-35,-45,-42,-52,-73,-64,-54,-52,-48,-43,?,-53,-72,-61,?,?,?,?,-60,?,?,?,11
-48,-36,-44,-51,-51,?,-57,-53,-52,-48,?,?,-50,-72,-62,?,?,-68,?,-66,?,?,?,11
-49,-33,-43,-51,-50,-78,-63,-52,-51,-49,-44,-61,-54,?,-61,?,?,-67,?,-66,?,?,?,11
-47,-33,-44,-49,-51,-75,-59,-51,-52,-50,-41,-63,-52,-70,-66,?,?,-67,-73,?,?,?,-80,11
-49,-36,-42,-47,-52,-74,-59,-51,-51,-50,-42,-61,-54,-70,-66,?,?,-64,-73,?,?,?,-82,11
-50,-34,-44,-50,-52,-74,-58,-50,-52,-62,-42,-61,-54,-70,-65,?,?,-64,?,-69,?,?,-82,11
-50,-36,-44,-45,-51,-73,-60,-49,-54,-47,-41,-60,-58,?,-67,?,?,?,?,-64,?,?,?,11
-46,-33,-42,-57,-50,-72,-58,-55,-54,-46,-41,-60,-54,-72,-65,?,-80,?,?,-63,?,?,?,11
-46,-35,-43,-57,-51,-72,-58,-54,-53,-80,-43,-62,-53,-72,-65,?,-80,?,?,-63,?,?,?,11
?,-40,-43,-59,-52,?,-59,-52,-51,-48,-41,-61,-51,-69,-66,?,-84,?,?,-66,?,?,?,11
-46,-33,-46,-46,-50,-69,-62,-54,-51,-56,-41,-62,-51,-69,-67,?,-84,?,?,-64,?,?,?,11
-47,-33,-44,-51,-51,-69,-58,-53,-52,-50,-39,-62,-51,-70,-67,?,?,?,?,-72,?,?,?,11
-45,-33,-45,-55,-51,-72,-61,-54,-54,-62,-40,-64,-47,-70,-66,?,?,?,?,-72,?,?,?,11
-43,-32,-43,-51,-51,-72,-61,-53,-56,-58,-39,-65,-51,?,-60,-78,?,-73,?,-66,?,-83,?,11
-47,-33,-44,-50,?,-72,-61,-54,-56,-58,-39,-63,-52,-73,-60,-64,?,-73,?,-64,?,-84,-80,11
-46,-32,-42,-51,-53,-73,-64,-53,-52,-49,-39,-64,-51,-75,-58,-77,?,-68,-74,-65,?,-84,-82,11
-49,-33,-42,-51,-51,-70,-61,-54,-52,-48,-40,-64,-51,-73,-61,-70,?,-68,-74,-64,?,-81,-80,11
-50,-34,-42,-45,-46,-72,-60,-50,-56,-45,-41,-63,-51,-73,-69,-70,-80,?,?,-69,?,-83,-80,11
-50,-38,-45,-44,-49,-72,-61,-51,-54,-50,-47,-63,-60,?,-63,?,-80,-72,?,-69,?,-83,?,11
-44,-43,-45,-46,-47,-73,-59,-58,-48,-57,-53,-60,-53,-70,-63,-78,-72,-59,-78,-63,?,-89,-89,12
-44,-43,-47,-43,-51,?,-62,-55,-40,-47,-40,?,-49,-75,-63,?,?,-65,?,-64,?,?,?,12
-70,-43,-38,-48,-44,?,-63,-55,-46,-48,-41,?,-47,-75,?,?,?,-65,?,-62,?,?,-84,12
-70,-45,-38,-46,-45,-71,-64,-54,-46,-47,-41,?,-48,?,-62,?,-76,?,?,-62,?,?,-84,12
-47,-45,-40,-46,-45,-71,-64,-54,-46,-53,-40,?,-47,?,-62,?,-76,-58,?,-62,?,?,?,12
-48,-44,-36,-44,-44,?,-76,-54,-45,-54,-42,-63,-47,?,-62,?,?,-58,?,?,?,?,?,12
-45,-44,-42,-44,-44,?,-63,-54,-42,-47,-40,-63,-46,?,-62,?,?,-60,?,?,?,?,?,12
-48,-47,-43,-46,-44,?,-62,-54,-47,-83,-38,?,-47,-76,-62,?,-76,-66,?,-62,?,?,?,12
-50,-45,-42,-44,-44,-73,-62,-54,-47,-49,-40,?,-47,-76,?,?,-75,-66,?,-66,?,?,?,12
-49,-39,-43,-44,-44,-71,-63,-53,-51,-49,-40,?,-45,-76,-61,?,-75,-69,?,-66,?,?,?,12
-48,-39,-42,-47,-49,-73,-68,-52,-46,-52,-39,?,-46,?,-61,-75,-73,-69,?,-59,?,?,?,12
-52,-46,-44,-40,-44,-73,-68,-54,-47,-49,-50,?,-48,?,?,-75,-73,-66,?,-59,?,?,-81,12
-43,-46,-42,-46,-44,-85,-61,-54,-47,-48,-50,?,-48,?,-60,?,?,-66,?,-60,?,?,-81,12
-46,-45,-41,-47,-44,-85,-63,-55,-45,-49,-38,-63,-48,?,-61,?,?,-70,?,-59,?,?,?,12
-46,-44,-41,-53,-45,-72,-62,-58,-46,-53,-40,-61,-47,?,-62,?,?,-70,?,-62,?,?,-83,12
-45,-37,-43,-50,-44,-74,-61,-49,-45,-49,-39,-63,-47,?,-61,?,?,-70,-75,-62,?,-86,-85,12
-46,-53,-42,-47,-44,-70,-60,-54,-47,-42,-39,-63,-46,?,-61,-79,?,?,-75,-66,?,-86,-85,12
-46,-42,-42,-49,-44,-71,-60,-54,-47,-48,-39,-61,-47,-75,?,-79,-75,?,?,-60,?,?,?,12
-45,-44,-41,-49,-44,-71,-60,-54,-47,-51,-39,-61,-47,-75,-62,?,-75,?,?,-61,?,?,?,12
-45,-44,-43,-48,-44,?,-61,-55,-47,-48,-40,?,-49,?,-63,?,?,-70,?,-61,?,?,?,12
-46,-44,-44,-47,-44,-73,-61,-54,-46,-50,-42,-63,-46,?,-63,?,?,-70,?,-58,?,?,?,12
-44,-44,-42,-46,-45,-73,-60,-54,-47,-48,-42,-63,-46,?,-63,?,?,?,?,-62,?,?,?,12
-44,-41,-42,-47,-45,?,-60,-54,-46,-54,-41,-63,-47,-76,-61,?,-72,?,?,-91,?,?,?,12
-44,-45,-42,-48,-45,?,-63,-49,-47,-48,-40,-63,-49,-76,-60,-76,-72,-60,-75,-63,?,?,?,12
-44,-45,-42,-46,-44,?,-64,-52,-47,-48,-41,-59,-47,-77,-61,-76,?,-60,-75,-62,?,?,?,12
-44,-45,-41,-47,-44,-72,-62,-55,-47,-48,-40,-61,-46,-77,-63,?,?,-60,?,-61,?,?,?,12
-44,-44,-42,-46,-44,-72,-62,-55,-47,-46,-40,-61,-45,?,-63,-76,?,-63,?,-62,?,?,?,12
-44,-44,-42,-46,-44,-72,-61,-54,-46,-48,-39,-61,-47,-71,-59,-74,?,-73,?,-62,?,?,?,12
-47,-45,-41,-48,-45,?,-62,-54,-44,-51,-39,-65,-46,-71,-59,-74,?,-65,?,-60,?,?,?,12
-49,-39,-42,-48,-45,-72,-63,-54,-47,-49,-40,-65,-46,-75,-59,-77,?,-65,?,-62,?,?,?,12
-44,-46,-42,-46,-44,-72,-63,-52,-52,-56,-44,-63,-48,-75,-59,-77,-77,?,?,-59,?,?,?,12
-44,-44,-40,-49,-44,?,-60,-54,-45,-48,-40,-63,-46,-77,-60,?,-77,-59,?,-61,?,?,?,12
-44,-44,-40,-48,-45,?,-59,-54,-48,-52,-40,-60,-46,-77,-60,?,?,-59,?,-62,?,?,?,12
-44,-45,-42,-47,-45,?,-60,-54,-47,-51,-41,-61,-46,-78,-60,?,?,?,?,-62,?,?,?,12
-43,-44,-42,-50,-44,?,-62,-54,-48,-48,-41,-61,-46,-76,-60,?,?,-69,?,-59,?,?,?,12
-44,-44,-42,-46,-44,?,-62,-54,-48,-48,-39,-60,-46,-79,-61,?,?,-68,?,-63,?,?,?,12
-44,-45,-43,-45,-44,?,-60,-83,-47,-48,-40,-66,-46,-79,-60,-76,?,-69,?,-59,?,?,?,12
-41,-45,-42,-46,-43,?,-63,-54,-47,-45,-40,-66,-46,-78,-60,-76,?,-69,?,-59,?,?,?,12
-45,-45,-40,-45,-44,-72,-61,-54,-47,-49,-41,-63,-47,-78,?,?,?,?,?,-59,?,?,?,12
-46,-45,-40,-46,-45,-72,-63,-52,-47,-48,-39,-60,-47,?,-61,?,-76,-68,-76,-62,?,?,?,12
-46,-45,-40,-47,-44,?,-60,-55,-47,-51,-40,-60,-46,-78,-61,-78,-76,-68,-76,-62,?,-84,?,12
-47,-51,-40,-52,-44,?,-63,-55,-46,-49,-38,-60,-46,-78,-60,-78,?,?,?,-63,?,-84,?,12
-45,-45,-42,-45,-44,-71,-67,-55,-47,-51,-38,?,-46,-74,-60,?,?,?,?,-63,?,?,-86,12
-45,-44,-43,-48,-44,-74,-63,-57,-45,-49,-40,-62,-47,-76,-60,?,?,?,-75,?,?,?,-86,12
-60,-46,-42,-43,-43,-74,-60,-55,-46,-53,-43,-61,-50,-75,-61,?,-75,-62,-75,?,?,?,?,12
-60,-46,-41,-44,-44,?,-60,-55,-47,-53,-38,-66,-46,-75,-58,-76,-75,-62,?,-62,?,-87,?,12
-43,-45,-42,-45,-44,-70,-61,-56,-48,-51,-40,-62,-47,-76,-59,-76,?,?,?,-62,?,-87,?,12
-44,-44,-43,-44,-44,-73,-61,-55,-47,-47,-40,-59,-47,-71,-63,-75,?,-60,-76,-58,?,?,?,12
-47,-44,-43,-43,-44,-73,-58,-55,-45,-51,-41,-59,-47,-71,-63,-75,-74,-64,-76,-58,?,?,?,12
-46,-76,-42,-49,-44,?,-59,-53,-47,-76,-40,-59,-46,?,?,?,-74,-64,?,-58,?,?,?,12
-45,-43,-42,-44,-44,?,-64,-55,-47,-54,-39,-59,-47,?,-63,?,?,-69,?,-58,?,?,?,12
-45,-45,-40,-45,-44,?,-60,-55,-48,-54,-40,?,-48,-73,-63,-77,?,-69,?,-58,?,-85,?,12
-45,-42,-43,-44,-52,-70,-65,-55,-48,-55,-38,-62,-49,-77,-72,-76,?,-58,-77,?,?,-81,?,12
-44,-45,-43,-46,-44,-73,-63,-54,-49,-50,-42,-64,-46,-74,-61,-76,-74,-58,-77,?,?,-81,?,12
-49,-41,-44,-43,-48,-74,-61,-55,-48,-50,-39,-58,-47,-74,-61,-76,-74,-68,?,?,?,?,?,12
-48,-41,-43,-46,-44,-74,-56,-53,-44,-53,-39,-60,-49,-74,-60,-76,?,-63,?,-64,?,?,?,12
-47,-42,-41,-43,-43,?,-56,-58,-46,-48,-39,-60,-46,-80,-59,?,?,-63,?,-60,?,?,?,12
-45,-40,-40,-42,-44,-70,-59,-58,-48,-64,-43,-62,-48,-69,-59,?,?,-63,?,-61,?,?,?,12
-45,-55,-43,-45,-43,-70,-61,?,-48,-84,-36,-58,-44,-71,?,?,-74,-68,?,-59,?,?,?,12
-45,-55,-43,-46,-43,?,-60,?,-47,-50,-36,-58,-46,-77,?,?,-74,-62,?,-59,?,?,-79,12
-43,-45,-42,-43,-43,?,-61,?,-47,-51,-41,?,-47,-77,-55,?,?,-63,?,-58,?,-86,-79,12
-44,-45,-44,-44,-43,?,-61,-51,-47,-49,-40,?,-46,?,-61,-76,?,-63,?,-63,?,-86,?,12
-44,-43,-43,-86,-43,?,-58,-51,-48,-48,-40,-61,-46,-75,-61,-76,?,-65,?,-61,?,?,?,12
-45,-45,-44,-44,-43,-73,-58,-51,-47,-48,-40,-62,-46,-75,-60,-76,?,-64,-78,-60,?,?,?,12
-45,-45,-43,-41,-43,-71,-58,-51,-46,-48,-42,-62,-46,?,-60,?,?,-60,-78,-60,-84,?,?,12
-45,-44,-43,-48,-43,-71,-64,-51,-45,-51,-39,-61,-46,-82,-61,-79,?,-64,?,-61,-84,?,?,12
-45,-45,-43,-72,-43,?,-59,-52,-46,-51,-41,-61,-45,-82,-60,-79,?,-64,?,-60,?,?,?,12
-45,-44,-44,-44,-43,?,-60,-52,-47,-47,-39,-60,-46,-72,-60,?,?,?,?,-62,?,?,?,12
-45,-44,-43,-94,-43,?,-59,-52,-47,-49,-38,-60,-46,-72,-60,?,?,-64,?,-63,?,?,?,12
-44,-45,-44,-44,-43,?,-60,-51,-47,-48,-36,-60,-46,-76,?,-78,?,-63,?,-62,?,?,-83,12
-45,-45,-43,-44,-43,?,-62,-51,-46,-48,-40,-60,-45,-76,?,-78,?,-63,?,-63,?,?,-83,12
-45,-45,-43,-44,-43,?,-58,-52,-47,-48,-40,-63,-46,-77,-61,-75,-75,?,?,-62,?,?,?,12
?,-46,-42,-44,-43,?,-59,-52,-52,-48,-41,-63,-46,-76,-61,-75,-75,-60,?,-61,?,?,?,12
-43,-74,-43,-39,-44,?,-57,-51,-45,-48,-40,?,-47,-76,?,?,?,-60,?,-59,?,?,?,12
-43,-45,-44,-43,-43,?,-63,-51,-47,-51,-40,?,-82,?,-60,?,?,-64,?,-62,?,?,?,12
-42,-45,-44,-43,-43,?,-60,-52,-47,-48,-39,?,-46,?,-72,?,?,-65,?,-63,?,?,?,12
-44,-45,-44,-43,-43,?,-62,-51,-47,-51,-40,?,-47,?,-72,?,?,-65,?,-59,?,?,-84,12
